ID (Chronological),TYPE (Part + Person),ARGUMENT NUMBER,TEAM STANCE,RELATED ID,ARGUMENTAL RELATION  TYPE,RELATED ID.1,ARGUMENTAL RELATION  TYPE.1,ADU_CAT,ADU_ES,ADU_EN
26,INTRO,,FAVOUR,25,RA,,, a  minories com les parelles lgtbi o parelles infèrtils,a minorías como las parejas lgtbi o parejas infértiles,at minorities how the couples lgtbi or infertile couples
27,INTRO,,FAVOUR,21,RA,,,i com es farà aquesta pràctica ,y como se hará esta práctica,and how will make  this practice
28,INTRO,,FAVOUR,27,RA,,,mitjançant  un contracte,mediante un contrato,mediating an agreement
29,INTRO,,FAVOUR,,,,,on la dona gestant tindrà unes garanties  i uns beneficis,donde la mujer gestante tendrá unas garantías y unos beneficios,where the wife gestant will some guarantees and some benefits
30,INTRO,,FAVOUR,29,RA,,,un dret d'afiliació a sindicats i un estatut  les treballadores,un derecho de afiliación a sindicatos y un estatuto las trabajadoras,a law of membership at labour unions and a statute the workers
31,INTRO,,FAVOUR,21,RA,,,aquesta pràctica  es farà a nivell nacional,esta práctica se hará a nivel nacional,this practice will make  nationally
32,INTRO,,AGAINST,,,,,qui estaria disposat a treballar més de dotze hores al dia  durant set dies a la setmana,quien estaría dispuesto a trabajar más de doce horas en el día durante siete días en la semana,who would be down at working more of twelve hours by the day during seven days by the week
33,INTRO,,AGAINST,,,,,qui estaria disposat a realitzar una activitat que comporta tants riscos,quien estaría dispuesto a realizar una actividad que compuerta tantos riesgos,who would be down at realising an activity that so many gate risks
34,INTRO,,AGAINST,,,,,quan no ens tracten com a persones,cuando no nos tratan como personas,when do not treat us as a persons
35,INTRO,,AGAINST,34,RA,,,sinó com a meres coses subjectes  als desitjos d'altres persones,sino como meras cosas sujetas a los deseos otros persones,but as a mere subject things at the wishes of other persons
36,INTRO,,AGAINST,32;33;34,RA,,,hem trobat una persona,hemos encontrado una persona,have found a person
37,INTRO,,AGAINST,36,RA,,,una persona desesperada ,una persona desesperada,a desperate person
38,INTRO,,AGAINST,37,RA,,,que cansada  de lluitar contra el món ,que cansada de luchar contra el mundo,that tired to battle against the world
39,INTRO,,AGAINST,38,RA,,,i que se n'ha adonat que no ha aconseguit res,y que se ha dado cuenta que no ha conseguido nada,and that has  adonat that has not achieved anything
40,INTRO,,AGAINST,32;33;34;35;36,RA,,,estaria disposada a acceptar realitzar  la gestació subrogada,estaría dispuesta a aceptar realizar la gestación subrogada,would be had to accept to realise the surrogacy
41,INTRO,,AGAINST,40,RA,,,perquè sap que  la nostra societat en el moment que ella venga el seu cos li  donarà un tros de pa per sobreviure un dia més,porque sabe que nuestra sociedad en el momento que ella venda su cuerpo le dará un trozo de pan para sobrevivir un día más,so that it knows that our society at the moment that she sell his body will give him a scrap of bread to survive a day more
42,INTRO,,AGAINST,41,RA,,,vivim a una societat desenvolupada,vivimos a una sociedad desarrollada,live at a society developed
43,INTRO,,AGAINST,42,RA,,,on tenim un estat  que ha de protegir els nostres drets,donde tenemos un estado que tiene que proteger nuestros derechos,where have a state that has to protect our laws
44,INTRO,,AGAINST,43,RA,,,i garantir la nostra integritat,y garantizar nuestra integridad,and guarantee our integrity
45,INTRO,,AGAINST,41;43;44,RA,,,i és per tot això que els nostres estats s'han de posicionar en contra  d'acceptar la legalització de la gestació subrogada,y es por todo esto que nuestros estados se tienen que posicionar en contra de aceptar la legalización de la gestación subrogada,and is for everything this that our states have to position  against to accept the legalisation of the surrogacy
46,INTRO,,AGAINST,45,RA,,,no  podem acceptar la legalització de la gestació subrogada,no podemos aceptar la legalización de la gestación subrogada,can not accept the legalisation of the surrogacy
47,INTRO,,AGAINST,34;46,RA,,,perquè  és cosificar i dessubjectivar la dona,porque es cosificar y dessubjectivar la mujer,so that it is cosificar and dessubjectivar the wife
48,INTRO,,AGAINST,46,RA,,,perquè  és provocar un constrenyiment per a la dona,porque es provocar un constreñimiento para la mujer,so that it is to provoke a constraint for the wife
49,INTRO,,AGAINST,46,RA,,,i el que fa és acceptar un patiment,y el que hace es aceptar un sufrimiento,and what makes is to accept a suffering
50,INTRO,,AGAINST,49,RA,,,que es  troba supeditat i legitimat pels desitjos d'una minoria,que se encuentra supeditado y legitimado por los deseos de una minoría,that finds  supeditat and legitimated by the wishes of a minority
51,INTRO,,AGAINST,46,RA,,,en quin moment hem cregut eixe discurs de què és un acte  d'estima i plena solidaritat,en qué momento hemos creído ese discurso de qué es un acto de aprecio y plena solidaridad,at which moment have thought eixe speech of what is an act of esteem and full solidarity
52,INTRO,,AGAINST,46,RA,,,i en quin moment hem cregut  que esta pràctica es podia desenvolupar sense perjudicar els  drets de la dona,y en qué momento hemos creído que esta práctica se podía desarrollar sin perjudicar los derechos de la mujer,and at which moment have thought that esta practical could develop  without prejudicing the laws of the wife
53,INTRO,,AGAINST,,,,,la gestació subrogada és un sistema econòmic que aprofitant  un desig artificial de continuar la nostra línia de sang,la gestación subrogada es un sistema económico que aprovechando un deseo artificial de continuar nuestra línea de sangre,the surrogacy is an economic system that taking advantage of an artificial wish to continue our line of blood
54,INTRO,,AGAINST,48;53,RA,,,constreny la dona a diari,constriñe la mujer a diario,constrains the wife at daily
55,INTRO,,AGAINST,54,RA,,,perquè li diu que és una dona  pobra,porque le dice que es una mujer pobre,so that it says him that it is a poor wife
56,INTRO,,AGAINST,55,RA,,,que ve d'un país on els seus drets no importen ,que viene de un país donde sus derechos no importan,that comes of a country where his laws do not import
57,INTRO,,AGAINST,55,RA,,,i que  l'única forma de sobreviure és vendre el seu cos,y que la única forma de sobrevivir es vender su cuerpo,and that the only form to survive is to sell his body
58,INTRO,,AGAINST,47,RA,,,els ventres de lloguer el que fan és cossificar a les dones,los vientres de alquiler el que hacen es cossificar a las mujeres,the bellies for hire what make is cossificar at the wives
59,INTRO,,AGAINST,58,RA,,,perquè el que fan és permetre als pares comitents  que dividisquen la dona en dos,porque el que hacen es permitir a los padres comitentes que dividan la mujer en dos,so that what make is to permit at the parents comitents that they divide the wife at two
60,INTRO,,AGAINST,59,RA,,,deixant a un costat les seues  emocions i els seus pensaments,dejando a un lado sus emociones y sus pensamientos,letting at a canton his emotions and his thoughts
61,INTRO,,AGAINST,60,RA,,,i a l'altre costat la seua capacitat reproductiva,y al otro lado su capacidad reproductiva,and at the other cost his reproductive capacity
62,INTRO,,AGAINST,58;59;60;61,RA,,,convertint-la en un mer l'atuell subjecte als desitjos de la  resta de les persones,convirtiéndola en un mero la vasija sujeta a los deseos del resto de las personas,converting it at a mere the subject vessel at the wishes of the rest of the persons
63,INTRO,,AGAINST,50;53,RA,,,suposa un desig de les persones,supone un deseo de las personas,supposes a wish of the persons
64,INTRO,,AGAINST,63,RA,,,que fa perpetuar un  rol històric de la dona,que hace perpetuar un rol histórico de la mujer,that makes to perpetuate a rol historic of the wife
65,INTRO,,AGAINST,64,RA,,,que proclama afirma i legitima  que les dones han de patir,que proclama afirma y legitima que las mujeres tienen que sufrir,that proclaims affirms and legitimates that the wives have to suffer
66,INTRO,,AGAINST,47;48,RA,,,si combatem tots els dies pràctiques  vexatòries contra la dona,si combatimos todos los días prácticas vejatorias contra la mujer,if we combat all the practical days vexatòries against the wife
67,INTRO,,AGAINST,53;66,RA,,,la gestació subrogada no és eixa excepció,la gestación subrogada no es esa excepción,the surrogacy is not eixa exception
68,INTRO,,AGAINST,16,CA,,,no ens creguem que la gestació subrogada siga un  ofici,no nos creamos que la gestación subrogada sea un oficio,do not think us that the surrogacy was a job
69,ARG1,1.0,FAVOUR,55;61,CA,,,però saben vostés que  el meu jardiner treballa per satisfer els meus desitjos a canvi d'una retribució econòmica,pero saben ustedes que mi jardinero trabaja para satisfacer mis deseos a cambio de una retribución económica,but know you that my gardener works to satisfy my wishes in return of an economic reward
70,ARG1,1.0,FAVOUR,69,RA,,,i també l'agranador i també el cambrer,y también la agranador y también el camarero,and also the agranador and also the steward
71,ARG1,1.0,FAVOUR,69;70,RA,,,expliquen com estos treballs cosifiquen i deshumanitzen els hòmens,explican cómo estos trabajos cosifiquen y deshumanizan los hombres,explain how estos works cosifiquen and deshumanitzen the men
72,ARG1,1.0,FAVOUR,71,RA,,,no,no,no
73,ARG1,1.0,FAVOUR,69;70,RA,,,expliquen com açò els constreny dient-los que són pobres,explican cómo esto los constriñe diciéndolos que son pobres,explain how this constrains the ones saying them that they are poor
74,ARG1,1.0,FAVOUR,73,RA,,,no,no,no
75,ARG1,1.0,FAVOUR,69;70;71;73,RA,,,menyspreen els treballs obrers,desprecian los trabajos obreros,despise the working works
76,ARG1,1.0,FAVOUR,,,,,hem aportat una proposta  decent que cobreix tots aquells problemes que té  la maternitat subrogada actual ,hemos aportado una propuesta decente que cubre todos aquellos problemas que tiene la maternidad subrogada actual,have contributed a decent proposal that coats all those problems that has the surrogacy ongoing
77,ARG1,1.0,FAVOUR,14,RA,,,apoderament   unit als drets,apoderamiento unido a los derechos,empowerment united at the laws
78,ARG1,1.0,FAVOUR,77,RA,,,aquest article de la constitució on es parla del dret  a la no discriminació laboral per raó de sexe,este artículo de la constitución donde se habla del derecho a la no discriminación laboral por razón de sexo,this article of the constitution where talks  of the law to the no labour discrimination for reason of sex
79,ARG1,2.0,FAVOUR,,,,,perquè n'hi ha molts  treballs que oprimixen a la dona,porque hay muchos trabajos que oprimen a la mujer,so that it has grinded  works that oppress at the wife
80,ARG1,2.0,FAVOUR,79,RA,,,perquè se la relega als rols de la neteja,porque se la relega a los roles de la limpieza,so that it relegates it at the rols of the cleanup
81,ARG1,2.0,FAVOUR,69;70;79,RA,,,n'hi ha molts treballs que oprimixen  a la classe obrera per ser obrera,hay muchos trabajos que oprimen en la clase obrera para ser obrera,has grinded  works that oppress at the working class for working being
82,ARG1,2.0,FAVOUR,81,RA,,,tenen algun problema contra d'ells,tienen algún problema contra de ellos,have some problem against of them
83,ARG1,2.0,FAVOUR,82,RA,,,no,no,no
84,ARG1,2.0,FAVOUR,79;81;82,RA,,,la diferència és  la moral,la diferencia es la moral,the difference is the morale
85,ARG1,2.0,FAVOUR,64,MA,,,i ens han parlat de que estem perpetuant un rol històric,y nos han hablado de que estamos perpetuando un rol histórico,and have talked us of that we are perpetuating a rol historic
86,ARG1,2.0,FAVOUR,85,CA,,,però no  estem parlant que siga per una raó de gènere,pero no estamos hablando que sea por una razón de género,but are not talking that it was for a reason of genus
87,ARG1,2.0,FAVOUR,85;86,RA,,,el seu problema moral és l'estigmatització del cos de la dona,su problema moral es la estigmatización del cuerpo de la mujer,his moral problem is the stigmatisation of the body of the wife
88,ARG1,2.0,FAVOUR,87,RA,,,ningú li diu a un home que no utilitzi el  seu cos per fer un treball,nadie le dice a un hombre que no utilice su cuerpo para hacer un trabajo,nobody says him at a man that do not utilise his body to make a work
89,ARG1,2.0,FAVOUR,88,RA,,,ningú veu malament que un home cis  que tenen més força física aprofita els seus músculs per alçar  una càrrega pesada per fer un treball,nadie voz mal que un hombre cis que tienen más fuerza física aprovecha sus músculos para levantar una carga pesada para hacer un trabajo,nobody voice poorly that a man cis that have more quite physical takes advantage of his muscles to heave a ponderous charge to make a work
90,ARG1,2.0,FAVOUR,89,CA,,,però clar quan eixes coses d'una dona ja no mos agrada tant,pero claro cuando esas cosas de una mujer ya no bocado gusta tanto,but clear when eixes things of a wife no longer snack likes so much
91,ARG1,2.0,FAVOUR,89;90,RA,,,els membres de la dona que són parts més del cos,los miembros de la mujer que son partes más del cuerpo,the members of the wife that are parts more of the body
92,ARG1,2.0,FAVOUR,90;91,RA,,,el problema és quan les dones usem  la nostra genitalia o el nostre aparell reproductor,el problema es cuando las mujeres usamos nuestra genitalia o nuestro aparato reproductor,the problem is when the wives use our genitalia or our reproductive machine
93,ARG1,2.0,FAVOUR,85;92,RA,64,CA,perquè això sí que perpetua rols històrics de la societat,porque eso sí que perpetúa roles históricos de la sociedad,so that this aye that it perpetuates rols historic of the society
94,ARG1,2.0,FAVOUR,93,RA,,,perpetua el rol que la nostra genitalia de que les nostres ventres  són tabú que no se poden utilitzar,perpetúa el rol que la nuestra genitalia de que las nuestras vientres son tabú que no se pueden utilizar,perpetuates the rol that our genitalia of that our bellies are tabú that they can not  utilise
95,ARG1,2.0,FAVOUR,94,RA,,,que la dona  no pot fer-ne un bon ús d'ells,que la mujer no puede hacer un buen uso de ellos,that the wife can not make a good use of them
96,ARG1,2.0,FAVOUR,95,RA,,,nosaltres parim nosaltres decidim,nosotros parimos nosotros decidimos,we bear we decide
97,ARG1,2.0,FAVOUR,95,RA,,,l'equip contrari està caient en lo que la feminista marta lamas  mexicana parla de paternalisme,el equipo contrario está cayendo en lo que la feminista marta lamas mexicana habla de paternalismo,the contrary squad is falling at lo that the feminist marten lamas Mexican talks of paternalisme
98,ARG1,2.0,FAVOUR,96;97,RA,,,aquest paternalisme de les feministes abolicionistes  que pretenen rescatar i salvar a les dones inclòs en contra  dels desitjos i voluntat,este paternalismo de las feministas abolicionistas que pretenden rescatar y salvar a las mujeres incluido en contra de los deseos y voluntad,this paternalisme of the abolitionist feminists that pretend to rescue and save at the wives included against of the wishes and will
99,ARG1,2.0,FAVOUR,97;98,RA,,,és eixe materialisme en el que caiguem  quan li diem a una dona musulmana que no pot dur hijab,es ese materialismo en el que caigamos cuando le decimos a una mujer musulmana que no puede llevar hiyab,is eixe materialism at what fall when say him at a Muslim wife that can not take hijab
100,ARG1,2.0,FAVOUR,99,RA,,,perquè  no deu fer-ho,porque no debe hacerlo,so that no ten make it
101,ARG1,2.0,FAVOUR,100,RA,,,perquè això la oprimeix i la cosifica,porque esto la oprime y la cosifica,so that this oppresses it and the cosifica
102,ARG1,2.0,FAVOUR,98,RA,,,el dret de decisió  és en última instància de la dona,el derecho de decisión es en última instancia de la mujer,the law of decision is in the last resort of the wife
103,ARG1,2.0,FAVOUR,102,RA,,,i que il·legalitzar-ho no ho permet,y que ilegalizarlo no lo permite,and that outlaw it does not permit it
104,ARG1,2.0,FAVOUR,102,RA,103.0,CA,mentre que legalitzar-lo li està donant l'opció d'escollir,mientras que legalizarlo le está dando la opción de escoger,whereas legalise it is giving him the option to choose
105,ARG1,2.0,FAVOUR,104,RA,,,legalitzar l'avortament no t'obliga a fer-ho,legalizar el aborto no te obliga a hacerlo,legalise the abortion does not oblige you at making it
106,ARG1,2.0,FAVOUR,105,CA,,,però te dóna l'opció d'escollir,pero te da la opción de escoger,but gives you the option to choose
107,ARG1,,AGAINST,,,,,hi ha una diferència substancial entre una habilitat i vendre el teu cos,hay una diferencia sustancial entre una habilidad y vender tu cuerpo,there is a substantial difference among one ability and sell your body
108,ARG1,1.0,FAVOUR,107,CA,,,és que tu no estàs venent el teu cos,es que tú no estás vendiendo tu cuerpo,is that you are not selling your body
109,ARG1,1.0,FAVOUR,108,RA,,,el segueixes conservant,lo sigues conservando,track it conserving
110,ARG1,1.0,FAVOUR,108,RA,,,estàs fent un servei,estás haciendo un servicio,are making a kick
111,ARG1,1.0,FAVOUR,110,RA,,,en el seu cas és  gestar un bebè,en su caso es gestar un bebé,at his case is gestar a baby
112,ARG1,1.0,FAVOUR,,,,,quin lloc ocupem les dones  hui el dia en el mercat,qué lugar ocupamos las mujeres hoy el día en el mercado,which place occupy the wives today the day at the market
113,ARG1,1.0,FAVOUR,112,RA,,,estem reduïdes als treballs que els  hòmens no volen,estamos reducidas a los trabajos que los hombres no vuelan,are reduced at the works that the men do not blast
114,ARG1,1.0,FAVOUR,113,RA,,,els treballs més precaris,los trabajos más precarios,the most precarious works
115,ARG1,1.0,FAVOUR,112,RA,,,tenim sostres de vidre,tenemos techos de vidrio,have ceilings of glass
116,ARG1,1.0,FAVOUR,112,RA,,,tenim una baixa participació,tenemos una baja participación,have a low turnout
117,ARG1,1.0,FAVOUR,112,RA,,,sen's relega a eixos rols de cures,sen's relega a esos roles de curas,sen's relegates at axes rols of cures
118,ARG1,1.0,FAVOUR,117,RA,,,estar-nos a casa cuidant les nostres persones majors i els  nostres xiquets,estarnos a casa cuidando nuestras personas mayores y nuestros niños,be us at house taking care our main persons and our children
119,ARG1,1.0,FAVOUR,114;115;116;117;118,RA,,,ho diu l'enquesta de població  activa dos mil divuit on diu que les dones a espanya tenen  pitjor qualitat de àmpliament i que més de cinquanta-sis  mil dones n'hi ha en atur més que hòmens,lo dice la encuesta de población activa dos mil dieciocho donde dice que las mujeres a espanya tienen peor calidad de ampliamente y que más de cincuenta y seis mil mujeres hay en paro más que hombres,says it the survey of active populace two thousand eighteen where says that the wives at espanya have worse quality of amply and that more of fifty-six one thousand wives there is at more unemployment that men
120,ARG1,1.0,FAVOUR,114;115;116;117;119,RA,,,també ho  diu de global gender gap suport a dos mil divuit que diu que la bretxa salarial  no s'acabarà a espanya fins a dins de seixanta-u anys,también lo dice de global gender gap apoyo a dos mil dieciocho que dice que la brecha salarial no se acabará a espanya hasta dentro de sesenta y uno años,also says it of global gender gap support at two thousand eighteen that says that the bretxa salarial will not end  at espanya until in sixty-u years
121,ARG1,1.0,FAVOUR,119;120,RA,,,gestació subrogada  com a mesura discriminació positiva,gestación subrogada como medida discriminación positiva,surrogacy as a size positive discrimination
122,ARG1,1.0,FAVOUR,121,RA,,,és una oportunitat laboral no mixta a  la que només nosaltres podem accedir,es una oportunidad laboral no mixta a la que solo nosotros podemos acceder,is a labour opportunity no mixed at what only we can access
123,ARG1,1.0,FAVOUR,114;121,RA,,,compaginable amb altres treballs,compaginable con otros trabajos,compaginable with other works
124,ARG1,1.0,FAVOUR,121,RA,,,és també compaginable amb els estudis,es también compaginable con los estudios,is also compaginable with the surveys
125,ARG1,1.0,FAVOUR,121,RA,,,és que està ben remunerada,es que está muy remunerada,is that it is well remunerada
126,ARG1,1.0,FAVOUR,125,RA,,,este exemple de baby gest on es parla de les diferències i on van  els gastos d'una gestació subrogada podem vore que la retribució  a la dona gestant pot ser fins a quaranta mil euros,este ejemplo de baby gesto donde se habla de las diferencias y donde van los gastos de una gestación subrogada podemos ver que la retribución a la mujer gestante puede ser hasta cuarenta mil euros,este example of baby gesture where talks  of the differences and where go the gastos of a surrogacy can view that the reward at the wife gestant can be until forty one thousand euros
127,ARG1,1.0,FAVOUR,,,,,el sou mínim en espanya anual és de dotze mil,el sueldo mínimo en espanya anual es de doce mil,the minimal wage at espanya annual is of twelve thousand
128,ARG1,1.0,FAVOUR,126;127,RA,,,el quatriplequem,el quatriplequem,the quatriplequem
129,ARG1,1.0,FAVOUR,121,RA,,,la nostra proposta  com va per la seguretat social no n'hi ha màfies ni agències ni intermediaris,nuestra propuesta como va por la seguridad social no hay mafias ni agencias ni intermediarios,our proposal and goes for the social security no there are mafias or agencies or intermediaries
130,ARG1,1.0,FAVOUR,129,RA,,,tots eixos diners s'enduen les empreses  no estarien,todo ese dinero se llevan las empresas no estarían,all axes money wear  the companies would not be
131,ARG1,1.0,FAVOUR,125;126;130,RA,,,i se podrien dur a la dona,y se podrían llevar a la mujer,and could take  at the wife
132,ARG1,1.0,FAVOUR,131,RA,,,fer que la situació de les dones millorara,hacer que la situación de las mujeres mejorara,make that the situation of the wives improved
133,ARG1,1.0,FAVOUR,118;119,MA,,,existim en un context patriarcal,existamos en un contexto patriarcal,exist at a patriarchal context
134,ARG1,1.0,FAVOUR,133,RA,,,en un context il·legítim que no es pot seguir permetent,en un contexto ilegítimo que no se puede seguir permitiendo,at an illegitimate context that can not  track permitting
135,ARG1,1.0,AGAINST,,,,,la  gestació subrogada és un acte d'apoderament de la dona,la gestación subrogada es un acto de apoderamiento de la mujer,the surrogacy is an act of empowerment of the wife
136,ARG1,1.0,AGAINST,,,,,que és un acte de llibertat,que es un acto de libertado,that is an act of liberty
137,ARG1,1.0,AGAINST,136,RA,,,el que ens estàs posant és el mite de la falsa elecció,el que nos estás poniendo es el mito de la falsa elección,what are posing us is the myth of the dud election
138,ARG1,1.0,AGAINST,137,RA,,,creure que les dones són capaces de triar una cosa que ens explota,creer que las mujeres son capaces de elegir una cosa que nos explota,think that the wives are capable to elect a thing that explodes us
139,ARG1,1.0,AGAINST,57;107,RA,,,dir que les dones tenim la capacitat de vendre'ns és dir que  els homes tenen la capacitat de comprar-nos,decir que las mujeres tenemos la capacidad de vendernos es decir que los hombres tienen la capacidad de comprarnos,say that the wives have the capacity to sell us is to say that the men have the capacity to buy us
140,ARG1,1.0,AGAINST,4;16,MA,,,ens han venut la gestació subrogada com un treball més,nos han vendido la gestación subrogada como un trabajo más,have sold us the surrogacy like a more work
141,ARG1,1.0,AGAINST,140,RA,,,això implicaria rebentar tota la legislació laboral,esto implicaría reventar toda la legislación laboral,this would imply to pop all the labour legislation
142,ARG1,1.0,AGAINST,32;141,RA,,,es tracta d'un treball vint-i-quatre  hores set dies a la setmana nou mesos sense vacances,se trata de un trabajo veinticuatro horas siete días en la semana nueve meses sin vacaciones,treats  of a work twenty-four hours seven days by the week nine months without holidays
143,ARG1,1.0,AGAINST,140,RA,,,quan començarà la nostra  etapa laboral,cuando empezará nuestra etapa laboral,when will commence our labour stage
144,ARG1,1.0,AGAINST,143,RA,,,als quinze anys,a los quince años,at the fifteen years
145,ARG1,1.0,AGAINST,143,RA,,,acabarà als quaranta,acabará a los cuarenta,will end at the forty
146,ARG1,1.0,AGAINST,140,RA,,,quina serà la festa d'acomiadament parir i anar-te'n a casa  i entregar el xiquet com a finiquito,qué será la fiesta de despido parir e irte a casa y entregar el niño como finiquito,which will be the party of dismissal bear and go you at house and hand the child as a finiquito
147,ARG1,,FAVOUR,,,,,les dones estem privades de llibertat en quan tenim context,las mujeres estamos privadas de libertad en cuando tenemos contexto,the wives are deprived of liberty at when have context
148,ARG1,,FAVOUR,147,RA,,,per exemple l'acte de depil·lar-nos,por ejemplo el acto de depil·lar-noes,for example the act of depil·lar-nos
149,ARG1,,FAVOUR,148,RA,,,hi hauria que prohibir a la gent que se depil·larà perquè no són lliures,habría que prohibir a la gente que se depil·larà porque no son libres,there would be that prohibit at the persons that  depil·larà so that they are not free
150,ARG1,1.0,AGAINST,149,CA,,,podem triar el depil·lar-nos o no,podemos elegir el depil·lar-noes o no,can elect the depil·lar-nos or no
151,ARG1,1.0,AGAINST,150,RA,,,però en això no implica  estar oprimides o no,pero en esto no implica estar oprimidas o no,but at this does not imply to be oppressed or no
152,ARG1,1.0,AGAINST,,,,,realitzar l'acte de gestació subrogada implica oprimir-nos implica explotar-nos,realizar el acto de gestación subrogada implica oprimirnos implica explotarnos,realise the act of surrogacy implies to oppress us implies to explode us
153,ARG1,1.0,AGAINST,152,RA,,,implica llogar el nostre cos sencer,implica alquilar nuestro cuerpo entero,implies to rent our whole body
154,ARG1,1.0,AGAINST,152,RA,69,MA,dir que és comparable  al cas d'un jardiner,decir que es comparable al caso de un jardinero,say that it is comparable in the know of a gardener
155,ARG1,1.0,AGAINST,154,RA,,,perquè està oferint un servei un jardiner,porque está ofreciendo un servicio un jardinero,so that it is offering a kick a gardener
156,ARG1,1.0,AGAINST,155,RA,,,està oferint la seua habilitat durant un determinat  número d'hores,está ofreciendo su habilidad durante un determinado número de horas,is offering his ability during a determinate number of hours
157,ARG1,1.0,AGAINST,156,RA,,,i se'n torna a casa i continuar la seua vida normal,y se vuelve a casa y continuar su vida normal,and returns  at house and continue his normal life
158,ARG1,1.0,AGAINST,152;153;156;157,RA,,,una dona gestant el que esta llogant és el seu cos sencer les vint-i-quatre hores del dia,una mujer gestando el que esta alquilando es su cuerpo entero las veinticuatro horas del día,a wife gestant what esta renting is his whole body the twenty-four hours of the day
159,ARG1,1.0,AGAINST,,,,,això no és un treball,esto no es un trabajo,this is not a work
