ID (Chronological),TYPE (Part + Person),ARGUMENT NUMBER,TEAM STANCE,RELATED ID,ARGUMENTAL RELATION  TYPE,RELATED ID.1,ARGUMENTAL RELATION  TYPE.1,RELATED ID.2,ARGUMENTAL RELATION  TYPE.2,ADU_CAT,ADU_ES,ADU_EN
39,INTRO,1,FAVOUR,,,,,,,com va dir l'activista estatunidenca margaret sanger  no podem ser dones lliures  sense el control sobre el nostre propi cos,como dijo la activista estadounidense margaret sanger no podemos ser mujeres libres sin el control sobre nuestro propio cuerpo,how said the activist estatunidenca margaret sanger can not be free wives without the control on our own body
40,INTRO,1,FAVOUR,39,RA,,,,,si una dona que vol gestar  un nadó amb una família que no pot tenir-ne qui som nosaltres  per dir-li que no,si una mujer que quiere gestar un bebé con una familia que no puede tener quién somos nosotros para decirle que no,if a wife that wants to gestar a baby with a family that can not have who are we to say him that no
41,INTRO,2,FAVOUR,25,RA,,,,,permetre la gestació subrogada en el nostre estat  implica  una capsa de pandora cap a l'esclavilització de la dona,permitir la gestación subrogada en nuestro estado implica una caja de pandora hacia la esclavilització de la mujer,permit the surrogacy at our state implies a capsa of pandora to the esclavilització of the wife
42,INTRO,2,FAVOUR,25;41,RA,,,,,cap a la seva explotació,hacia su explotación,to his exploitation
43,INTRO,2,FAVOUR,25;41;42,RA,,,,,cap als nens a la carta,hacia los niños a la carta,to the boys at the card
44,INTRO,2,FAVOUR,19;20;41;42;43,CA,,,,,però nosaltres amb el nostre model ho evitem,pero nosotros con nuestro modelo lo evitamos,but we with our model eschew it
45,INTRO,2,FAVOUR,29;35;38;44,RA,,,,,apliquem  els principis de l'adopció  i el sistema de donació d'òrgans,aplicamos los principios de la adopción y el sistema de donación de órganos,apply the principles of the adoption and the system of donation of organs
46,INTRO,2,FAVOUR,45,RA,,,,,basat en la solidaritat i la voluntarietat,basado en la solidaridad y la voluntariedad,based at the solidarity and the voluntarietat
47,INTRO,1,FAVOUR,34;35;38,RA,,,,,en primer lloc la naturalesa altruista,en primer lugar la naturaleza altruista,in the first place the altruistic nature
48,INTRO,2,FAVOUR,34,RA,,,,,en segon lloc les garanties de protecció,en segundo lugar las garantías de protección,in the second place the guarantees of protection
49,INTRO,3,FAVOUR,45;46,RA,,,,,per últim els requisits d'idoneïtat,por último los requisitos de idoneidad,for last the requisites of suitability
50,INTRO,2;3,FAVOUR,25;30;32;33,RA,,,,,legalització  de la gestació subrogada  sostenible raonablement,legalización de la gestación subrogada sostenible razonablemente,legalisation of the surrogacy sustainable reasonably
51,INTRO,2;3,FAVOUR,25;30;34;48,RA,,,,,legalització de la gestació subrogada segura protectora garant,legalización de la gestación subrogada segura protectora garante,legalisation of the surrogacy certain protective garant
52,INTRO,,FAVOUR,39;40,RA,,,,,com a dona  no me poden negar el fet que jo vulgui gestar per una  família que no pot tenir-ne,como mujer no me pueden negar el hecho que yo quiera gestar por una familia que no puede tener,as a wife can not me deny the fact that I want to gestar for a family that can not have
53,INTRO,,FAVOUR,39;40;41,RA,,,,,jo no puc ser lliure si no tinc  control sobre el meu propi cos,yo no puedo ser libre si no tengo control sobre mi propio cuerpo,I can not be free if do not have control on my own body
54,ARG1,,AGAINST,29;35;38;44,CA,,,,,no estem debatent aquest tema,no estamos debatiendo este tema,are not debating this motif
55,ARG1,1;2;3,AGAINST,31;32;33;34,CA,,,,,no estem debatent el com,no estamos debatiendo el como,are not debating the how
56,ARG1,1;2;3,AGAINST,29;35;38;44,CA,54,MA,,,no estem debatent aquest model que vosaltres proposeu,no estamos debatiendo este modelo que vosotros proponéis,are not debating this model that you propose
57,ARG1,,AGAINST,19;20;23;41;42,RA,,,,,s'ha de legalitzar o no,se tiene que legalizar o no,has to legalise  or no
58,ARG1,1;2;3,AGAINST,29;35;38;44,CA,,,,,el model vindrà després,el modelo vendrá después,the model will come next
59,ARG1,,AGAINST,60,RA,,,,,la volta al món en un parell de minuts,la vuelta al mundo en un par de minutos,the turn at the world at a pair of minutes
60,ARG1,,AGAINST,61;62,RA,,,,,els  minuts que tindrem per explicar  què vol dir ser mare d'un nadó que hauràs d'entregar,los minutos que tendremos para explicar qué quiere decir ser madre de un bebé que tendrás que entregar,the minutes that will to explain what means to be mother of a baby that will have to hand
61,ARG1,,AGAINST,,,,,,,ser mare d'un nadó  que no podràs veure que no podràs tocar,ser madre de un bebé que no podrás ver que no podrás tocar,be mother of a baby that will not be able to view that you will not be able to touch
62,ARG1,,AGAINST,61,RA,,,,,perquè tens un contracte que diu  que no ho pots fer,porque tienes un contrato que dice que no lo puedes hacer,so that have an agreement that says that you can not it make
63,ARG1,1,AGAINST,,,,,,,aquests països  la gestació subrogada està permesa,estos países la gestación subrogada está permitida,these countries the surrogacy is permitted
64,ARG1,1,AGAINST,63,RA,,,,,molts d'aquests països s'anomenen ja per les persones que  es dediquen al tema països amb granges de nadons,muchos de estos países se denominan ya por las personas que se dedican al tema países con granjas de bebés,many of these countries nickname  already for the persons that devote  at the motif countries with farms of babies
65,ARG1,1,AGAINST,63;64,RA,,,,,ucraïna,ucraïna,ucraïna
66,ARG1,1,AGAINST,63;64,RA,,,,,qui viu en aquests països en quines condicions,quien vive en estos países en qué condiciones,who lives at these countries at which conditions
67,ARG1,1,AGAINST,66,MA,,,,,quin és el nivell de vida de la gent que hi viu en aquests països,qué es el nivel de vida de la gente que vive en estos países,which is the living level of the persons that lives  at these countries
68,ARG1,1,AGAINST,63;66;67,RA,,,,,hi ha alguna relació entre la situació econòmica del país  i l'oferta de gestació subrogada,hay alguna relación entre la situación económica del país y la oferta de gestación subrogada,there is some account among the economic situation of the country and the offer of surrogacy
69,ARG1,1,AGAINST,66;67;68,RA,,,,,les mateixes preguntes però mirant aquest altre mapa  els països del primer món,las mismas preguntas pero mirando este otro mapa los países del primer mundo,the same questions but looking this other map the countries of the first world
70,ARG1,1,AGAINST,69,RA,,,,,els països amb economies estables,los países con economías estables,the countries with stable economies
71,ARG1,1,AGAINST,19;20;23;57;63;68,RA,,,,,els països que poden pagar això,los países que pueden pagar esto,the countries that can pay this
72,ARG1,1,AGAINST,63,RA,,,,,els primers són països pobres on la condició de vida és bastant millorable,los primeros son países pobres donde la condición de vida es bastante mejorable,the first are poor countries where the living condition is quite millorable
73,ARG1,1,AGAINST,69;70,RA,,,,,en aquest veiem països amb  grans economies globals,en este vemos países con grandes economías globales,at this view countries with big global economies
74,ARG1,1,AGAINST,65,MA,,,,,el cas d'ucraïna,el caso de ucraïna,the case of ucraïna
75,ARG1,1,AGAINST,74,RA,,,,,comparem les dades amb espanya  recordant que ucraïna és un dels principals  països de destinació de parelles heterosexuals que no homosexuals  que fan servir la gestació subrogada,comparamos los datos con espanya recordando que ucraïna es uno de los principales países de destino de parejas heterosexuales que no homosexuales que usan la gestación subrogada,compare the data with espanya recalling that ucraïna is one of the principal countries of fate of heterosexual couples that no homosexual that use the surrogacy
76,ARG1,1,AGAINST,,,,,,,el preu és bastant més econòmic,el precio es bastante más económico,the price is quite more economic
77,ARG1,1,FAVOUR,,,,,,,que les diria als infants que ja han nascut i són a la frontera i no poden accedir escriure'ns al registre civil  que els hi diria amb ells,que las diría a los niños que ya han nacido y están en la frontera y no pueden acceder escribirnos al registro civil que se los diría con ellos,that the would say at the girls that already have been born and are at the border and can not access write us at the civil registry that would say the ones to him with them
78,ARG1,1,AGAINST,77,CA,,,,,és el problema  de la gestació subrogada els infants,es el problema de la gestación subrogada los niños,is the problem of the surrogacy the girls
79,ARG1,1,AGAINST,65;74,RA,,,,,el sou mínim a ucraïna és d'uns cent trenta-vuit euros,el sueldo mínimo a ucraïna es de unos ciento treinta y ocho euros,the minimal wage at ucraïna is of some one hundred thirty-eight euros
80,ARG1,1,AGAINST,,,,,,,a espanya ha pujat el sou mínim a nou-cents gairebé sis vegades més,a espanya ha subido el sueldo mínimo a novecientos casi seis veces más,at espanya has climbed the minimal wage at nine hundred almost six times more
81,ARG1,1,AGAINST,80,RA,,,,,tenim països a la resta d'europa veïns d'ucraïna  com frança alemanya on el sou mínim està al voltant de mil euros,tenemos países al resto de europa vecinos de ucraïna como frança alemana donde el sueldo mínimo está alrededor de mil euros,have countries at the rest of europa neighboring of ucraïna how frança German where the minimal wage is around one thousand euros
82,ARG1,1,AGAINST,19;20;68;75;78;79,RA,,,,,a ucraïna una dona gestant guanya entre dotze mil i quinze  mil euros per gestació,a ucraïna una mujer gestante gana entre doce mil y quince mil euros por gestación,at ucraïna a wife gestant grosses among twelve thousand and fifteen thousand euros for gestation
83,ARG1,1,AGAINST,57;82,RA,,,,,per portar el nadó d'una altra parella,para llevar el bebé de otra pareja,to take the baby of another couple
84,ARG1,1,AGAINST,65;74;79;82,RA,,,,,són uns mil quatre-cents euros al mes gairebé nou vegades més  que el sou mínim del país,son unos mil cuatrocientos euros en el mes casi nueve veces más que el sueldo mínimo del país,are some one thousand four hundred euros by the month almost nine times more that the minimal wage of the country
85,ARG1,1,AGAINST,84,RA,,,,,si fem un càlcul ràpid veurem que  a ucraïna una dona guanya en nou mesos el que guanyaria en nou anys,si basura un cálculo rápido veremos que a ucraïna una mujer gana en nueve meses el que ganaría en nueve años,if muck a fast calculus will view that at ucraïna a wife grosses at nine months what would gross at nine years
86,ARG1,1,FAVOUR,,,,,,,com evitaria doncs que es segueixin produint  casos com el que està passant a ucraïna,como evitaría pues que se sigan produciendo casos como el que está pasando a ucraïna,how would eschew then that they track  producing cases how what is passing at ucraïna
87,ARG1,1,AGAINST,86,CA,,,,,això és una és una regulació global,esto es una es una regulación global,this is one is a global regulation
88,ARG1,1,AGAINST,65;74;79;82;83;84;85,RA,,,,,si nosaltres com a societat acceptem que això es continuï produint  finalment el que estem fent és contribuir a aquesta globalització del problema,si nosotros como sociedad aceptamos que esto se continúe produciendo finalmente el que estamos haciendo es contribuir a esta globalización del problema,if we as a society accept that this continue  producing finally what are making is to contribute at this globalisation of the problem
89,ARG1,1,AGAINST,88,CA,,,,,no a la solució,no a la solución,no at the solution
90,ARG1,1,AGAINST,82,RA,,,,,amb quinze mil euros comprar un cotxe,con quince mil euros comprar un coche,with fifteen thousand euros buy a car
91,ARG1,1,AGAINST,82,RA,,,,,podríem donar la entrada d'una hipoteca,podríamos dar la entrada de una hipoteca,could give the entry of a mortgage
92,ARG1,1,AGAINST,79;82;83;84;85;90;91,RA,,,,,poder adquisitiu,poder adquisitivo,can acquisitive
93,ARG1,1,AGAINST,79;82;83;84;85;90;91;92,RA,,,,,es un incentiu per dones amb necessitats econòmiques brutals,se un incentivo por mujeres con necesidades económicas brutales,an incentive for wives with brutal economic necessities
94,ARG1,1,AGAINST,93,RA,,,,,dones en una situació de pobresa extrema tant  que hi ha moltes persones interessada en què aquest negoci  sigui un negoci pròsper,mujeres en una situación de pobreza extrema tanto que hay muchas personas interesada en que este negocio sea un negocio próspero,wives at a situation of so much dire poverty that there is a lot of persons interested at what this bargain was a thriving bargain
95,ARG1,1,FAVOUR,25;30;34;35;38;47;48;50;51,RA,57,MA,,,li agradaria legalitzar la gestació subrogada de forma altruista i amb garanties per evitar tots els problemes que vosté fa referència,le gustaría legalizar la gestación subrogada de forma altruista y con garantías para evitar todos los problemas que usted hace referencia,would like him legalise the surrogacy of altruistic form and with guarantees to eschew all the problems that you references
96,ARG1,1,AGAINST,95,CA,,,,,és que la  gestació subrogada altruista també presenta aquest problema que són  les empreses intermediàries,es que la gestación subrogada altruista también presenta este problema que son las empresas intermediarias,is that the surrogacy altruistic also presents this problem that are the intermediary companies
97,ARG1,1,AGAINST,96,RA,95,CA,,,intervenen també a la gestació altruista,intervienen también a la gestación altruista,intervene also at the altruistic gestation
98,ARG1,1,AGAINST,96;97,RA,,,,,aquestes empreses  biotech com surrobaby surrofamily  són empreses que ens ofereixen paquets econòmics    amb una oferta especial,estas empresas biotech como surrobaby surrofamily son empresas que nos ofrecen paquetes económicos con una oferta especial,these companies biotech how surrobaby surrofamily are companies that offer us economic packages with a special offer
99,ARG1,1,AGAINST,96;97;98,RA,,,,,el més terrible de tot és que aquestes empreses ens garanteixen un bon producte  sense tares sense problemes,lo más terrible de todo es que estas empresas nos garantizan un buen producto sin taras sin problemas,the most terrible of everything is that these companies guarantee us a good product without tares without problems
100,ARG1,1,AGAINST,96;97;98;99,RA,,,,,la gestació subrogada s'ha convertit en un negoci pròsper  per a empreses que són intermediàries entre dones que veuen una necessitat econòmica  i parelles que necessiten un nadó,la gestación subrogada se ha convertido en un negocio próspero para empresas que son intermediarias entre mujeres que ven una necesidad económica y parejas que necesitan un bebé,the surrogacy has converted  at a thriving bargain for companies that are intermediary among wives that view an economic necessity and couples that need a baby
101,ARG1,1,AGAINST,63;64;65;66;67;68;69;70;71;72;73;74;75;76;79;80;81;82;84;85;93;94,RA,,,,,una relació econòmica entre països  pobres i països rics,una relación económica entre países pobres y países ricos,an economic account among poor countries and affluent countries
102,ARG1,1,AGAINST,68;75,RA,,,,,un problema d'una relació  de classes,un problema de una relación de clases,a problem of an account of classes
103,ARG1,1,AGAINST,102,MA,,,,,amb la gestació subrogada altruista es produeix  una relació de classe,con la gestación subrogada altruista se produce una relación de clase,with the surrogacy altruist produces  an account of class
104,ARG1,1,AGAINST,101;102;103,RA,,,,,la classe més pobra que està sotmesa a un neoliberalisme brutal,la clase más pobre que está sometida a un neoliberalismo brutal,the poorest class that is subjected at a brutal neoliberalism
105,ARG1,1,AGAINST,,,,,,,versus la classe rica que té el poder adquisitiu per poder  fer realitat el seu desig,versus la clase rica que tiene el poder adquisitivo para poder hacer realidad su deseo,versus the affluent class that has the acquisitive power to be able to make reality his wish
106,ARG1,2,AGAINST,,,,,,,l'adopció és un gest d'amor un gest de generositat,la adopción es un gesto de amor un gesto de generosidad,the adoption is a gesture of love a gesture of generosity
107,ARG1,1;2,AGAINST,106,RA,95,CA,,,això sí que és altruista,eso sí que es altruista,this aye that it is altruistic
108,ARG1,1;2;3,FAVOUR,25;30;34;35;38;47;48;50;51;95,RA,,,,,proposem un model  s'inspira en uns principis rectors,proponemos un modelo se inspira en unos principios rectores,propose a model inspires  at some principles rectors
109,ARG1,1;2;3,FAVOUR,32;33;34;108,RA,,,,,uns principis  rectors dels quals aixequen tres pilars principals,unos principios rectores de los cuales levantan tres pilares principales,some principles rectors of which aixequen three principal pillars
110,ARG1,1;2;3,FAVOUR,,,,,,,els proposo jugar un joc  el rasca i guanya que hi veuen aqui  quan veiem aquest aquest fulletó veiem una franja gris no hi veiem res  ,los propongo jugar un juego lo rasca y gana que ven aqui cuando vemos este este folletín vemos una franja gris no vemos nada,propose the ones play a game the rasca and grosses that they view  aqui when view this this booklet view a grey strip do not view  nothing
111,ARG1,1;2;3,FAVOUR,46;39;40;52,RA,,,,,però si rasquem com la doctora de la universitat de barcelona  eleonora lam diu en la gestació subrogada darrere hi trobem  el lliure desenvolupament de la personalitat la dignitat la  llibertat la solidaritat la igualtat davant la llei amb  independència de la filiació la no-discriminació del col·lectiu  lgtbi l'interés superior del menor entre molts altres,pero si rascamos como la doctora de la universidad de barcelona eleonora lam dice en la gestación subrogada detrás encontramos el libre desarrollo de la personalidad la dignidad la libertad la solidaridad la igualdad ante la ley con independencia de la filiación la no-discriminación del colectivo lgtbi el interés superior del menor entre otros muchos,but if rasquem how the doctor of the university of barcelona eleonora lam says at the surrogacy behind find  the free development of the personality the dignity the liberty the solidarity the equality in front of the law with independence of the filiació the no-discrimination of the community lgtbi the superior interest of the minor among many others
112,ARG1,1;2;3,FAVOUR,108,MA,,,,,principis dels quals  s'inspira el nostre model que defensem,principios de los cuales se inspira nuestro modelo que defendemos,principles of which inspires  our model that defend
113,ARG1,1;2;3,FAVOUR,112,RA,,,,,sense aquests  la gestació subrogada no tindria sentit ,sin estos la gestación subrogada no tendría sentido,without these the surrogacy would not heard
114,ARG1,1;2;3,FAVOUR,47,RA,,,,,aquella conducta humana  que consisteix en un comportament d'ajuda desinteressada cap  a una altra persona sense esperar res a canvi tot i que suposi un sacrifici  personal,aquella conducta humana que consiste en un comportamiento de ayuda desinteresada hacia otra persona sin esperar nada a cambio a pesar de que suponga un sacrificio personal,that human behaviour that consists at a behaviour of disinterested aid to another person without expecting nothing in return although it suppose a personal sacrifice
115,ARG1,,AGAINST,29;35;38;44;108;112,CA,,,,,la pregunta el debat és si s'ha de legalitzar  perquè vostés estan parlant de com s'ha de regular no és  un altre debat aquest,la pregunta el debate es si se tiene que legalizar porque ustedes están hablando de cómo se tiene que regular no es otro debate este,the question the debate is if has to legalise  so that you are talking of how has to  regulate is not another debate this
116,ARG1,1;2;3,FAVOUR,108;112,RA,,,,,diem com s'ha de regular perquè s'ha  de legalitzar,decimos como se tiene que regular porque se tiene que legalizar,say how has to  regulate so that has to legalise
117,ARG1,1;2;3,FAVOUR,116,MA,,,,,és a dir s'ha de legalitzar i nosaltres anem  més enllà els diem com,es decir se tiene que legalizar y nosotros vamos más allá los decimos como,that is to say has to  legalise and we go further say the ones how
118,ARG1,1,FAVOUR,25;30;34;35;38;47;48;50;51;86;95,RA,,,,,per evitar tots els abusos,para evitar todos los abusos,to eschew all the abuses
119,ARG1,1,FAVOUR,,,,,,,per evitar la mercantilització de la dona,para evitar la mercantilización de la mujer,to eschew it mercantilització of the wife
120,ARG1,1,FAVOUR,25;29;30;34;35;38;44;47;50;51;95;108;111;112;113;116,RA,96,CA,,,no hi ha gestació subrogada sense un model altruista,no hay gestación subrogada sin un modelo altruista,there is not surrogacy without an altruistic model
121,ARG1,1,FAVOUR,96;97;103;120,CA,1;2,CA,,,no tenen fe en l'altruisme,no tienen fe en el altruismo,do not have faith at the altruism
122,ARG1,1,FAVOUR,,,,,,,però jo tinc fe en vostès,pero yo tengo fe en ustedes,but I have faith at you
123,ARG1,1,FAVOUR,34;35;38;47;95;120;121;122,RA,,,,,stuard mill deia ningú  neix altruista però amb educació una persona la seva personalitat  la pot adaptar perquè sigui altruista,stuard mijo decía nadie nace altruista pero con educación una persona su personalidad la puede adaptar porque sea altruista,stuard millet said nobody is born altruist but with nurture a person his personality can adapt it so that it are altruist
124,ARG1,1,FAVOUR,34;35;38;47;95;120,RA,,,,,a espanya hi ha la donació d'òrgans som pioners en altruisme,a espanya hay la donación de órganos somos pioneros en altruismo,at espanya there is the donation of organs are pioneering at altruism
125,ARG1,1,FAVOUR,30;34;35;38;44;47;50;51;95;108;111;113;116;120;121;122,RA,,,,,hi creiem hi tenim esperança  en què amb educació  creem una gestació subrogada altruista,creemos tenemos esperanza en que con educación creamos una gestación subrogada altruista,think  have  hope at what with nurture create a surrogacy altruist
126,ARG1,1,FAVOUR,25;29;30;34;35;38;44;47;50;51;95;108;111;112;113;116;120;121;122,RA,,,,,el nostre model creu i defensa en l'altruisme,nuestro modelo cree y defensa en el altruismo,our model thinks and defence at the altruism
127,ARG1,1,FAVOUR,96;97;98;99;100,CA,,,,,no  hi haurà cap tipus d'empreses intermediàries,no habrá ningún tipo de empresas intermediarias,there will not be any type of intermediary companies
128,ARG1,1,FAVOUR,127,RA,,,,,és el que volem evitar,es el que queremos evitar,is what want to eschew
129,ARG1,1,FAVOUR,63;64;65;66;67;72;73;80;81,CA,,,,,no  hi haurà cap remuneració per gestar un fill,no habrá ninguna remuneración para gestar un hijo,there will not be any remuneration for gestar a son
130,ARG1,1,FAVOUR,,,,,,,cap ventre té un preu,ningún vientre tiene un precio,any belly has a price
131,ARG1,1,FAVOUR,130,MA,,,,,no hi ha preu per un ventre,no hay precio por un vientre,there is not price for a belly
132,ARG1,1,FAVOUR,36,MA,,,,,hi haurà una compensació de rescabalament,habrá una compensación de resarcimiento,there will be a compensation of rescabalament
133,ARG1,2,FAVOUR,38;119,RA,,,,,evitar doncs que no es vulneri la  integritat física i moral de la dona,evitar pues que no se vulnere la integridad física y moral de la mujer,eschew then that no  vulneri the physical and moral integrity of the wife
