ID (Chronological),TYPE (Part + Person),ARGUMENT NUMBER,TEAM STANCE,RELATED ID,ARGUMENTAL RELATION  TYPE,RELATED ID.1,ARGUMENTAL RELATION  TYPE.1,ADU_CAT,ADU_ES,ADU_EN
12,INTRO,,FAVOUR,10,RA,,,Trobem que realment aquesta pràctica es troba permesa,Encontramos que realmente esta práctica se encuentra permitida,Find that really this practice finds  permitted
13,INTRO,,FAVOUR,11;12,RA,,, què és el que produeix aquesta situació actual,qué es el que produce esta situación actual,what is what produces this ongoing situation
14,INTRO,,FAVOUR,13,RA,,,exili o turisme reproductiu,exilio o turismo reproductivo,exile or reproductive tourism
15,INTRO,,FAVOUR,14,RA,,,la gent se'n va a altres països a realitzar aquesta tècnica,la gente se va a otros países a realizar esta técnica,the persons goes  at other countries at realising this technician
16,INTRO,,FAVOUR,15,RA,,,i això comporta dos problemes,y esto comporta dos problemas,and this comports two problems
17,INTRO,,FAVOUR,16,RA,,,un problema de tipus social,un problema de tipo social,a problem of social type
18,INTRO,,FAVOUR,17,RA,,,perquè genera una desigualtat dins del nostre país,porque genera una desigualdad dentro de nuestro país,so that it generates an inequality in our country
19,INTRO,,FAVOUR,18,RA,,,perquè només les rendes més altes poden permitir-se aquest tipus de pràctiques,porque solo las rentas más altas podan permitir-se este tipo de prácticas,so that only the rendes taller can permitir- this type of practices
20,INTRO,,FAVOUR,16,RA,,,l'absència de control,la ausencia de control,the absence of control
21,INTRO,,FAVOUR,18;20,RA,,, és necessària la legalització de la maternitat subrogada per garantir que respectin els drets humans,es necesaria la legalización de la maternidad subrogada para garantizar que respeten los derechos humanos,is necessary the legalisation of the surrogacy to guarantee that they respect the human laws
22,INTRO,,FAVOUR,21,RA,,,això és una irresponsabilitat pel nostre Estat,esto es una irresponsabilidad por nuestro Sido,this is an irresponsibility for our Been
23,INTRO,,FAVOUR,22,RA,,,perquè així com es va expressar l'alt comissionat de les nacions unides,porque así como se expresó el alto comisionado de las naciones unidas,so that as well as expressed  the tall comissionat of the nations united
24,INTRO,,FAVOUR,21;23,RA,,,el respecte a la dignitat humana és responsabilitat de tots els estats,el respecto a la dignidad humana es responsabilidad de todos los estados,the with regard to the human dignity is responsibility of all the states
25,INTRO,,FAVOUR,24,RA,,,tenen l'obligació de protegir garantir proactivament aquests drets en el propi país,tienen la obligación de proteger garantizar proactivamente estos derechos en el propio país,have the debenture to protect guarantee proactivament these laws at the own country
26,INTRO,,FAVOUR,25,RA,,,i també en el resta de països del món,y también en el resto de países del mundo,and also at the rest of countries in the world
27,INTRO,,FAVOUR,25,RA,,,una responsabilitat que no està complint,una responsabilidad que no está cumpliendo,a responsibility that is not conforming
28,INTRO,,FAVOUR,2,RA,,,és necessària la legalització per estructurar un procediment que respecti la dignitat de totes les parts Implicades,es necesaria la legalización para estructurar un procedimiento que respete la dignidad de todas las partes Implicadas,is necessary the legalisation to structure a procedure that respect the dignity of all the parts Implied
29,INTRO,,FAVOUR,1,RA,,,és el mateix que ens està passant actualment a espanya amb l'actual prohibició de la maternitat subrogada,es el mismo que nos está pasando actualmente a espanya con la actual prohibición de la maternidad subrogada,is the same that is passing us at present at espanya with the ongoing ban of the surrogacy
30,INTRO,,FAVOUR,29,RA,,,tots aclamem aquesta prohibició invisible,todos aclamamos esta prohibición invisible,all acclaim this invisible ban
31,INTRO,,FAVOUR,30,RA,,,amb aquesta lluitem per la defensa de la dignitat de la dona,con esta luchamos por la defensa de la dignidad de la mujer,with this battle for the defence of the dignity of the wife
32,INTRO,,FAVOUR,31,RA,,,veiem com aquesta és inexistent,vemos como esta es inexistente,view how this is nonexistent
33,INTRO,,FAVOUR,32,RA,,,requereix d'una legalització per tal d'evitar que el nostre país segueix sent còmplice de pràctiques que són moralment reprovables,requiere de una legalización para evitar que nuestro país sigue siendo cómplice de prácticas que son moralmente reprobables,requires of a legalisation for such to eschew that our country tracks being accomplice of practices that are morally reprovables
34,INTRO,,AGAINST,,,,,el meu nom és júlia i vaig a contar-vos la meva història visc en una societat molt desigual on uns pocs ho tenen tot i la majoria ens hem convertit en els seus esclaus fem tota la feina bruta per ells tota i ara fins i tot ens utilitzen com a fàbriques de nadons les dones riques ja no volen gestar ni parir el procés implica un risc molt gran per a elles i la seva figura és massa important per perdre-la per culpa del nadó així es va arribar a la conclusió de què podrien fer les miserables que ja netejaven la seva immundícia amb aquest raonament van condemnar la meua vida van desfer la meua voluntat i la meua dignitat de sobte es van veure sense família i amics tancades controlades a tothora obligades a hormonar-se i a parir nadons com si de màquines es tractara la realitat era miserable les dones riques pagaven per un producte de primera i la meva vida no valia res en comparació i tot per a què per a satisfer els desitjos narcisistes d'una elit egoista que és capaç d'explotar torturar i menysprear el que tenen al seu voltant per aconseguir el que vol,mi nombre es júlia y voy a contaros mi historia vivo en una sociedad muy desigual donde unos pocos lo tienen todo y la mayoría nos hemos convertido en sus esclavos basura todo el trabajo sucio por ellos toda y ahora incluso nos utilizan como fábricas de bebés las mujeres ricas ya no quieren gestar ni parir el proceso implica un riesgo muy grande para ellas y su figura es demasiado importante para perderla por culpa del bebé así se llegó a la conclusión de que podrían hacer las miserables que limpiaban su inmundicia con este razonamiento condenaron mi vida deshicieron mi voluntad y mi dignidad de repente se vieron sin familia y amigos cerradas controladas siempre obligadas a hormonar-se y a parir bebés como sí de máquinas se tratara la realidad era miserable las mujeres ricas pagaban por un producto de primera y mi vida no valía nada en comparación y todo para que para satisfacer los deseos narcisistas de una élite egoísta que es capaz de explotar torturar y despreciar el que tienen a su alrededor para conseguir el que quiere,my name is júlia and go at counting you my history live at a very uneven society where some few have it everything and most have converted us at his enslaved muck all the soiled work for them all and now even utilise us as a factories of babies the affluent wives no longer blast gestar or bear the process implies a very big risk for them and his figure is too important to miss it due to the baby like this reached  the conclusion of what could make the miserable that already cleaned his immundícia with this reasoning condemned my life undid my will and my dignity suddenly viewed  without family and friends shut controlled always obliged at hormonar- and at bearing babies as if of machines treated  the reality was miserable the affluent wives paid for a product of first and my life did not cost anything in comparison and everything for what to satisfy the narcissistic wishes of a selfish elite that is capable to explode torture and despise what have at his hovering to achieve the that wants to 
35,INTRO,,AGAINST,34,RA,,,aquesta és una història d'una realitat distòpica,esta es una historia de una realidad distópica,this is a history of a dystopian reality
36,INTRO,,AGAINST,35,RA,,,on s'han plantejat el fet de que les persones adinerades tinguen la capacitat de comprar un nadó a canvi del patiment de la gestant,donde se han planteado el hecho de que las personas adineradas tengan la capacidad de comprar un bebé a cambio del sufrimiento de la gestante,where have posed  the fact of that the persons adinerades have the capacity to buy a baby in exchange for the suffering of the gestant
37,INTRO,,AGAINST,34,RA,,,aquest món excèntric que hem exposat pot ser el nostre en un futur pròxim,este mundo excéntrico que hemos expuesto puede ser el nuestro en un futuro próximo,this eccentric world that have exposed can be our in the near future
38,INTRO,,AGAINST,37,RA,,,amb el llenguatge,con el lenguaje,with the language
39,INTRO,,AGAINST,38,RA,,,només cal fixar-se la publicitat,solo hay que fijarse la publicitado,only is necessary to fix the advert
40,INTRO,,AGAINST,38,RA,,,com diu el filòsof eslovè zizek existeixen en el nostre en el nostre món dues capes de llenguatge que cohabiten una que és mostra davant clara i lluminosa i altra que queda amagada per la imposició del políticament correcte,como dice el filósofo esloveno zizek existen en el nuestro en nuestro mundo dos capas de lenguaje que cohabiten una que es muestra ante clara y luminosa y otra que queda escondida por la imposición del políticamente correcto,how says the philosopher Slovenian zizek exist at our at our world two cloaks of language that cohabit one that is sample in front of clear and luminous and other that stays veiled by the imposition of the politically correct
41,INTRO,,AGAINST,39,RA,,,quan passegem pel carrer veiem infinitats d'anuncis que bombardegen els nostres sentits,cuando paseamos por la calle vemos infinidades de anuncios que bombardeen nuestros sentidos,when stroll for the street view infinities of ads that bomb our senses
42,INTRO,,AGAINST,40,RA,,,infinitats de missatges que ens diuen que vestir què menjar o com viure,infinidades de mensajes que nos dicen que vestir qué comer o como vivir,infinities of messages that say us that dress what eat or how live
43,INTRO,,AGAINST,40;42,RA,,,el problema radica en què som reticents a descobrir el missatge que queda ocult davant de les paraules boniques,el problema radica en qué somos reticentes a descubrir el mensaje que queda oculto ante las palabras bonitas,the problem roots at what are reluctant at discovering the message that stays occult in front of the handsome words
44,INTRO,,AGAINST,43,RA,,,com mireu aquí veieu una platja paradisíaca,como miráis aquí veis una playa paradisíaca,how look here view a beach paradisíaca
45,INTRO,,AGAINST,44,RA,,,però el verdader missatges és casa't i reprodueix-te,pero el verdadero mensajes es cásate y reprodúcete,but the true messages is marry you and reproduce you
46,INTRO,,AGAINST,43,RA,,,aquí una imatge d'un descapotable,aquí una imagen de un descapotable,here an image of a descapotable
47,INTRO,,AGAINST,46,RA,,,paga per tindre sexe,paga para tener sexo,pay to have sex
48,INTRO,,AGAINST,43,RA,,,la gestació subrogada no veiem la trista realitat,la gestación subrogada no vemos la triste realidad,the surrogacy do not view the sorry reality
49,INTRO,,AGAINST,48,RA,,,per un mòdic preu una parella de classe mitjà alta pot aconseguir un nadó per encàrrec,por un módico precio una pareja de clase mediano alta puede conseguir un bebé por encargo,for a mòdic price a couple of tall half class can achieve a baby for assignment
50,INTRO,,AGAINST,43,RA,,,el capitalisme que impera a les nostres societats ha transformat en la nostra forma de veure el món,el capitalismo que impera a nuestras sociedades ha transformado en nuestra forma de ver el mundo,the capitalism that impera at our societies has transformed at our form to view the world
51,INTRO,,AGAINST,49;50,RA,,,si una persona vol un nen o una nena sols ha de pagar per aconseguir-ho,si una persona quiere un niño o una niña solo tiene que pagar para conseguirlo,if a person wants to a boy or a girl only has to pay to achieve it
52,INTRO,,AGAINST,51,RA,,,sense tenir en compte els drets i llibertats dels nadons,sin tener en cuenta los derechos y libertades de los bebés,without taking into account the laws and liberties of the babies
53,INTRO,,AGAINST,52,RA,,,convertint-lo en una simple mercaderia,convirtiéndolo en una simple mercancía,converting it at a simple cargo
54,INTRO,,AGAINST,53,RA,,,cal legalitzar la compravenda de nadons,hay que legalizar la compraventa de bebés,it is necessary to legalise the compravenda of babies
55,INTRO,,AGAINST,54,RA,,,no s'ha de legalitzar la gestació subrogada,no se tiene que legalizar la gestación subrogada,does not have to  legalise the surrogacy
56,INTRO,,AGAINST,55,RA,,,perquè aquesta política mercantilista atempta directament sobre la llibertat individual del nadó,porque esta política mercantilista atenta directamente sobre la libertad individual del bebé,so that this politician mercantilista attacks directly on the individual liberty of the baby
57,INTRO,,AGAINST,56,RA,,,emparant-se en un desig de uns pares que volen ser progenitors a qualsevol preu,amparándose en un deseo de unos padres que vuelen ser progenitores a cualquier precio,protecting at some parents's a wish that blast to be progenitors at any price
58,INTRO,,AGAINST,56,RA,,,hi ha una sentència molt clara el mercat s'ho menja,hay una sentencia muy clara el mercado se lo come,there is a very clear sentence the market eats it
59,ARG1,1.0,FAVOUR,,,,,és veritat,es verdad,is truth
60,ARG1,1.0,FAVOUR,59,RA,,,no hem de deixar aquestes pràctiques a la disposició del mercat,no tenemos que dejar estas prácticas a disposición del mercado,do not have to let these practices at the disposal of the market
61,ARG1,1.0,FAVOUR,60,RA,,,estàn equiparant legalitzar amb liberalitzar,estàn equiparando legalizar con liberalizar,estàn equating legalise with liberalising
62,ARG1,1.0,FAVOUR,61,CA,,,i no és el mateix,y no es el mismo,and is not the same
63,ARG1,1.0,FAVOUR,34,MA,,,vostés ens parlen de dones riques de realitats distòpiques,ustedes nos hablan de mujeres ricas de realidades distópicas,you talk us of affluent wives of dystopian realities
64,ARG1,1.0,FAVOUR,63,CA,,,això ja està passant avui dia,esto ya está pasando hoy en día,this already is passing nowadays
65,ARG1,1.0,FAVOUR,64,RA,,,està passant avui dia a ucraïna a la índia i a geòrgia,está pasando hoy en día a ucraïna a la india y a geòrgia,is passing nowadays at ucraïna at the Indian and at geòrgia
66,ARG1,1.0,FAVOUR,,,,,estem totalment en contra d'això,estamos totalmente en contra de esto,are totally against thereof
67,ARG1,1.0,FAVOUR,66,RA,,,i això no pot ser la realitat que imperi al nostre món,y esto no puede ser la realidad que imperio a nuestro mundo,and this can not be the reality that empire at our world
68,ARG1,1.0,FAVOUR,,,,,un procés amb totes les garanties,un proceso con todas las garantizabas,a process with all the guarantees
69,ARG1,1.0,FAVOUR,68,RA,,,perquè ni dones ni nadons siguin objecte del mercat ni dones ni nadons siguin objecte de tràfic,porque ni mujeres ni bebés sean objeto del mercado ni mujeres ni bebés sean objeto de tráfico,so that or wives or babies are object of the market or wives or babies are object of traffic
70,ARG1,1.0,FAVOUR,69,RA,,,ni dones ni nadons siguin objecte d'un negoci,ni mujeres ni bebés sean objeto de un negocio,or wives or babies are object of a bargain
71,ARG1,1.0,FAVOUR,52,RA,,,la millor forma de protegir-los és controlar aquest procés,la mejor forma de protegerlos es controlar este proceso,the best form to protect them is to control this process
72,ARG1,1.0,FAVOUR,71,RA,,,legalitzant,legalizando,legalising
73,ARG1,1.0,FAVOUR,,,,,què és exactament llibertat individual del nadó,qué es exactamente libertad individual del bebé,what is exactly individual liberty of the baby
74,ARG1,2.0,FAVOUR,73,RA,,,Perquè el tribunal europeu de drets humans ja s'ha encarregat de protegir aquests nens amb les seves sentències,Porque el tribunal europeo de derechos humanos ya se ha encargado de proteger estos niños con sus sentencias,So that the European tribunal of human laws already has commissioned  to protect these boys with his sentences
75,ARG1,2.0,FAVOUR,74,RA,,,que s'han transposat a la llei europea amb la reforma de la llei del registre civil de dos mil disset,que se han traspuesto a la ley europea con la reforma de la ley del registro civil de dos mil diecisiete,that have transposed  at the European law with the reform of the law of the civil registry of two thousand seventeen
76,ARG1,,AGAINST,,,,,vivim en un estat que no garanteix la nostra sobirania nacional,vivimos en un estado que no garantiza nuestra soberanía nacional,live at a state that does not guarantee our national statehood
77,ARG1,,AGAINST,76,RA,,,com podrà aquest garantitzar que la gestació subrogada es faci de forma ètica,como podrá este garantitzar que la gestación subrogada se haga de forma ética,how will be able to this garantitzar that the surrogacy make  of ethic form
78,ARG1,3.0,FAVOUR,,,,, perquè la seguretat social és la tercera millor del món,porque la seguridad social es la tercera mejor del mundo,so that the social security is the third better in the world
79,ARG1,3.0,FAVOUR,78,RA,,,en què tot això sigui altruista,en qué todo esto sea altruista,at what everything this are altruist
80,ARG1,3.0,FAVOUR,79,RA,,,perquè ja s'ha fet ja s'ha fet al canadà s'ha fet a islàndia i s'ha fet a sud-àfrica,porque ya se ha hecho ya se ha hecho al canadà se ha hecho a islàndia y se ha hecho a sur-àfrica,so that already has made  already has made  at the canadà has made  at islàndia and has made  at south-àfrica
81,ARG1,2.0,FAVOUR,,,,,és una realitat transnacional impossible de prohibir,es una realidad transnacional imposible de prohibir,is an impossible transnational reality to prohibit
82,ARG1,2.0,FAVOUR,81,RA,,,aquesta realitat existeix ja a l'índia i a ucraïna,esta realidad existe ya en la india y a ucraïna,this reality exists already at the Indian and at ucraïna
83,ARG1,2.0,FAVOUR,82,RA,,,països en els que nosaltres no podem tenir cap impacte,países en los que nosotros no podemos tener jefe impacte,countries at those that we can not have any impact
84,ARG1,2.0,FAVOUR,9,RA,,,tenim una prohibició,tenemos una prohibición,have a ban
85,ARG1,2.0,FAVOUR,10;84,RA,,,però al final no impedeix que els nens siguin inscrits,pero al final no impide que los niños sean inscritos,but at the end does not impede that the boys are inscribed
86,ARG1,2.0,FAVOUR,85,RA,,,Perquè sempre pondera l'interès del menor,Porque siempre pondera el interés del menor,So that always pondera the interest of the minor
87,ARG1,2.0,FAVOUR,85,RA,,,és que es doni un exili i un turisme reproductiu,es que se dé un exilio y un turismo reproductivo,is that it give  an exile and a reproductive tourism
88,ARG1,2.0,FAVOUR,87,RA,,,jo sóc una mare sóc una dona rica Jo sóc una dona rica que no vull parir marxo ucrania alquilo un ventre tinc un nen inscrit a espanya,yo soy una madre soy una mujer rica Yo soy una mujer rica que no quiero parir marcho ucrania alquilo un vientre tengo un niño inscrito a espanya,I am a mother am an affluent wife I am an affluent wife that do not want to bear leave ucrania alquilo a belly have a boy inscribed at espanya
89,ARG1,2.0,FAVOUR,88,RA,,,de que serveix la seva prohibició,de que sirve su prohibición,of that it serves his ban
90,ARG1,,AGAINST,,,,,si s'organitza des del sistema públic de salut,si se organiza desde el sistema público de salud,if it organises  since the public system of health
91,ARG1,,AGAINST,90,RA,,,hem de pagar els ciutadans la satisfacció d'un desig,tenemos que pagar los ciudadanos la satisfacción de un deseo,have to pay the citizens the indulgence of a wish
92,ARG1,2.0,FAVOUR,91,CA,,,el que hem de pagar els ciutadans és la garantització d'uns drets,el que tenemos que pagar los ciudadanos es la garantització de unos derechos,what have to pay the citizens is the garantització of some laws
93,ARG1,2.0,FAVOUR,92,CA,,,no la satisfacció d'un desig,no la satisfacción de un deseo,no the indulgence of a wish
94,ARG1,2.0,FAVOUR,87,RA,,,i és que aquest turisme reproductiu es tradueix en nou-cents setanta-set nens els quals vénen d'una explotació de dones d'altres països inscrits a espanya,y es que este turismo reproductivo se traduce en novecientos setenta y siete niños los cuales vienen de una explotación de mujeres otros países inscritos a espanya,and is that this reproductive tourism translates  at nine hundred seventy-seven boys which come of an exploitation of wives of other countries inscribed at espanya
95,ARG1,3.0,FAVOUR,94,RA,,,és més la red internacional de metges al món fa un símil amb l'avortament quan estava prohibit a espanya es feia fora,es más la red internacional de médicos al mundo hace un símil con el aborto cuando estaba prohibido a espanya se echaba,is more the red international of doctors at the world makes a simile with the abortion when was prohibited at espanya threw
96,ARG1,3.0,FAVOUR,95,RA,,,quina era la millor opció legalitzar-la aquí,qué era la mejor opción legalizarla aquí,which was the best option legalise it here
97,ARG1,3.0,FAVOUR,94,RA,,,però és que se dóna en molts països,pero es que se da en muchos países,but is that it gives  at a lot of countries
98,ARG1,3.0,FAVOUR,97,RA,,,és l'esclavitud del segle vint-i-u,es la esclavitud del siglo veintiuno,is the slavery of the century twenty-and-u
99,ARG1,3.0,FAVOUR,98,RA,,,què està fent l'estat espanyol,que está haciendo el estado español,what is making the Spanish state
100,ARG1,3.0,FAVOUR,99,RA,,,ésser còmplice,ser cómplice,be accomplice
101,ARG1,3.0,FAVOUR,100,RA,,,com demostren estudis com el de javier garcía armez o fins i tot el de catherine doff o cristine flacker catedràtica de dret constitucional de la universitat de pisa la falta d'espais garantistes provoca que en altres països s'estigui explotant la dignitat d'aquestes dones,como demuestran estudios como el de javier garcía armez o incluso el de catherine doff o cristine flacker catedrática de derecho constitucional de la universidad de loza la falta de espacios garantistas provoca que en otros países se esté explotando la dignidad de estas mujeres,how evidence surveys how the of javier garcía armez or even the of catherine doff or cristine flacker catedràtica by right constitutional of the university of earthenware the fault of rooms garantistes provokes that at other countries was exploding  the dignity of these wives
102,ARG1,3.0,FAVOUR,101,RA,,,perquè realment no tenen cap garantia,porque realmente no tienen jefe garantizaba,so that really do not have any guarantee
103,ARG1,3.0,FAVOUR,102,RA,,,és responsabilitat nostra,es responsabilidad nuestra,is ours responsibility
104,ARG1,3.0,FAVOUR,103,RA,,,perquè segons l'alt comissionat de drets humans de les nacions unides la dignitat de les persones és responsabilitat de tots els països al món,porque según el alto comisionado de derechos humanos de las naciones unidas la dignidad de las personas es responsabilidad de todos los países al mundo,so that according to the tall comissionat of human laws of the nations united the dignity of the persons is responsibility of all the countries at the world
105,ARG1,3.0,FAVOUR,104,RA,,,per tant nosaltres no només ens hem de preocupar del que faci espanya,por lo tanto nosotros no solo nos tenemos que preocupar del que haga espanya,therefore we no only have to us preoccupy of the that make espanya
106,ARG1,3.0,FAVOUR,105,RA,,,ens hem de preocupar del que passi fora,nos tenemos que preocupar del que pase fuera,have to preoccupy us of the that pass out
107,ARG1,3.0,FAVOUR,94,RA,,,està passant que els espanyols poden anar a ucraïna,está pasando que los españoles pueden ir a ucraïna,is passing that the Spanish can go at ucraïna
108,ARG1,3.0,FAVOUR,107,RA,,,poden anar a l'índia,pueden ir a la india,can go at the Indian
109,ARG1,3.0,FAVOUR,108,RA,,,i es creen unes granges de dones en les què l'estat espanyol està sent còmplice,y se crean unas granjas de mujeres en las qué el estado español está siendo cómplice,and create  some farms of wives at the what the Spanish state is being accomplice
110,ARG1,3.0,FAVOUR,109,RA,,, per tant Com defensar la dignitat de la dona,por lo tanto Como defender la dignidad de la mujer,therefore How defend the dignity of the wife
111,ARG1,3.0,FAVOUR,110,RA,,,quan estan permetent això,cuando están permitiendo esto,when are permitting this
112,ARG1,3.0,FAVOUR,111,RA,,,hem de deixar d'explotar aquestes dones,tenemos que dejar de explotar estas mujeres,have to let to explode these wives
113,ARG1,,AGAINST,,,,,si prohibim la pràctica no podríem garantir els drets,si prohibimos la práctica no podríamos garantizar los derechos,if we prohibit the practice could not guarantee the laws
114,ARG1,,AGAINST,90;113,RA,,,i a més no carregar de més costós el sistema públic de salut,y además no cargar de más costoso el sistema público de salud,and besides not debiting of costlier the public system of health
115,ARG1,2.0,FAVOUR,9,RA,113,CA,la pràctica està prohibida,la práctica está prohibida,the practice is prohibited
116,ARG1,2.0,FAVOUR,115,RA,,,la prohibició no funciona,la prohibición no funciona,the ban does not function
117,ARG1,2.0,FAVOUR,116,RA,,,perquè una falta harmonització internacional,porque una falta armonización internacional,so that a fault international harmonisation
118,ARG1,2.0,FAVOUR,117,RA,,,no podem controlar el que passi un altre país,no podemos controlar el que pase otro país,can not control what pass another country
119,ARG1,2.0,FAVOUR,118,RA,,,només podem prohibir el que passi al nostre territori,solo podemos prohibir el que pase en nuestro territorio,only can prohibit what pass at our territory
120,ARG1,2.0,FAVOUR,24;119,RA,,,no vol dir que no sigui la nostra responsabilitat,no quiere decir que no sea nuestra responsabilidad,does not mean that it was not our responsibility
121,ARG1,2.0,FAVOUR,120,RA,,,per tant hem de fer tot el que estigui a les nostres mans per a minorar aquest impacte que tenim els espanyols a l'estranger,por lo tanto tenemos que hacer todo el que esté en nuestras manos para minorar este impacto que tenemos los españoles a la extranjero,therefore we have to make everything what was at our hands to reduce this impact that have the Spanish abroad
122,ARG1,2.0,FAVOUR,121,RA,,,fomentem que les dones estiguin en granges estiguin sent tractades com a esclaves,fomentamos que las mujeres estén en granjas estén siendo tratadas como esclavas,foster that the wives are at farms are being treated as a slaves
123,ARG1,2.0,FAVOUR,122,RA,,,no tinguin res de dignitat,no tengan nada de dignidad,do not have anything of dignity
124,ARG1,2.0,FAVOUR,123,RA,,,i no tinguin cap dret,y no tengan jefe derecho,and do not have right cape
125,ARG1,2.0,FAVOUR,124,RA,,,ni sobre el seu cos,ni sobre su cuerpo,or on his body
126,ARG1,2.0,FAVOUR,125,RA,,,ni sobre decidir,ni sobre decidir,or on deciding
127,ARG1,2.0,FAVOUR,126,RA,,,ni sobre els nens,ni sobre los niños,or on the boys
128,ARG1,2.0,FAVOUR,122,RA,,,perquè la pobresa és nom de dona,porque la pobreza es nombre de mujer,so that the poverty is name of wife
129,ARG1,2.0,FAVOUR,122,RA,,,com podem acabar amb això,como podemos acabar con esto,how can end with this
130,ARG1,2.0,FAVOUR,129,RA,,,legalitzant,legalizando,legalising
131,ARG1,2.0,FAVOUR,130,RA,,,igual com es van plantejant el propi estudi d'islàndia al qual es plantejaven el mateix els islandesos estan marxant fora i estan esclavitzant a dones d'altres països,igual como se van planteando el propio estudio de islàndia al cual se planteaban el mismo los islandeses están marchando fuera y están esclavizando a mujeres otros países,the same how go  posing the own survey of islàndia at which posed  the same the Icelandics are leaving out and are enslaving at wives of other countries
132,ARG1,1.0,AGAINST,7,CA,,,tot el que és una realitat no es deu legalitzar,todo el que es una realidad no se debe de legalizar,everything what is a reality does not owe  legalise
133,ARG1,1.0,AGAINST,,,,,els drets humans segons en quin lloc,los derechos humanos segundos en qué lugar,the second human laws at which place
134,ARG1,1.0,AGAINST,133,RA,,,són paper mullat,son papel mojado,are wet paper
