ID (Chronological),TYPE (Part + Person),ARGUMENT NUMBER,TEAM STANCE,RELATED ID,ARGUMENTAL RELATION  TYPE,RELATED ID.1,ARGUMENTAL RELATION  TYPE.1,ADU_CAT,ADU_ES,ADU_EN
32,INTRO,,AGAINST,26;31,RA,,,es quantifiquen i estableixen uns criteris sobre el nen,se cuantifican y establecen unos criterios sobre el niño,quantify  and establish some criteria on the boy
33,INTRO,,AGAINST,32,RA,,,no només es destrueix l'interés superior del menor,no solo se destruye el interés superior del menor,no only destroys  the superior interest of the minor
34,INTRO,,AGAINST,33,RA,,,sinó que també atempta clarament contra la seva dignitat,sino que también atenta claramente contra su dignidad,but that also attacks clearly against his dignity
35,INTRO,,AGAINST,15,RA,,,per què diem que hi  ha una objectivització de la mare gestant,por qué decimos que hay una objectivització de la madre gestante,how come say that there is an objectivització of the mother gestant
36,INTRO,,AGAINST,35,RA,,,perquè la mare gestant és utilitzada com a objecte per aconseguir el fi del contracte,porque la madre gestante es utilizada como objeto para conseguir el fin del contrato,so that the mother gestant is utilised as a object to achieve the end of the agreement
37,INTRO,,AGAINST,35,RA,,,perquè aquesta dona durant nou mesos estarà a dintre d'un contracte sense la possibilitat de sortida ,porque esta mujer durante nueve meses estará adentro de un contrato sin la posibilidad de salida,so that this wife during nine months will be inside of an agreement without the possibility of start
38,INTRO,,AGAINST,37,RA,,,on estarà obligada a una sèrie de condicions,donde estará obligada a una serie de condiciones,where will be obliged at a series of conditions
39,INTRO,,AGAINST,38,RA,,,obligant-la anticipadament a renunciar a aquest fill,obligándola anticipadamente a renunciar a este hijo,obliging it in advance at renouncing at this son
40,INTRO,,AGAINST,39,RA,,,d'aquesta forma no només serà la voluntat de la Dona,de esta forma no solo será la voluntad de la Mujer,of this form no only will be the will of the Wife
41,INTRO,,AGAINST,40,RA,,,sinó que també es vulnera greument la seva dignitat,sino que también se vulnera gravemente su dignidad,but that also  vulnera gravely his dignity
42,INTRO,,AGAINST,37,RA,,,es tracta d'una esclavitud encoberta,se trata de una esclavitud encubierta,treats  of a slavery concealed
43,INTRO,,AGAINST,27;42,RA,,,i d'un contracte sense sortida,y de un contrato sin salida,and of an agreement without start
44,INTRO,,AGAINST,16,RA,,,per què hem volgut utilitzar aquesta metàfora,por qué hemos querido utilizar esta metáfora,how come have wanted to utilise this metaphor
45,INTRO,,AGAINST,44,RA,,,perquè la legalització de la indústria dels ventres de lloguer no facilita el seu Control,porque la legalización de la industria de los vientres de alquiler no facilita su Control,so that the legalisation of the industry of the bellies for hire does not facilitate his Control
46,INTRO,,AGAINST,45,CA,,,sinó tot el contrari,sino todo el contrario,but all the opposite
47,INTRO,,AGAINST,46,RA,,,expandeix la introducció de màfies,expande la introducción de mafias,expands the introduction of mafias
48,INTRO,,AGAINST,47,RA,,,que s'aprofitarien d'aquesta cobertura legal i la manca de recursos de l'administració per perpetrar les vulneracions de drets inherents als ventres de lloguer,que se aprovecharían de esta cobertura legal y la carencia de recursos de la administración para perpetrar las vulneraciones de derechos inherentes a los vientres de alquiler,that would take advantage of  of this legal coverage and the lack of resources of the administration to perpetrate the violations of inherent laws at the bellies for hire
49,INTRO,,FAVOUR,,,,,el capitalisme és un sistema econòmic que Està en constant moviment,el capitalismo es un sistema económico que Está en constante movimiento,the capitalism is an economic system that Is at constant movement
50,INTRO,,FAVOUR,49,RA,,,el que vol dir és que s'adequa a les demandes que van sorgint a l'ésser humà,el que quiere decir es que se adecua a las demandas que van surgiendo al ser humano,what means is that it adapts  at the demands that go arising at the human being
51,INTRO,,FAVOUR,50,RA,,,a mesura que el context i la societat en la que viu va evolucionant,a medida que el contexto y la sociedad en la que vive va evolucionando,at size that the context and the society at what lives goes evolving
52,INTRO,,FAVOUR,,,,,al segle dinou el vuitanta-quatre per cent de les persones  vivien sota el llindar de la pobresa extrema,en el siglo diecinueve el ochenta y cuatro por ciento de las personas vivían bajo el umbral de la pobreza extrema,at the century nineteen the eighty-four percent of the persons lived under the threshold of the dire poverty
53,INTRO,,FAVOUR,52,RA,,,avui en dia aquest vuitanta-quatre per cent s'ha vist reduït considerablement per sota del trenta,hoy en día este ochenta y cuatro por ciento se ha visto reducido considerablemente por debajo del treinta,today at day this eighty-four percent has viewed  reduced considerably underneath of the thirty
54,INTRO,,FAVOUR,52;53,RA,,,l'hem reduït més de tres Vegades,lo hemos reducido más de tres Veces,have reduced it more of thrice
55,INTRO,,FAVOUR,54,RA,,,a la vegada que hem anat guanyant en poder adquisitiu,a la vegada que hemos ido ganando en poder adquisitivo,at any one time that we have gone grossing at being able to acquisitive
56,INTRO,,FAVOUR,55,RA,,,també ho hem fet pel que fa a temps lliure,también lo hemos hecho en cuanto a tiempo libre,also have made it regarding free time
57,INTRO,,FAVOUR,56,RA,,,al mil nou-cents cinquanta un treballador al final d'any la seva jornada laboral computava més de dos mil dos-cents cinquanta hores,al mil novecientos cincuenta un trabajador al final de año su jornada laboral computaba más de dos mil doscientos cincuenta horas,at the one thousand nine hundred fifty a worker at the end of year his labour day computed more of two thousand two hundred fifty hours
58,INTRO,,FAVOUR,57,RA,,,actualment ronda les mil vuit-centes,actualmente ronda las mil ochocientas,at present round the one thousand eight hundred
59,INTRO,,FAVOUR,57;58,RA,,,hem guanyat més de quatre-cents cinquanta hores en menys d'un segle,hemos ganado más de cuatrocientos cincuenta horas en menos de un siglo,have grossed more of four hundred fifty hours at less of a century
60,INTRO,,FAVOUR,,,,,una de les tres necessitats bàsiques dels éssers vius és formar una família,una de las tres necesidades básicas de los seres vivos es formar una familia,one of the three basic necessities of the living beings is to form a family
61,INTRO,,FAVOUR,55,RA,,,la millor situació de la història pel que fa a poder adquisitiu,la mejor situación de la historia en cuanto a poder adquisitivo,the best situation of the history regarding being able to acquisitive
62,INTRO,,FAVOUR,56;61,RA,,,i també ens trobem en el millor moment pel que fa a qualitat de vida,y también nos encontramos en el mejor momento en cuanto a calidad de vida,and also find us at the best moment regarding living quality
63,INTRO,,FAVOUR,62,RA,,,i temps per dedicar a un mateix,y tiempo para dedicar a un mismo,and time to devote at a same
64,INTRO,,FAVOUR,61;62;63,RA,,,és la millor situació de la història pel que fa a la predisposició de formar una família,es la mejor situación de la historia en cuanto a la predisposición de formar una familia,is the best situation of the history regarding the predisposition to form a family
65,INTRO,,FAVOUR,64,RA,,,el següent pas pel que fa a l'evolució humana en matèria reproductiva és una regulació de la gestació subrogada de la mà de l'estat ,el siguiente paso en cuanto a la evolución humana en materia reproductiva es una regulación de la gestación subrogada de la mano del estado,the following step regarding the human evolution at reproductive matter is a regulation of the surrogacy of the hand of the state
66,INTRO,,FAVOUR,65,RA,,,una gestació subrogada intervencionista,una gestación subrogada intervencionista,a surrogacy intervencionista
67,INTRO,,FAVOUR,66,RA,,,és una pràctica complexa que requereix de temps i de mitjans,es una práctica compleja que requiere de tiempo y de medianos,is a complex practice that requires of time and of half
68,INTRO,,FAVOUR,66,RA,,,una intervenció de l'estat imposant certs criteris i controlant-los,una intervención del estado imponiendo ciertos criterios y controlándolos,an intervention of the state imposing some criteria and controlling them
69,INTRO,,FAVOUR,68,RA,,,el que faria és allunyar una pràctica que en altres països,el que haría es alejar una práctica que en otros países,what would make is to move away a practice that at other countries
70,INTRO,,FAVOUR,69,RA,,,està en mà de les màfies que cau en mala praxis,está en mano de las mafias que cae en mala praxis,is at hand of the mafias that falls at bad praxis
71,INTRO,,FAVOUR,70,RA,,,o que es converteix en una situació d'abús tant per la dona com pel nadó,o que se convierte en una situación de abuso tanto por la mujer como por el bebé,or that converts  at a situation of abuse so much for the wife how for the baby
72,INTRO,,FAVOUR,66,RA,,,els requisits que un estat hauria d'imposar aquesta pràctica,los requisitos que un estado tendría que imponer esta práctica,the requisites that a state would have to impose this practice
73,INTRO,,FAVOUR,72,RA,,,és que la dona tingui entre vint-i-cinc i trenta-vuit anys,es que la mujer tenga entre veinticinco y treinta y ocho años,is that the wife have among twenty-five and thirty-eight years
74,INTRO,,FAVOUR,73,RA,,,tant en el context biològic com social és l'edat que millor es considera per tenir un embaràs,tanto en el contexto biológico como social es la edad que mejor se considera para tener un embarazo,so much at the biological context how social is the age that better considers  to have a pregnancy
75,INTRO,,FAVOUR,72,RA,,, també haurà d'haver tingut un fill,también tendrá que haber tenido un hijo,also will have to have had a son
76,INTRO,,FAVOUR,75,RA,,,per saber el que és portar nou mesos un nadó a la seva panxa,por saber el que es llevar nueve meses un bebé en su panza,for learning what is to take nine months a baby at his belly
77,INTRO,,FAVOUR,76,RA,,,dia darrere dia les vint-i-quatre hores,día detrás día las veinticuatro horas,day behind day the twenty-four hours
78,INTRO,,FAVOUR,72,RA,,,i també limitar aquesta col·laboració en el sistema estatal de gestació subrogada a tan sols una vegada,y también limitar esta colaboración en el sistema estatal de gestación subrogada a tan solo una vez,and also limit this collaboration at the state system of surrogacy at as only a time
79,INTRO,,FAVOUR,,,,,la família que vol tenir un fill l'individu que vol tenir un fill,la familia que quiere tener un hijo el individuo que quiere tener un hijo,the family that wants to have a son the individual that wants to have a son
80,INTRO,,FAVOUR,72;79,RA,,,també ha de complir uns requisits,también tiene que cumplir unos requisitos,also has to conform some requisites
81,INTRO,,FAVOUR,80,RA,,,ha de tenir entre vint-i-cinc i quaranta anys,tiene que tener entre veinticinco y cuarenta años,has to have among twenty-five and forty years
82,INTRO,,FAVOUR,81,RA,,,tal com determina la llei de l'adopció,tal como determina la ley de la adopción,as it determines the law of the adoption
83,INTRO,,FAVOUR,82,RA,,,l'adopció és un sistema que creiem obsolet,la adopción es un sistema que creemos obsoleto,the adoption is a system that think obsolete
84,INTRO,,FAVOUR,,,,,però que hem d'acceptar que encerta a l'hora de determinar les edats de la família que aspira a tenir un fill,pero que tenemos que aceptar que acierta en la hora de determinar las edades de la familia que aspira a tener un hijo,but that have to accept that it hits at the hour to determine the ages of the family that aspires at having a son
85,INTRO,,FAVOUR,81,RA,,,i així evitem que hi hagi una diferència massa gran o massa petita entre pares i fills,y así evitamos que haya una diferencia demasiado grande o demasiado pequeña entre padres e hijos,and like this eschew that there is a difference over age or too much small among parents and children
86,INTRO,,FAVOUR,80,RA,,,també haurà de demostrar disposar dels quinze mil euros que regula La llei del canadà,también tendrá que demostrar disponer de los quince mil euros que regula La ley del canadà,also will have to evidence have of the fifteen thousand euros that regulates The law of the canadà
87,INTRO,,FAVOUR,86,RA,,,com a màxim gasto que pot haver-hi en una gestació per gestació subrogada,como máximo gasto que puede haber en una gestación por gestación subrogada,at most spend that it can have at a gestation for surrogacy
88,INTRO,,FAVOUR,72,RA,,,és que les dues parts comparteixin nacionalitat i residència,es que las dos partes compartan nacionalidad y residencia,is that the two parts share nationality and residence
89,INTRO,,FAVOUR,88,RA,,,així podrem dur a terme un procés d'un any sencer d'avaluació psicològica de salut,así podremos llevar a cabo un proceso de un año entero de evaluación psicológica de salud,like this will be able to carry out a process of a whole year of psychological appraisal of health
90,INTRO,,FAVOUR,88,RA,,,i que ambdues parts es coneguin,y que ambas partes se conozcan,and that both parts meet
91,INTRO,,FAVOUR,90,RA,,,i així estableixin un vincle,y así establezcan un vínculo,and like this establish a tie
92,INTRO,,FAVOUR,,,,,deia thomas jobs en el seu dia un home lliure es el que la seva força i talent no troba traves a la seva voluntat,decía thomas jobs en su día un hombre libre se el que su fuerza y talento no encuentra trabas en su voluntad,said thomas jobs at his day a free man  what his quite and talent does not find fetters at his will
93,INTRO,,FAVOUR,92,RA,,,som una societat forta i talentosa,somos una sociedad fuerte y talentosa,are a strong society and talentosa
94,INTRO,,FAVOUR,93,RA,,,convertir-nos en lliures,convertirnos en libres,convert us at free
95,ARG1,1.0,AGAINST,14,RA,,,el nen serà l'objecte del contracte,el niño será el objeto del contrato,the boy will be the object of the agreement
96,ARG1,1.0,AGAINST,95,RA,,,i serà utilitzat com a moneda de canvi,y será utilizado como moneda de cambio,and will be utilised as a coin of change
97,ARG1,1.0,AGAINST,96,RA,,,I serà objectivitzat,Y será objectivitzat,And will be objectivitzat
98,ARG1,1.0,AGAINST,97,RA,,,i no se respectaran els seus drets ni la seva dignitat,y no se respetarán sus derechos ni su dignidad,and will not respect  his laws or his dignity
99,ARG1,2.0,AGAINST,15,RA,,,la dona tindrà una esclavitud encoberta,la mujer tendrá una esclavitud encubierta,the wife will a slavery concealed
100,ARG1,2.0,AGAINST,99,RA,,,i també s'utilitzarà com un objecte,y también se utilizará como un objeto,and also will utilise  how an object
101,ARG1,2.0,AGAINST,100,RA,,,en tant que s'utilitzarà el seu ventre,en cuanto que se utilizará su vientre,at so much that will utilise  his belly
102,ARG1,2.0,AGAINST,101,RA,,,i no la seva personalitat,y no su personalidad,and no his personality
103,ARG1,2.0,AGAINST,99,RA,,,i per tant també afecta la seva dignitat i a la seva llibertat i integritat,y por tanto también afecta su dignidad y a su libertad e integridad,and therefore also affects his dignity and at his liberty and integrity
104,ARG1,3.0,AGAINST,48,RA,,,a partir de la introducció d'aquesta gestació subrogada Importaria a les màfies dins del nostre país,a partir de la introducción de esta gestación subrogada Importaría a las mafias dentro de nuestro país,from the introduction of this surrogacy Would import at the mafias in our country
105,ARG1,3.0,AGAINST,104,RA,,,i perjudicaria tant la mare com el pare com els nens,y perjudicaría tanto la madre como el padre como los niños,and would prejudice so much the mother how the father how the boys
106,ARG1,,FAVOUR,96,MA,,,ha dit que el nen era la moneda de canvi,ha dicho que el niño era la moneda de cambio,has said that the boy was the coin of change
107,ARG1,,FAVOUR,,,,,que es canvia el nen per,que se cambia el niño por,that capsizes  the boy for
108,ARG1,1.0,AGAINST,,,,,pot ser canvi per diners,puede ser cambio por dinero,can be change for money
109,ARG1,1.0,AGAINST,,,,, o per altruisme,o por altruismo,or for altruism
110,ARG1,1.0,AGAINST,109,RA,,,la voluntat d'alguna persona dins d'un contracte,la voluntad de alguna persona dentro de un contrato,the will of some person in an agreement
111,ARG1,1.0,AGAINST,110,RA,,,el nen seria el canvi que es faria a partir de ja sigui simple altruisme o una moneda o diners,el niño sería el cambio que se haría a partir de ya sea simple altruismo o una moneda o dinero,the boy would be the change that would make  from already was simple altruism or a coin or money
112,ARG1,1.0,AGAINST,,,,,formar una família és important,formar una familia es importante,form a family is important
113,ARG1,1.0,AGAINST,,,,,però creiem que hi ha altres mètodes com l'adopció,pero creemos que hay otros métodos como la adopción,but think that there are other methods how the adoption
114,ARG1,1.0,AGAINST,,RA,,,I ser pare no és cap dret,Y ser padre no es jefe derecho,And be father is not right cape
115,ARG1,1.0,AGAINST,114,RA,,,és un desig,es un deseo,is a wish
116,ARG1,1.0,AGAINST,49;50,MA,,,heu parlat del capitalisme en relació al moviment i que s'adequa a les demandes,habéis hablado del capitalismo en relación al movimiento y que se adecua a las demandas,have talked of the capitalism at account at the movement and that adapts  at the demands
117,ARG1,1.0,AGAINST,,,,,però no han portat cap evidència que actualment és una necessitat,pero no han llevado ninguna evidencia que actualmente es una necesitado,but have not taken any evidence that at present is a necessity
118,ARG1,1.0,AGAINST,117,RA,,,això no s'hauria de regular,esto no se tendría que regular,this would not have to  regulate
119,ARG1,,FAVOUR,,,,,és una gestació subrogada completament altruista,es una gestación subrogada completamente altruista,is a surrogacy entirely altruistic
120,ARG1,,FAVOUR,,,,,l'altruisme és no diners,el altruismo es no dinero,the altruism is no money
121,ARG1,1.0,AGAINST,111,RA,,,però el nen serà l'objecte del contracte,pero el niño será el objeto del contrato,but the boy will be the object of the agreement
122,ARG1,1.0,AGAINST,121,MA,,,dintre la relació contractual el nen serà la contraprestació,dentro la relación contractual el niño será la contraprestación,inside the contractual account the boy will be the contraprestació
123,ARG1,1.0,AGAINST,122,RA,,,per tant serà objectivitzat,por lo tanto será objectivitzat,therefore it will be objectivitzat
124,ARG1,1.0,AGAINST,123,RA,,,i al nen no se li respectaran la seva dignitat,y al niño no se le respetarán su dignidad,and at the boy no will respect him his dignity
125,ARG1,1.0,AGAINST,124,RA,,,el nen és el perjudicat en aquest contracte,el niño es lo perjudicado en este contrate,the boy is the prejudiced at this agreement
126,ARG1,1.0,AGAINST,125,RA,,,perquè És considerat com un objecte,porque Es considerado como un objeto,so that it Is considered how an object
127,ARG1,1.0,AGAINST,126,RA,,,atemptarà contra seva dignitat en tant que serà  altra contraprestació,atentará contra suya dignidad en cuanto que será otra contraprestación,will attack his con dignity at so much that will be other contraprestació
128,ARG1,1.0,AGAINST,127,RA,,,i això va en contra totalment dels drets del nen,y esto va en contra totalmente de los derechos del niño,and this goes against totally of the laws of the boy
129,ARG1,1.0,AGAINST,128,RA,,,en el que diu que el nen no pot ser utilitzat com un objecte o en ningu tipus de tracte,en el que dice que el niño no puede ser utilizado como un objeto o en ningu tipo de trato,at what says that the boy can not be utilised how an object or at ningu type of tract
130,ARG1,1.0,AGAINST,129,RA,,,el nen serà objecte d'un control de qualitat,el niño será objeto de un control de calidad,the boy will be object of a control of quality
131,ARG1,1.0,AGAINST,130,RA,,,una parella australiana per exemple rebutja el seu fill per tenir síndrome de down,una pareja australiana por ejemplo rechaza su hijo para tener síndrome de down,an Aussie couple for example rebuffs his son to have syndrome of down
132,ARG1,1.0,AGAINST,131,RA,,,això no ho podem permetre,esto no lo podemos permitir,this can not it permit
133,ARG1,1.0,AGAINST,131,RA,,,això és l'eugenèsia,esto es la eugenesia,this is the eugenics
134,ARG1,2.0,AGAINST,16;98,RA,,,l'objectivització de la dona,la objectivització de la mujer,the objectivització of the wife
135,ARG1,2.0,AGAINST,134,RA,,,la dona és la responsable de portar el nadó,la mujer es la responsable de llevar el bebé,the wife is the manager to take the baby
136,ARG1,2.0,AGAINST,135,RA,,,i per tant hi ha en el moment en què signa aquest contracte no tindrà la possibilitat de sortir,y por tanto hay en el momento en que firma este contrato no tendrá la posibilidad de salir,and therefore there is at the moment at what signs this agreement will not the possibility to exit
137,ARG1,2.0,AGAINST,136,RA,,,la dona quedarà esclavitzada,la mujer quedará esclavizada,the wife will stay enslaved
138,ARG1,2.0,AGAINST,136,RA,,,la mare en el cas que vulgui sortir haurà d'avortar,la madre en el supuesto de que quiera salir tendrá que abortar,the mother at the case that want to exit will have to abort
139,ARG1,2.0,AGAINST,138,RA,,,és posar en risc la seva vida,es poner en riesgo su vida,is to pose at risk his life
140,ARG1,2.0,AGAINST,139,RA,,,a més de matar el nen no nascut més,además de matar el niño no nacido más,in addition to killing the no born boy more
141,ARG1,2.0,AGAINST,135,RA,,,la mare gestant pot tenir una relació psicològica amb el nen,la madre gestante puede tener una relación psicológica con el niño,the mother gestant can have a psychological account with the boy
142,ARG1,2.0,AGAINST,141,RA,,,en aquesta evidència d'aquest estudi podem veure com la mare pot tenir relacions psicològiques amb el nen,en esta evidencia de este estudio podemos ver como la madre puede tener relaciones psicológicas con el niño,at this evidence of this survey can view how the mother can have psychological accounts with the boy
143,ARG1,2.0,AGAINST,142,RA,,,hi hauria una voluntat,habría una voluntad,there would be a will
144,ARG1,2.0,AGAINST,143,RA,,,em vull quedar el meu fill,me quiero quedar mi hijo,want to stay me my son
145,ARG1,2.0,AGAINST,144,RA,,,aquesta notícia del mundo on una mare vol quedar-se el nen,esta noticia del mundo donde una madre quiere quedarse el niño,this news of the mundo where a mother wants to stay the boy
146,ARG1,2.0,AGAINST,145,RA,,,el propi control judicial li dóna el nen,el propio control judicial le da el niño,the own judicial control gives him the boy
147,ARG1,2.0,AGAINST,145;146,RA,,,perquè considera que és seu,porque considera que es suyo,so that it considers that it is his
148,ARG1,2.0,AGAINST,142,RA,,,la dignitat de la mare en  tant que serà reduïda com un objecte,la dignidad de la madre en cuanto que será reducida como un objeto,the mother's dignity at so much that will be reduced how an object
149,ARG1,2.0,AGAINST,148,RA,,,només es buscarà el seu ventre,solo se buscará su vientre,only will seek  his belly
150,ARG1,3.0,AGAINST,16,RA,,,la gestació subrogada perjudicaria en el context que ens trobem la introducció del cavall de troia dins el nostre país,la gestación subrogada perjudicaría en el contexto que nos encontramos la introducción del caballo de troia dentro de nuestro país,the surrogacy would prejudice at the context that find us the introduction of the horse of troia in our country
151,ARG1,3.0,AGAINST,47;104;150,RA,,,comportaria la introducció de moltes màfies,comportaría la introducción de muchas mafias,would comport the introduction of a lot of mafias
152,ARG1,3.0,AGAINST,151,RA,,,a ucrania han hagut aparicions de màfies en les que han afectat a famílies espanyoles,a ucrania han habido apariciones de mafias en las que han afectado a familias españolas,at ucrania have had emergences of mafias at those that have affected at Spanish families
153,ARG1,3.0,AGAINST,150;151;152,RA,,,i el fet d'introduir la gestació subrogada a espanya afectarà A la nostra situació i el nostre ordenament jurídic,y el hecho de introducir la gestación subrogada a espanya afectará A nuestra situación y nuestro ordenamiento jurídico,and the fact to introduce the surrogacy at espanya will affect At our situation and our juridical arranging
154,ARG1,1.0,FAVOUR,,,,,com va dir el famós filòsof romà sèneca no és perquè les coses són difícils que no gosem sinó que és perquè no gosem que són difícils és perquè creiem que són difícils,como dijo el famoso filósofo romano sèneca no es porque las cosas son difíciles que no osemos sino que es porque no osamos que son difíciles es porque creemos que son difíciles,how said the famed Roman philosopher sèneca is not so that the things are difficult that do not dare but that it is so that we do not dare that they are difficult is so that we think that they are difficult
155,ARG1,1.0,FAVOUR,154,RA,,,les creences limitadores,las creencias limitadoras,the beliefs limitadores
156,ARG1,1.0,FAVOUR,,,,,hi ha quí diu que totes les dones pateixen el moment d'entregar el nadó,hay quí dice que todas las mujeres sufren el momento de entregar el bebé,there is quí says that all the wives suffer the moment to hand the baby
157,ARG1,1.0,FAVOUR,156,RA,,,una creença limitadora,una creencia limitadora,a belief limitadora
158,ARG1,1.0,FAVOUR,156;157,RA,,,es creu universalment establert un amor maternal,se cree universalmente establecido un amor maternal,thinks  universally established a maternal love
159,ARG1,1.0,FAVOUR,158,RA,,,delphine noos qui va estudiar antropologia explica en el seu llibre que és la maternitat que per a ella l'amor maternal no és algú innat sinó fruit de la societat,delphine noos quién estudió antropología explica en su libro que es la maternidad que para ella el amor maternal no es alguien innato sino fruto de la sociedad,delphine noos who studied anthropology explains at his book that is the motherhood that for her the maternal love is not somebody innate but fruit of the society
160,ARG1,1.0,FAVOUR,159,RA,,,i si hi ha dones que creuen que no és innat,y si hay mujeres que creen que no es innato,and if there are wives that think that it is not innate
161,ARG1,1.0,FAVOUR,160,RA,,,poden desenvolupar un amor diferent,pueden desarrollar un amor diferente,can develop a distinct love
162,ARG1,1.0,FAVOUR,160,RA,,,si creiem que és innat,si creemos que es innato,if we think that it is innate
163,ARG1,1.0,FAVOUR,162,RA,,, hauríem de tancar les llars d'infants,tendríamos que cerrar los hogares de niños,would have to shut the kindergartens
164,ARG1,1.0,FAVOUR,163,RA,,,aquestes dones que passen vuit hores amb tants infants,estas mujeres que pasan ocho horas con tantos niños,these wives that pass eight hours with so many girls
165,ARG1,1.0,FAVOUR,158;162,RA,,,com em podeu dir que no desenvolupa un amor de mare cap a aquests infants,como me podéis decir que no desarrolla un amor de madre hacia estos niños,how can me say that it does not develop mother's a love to these girls
