ID (Chronological),TYPE (Part + Person),ARGUMENT NUMBER,TEAM STANCE,RELATED ID,ARGUMENTAL RELATION  TYPE,RELATED ID.1,ARGUMENTAL RELATION  TYPE.1,RELATED ID.2,ARGUMENTAL RELATION  TYPE.2,ADU_CAT,ADU_ES,ADU_EN
24,INTRO,2,FAVOUR,22;23,RA,,,,,així el que feim és evitar aquest abús dels rics en front a la gent en risc d'exclusió,así el que hacemos es evitar este abuso de los ricos en frente a la gente en riesgo de exclusión,like this what make is to eschew this abuse of the affluent at front at the persons at risk of exclusion
25,INTRO,3,FAVOUR,,,,,,,la llibertat individual,la libertad individual,the individual liberty
26,INTRO,3,FAVOUR,25,RA,,,,,les persones han de decidir per elles mateixes,las personas tienen que decidir por ellas mismas,the persons have to decide for them same
27,INTRO,3,FAVOUR,25;26,RA,,,,,no són ningú per dir-li a una dona el que sí i el que no pot fer amb el seu propi cos,no son nadie para decirle a una mujer el que sí y el que no puede hacer con su propio cuerpo,are not nobody to say him at a wife what aye and what can not make with his own body
28,INTRO,2;3,FAVOUR,5;14;27,RA,,,,,menys quan el que està fent és un bé per a la societat com ajudar a formar famílies,menos cuando el que está haciendo es un bien para la sociedad como ayudar a formar familias,less when what is making is a sake for the society like aiding at forming families
29,INTRO,2;3,FAVOUR,28,RA,,,,,no està fent cap crim,no está haciendo ningún crimen,is not making any crime
30,INTRO,2;3,FAVOUR,28,RA,29,MA,,,no està fent mal a ningú,no está haciendo daño a nadie,is not hurting at nobody
31,INTRO,2;3,FAVOUR,28;29;30,RA,,,,,el que fa és ajudar a complir el desig de ser pare,el que hace es ayudar a cumplir el deseo de ser pare,what makes is to aid at conforming the wish to be father
32,INTRO,2;3,FAVOUR,1;2;3;5;14;27,RA,,,,,com que no volem que poder formar famílies per a persones que tenen més dificultats sigui com una loteria,como que no queremos que poder formar familias para personas que tienen más dificultados sea como una lotería,as we do not want to that can form families for persons that have more hampered was like a lottery
33,INTRO,,FAVOUR,4;6;8;9;15;16;21;25;32,RA,,,,,hem de legalitzar la gestació subrogada amb els tres arguments que hem dit,tenemos que legalizar la gestación subrogada con los tres argumentos que hemos dicho,have to legalise the surrogacy with the three arguments that have said
34,INTRO,3,FAVOUR,26,MA,,,,,cadascú pot decidir per ell mateix,cada cual puede decidir por él mismo,each can decide for his sake same
35,INTRO,,AGAINST,,,,,,,què és la naturalesa i com funciona,qué es la naturaleza y como funciona,what is the nature and how functions
36,INTRO,,AGAINST,35,RA,,,,,aquestos són dos enigmes que tractem de resoldre des de fa anys ,estos son dos enigmas que tratamos de resolver desde hace años,these are two enigmas that treat to resolve since makes years
37,INTRO,,AGAINST,35,RA,,,,,al segle dèsset va sortir la teoria mecanicista un model segons el qual tota realitat natural té una estructura comparable a la d'una màquina,en el siglo diecisiete salió la teoría mecanicista un modelo según el cual toda realidad natural tiene una estructura comparable a la de una máquina,at the century seventeen exited the theory mecanicista a model according to which every natural reality has a comparable structure at the of a machine
38,INTRO,,AGAINST,37,MA,,,,,és a dir que la vida i les persones es poden definir mitjançant lleis i fórmules matemàtiques i físiques,es decir que la vida y las personas se pueden definir mediante leyes y fórmulas matemáticas y físicas,that is to say that the life and the persons can define  by means of laws and mathematical and physical formulas
39,INTRO,,AGAINST,,,,,,,el metge anglès william harvey sostenien aquest model per exemple explicava l'aparell circulatori en el qual el cor funcionava com un sistema de bombeig i les venes i les artèries se distribuíen pel cos com si fóra una xarxa de canonades,el médico inglés william harvey sostenían este modelo por ejemplo explicaba el aparato circulatorio en el cual el coro funcionaba como un sistema de bombeig y las venas y las arterias se distribuíen por el cuerpo como sí sería una red de cañerías,the English doctor william harvey sustained this model for example explained the circulatory machine at which the heart functioned like a system of bombeig and the veins and the arteries  distribuíen for the body as if it was a mesh of pipes
40,INTRO,,AGAINST,,,,,,,també el dualista descartes pensava que cos i ànima eren dues entitats totalment separades que no tenien ningun punt de connexió,también el dualista descartas pensaba que cuerpo y alma eran dos entidades totalmente separadas que no tenían ningun punto de conexión,also the dualistic dismiss thought that body and soul were two totally separate entities that did not have ningun point of connection
41,INTRO,,AGAINST,,,,,,,no obstant aquesta perspectiva simplista reduccionista i deshumanitzadora va acabar al segle dènou amb la germinació de la biologia evolutiva sembrada per charles darwin als anys trenta quaranta on la vida i les persones són una cosa molt més complicada que una màquina i que no es poden ajustar a lleis i fórmules matemàtiques o físiques,no obstante esta perspectiva simplista reduccionista y deshumanizadora acabó en el siglo diecinueve con la germinación de la biología evolutiva sembrada por charles darwin en treinta cuarenta donde la vida y las personas son una cosa mucho más complicada que una máquina y que no se pueden ajustar a leyes y fórmulas matemáticas o físicas,no obstant this glib perspective reductionist and deshumanitzadora ended at the century nineteen with the germination of the evolutionary biology seeded by charles darwin at the years thirty forty where the life and the persons are a much more complicated thing that a machine and that they can not  adjust at laws and mathematical or physical formulas
42,INTRO,,AGAINST,36;37;38;39;40,RA,,,,,al segle vint-i-u dos mil dènou l'equip contrincant defensarà la dona és una màquina més concretament un electrodomèstic i més concretament un forn per a cuinar bebés,en el siglo veintiuno dos mil diecinueve el equipo contrincante defenderá la mujer es una máquina más concretamente un electrodoméstico y más concretamente un horno para cocinar bebés,at the century twenty-and-u two thousand nineteen the squad opponent will defend the wife is a machine more precisely an appliance and more precisely an oven to cook babies
43,INTRO,,AGAINST,44,RA,,,,,aquesta és la seua recepta,esta es su receta,this is his recipe
44,INTRO,3,AGAINST,,,,,,,en primer lloc hem de posar una bona base d'hiperestimulació ovàrica per garantir l'èxit del plat també que no se vos oblide un òvul ja siga nacional o d'importació per donar-li un toc exòtic més endavant regarem tot amb unes gotes d'esperma per donar-li el gust de la genètica i tanquem el forn i controlem en tot moment que la cocció és correcta i tranquils que no se us passarà perquè després de nou mesos quan vulgueu   us l'escudellaran amb una bona cessaria,en primer lugar tenemos que poner una buena base de hiperestimulació ovárica para garantizar el éxito del plato también que no se os olvido un óvulo ya sea nacional o de importación para darle un toque exótico más adelante regaremos todo con unas gotas de esperma para darle el gusto de la genética y cerramos el horno y controlamos en todo momento que la cocción es correcta y tranquilos que no se os pasará porque después de nuevo meses cuando quered os lo escudellaran con una buena cesaría,in the first place have to pose a good base of hiperestimulació ovarian to guarantee the success of the dish also that no  vos forget an ovule already was national or of import to give him a toc exotic at a later date will irrigate every with some drops of sperm to give him the taste of the genetics and shut the oven and control at all times that the cooking is correct and calm that no will pass you so that after nine months when want to you it escudellaran with a good would cease
45,INTRO,,AGAINST,44,RA,,,,,davant aquesta barbàrie l'equip de la universitat d'alacant defensarà el no contundent a la legalització d'aquesta pràctica,ante esta barbarie el equipo de la universidad de alacant defenderá el no contundente a la legalización de esta práctica,in front of this barbarism the squad of the university of alacant will defend the no conclusive at the legalisation of this practice
46,INTRO,1,AGAINST,,,,,,,en primer lloc que la dissociació maternitat-gestació promou la cosificació de la dona i dels nadons,en primer lugar que la disociación maternidad-gestación promueve la cosificación de la mujer y de los bebés,in the first place that the dissociation motherhood-gestation promotes the reification of the wife and of the babies
47,INTRO,2,AGAINST,,,,,,,en segon lloc que la gestació part i lliurament del nadó simbolitza de manera conceptual la mercantilització de la vida,en segundo lugar que la gestación parte y entrega del bebé simboliza de manera conceptual la mercantilización de la vida,in the second place that the Parthian gestation and delivery of the baby symbolises of conceptual mode it mercantilització of the life
48,INTRO,3,AGAINST,,,,,,,finalment que els ventres de lloguer que us vendran com gestació subrogada atempten directament contra els drets tant de la dona com dels nadons,finalmente que los vientres de alquiler que os venderán como gestación subrogada atentan directamente contra los derechos tanto de la mujer como de los bebés,finally that the bellies for hire that they will sell you like surrogacy attack directly against the laws so much of the wife how of the babies
49,INTRO,3,AGAINST,36;37;38;39;40;41;42;44;46;47;48,RA,,,,,una pràctica reduccionista simplista i deshumanitzadora,una práctica reduccionista simplista y deshumanizadora,a practical glib reductionist and deshumanitzadora
50,ARG1,,FAVOUR,51,CA,,,,,qualsevol gestació subrogada no,cualquier gestación subrogada no,any surrogacy no
51,ARG1,2,FAVOUR,,,,,,,una gestació subrogada altruista amb controls amb límits,una gestación subrogada altruista con controles con límites,a surrogacy altruist with controls with limits
52,ARG1,2,FAVOUR,51,MA,,,,,una gestació subrogada que sí que garantesqui una igualtat d'oportunitats reals,una gestación subrogada que sí que garantice una igualdad de oportunidades reales,a surrogacy that aye that it guarantee an equality of real opportunities
53,ARG1,2,FAVOUR,56;57;58;59;60;61;62;63;64;65;66;67,RA,,,,,mostrar-vos una situació que passa avui en dia,mostraros una situación que pasa hoy en día,show you a situation that passes today at day
54,ARG1,2,FAVOUR,,,,,,,si estem demanat si s'ha de legalitzar la gestació subrogada ho feim perquè a espanya ara mateix no és legal,si estamos pedido si se tiene que legalizar la gestación subrogada lo hacemos porque a espanya ahora mismo no es legal,if we are requested if has to legalise  the surrogacy make it so that at espanya right now is not legal
55,ARG1,2,FAVOUR,54,CA,,,,,però tots valtros heu sentit xarrar de nins espanyols que han vingut per gestació subrogada,pero todos valtros habéis sentido charlar de nins españoles que han venido por gestación subrogada,but all valtros have heard to chat of nins Spanish that have come for surrogacy
56,ARG1,2,FAVOUR,57;60;62,RA,,,,,una sèrie d’exemples,una serie de ejemplos,a series of examples
57,ARG1,2,FAVOUR,,,,,,,la desesperant situació de dues parelles aragoneses que van recórrer la gestació subrogada a ucraïna estan aturats de moment s'acaben de convertir en pares i necessiten tres mesos més,la desesperante situación de dos parejas aragonesas que recorrieron la gestación subrogada a ucraïna están parados de momento se acaban de convertir en padres y necesitan tres meses más,the exasperating situation of two Aragonese couples that resorted the surrogacy at ucraïna are stopped for the moment end  to convert at parents and need three more months
58,ARG1,2,FAVOUR,57,RA,,,,,a ucraïna és legal,a ucraïna es legal,at ucraïna is legal
59,ARG1,2,FAVOUR,54;57,RA,,,,,espanya ara no vol admetre a nins nascuts allà per gestació subrogada d'adn espanyol no volen,espanya ahora no quiere admitir a nins nacidos allá por gestación subrogada de adn español no vuelen,espanya now does not want to admit at nins been born there for surrogacy of adn Spaniard do not blast
60,ARG1,2,FAVOUR,,,,,,,famílies demanen definició de nin nascut a on a geòrgia,familias piden definición de nin nacido donde a geòrgia,families request definition of nin been born where at geòrgia
61,ARG1,2,FAVOUR,60,RA,,,,,on també és permet sa gestació subrogada,donde también es permite su gestación subrogada,where also is permits his surrogacy
62,ARG1,2,FAVOUR,60,RA,,,,,diu la germana d'una la meva germana el seu marit estan atrapats des de fa un mes a geòrgia ells han aportat el material genètic i en canvi no els deixen registrar el fill com a fill seu,dice la hermana de una mi hermana su marido están atrapados desde hace un mes a geòrgia ellos han aportado el material genético y en cambio no los dejan registrar el hijo como hijo suyo,says the sister of one my sister his husband are trapped since makes a month at geòrgia they have contributed the genetic material and instead do not let the ones register the son as a his son
63,ARG1,2,FAVOUR,,,,,,,pero quan llegim la mateixa notícia i passem del titular ens trobem això ,pero cuando leemos la misma noticia y pasamos del titular nos encontramos esto,pero when read the same news and pass of the titular find us this
64,ARG1,2,FAVOUR,,,,,,,abaix diu demana que se'ns reconegui els mateixos drets d'aquests fills que sí que també són nascuts per gestació subrogada però que ho fan estats units o canadà,abaix dice pide que se nos reconozca los mismos derechos de estos hijos que sí que también son nacidos por gestación subrogada pero que lo hacen estados unidos o canadà,abaix says requests that it recognise us these children's same laws that aye that also are been born by surrogacy but that make it states united or canadà
65,ARG1,2,FAVOUR,57;58;59;60;62;64,RA,,,,,aquesta situació tan kafkiana d'avui en dia ens demostra que la gestació subrogada a espanya per un motiu ètic no està permesa,esta situación tan kafkiana de hoy en día nos demuestra que la gestación subrogada a espanya por un motivo ético no está permitida,this as Kafkaesque situation of today at day evidences us that the surrogacy at espanya for an ethic motif is not permitted
66,ARG1,2,FAVOUR,65,RA,,,,,si és a europa de l'est tampoc no els reconeixem,si es a europa del este tampoco los reconocemos,if it is at europa east neither recognise the ones
67,ARG1,2,FAVOUR,,,,,,,però si sa gestació subrogada es fa a amèrica o canadà al primer mon aleshores ens tapem els ulls i els seus arguments de la racionalització no existeixen,pero si su gestación subrogada se hace a amèrica o canadà al primero mi entonces nos tapamos los ojos y sus argumentos de la racionalización no existen,but if his surrogacy makes  at amèrica or canadà at the first my then cover us the eyes and his arguments of the rationalisation do not exist
68,ARG1,2,FAVOUR,5;14,MA,69;70;76,RA,,,volem donar facilitats per formar noves famílies per tres motius,queremos dar facilidades para formar nuevas familias por tres motivos,want to give eases to form new families for three motifs
69,ARG1,2,FAVOUR,,,,,,,el primer d'ells perque ostres és que més d'un quinze percent de sa població espanyola pateix problemes d'esterilitat,lo primero de ellos perque ostras es que más de un quince percent de su población española sufre problemas de esterilidad,the first of them perque oysters is that more of a fifteen percent of his Spanish populace suffers problems of sterility
70,ARG1,2,FAVOUR,,,,,,,un segon motiu avui en dia tots valtros coneixeu famílies que no responen als cànons tradicionals de la família,un segundo motivo hoy en día todos valtros conocéis familias que no responden a los cánones tradicionales de la familia,a second motif today at day all valtros meet families that do not respond at the traditional canons of the family
71,ARG1,2,FAVOUR,70,RA,,,,,abans era pare mare fill filla,antes era pare madre hijo hija,before was pause mother son daughter
72,ARG1,2,FAVOUR,71,CA,,,,,ara tenim una mare tota sola tenim una mare amb un fill tenim una parella homosexual que també vol tenir  fills,ahora tenemos una madre a solas tenemos una madre con un hijo tenemos una pareja homosexual que también quiere tener hijos,now have a mother all only have a mother with a son have a homosexual couple that also wants to have children
73,ARG1,2,FAVOUR,,,,,,,vol tenir es dret a formar una família,quiere tener se derecho a formar una familia,wants to have  law to form a family
74,ARG1,2,FAVOUR,69,RA,,,,,per esterilitat,por esterilidad,for sterility
75,ARG1,2,FAVOUR,72,RA,,,,, per aquests nous models de família,por estos nuevos modelos de familia,for these new models of family
76,ARG1,2,FAVOUR,,,,,,,perque obviament estem en una població envellida on sa natalitat està sota terra,perque obviament estamos en una población envejecida donde su natalidad está bajo tierra,perque obviament are at a populace aged where his natality is below ground
77,ARG1,2,FAVOUR,70;2;73;75,RA,,,,,sa oportunitat que tenen aquesta gent que de forma natural no poden tenir fills és s’adopció,su oportunidad que tienen esta gente que de forma natural no pueden tener hijos es se adopción,his opportunity that have these persons that of natural form can not have children is  adoption
78,ARG1,2,FAVOUR,3;16;17;19;20;77,RA,,,,,però esperar vuit anys gastar-se no sé quants de mils d’euros amb una adopció no és lo més interessant,pero esperar ocho años gastarse no sé cuántos de mils de euros con una adopción no es lo más interesante,but expect eight years spend do not know how many of mils of euros with an adoption is not lo more interesting
79,ARG1,2,FAVOUR,,,,,,,estem un estat social un estat social on  no miram quants de doblers teniu a sa cartera,estamos un estado social un estado social donde no miramos cuántos de dobleros tenéis a su cartera,are a social state a social state where do not look how many of doblers have at his postman
80,ARG1,2,FAVOUR,,,,,,,no miram el vostre compte bancari,no miramos vuestra cuenta bancaria,do not look your bank account
81,ARG1,2,FAVOUR,,,,,,,miram que tots tingueu ses mateixes oportunitats,miramos que todos tengáis sus mismas oportunidades,look that all have his same opportunities
82,ARG1,2,FAVOUR,,,,,,,que tots pugueu arribar al mateix punt,que todos podáis llegar al mismo punto,that all can arrive at the same point
83,ARG1,2,FAVOUR,25;26;27;34,RA,,,,,és un punt essencial,es un punto esencial,is an essential point
84,ARG1,1;2,FAVOUR,40,MA,,,,,el equip contrari ha parlat de descartes i ens ha dit clar a l'època de descartes va acabar clar descartes  que defensava el racionalisme pues és una llàstima que acabés no perquè avui en dia segurament hauríem de recuperar segons quins consulats,el equipo contrario ha hablado de descartas y nos ha dicho claro a la época de descartas acabó claro descartas que defendía el racionalismo púas es una lástima que acabara no porque hoy en día seguramente tendríamos que recuperar según qué consulats,the contrary squad has talked of dismiss and has said us clear at the epoch of dismiss ended clear dismiss that it defended the rationalism quills is a pity that ended no so that today at day surely would have to recover according to which consulships
85,ARG1,1;2,FAVOUR,86,RA,,,,,si avui en dia seguim defensant coses ètiques morals qüestionaments socials que sempre hem tingut,si hoy en día seguimos defendiendo cosas éticas morales cuestionamientos sociales que siempre hemos tenido,if today at day track defending moral ethic things qüestionaments social that always have had
86,ARG1,1;2,FAVOUR,,,,,,,tu no pots gestar un fill que no és teu perque què passarà a la societat,tú no puedes gestar un hijo que no es tuyo perque qué pasará a la sociedad,you can not gestar a son that is not yours perque what will pass at the society
87,ARG1,1;2,FAVOUR,,,,,,,oblidem això,olvidamos esto,forget this
88,ARG1,1;2,FAVOUR,,,,,,,per aquest forn necessitarem un òvul necessitarem esperma,por este horno necesitaremos un óvulo necesitaremos esperma,for this oven will need an ovule will need sperm
89,ARG1,1;2,FAVOUR,,,,,,,els òvuls i l'esperma vagin aquí a baix a una clínica i ja s'ho poden comprar,los óvulos y el esperma vayan aquí abajo en una clínica y ya se lo pueden comprar,the ovules and the sperm go here below at a clinic and already can it buy
90,ARG1,1;2,FAVOUR,89,RA,,,,,això sí que és lucratiu,eso sí que es lucrativo,this aye that it is yielding
91,ARG1,1;2,FAVOUR,90,MA,,,,,això és lucratiu,esto es lucrativo,this is yielding
92,ARG1,1;2,FAVOUR,89;90,RA,,,,,permetem que vostè pugui donar esperma,permitimos que usted pueda dar esperma,permit that you can give sperm
93,ARG1,1;2,FAVOUR,92,MA,,,,,vendre esperma directament,vender esperma directamente,sell sperm directly
94,ARG1,1;2,FAVOUR,,,,,,,o els òvuls,o los óvulos,or the ovules
95,ARG1,1;2;2,FAVOUR,,,,,,,no permetam sa gestació subrogada altruista,no permetam su gestación subrogada altruista,no permetam his surrogacy altruist
96,ARG1,1;2;3,FAVOUR,,,,,,,perquè aquests posicionaments morals ,porque estos posicionamientos morales,so that these moral positionings
97,ARG1,,FAVOUR,89;92;93;94;96,RA,,,,,per que una cosa se fa en un despatx tancat no es veu,por que una cosa se hace en un despacho cerrado no se ve,for that a thing makes  at a dispatch shut does not view
98,ARG1,,FAVOUR,4;7;8;13;23;33;50;51;52;54;55;57;59;61;64;65;67;95,RA,,,,,l'altre es veu durant nou mesos,el otro se ve durante nueve meses,the other views  during nine months
99,ARG1,1;2,FAVOUR,42,MA,,,,,han comparat la dona amb una màquina,han comparado la mujer con una máquina,have compared the wife with a machine
100,ARG1,1;2,FAVOUR,42;99,MA,,,,,han comparat la dona amb un electrodomèstic,han comparado la mujer con un electrodoméstico,have compared the wife with an appliance
101,ARG1,1;2,FAVOUR,99;100,CA,,,,,però la raó més bàsica per defensar que sí que s'ha de realitzar la gestació subrogada és que tristament les dones tristament aquest argument és fals,pero la razón más básica para defender que sí que se tiene que realizar la gestación subrogada es que tristemente las mujeres tristemente este argumento es falso,but the most basic reason to defend that aye that has to realise  the surrogacy is that sadly the wives sadly this argument is dud
102,ARG1,1;2,FAVOUR,101,MA,,,,,aquest argument certament és fals,este argumento ciertamente es falso,this argument certainly is dud
103,ARG1,1;2,FAVOUR,99,CA,,,,,les dones no són màquines,las mujeres no son máquinas,the wives are not machines
104,ARG1,1;2,FAVOUR,103,RA,,,,,les màquines no decideixen,las máquinas no deciden,the machines do not decide
105,ARG1,3,FAVOUR,26;27;34,RA,104,CA,,,les dones en canvi sí que tenen capacitat de decidir,las mujeres en cambio sí que tienen capacidad de decidir,the wives instead aye that have capacity to decide
106,ARG1,3,FAVOUR,26;27;34;105,RA,,,,,donar oportunitats a les dones que decidesquin  sobre el seu propi cos,dar oportunidades a las mujeres que decidan sobre su propio cuerpo,give opportunities at the wives that decide on his own body
107,ARG1,1;2;3,AGAINST,46;47;48,RA,,,,,els nostres tres arguments parlen per si mateixos,nuestros tres argumentos hablan por sí mismos,our three arguments talk for if same
108,ARG1,1;2;3,AGAINST,107,RA,,,,,són suficientment forts perquè a cap persona després d'aquest debat tinga la idea tan inhumana de voler legalitzar aquesta pràctica,son suficientemente fuertes porque a ninguna persona después de este debate tenga la idea tan inhumana de querer legalizar esta práctica,are sufficiently strong so that at any person after this debate have the as inhuman idea to want to legalise this practice
109,ARG1,1;2;3,AGAINST,48;108,RA,,,,,aquesta pràctica,esta práctica,this practice
110,ARG1,1,AGAINST,46,RA,,,,,per la cosificació de la dona i els nadons,por la cosificación de la mujer y los bebés,for the reification of the wife and the babies
111,ARG1,,AGAINST,,,,,,,una de les virtuts de la xarxa vives és que te n'assabentes de coses que abans no sabies preparant temes que potser per deformació professional no abraçaries,una de las virtudes de la red vivas es que te enteras de cosas que antes no sabías preparando temas que quizás por deformación profesional no abrazarías,one of the virtues of the alive mesh is that you  assabentes of things that before did not know preparing motifs that perhaps for professional deformation would not embrace
112,ARG1,,AGAINST,111,RA,,,,,un d'aquestos és que és l'embaràs,uno de estos es que es el embarazo,one of these is that it is the pregnancy
113,ARG1,1 ,AGAINST,112,RA,,,,,des de que és pareix als hospitals i no a les cases si bé és cert que ha reduït i molt el nombre de mortalitat infantil la societat ha pres l'embaràs com si fóra un procés quasi automàtic,desde que es pare en los hospitales y no en las casas si bien es cierto que ha reducido y mucho el número de mortalidad infantil la sociedad ha tomado el embarazo como sí sería un proceso casi automático,since that it is bears at the hospitals and no at the houses if well is some that has reduced and a lot the number of childish mortality the society has taken the pregnancy as if it was an almost automatic process
114,ARG1,1 ,AGAINST,113,RA,,,,,pràcticament asèptic,prácticamente aséptico,practically aseptic
115,ARG1,1 ,AGAINST,113,RA,,,,,una cosa medicalitzada fins a uns extrems que no coneixem,una cosa medicalizada hasta unos extremos que no conocemos,a thing medicalitzada until some wingers that do not meet
116,ARG1,1 ,AGAINST,,,,,,,parle de gestar com si fos una cosa de lo més automàtica ,hablo de gestar como si fuera una cosa de lo más automática,talk of gestar as if it was a thing of lo more automatic
117,ARG1,1 ,AGAINST,116,RA,,,,,com un procés on uns inputs i uns ouputs intervenen,como un proceso donde unos inputs y unos ouputs intervienen,like a process where some inputs and some ouputs intervene
118,ARG1,1 ,AGAINST,116;117,RA,,,,,i ja està i tan asèptics,y ya está y tan asépticos,and already is and as aseptic
119,ARG1,1 ,AGAINST,118,MA,,,,,tots cap a casa i tan contents,todos hacia casa y tan contentos,all to house and as happy
120,ARG1,1 ,AGAINST,116,CA,,,,, no és així,no es así,is not like this
121,ARG1,1 ;2,AGAINST,,,,,,,si consulteu l'informe ben extens d'ibone olza doctora ibone olza on parla de riscos per a la mare en la gestació en aquest tipus de pràctica de la gestació subrogada vegem la preeclàmpsia,si consultáis el informe muy extenso de ibone olza doctora ibone olza donde habla de riesgos para la madre en la gestación en este tipo de práctica de la gestación subrogada veamos la preeclàmpsia,if you consult the very extensive report of ibone olza doctor ibone olza where talks of risks for the mother at the gestation at this type of practice of the surrogacy view it preeclàmpsia
122,ARG1,1 ;2,AGAINST,121,RA,,,,,la preeclàmpsia és la pujada contínua de febre a partir de la setmana vint de gestació,la preeclàmpsia es la subida continua de fiebre a partir de la semana veinte de gestación,it preeclàmpsia is the continual rise of fever from the week twenty of gestation
123,ARG1,1 ;2,AGAINST,,,,,,,l'aparició d'aquesta mateixa febre a efectes postpart si no segueix evoluciona en la eclàmpsia que particularment apareix més als casos per ovodonació també molt característics de la gestació subrogada,la aparición de esta misma fiebre a efectos posparto si no sigue evoluciona en la eclàmpsia que particularmente aparece más a los casos por ovodonació también muy característicos de la gestación subrogada,the emergence of this same fever at effects postpart if it does not track evolves at the eclampsia that particularly appears more at the cases for ovodonació also very characteristic of the surrogacy
