ID (Chronological),TYPE (Part + Person),ARGUMENT NUMBER,TEAM STANCE,RELATED ID,ARGUMENTAL RELATION  TYPE,ADU_CAT,ADU_ES,ADU_EN
11,INTRO,,AGAINST,10,RA,perquè existeixen alternatives que donaran aquestes persones que tenen la necessitat de tenir fills aquest objectiu,porque existen alternativas que darán estas personas que tienen la necesidad de tener hijos este objetivo,so that they exist alternatives that will give these persons that have the necessity to have children this aim
12,INTRO,,AGAINST,2,RA,els mesos zero tres i sis era un cas hipotètic,los meses cero tres y seis era un caso hipotético,the months zero three and six was a hypothetical case
13,INTRO,,AGAINST,2,RA,el mes nou era un cas real,el mes nuevo era un caso real,the new month was a real case
14,INTRO,,AGAINST,13,RA,va ser el cas de maribel whitehead ,fue el caso de maribel whitehead,was the case of maribel whitehead
15,INTRO,,AGAINST,14,RA,el dilema que els he presentat és el dilema ètic que va tenir ella en el moment d'entregar el fill,el dilema que los he presentado es el dilema ético que tuvo ella en el momento de entregar el hijo,the dilemma that have presented the ones is the ethic dilemma that had she at the moment to hand the son
16,INTRO,,AGAINST,15,RA, i creiem que aquest dilema es perpetuarà,y creemos que este dilema se perpetuará,and think that this dilemma will perpetuate
17,INTRO,,FAVOUR,,,temis la deessa de la justícia i teologia grega portava una bena als ulls per poder ser objectiva a l'hora d'impartir justícia,temas la diosa de la justicia y teología griega llevaba una venda en los ojos para poder ser objetiva en la hora de impartir justicia,dread the goddess of the justice and Greek theology took a bandage at the eyes to be able to objective being at the hour to impart justice
18,INTRO,,FAVOUR,17,MA,però portar els ulls tapats no ens ha de figurar la realitat,pero llevar los ojos tapados no nos tiene que figurar la realidad,but take the eyes covered does not have to us appear the reality
19,INTRO,,FAVOUR,18,RA,afrontar la legalització de la gestació subrogada per poder ficar frè a les condicions inhumanes a què s'està sotmetent la dona a dia d'avui,afrontar la legalización de la gestación subrogada para poder meter frè en las condiciones inhumanas a que se está sometiendo la mujer a día de hoy,affront the legalisation of the surrogacy to be able to put frè at the inhuman conditions at what is subjecting  the wife at day of today
20,INTRO,,FAVOUR,,,que és la gestació subrogada,que es la gestación subrogada,that is the surrogacy
21,INTRO,,FAVOUR,20,RA,és l'acord pel qual una dona decideix assumir un embaràs per ajudar aquelles persones que no poden gestar un fill per si mateixes,es el acuerdo por el cual una mujer decide asumir un embarazo para ayudar aquellas personas que no pueden gestar un hijo por sí mismas,is the chord for which a wife decides to assume a pregnancy to aid those persons that can not gestar a son for if same
22,INTRO,,FAVOUR,19,RA,quan parlem de legalitzar és molt important mencionar que tot procés de regularització implica fer un anàlisi exhaustiu de tots els riscos que es poden donar,cuando hablamos de legalizar es muy importante mencionar que todo proceso de regularización implica hacer un análisis exhaustivo de todos los riesgos que se pueden dar,when talk to legalise is very important mencionar that every process of regularisation implies to make one exhaustive analysis of all the risks that can give
23,INTRO,,FAVOUR,22,RA,mitjançant la legalització volem evitar certs abusos que es podrien donar si no ho fem bé,mediante la legalización queremos evitar ciertos abusos que se podrían dar si no lo hacemos bien,by means of the legalisation want to eschew some abuses that could give  if we do not make it well
24,INTRO,,FAVOUR,23,RA,pal·liar les injustícies que rep la dona en el context actual,paliar las injusticias que recibe la mujer en el contexto actual,pal·liar the injustices that gets the wife at the ongoing context
25,INTRO,,FAVOUR,24,RA,ser conscients de les condicions a què s'estan sotmetent les dones en països subdesenvolupats,ser conscientes de las condiciones a que se están sometiendo las mujeres en países subdesarrollados,conscious being of the conditions at what are subjecting  the wives at underdeveloped countries
26,INTRO,,FAVOUR,25,RA,condicions de degradació humiliació perversió explotació i degradació constant,condiciones de degradación humillación perversión explotación y degradación constante,conditions of degradation humiliation perversion exploitation and constant degradation
27,INTRO,,FAVOUR,23,RA,aquests abusos es donen en països en què la gestació subrogada té una regulació laxa o directament és inexistent,estos abusos se dan en países en que la gestación subrogada tiene una regulación laxa o directamente es inexistente,these abuses give  at countries at what the surrogacy has a regulation laxa or directly is nonexistent
28,INTRO,,FAVOUR,27,RA,i per tant la gent adinerada va a aquests països per aprofitar-se d'aquestes condicions,y por tanto la gente adinerada va a estos países para aprovecharse de estas condiciones,and therefore the persons adinerada goes at these countries to take advantage of  of these conditions
29,INTRO,,FAVOUR,,,estem a favor de la gestació subrogada per dos motius principals,estamos a favor de la gestación subrogada por dos motivos principales,are in favour of the surrogacy for two principal motifs
30,INTRO,,FAVOUR,29,RA,en primer lloc per un argument realista,en primer lugar por un argumento realista,in the first place for a realistic argument
31,INTRO,,FAVOUR,30,RA,identificarem i prendrem consciència d'una situació que ja s'està donant la instrumentalització de les dones en condicions precàries,identificaremos y tomaremos conciencia de una situación que ya se está dando la instrumentalización de las mujeres en condiciones precarias,will identify and will take conscience of a situation that already is  giving the instrumentalització of the wives at precarious conditions
32,INTRO,,FAVOUR,30,RA,la gent adinerada va a països on aquesta pràctica o és legal o la seva legislació és més permissiva,la gente adinerada va a países donde esta práctica o es legal o su legislación es más permisiva,the persons adinerada goes at countries where this practice or is legal or his legislation is more permissiva
33,INTRO,,FAVOUR,32,RA,aquests països no s'asseguren que la dona tingui els drets fonamentals assegurats mitjançant la regularització,estos países no se aseguran que la mujer tenga los derechos fundamentales asegurados mediante la regularización,these countries do not assure  that the wife have the fundamental laws assured by means of the regularisation
34,INTRO,,FAVOUR,29,RA,en segon lloc defensem la legalització de la gestació subrogada per un argument feminista,en segundo lugar defendemos la legalización de la gestación subrogada por un argumento feminista,in the second place defend the legalisation of the surrogacy for a feminist argument
35,INTRO,,FAVOUR,34,RA,per fer una mica més possible la igualtat entre els éssers humans que el feminisme es proposa,para hacer algo más posible la igualdad entre los seres humanos que el feminismo se propone,to make a bit more possible the equality among the human beings that the feminism proposes
36,INTRO,,FAVOUR,35,RA,però quin tipus de feminisme exactament,pero qué tipo de feminismo exactamente,but which type of feminism exactly
37,INTRO,,FAVOUR,36,RA,des d'un punt de vista del feminisme liberal s'entén que l'empoderament de la dona passa necessàriament per fer-se càrrec del seu organisme de la seva condició de la dona d'acord amb la seva pròpia determinació,desde un punto de vista del feminismo liberal se entiende que el empoderament de la mujer pasa necesariamente para hacerse cargo de su organismo de su condición de la mujer de acuerdo con su propia determinación,since a point of view of the liberal feminism understands  that the empoderament of the wife passes necessarily to make  charge of his organism of his condition of the wife of chord with his own determination
38,INTRO,,FAVOUR,37,MA,no dels governs ni empreses,no de los gobiernos ni emprendidas,no of the governances or companies
39,INTRO,,FAVOUR,37,RA,que la dona sigui completament lliure a l'hora de poder decidir,que la mujer sea completamente libre en la hora de poder decidir,that the wife was entirely hand at the hour to be able to decide
40,INTRO,,FAVOUR,37,RA,com ens assegurem que aquest consentiment és lliure,como nos aseguramos que este consentimiento es libre,how assure us that this consent is free
41,INTRO,,FAVOUR,40,RA,en primer lloc passar per un embaràs implica una maduració psicològica física i emocional molt gran,en primer lugar pasar por un embarazo implica una maduración psicológica física y emocional muy grande,in the first place pass for a pregnancy implies a physical psychological maduration and emotional very big
42,INTRO,,FAVOUR,41,RA,per això tenim un mínim de vint-i-cinc anys per poder ser mare gestant,por eso tenemos un mínimo de veinticinco años para poder ser madre gestante,therefore have a minimum of twenty-five years to be able to be mother gestant
43,INTRO,,FAVOUR,40,RA,en segon lloc que la dona tingui ple coneixement de què suposa la maternitat perquè no tingui sorpreses,en segundo lugar que la mujer tenga pleno conocimiento de que supone la maternidad porque no tenga sorprendidas,in the second place that the wife have full ken of what supposes the motherhood so that do not have surprises
44,INTRO,,FAVOUR,43,RA,és per això que serà molt important que hagi estat progenitora amb anterioritat,es por eso que será muy importante que haya estado progenitora con anterioridad,that is why it will be very important that have been progenitor with anteriority
45,INTRO,,FAVOUR,40,RA,i en tercer lloc per evitar moviments interessats en tercers països que la gestan sigui de la mateixa residència que la del país subrogant,y en tercer lugar para evitar movimientos interesados en terceros países que la gestan sea de la misma residencia que la del país subrogando,and thirdly to eschew movements interested at third countries that the gestan was of the same residence that the of the country subrogant
46,INTRO,,FAVOUR,40,RA,per sobre de tot assegurar-nos que aquesta dona és altruista,por encima de todo asegurarnos que esta mujer es altruista,above every assure us that this wife is altruistic
47,INTRO,,FAVOUR,46,RA,que decideix ser gestant per l'únic motiu d'ajudar a terceres persones,que decide ser gestando por el único motivo de ayudar a terceras persones,that decides being gestant for the only motif to aid at third persons
48,INTRO,,FAVOUR,46,RA,és per això que en primer lloc es verificarà la seva bona situació econòmica,es por eso que en primer lugar se verificará su buena situación económica,that is why in the first place will verify  his good economic situation
49,INTRO,,FAVOUR,46,RA,i en segon lloc no haurà retribució perquè reconeixem podria donar lloc a certs abusos,y en segundo lugar no habrá retribución porque reconocemos podría dar lugar a ciertos abusos,and in the second place will not have reward so that we recognise could give place at some abuses
50,INTRO,,FAVOUR,46,RA,i en últim lloc hi haurà un màxim de dues vegades per poder ser mares gestants,y en último lugar habrá un máximo de dos veces para poder ser madres gestantes,and at last place there will be a maximum of twice to be able to be mothers gestants
51,INTRO,,FAVOUR,,,els subrogants poden ser individuals o parelles sigui quina sigui la seva orientació sexual,los subrogants pueden ser individuales o parejas sea cual sea su orientación sexual,the subrogants can be individual or couples was which are his sexual orientation
52,INTRO,,FAVOUR,51,RA,perquè creiem a la gestació subrogada com una forma possibilitadora també per les parelles no heteronormatives,porque creemos a la gestación subrogada como una forma possibilitadora también por las parejas no heteronormativas,so that we think at the surrogacy like a form possibilitadora also for the couples no heteronormatives
53,INTRO,,FAVOUR,52,RA,és un món una mica més igualitari,es un mundo algo más igualitario,is an a bit more world egalitarian
54,INTRO,,FAVOUR,53,RA,que cuidi també aquelles dones infèrtils a les dones més grans a les dones que se senten part del col·lectiu lgtbi,que cuide también aquellas mujeres infértiles a las mujeres más grandes a las mujeres que se sienten parte del colectivo lgtbi,that it take care also those infertile wives at the biggest wives at the wives that hear  part of the community lgtbi
55,INTRO,,FAVOUR,54,RA,i corregir una mica aquesta posició de desigualtat de què parteixen certs col·lectius que ja estan de per si discriminats i encara més en l'àmbit de reproducció,y corregir un poco esta posición de desigualdad de que parten ciertos colectivos que ya están de por sí discriminados y todavía más en el ámbito de reproducción,and correct a bit this position of inequality of what split some communities that already are of for if discriminated and what's more at the field of reproduction
56,ARG1,1.0,AGAINST,,,és que per ser realistes ja sabem que existeix la gestació subrogada,es que para ser realistas ya sabemos que existe la gestación subrogada,is that for realistic being already know that it exists the surrogacy
57,ARG1,1.0,AGAINST,56,RA,però per fer-ho i per combatre aquestes situacions tan dramàtiques que viuen les dones al món el millor és donar alternatives millors i que siguin més eficaces que la gestació subrogada,pero para hacerlo y para combatir estas situaciones tan dramáticas que viven las mujeres en el mundo el mejor es dar alternativas mejores y que sean más eficaces que la gestación subrogada,but to make it and to combat these as dramatic situations that they live the wives at the world the best is to give better alternatives and that they are more effective that the surrogacy
58,ARG1,1.0,AGAINST,57,RA, la gestació subrogada compromet els drets de les dones,la gestación subrogada compromete los derechos de las mujeres,the surrogacy engages the laws of the wives
59,ARG1,1.0,AGAINST,58,RA,i això ho vull lligar amb el seu argument d'igualtat i feminisme liberal,y esto lo quiero ligar con su argumento de igualdad y feminismo liberal,and this want to bind it with his argument of equality and liberal feminism
60,ARG1,1.0,AGAINST,59,CA,i és que per defensar l'autonomia de la dona la gestació subrogada no és el millor camí,y es que para defender la autonomía de la mujer la gestación subrogada no es el mejor camino,and is that to defend the autonomy of the wife the surrogacy is not the best path
61,ARG1,1.0,AGAINST,46,CA,la gestació subrogada mai pot acabar sent altruista perquè les dones sempre acaben pagant amb els seus drets,la gestación subrogada nunca puede acabar siendo altruista porque las mujeres siempre acaban pagando con sus derechos,the surrogacy never can end being altruist so that the wives always end paying with his laws
62,ARG1,1.0,AGAINST,6,RA,la gestació subrogada i legalitzar-la implica traspassar una sèrie de línies vermelles,la gestación subrogada y legalizarla implica traspasar una serie de líneas rojas,the surrogacy and legalise it implies traspassar a series of red lines
63,ARG1,1.0,AGAINST,7,RA,la gestació subrogada no és desitjable per les dones,la gestación subrogada no es deseable por las mujeres,the surrogacy is not desirable for the wives
64,ARG1,1.0,AGAINST,63,RA,cosificà les dones,cosificà las mujeres,cosificà the wives
65,ARG1,1.0,AGAINST,64,RA,si no mirin aquestes frases,si no miren estas frases,if they do not look these sentences
66,ARG1,1.0,AGAINST,65,RA,ella va ser el forn no la considerem la mare i així ha de ser és com donar un servei de guarderia i mainadera no és més que un vehicle utilitzat per portar el nen d'una altra persona com és comú amb els animals de granja,ella fue el horno no la consideramos la madre y así tiene que ser es como dar un servicio de guardería y niñera no es más que un vehículo utilizado para llevar el niño de otra persona como es común con los animales de granja,she was the oven do not consider it the mother and like this has to be is like giving a kick of childcare and nanny is not more that a vehicle utilised to take the boy of another person how is common with the animals of farm
67,ARG1,1.0,AGAINST,66,RA,aquestes comparacions són declaracions i pensaments recollits en el llibre l'ésser i la mercaderia de kajsa ekis ekman,estas comparaciones son declaraciones y pensamientos recogidos en el libro el ser y la mercancía de kajsa ekis ekman,these comparisons are statements and thoughts collected at the book the being and the cargo of kajsa ekis ekman
68,ARG1,1.0,AGAINST,64;66,RA,i queda ben palesa aquesta cosificació de la dona,y queda bien patentiza esta cosificación de la mujer,and stays well palesa this reification of the wife
69,ARG1,1.0,AGAINST,66,RA,les dones són tractades com a objectes d'un sol ús tractades fins i tot com un envàs,las mujeres son tratadas como objetos desechables tratadas incluso como un envase,the wives are treated as a disposable objects treated even like a container
70,ARG1,1.0,AGAINST,64,RA,la doctora en dret aránzazu bartolomé doctorand per la universitat pontifícia de comillas assegura que amb la gestació subrogada el dret a la integritat el dret a la dignitat el sexe sexuals i de reproducció queden subjectes a un contracte,la doctora en derecho aránzazu bartolomé doctorando por la universidad pontificia de comillas asegura que con la gestación subrogada el derecho a la integridad el derecho a la dignidad el sexo sexuales y de reproducción quedan sujetos en un contrato,the doctor at right aránzazu bartolomé doctorand for the pontifical university of comillas assures that with the surrogacy the law to the integrity the law to the dignity the sexual sex and of reproduction stay subjects at an agreement
71,ARG1,,FAVOUR,,,però un dels nostres requisits legals era que aquesta dona ja ha sigut mare per tant ja sap el que és passar per un Embaràs,pero uno de nuestros requisitos legales era que esta mujer ya ha sido madre por lo tanto ya sabe el que es pasar por un Embarazo,but one of our legal requisites was that this wife already has been mother therefore already knows what is to pass for a Pregnancy
72,ARG1,1.0,AGAINST,,,però el problema és que rau en el propi terme de la gestació subrogada,pero el problema es que rae en el propio término de la gestación subrogada,but the problem is that it scrapes at the own term of the surrogacy
73,ARG1,1.0,AGAINST,72,RA,que intrínsecament ja té qüestions molt negatives contra el col·lectiu de les dones,que intrínsecamente ya tiene cuestiones muy negativas contra el colectivo de las mujeres,that intrinsically already has questions very negative against the community of the wives
74,ARG1,,FAVOUR,,,què fem amb aquelles persones com les que formen part del col·lectiu lgtbi que volen tenir fills genèticament com tot heterosexual i no poden,que basura con aquellas personas como las que forman parte del colectivo lgtbi que quieren tener hijos genéticamente como todo heterosexual y no podan,what make with those persons like those that form part of the collective lgtbi that want to have children genetically like every heterosexual and can not
75,ARG1,1.0,AGAINST,,,amb la proposta que els portem a llarg termini la societat serà capaç de donar una solució i una resposta a aquesta problemàtica,con la propuesta que los llevamos a largo plazo la sociedad será capaz de dar una solución y una respuesta a esta problemática,with the proposal that take the ones on a long-term basis the society will be capable to give a solution and a response at this problematic
76,ARG1,1.0,AGAINST,61,MA,però no només la dona,pero no solo la mujer,but no only the wife
77,ARG1,1.0,AGAINST,76,RA,és que els nadons també ho pagaran,es que los bebés también lo pagarán,is that the babies also will pay it
78,ARG1,1.0,AGAINST,77,RA,i és generen situacions de desprotecció que malgrat que estigui regulada els nens poden patir aquests problemes de legalitzar la gestació Subrogada,y es generan situaciones de desprotección que a pesar de que esté regulada los niños pueden sufrir estos problemas de legalizar la gestación Subrogada,and is generate situations of desprotecció that in spite of that it was regulated the boys can suffer these problems to legalise the surrogacy
79,ARG1,1.0,AGAINST,78,RA,com per exemple a ucraïna en els quals els nens que són rebutjats pels pares acaben directament a un orfenat,como por ejemplo a ucraïna en los cuales los niños que son rechazados por los padres acaban directamente a un orfanato,how for example at ucraïna at which the boys that are rebuffed by the parents end directly at an orphanage
80,ARG1,1.0,AGAINST,78,RA,o fins i tot el cèlebre cas baby gremi en el qual un nen amb síndrome de down va ser rebutjat perquè no complia els criteris i les expectatives que responien als seus pares,o incluso el célebre caso baby gremio en el cual un niño con síndrome de down fue rechazado porque no cumplía los criterios y las expectativas que respondían a sus padres,or even the famous case baby guild at which a boy with syndrome of down was rebuffed so that it did not conform the criteria and the expectations that responded at his parents
81,ARG1,,FAVOUR,,,pel fet que ucraïna no ho facin d'una manera correcta perquè ens impedeix a nosaltres regular-ho d'una manera correcta,por el hecho que ucraïna no lo hagan de una manera correcta porque nos impide a nosotros regularlo de una manera correcta,for the fact that ucraïna do not make it of a correct mode so that it impedes us at us regulate it of a correct mode
82,ARG1,1.0,AGAINST,,,perquè és una qüestió intrínseca de la gestació subrogada,porque es una cuestión intrínseca de la gestación subrogada,so that it is an intrinsic question of the surrogacy
83,ARG1,1.0,AGAINST,82,RA,que per molt que vulguin ingerir en altres països no podran solucionar,que por mucho que quieran ingerir en otros países no podrán solucionar,that for a lot that want to ingest at other countries will not be able to solve
84,ARG1,2.0,AGAINST,8,RA,consolida el patriarcat,consolida el patriarcado,cements the patriarchy
85,ARG1,2.0,AGAINST,84,RA,que és aquest poder que exerceixen institucions com l'estat o les famílies per oprimir i per apropiar-se de les funcions reproductives productives i dels cossos de les dones,que es este poder que ejercen instituciones como el estado o las familias para oprimir y para apropiarse de las funciones reproductivas productivas y de los cuerpos de las mujeres,that it is this power that exert institutions like the state or the families to oppress and for apropiar- of the productive reproductive functions and of the bodies of the wives
86,ARG1,2.0,AGAINST,84;85,RA,el patriarcat vol exprimir aquesta tríada a la qual redueix les dones de sexe amor i reproducció,el patriarcado quiere exprimir esta tríada a la cual reduce las mujeres de sexo amor y reproducción,the patriarchy wants to exprimir this triad at which reduces the wives of sex love and reproduction
87,ARG1,2.0,AGAINST,85,RA,i la gestació subrogada permet fer un ús a la carta del cos de les dones,y la gestación subrogada permite hacer un uso a la carta del cuerpo de las mujeres,and the surrogacy permits to make an use at the card of the body of the wives
88,ARG1,2.0,AGAINST,61,RA,i encara que la dona vulgui participar lliurement d'aquesta gestació subrogada mai podrà ser altruista com bé afirma carol pittman en el seu en la seva obra del contracte sexual,y aunque la mujer quiera participar libremente de esta gestación subrogada nunca podrá ser altruista como bien afirma carol pittman en el suyo en su obra del contrato sexual,and although the wife want to take part loosely of this surrogacy never will be able to be altruist and well affirms carol pittman at his at his work of the sexual agreement
89,ARG1,2.0,AGAINST,84,RA,la manifestació més evident d'aquest patriarcat és la funció contractualista d'aquesta gestació subrogada,la manifestación más evidente de este patriarcado es la función contractualista de esta gestación subrogada,the most evident form of this patriarchy is the function contractualista of this surrogacy
90,ARG1,2.0,AGAINST,89,RA,i aquesta dona queda sotmesa a la voluntat d'aquest contracte,y esta mujer queda sometida a la voluntad de este contrato,and this wife stays subjected at the will of this agreement
91,ARG1,2.0,AGAINST,90,RA,què es farà quan el cas que aquesta dona que ha quedat subjecta aquest contracte vulgui plantejar una rescissió d'aquest contracte,que se hará cuando el caso que esta mujer que ha quedado sujeta este contrato quiera plantear una rescisión de este contrato,what will make  when the case that this wife that has stayed attaches this agreement want to pose a rescission of this agreement
92,ARG1,2.0,AGAINST,1;91,RA,perquè com els hem proposat en el cas inicial que faríem en casos com la de marybeth whitehead en el qual es podia penedir de tenir a l'hora de fer l'entrega d'aquest nadó,porque como los hemos propuesto en el caso inicial que haríamos en casos como la de marybeth whitehead en el cual se podía arrepentir de tener en la hora de hacer la entrega de este bebé,so that how have proposed the ones at the initial case that would make at cases like the of marybeth whitehead at which could  penedir to have at the hour to make the delivery of this baby
93,ARG1,2.0,AGAINST,92,RA,i penedir-se és una cosa molt lògica,y arrepentirse es una cosa muy lógica,and penedir-is  a very logical thing
94,ARG1,2.0,AGAINST,93,RA,ja que com bé afirma aquest estudi de l'any dos mil tres del senyor stephen wilkinson el deu per cent de les dones que havien fet gestació subrogada a l'hora d'entregar el seu nadó van haver de requerir teràpia,puesto que como bien afirma este estudio del año dos mil tres del señor stephen wilkinson el diez por ciento de las mujeres que habían hecho gestación subrogada en la hora de entregar su bebé tuvieron que requerir terapia,since how well affirms this survey of the year two thousand three of the gentleman stephen wilkinson owes it percent of the wives that had made surrogacy at the hour to hand his baby had to require therapy
95,ARG1,1.0,AGAINST,,,cal protegir els drets de les dones,hay que proteger los derechos de las mujeres,it is necessary to protect the laws of the wives
96,ARG1,1.0,AGAINST,95,RA,perquè com es pot observar en aquest gràfic elaborat pel banc mundial és un col·lectiu que té els seus drets en perill,porque como se puede observar en este gráfico elaborado por el banco mundial es un colectivo que tiene sus derechos en peligro,so that how can  observe at this chart elaborated by the world bank is a community that has his laws in danger
97,ARG1,1.0,AGAINST,96,RA,están en regressió,están en regresión,están at regression
98,ARG1,1.0,AGAINST,96,RA,el nostre país ha perdut moltes posicions,nuestro país ha perdido muchas posiciones,our country has missed a lot of positions
99,ARG1,3.0,AGAINST,9,RA,i finalment la linea econòmica,y finalmente la linea económica,and finally the linea economic
100,ARG1,3.0,AGAINST,99,RA,i és que la gestació subrogada no pot basar les relacions humanes en aquest cas la gestació com si fos un valor o un bé de consum o incloure-ho en la dinàmica de mercat,y es que la gestación subrogada no puede basar las relaciones humanas en este caso la gestación como si fuera un valor o un bien de consumo o incluirlo en la dinámica de mercado,and is that the surrogacy can not base the human accounts at this case the gestation as if it was a value or a sake of consumption or include it at the dynamics of market
101,ARG1,3.0,AGAINST,100,RA,perquè ni els úters ni els nens ni les dones són béns de consum,porque ni los úteros ni los niños ni las mujeres son bienes de consumo,so that or the wombs or the boys or the wives are sakes of consumption
102,ARG1,1.0,FAVOUR,,,en l'actualitat aquesta pràctica ja existeix,en la actualidad esta práctica ya existe,at the actuality this practice already exists
103,ARG1,1.0,FAVOUR,102,RA,i la situació actual referent aquesta pràctica en alguns països és una situació preocupant,y la situación actual referente esta práctica en algunos países es una situación preocupante,and the ongoing situation referent this practice at some countries is a worrisome situation
