ID (Chronological),TYPE (Part + Person),ARGUMENT NUMBER,TEAM STANCE,RELATED ID,ARGUMENTAL RELATION  TYPE,RELATED ID.1,ARGUMENTAL RELATION  TYPE.1,ADU_CAT,ADU_ES,ADU_EN
39,ARG1,1.0,AGAINST,23,MA,,,si la gestació subrogada és un fet,si la gestación subrogada es un hecho,if the surrogacy is a fact
40,ARG1,1.0,AGAINST,39,RA,,,s'ha de legalitzar,se tiene que legalizar,has to legalise
41,ARG1,1.0,AGAINST,39;40,RA,,,l'esclavisme era un fet i no per això s'havia de legalitzar,el esclavismo era un hecho y no por eso se tenía que legalizar,the esclavisme was a fact and no therefore had to legalise
42,ARG1,1.0,AGAINST,,,,,portugal país que recentment ha prohibit  la pràctica per veure què en aprovar-ho es cometien irregularitats injustícies abusos,portugal país que recientemente ha prohibido la práctica para ver qué al aprobarlo se cometían irregularidades injusticias abusos,portugal country that recently has prohibited the practice to view what at approving it committed  irregularities injustices abuses
43,ARG1,1.0,AGAINST,,,,,canadà un país en què es legalitza altruistament,canadà un país en que se legaliza altruistamente,canadà a country at what legalises  altruistament
44,ARG1,1.0,AGAINST,42,RA,,,i que més del setanta per cent dels casos del canadà es produeixen  de forma comercial a l'estranger,y que más del setenta por ciento de los casos del canadà se producen de forma comercial a la extranjero,and that more of the seventy percent of the cases of the canadà produce  of trading form abroad
45,ARG1,1.0,AGAINST,,,,,i els estats units  on és un estat confederal on diversos estats tenen  o comercial o directament il·legalitzat,y los estados unidos dónde es un estado confederal donde varios estados tienen o comercial o directamente ilegalizado,and the states united where is a confederal state where several states have or trading or directly outlawed
46,ARG1,1.0,AGAINST,42;43;45,RA,,,no són referències,no son referencias,are not references
47,ARG1,2.0,AGAINST,32,RA,,,parlar-nos de l'autonomia  personal de les dones és dir-nos que si les dones tenim dret dret a vendre'ns  implica que els hòmens i les altres persones que vullguen  tenen dret a comprar-nos,hablarnos de la autonomía personal de las mujeres es decirnos que si las mujeres tenemos derecho derecho a vendernos implica que los hombres y las otras personas que vullguen tienen derecho a comprarnos,talk us of the personal autonomy of the wives is to say us that if the wives have right law at selling us implies that the men and the others persons that vullguen have law to buy us
48,ARG1,,FAVOUR,42,MA,,,ha citat a portugal com que ha prohibit  la llei,ha citado a portugal como que ha prohibido la ley,has cited at portugal as it has prohibited the law
49,ARG1,,FAVOUR,48,CA,,,el que ha succeït és que el tribunal constitucional  ha oferit més garanties de manera que sí que es pot permetre  una gestació subrogada respectuosa ,el que ha sucedido es que el tribunal constitucional ha ofrecido más garantías de forma que sí que se puede permitir una gestación subrogada respetuosa,what has succeït is that the constitutional tribunal has offered more guarantees so that aye that can permit  a surrogacy respectful
50,ARG1,1.0,AGAINST,49,CA,,,no,no,no
51,ARG1,1.0,AGAINST,49,CA,,,s'ha prohibit,se ha prohibido,has prohibited
52,ARG1,1.0,AGAINST,,,,,s'ha decidit que aquells casos que ja s'havien iniciat s'acabaren,se ha decidido que aquellos casos que ya se habían iniciado se acabaron,has decided  that those cases that already had inducted  ended
53,ARG1,1.0,AGAINST,,,,,i que es posaren garanties a xiquets i xiquetes que havien iniciat el tràmit,y que se pusieron garantías a niños y niñas que habían iniciado el trámite,and that posed  guarantees at children and infants that had inducted the formality
54,ARG1,1.0,AGAINST,49,CA,52;53,RA,però a partir d'ara ja està prohibit,pero a partir de ahora ya está prohibido,but from now already is prohibited
55,ARG1,2.0,AGAINST,,,,,si som feministes,si somos feministas,if we are feminist
56,ARG1,2.0,AGAINST,55,RA,,,hem d'il·legalitzar prohibir i perseguir la gestació subrogada,tenemos que ilegalizar prohibir y perseguir la gestación subrogada,have to outlaw prohibit and persecute the surrogacy
57,ARG1,2.0,AGAINST,56,RA,,,acceptem que és un fet perseguible en l'estat espanyol ,aceptamos que es un hecho perseguible en el estado español,accept that it is a fact perseguible at the Spanish state
58,ARG1,2.0,AGAINST,57,CA,,,però no està perseguida l'afiliació,pero no está perseguida la afiliación,but is not persecuted the membership
59,ARG1,2.0,AGAINST,,,,,la gestació subrogada implica la cosificació i la desubjectivació  màxima de la dona,la gestación subrogada implica la cosificación y la desubjectivació máxima de la mujer,the surrogacy implies the reification and the desubjectivació maximum of the wife
60,ARG1,,FAVOUR,59,CA,,,en una gestació subrogada  garant que garanteixi les garanties tant per a la dona gestant  com per als pares com els clients,en una gestación subrogada garante que garantice las garantías tanto para la mujer gestando como para los padres como los clientes,at a surrogacy garant that it guarantee the guarantees so much for the wife gestant how for the parents how the customers
61,ARG1,,FAVOUR,60,RA,,,quin problema hi ha  que una dona ajudi a una altra dona a ser mare,qué problema hay que una mujer ayude a otra mujer a ser madre,which problem there is that a wife aid at another wife at being mother
62,ARG1,2.0,AGAINST,61,RA,,,perquè sempre hi haurà una dona a la que poder oprimir,porque siempre habrá una mujer a la que poder oprimir,so that always there will be a wife at what can oppress
63,ARG1,2.0,AGAINST,61,RA,,,sempre hi haurà una dona de la que poder abusar,siempre habrá una mujer de la que poder abusar,always there will be a wife of what can abuse
64,ARG1,2.0,AGAINST,59,RA,,,la tradició  escolàstica considerava que la dona no era un ésser humà com a tal  era una perversió i com a tal es podia fer d'ella el que vullgueren els homes  al segle dihuit ens acceptaren com a éssers humans però sempre  amb una capacitat intel·lectual inferior i de les que poder  fer allò que vullguérem  amb la industrialització ens van dir  que no podien treballar al mateix nivell que els homes i que  per això havien de cobrar menys  i els anys cinquanta seixanta quan s'havia demostrat que quan  els homes es trobaven en la guerra les dones podíem continuar produint com tocava  ens van voler tornar a encabir dintre de casa amb la mística  de la feminitat que betty friedan en una referent del feminisme ja ens anomenava,la tradición escolástica consideraba que la mujer no era un ser humano como tal era una perversión y como tal se podía hacer de ella el que vullgueren los hombres en el siglo dihuit nos aceptaron como seres humanos pero siempre con una capacidad intelectual inferior y de las que poder hacer aquello que vullguérem con la industrialización nos dijeron que no podían trabajar en el mismo nivel que los hombres y que por eso tenían que cobrar menos y en cincuenta sesenta cuando se había demostrado que cuando los hombres se encontraban en la guerra las mujeres podíamos continuar produciendo como tocaba nos quisieron volver a meter dentro de casa con la mística de la feminidad que betty friedan en una referente del feminismo ya nos denominaba,the scholastic tradition considered that the wife was not a human being as such was a perversion and as such could  make of her what vullgueren the men at the century dihuit accepted us as a human beings but always with an inferior intellectual capacity and of those that can make that that vullguérem with the industrialisation said us that they could not work at the same level that the men and that therefore they had to charge less and the years fifty sixty when had evidenced  that when the men found  at the war the wives could continue producing how touched wanted to us return at encabir inside of house with the mystic of the femininity that betty friedan at one referent of the feminism already nicknamed us
65,ARG1,2.0,AGAINST,64,RA,,,en l'actualitat què és el que ocorre aquesta cosificació i dels objectivació  es materialitza en la seua expressió màxima en la gestació subrogada,en la actualidad qué es el que ocurre esta cosificación y de los objetivación se materializa en su expresión máxima en la gestación subrogada,at the actuality what is what occurs this reification and of the objectivation materialises  at his maximum expression at the surrogacy
66,ARG1,2.0,AGAINST,65,RA,,,reduint a la dona a una cosa,reduciendo a la mujer a una cosa,reducing at the wife at a thing
67,ARG1,2.0,AGAINST,65,RA,,,el xiquet a un producte que es  puga comprar,el niño a un producto que se pueda comprar,the child at a product that can buy
68,ARG1,2.0,AGAINST,56,RA,,,per contribuir al desenvolupament de  les llibertats de la dona el millor procediment és limitar  aquesta autonomia voluntària de la dona dins d'un marc de garanties,para contribuir al desarrollo de las libertades de la mujer el mejor procedimiento es limitar esta autonomía voluntaria de la mujer dentro de un marco de garantías,to contribute at the development of the liberties of the wife the best procedure is to limit this voluntary autonomy of the wife in a frame of guarantees
69,ARG1,2.0,AGAINST,68,RA,,,perquè hi haja una vertadera llibertat d'elecció per a les  dones s'han de donar unes condicions socioeconòmiques i socials  que no permeten la seua explotació per a aconseguir allò que vullga decidir,porque haya una verdadera libertad de elección para las mujeres se tienen que dar unas condiciones socioeconómicas y sociales que no permiten su explotación para conseguir aquello que vullga decidir,so that there is a true liberty of election for the wives have to give  some socioeconomic and social conditions that do not permit his exploitation to achieve that that vullga decide
70,ARG1,2.0,AGAINST,69,RA,,,a de veure's en una societat en una condició igualitària respecte a l'home  no només econòmicament sinó que també d'autopercepció i d'amor propi,a de verse en una sociedad en una condición igualitaria respecto al hombre no solo económicamente sino que también de autopercepción y de amor propio,at to view  at a society at an egalitarian condition with regard to the man no only economically but that also of autopercepció and of own love
71,ARG1,2.0,AGAINST,70,RA,,,la cosificació que ens estan imposant  a través de la gestació subrogada la podem trobar en diversos exemples,la cosificación que nos están imponiendo a través de la gestación subrogada la podemos encontrar en varios ejemplos,the reification that are imposing us through the surrogacy can find it at several examples
72,ARG1,2.0,AGAINST,71,RA,,,però el cas el palpable que hem pogut observar és a través de la publicitat,pero el caso el palpable que hemos podido observar es a través de la publicitado,but the case the palpable that have been able to observe is through the advert
73,ARG1,2.0,AGAINST,72,RA,,,en audi els pits de les dones representen  en la seua insigne en el cas dels pòstits les dones som un mer  objecte del que posar-nos el pòsit per a recordar-nos el nom  ací les hostesses utilitzades com a mer producte de venda com envelliment d'un acte  en el cas de la coca-cola ja s'inicia la cultura de la violació  de la nostra societat,en audi los pechos de las mujeres representan en su insigne en el caso de los pòstits las mujeres somos un mero objeto del que ponernos el poso para recordarnos el nombre aquí las huéspedas utilizadas como mero producto de venta como envejecimiento de un acto en el caso de la coca-cola ya se inicia la cultura de la violación de nuestra sociedad,at audi the breasts of the wives represent at his insigne at the case of the pòstits the wives are a mere object of the that pose us the dreg to recall us the name here the hostesses utilised as a mere product of sale like aging of an act at the case of the cake-glue already inducts  the culture of the rape of our society
74,ARG1,2.0,AGAINST,73,RA,,,tenim dret de fer de les dones allò que vulguem,tenemos derecho de hacer de las mujeres aquello que queramos,have law to make of the wives that that want to
75,ARG1,2.0,AGAINST,74,RA,,,i creiem que les dones són cossos que poder utilitzar al nostre gust,y creemos que las mujeres son cuerpos que poder utilizar a nuestro gusto,and think that the wives are bodies that can utilise at our taste
76,ARG1,2.0,AGAINST,75,RA,,,quina és la conseqüència de tot açò,qué es la consecuencia de todo esto,which is the consequence of every this
77,ARG1,2.0,AGAINST,76,RA,,,la gestació subrogada o els ventres de lloguer impliquen cosificació dessubjectivació que impliquen abús,la gestación subrogada o los vientres de alquiler implican cosificación dessubjectivació que impliquen abuso,the surrogacy or the bellies for hire imply reification dessubjectivació that they imply abuse
78,ARG1,2.0,AGAINST,,,,,la gestació subrogada s'ha de prohibir perseguir i criminalitzar,la gestación subrogada se tiene que prohibir perseguir y criminalizar,the surrogacy has to prohibit  persecute and criminalitzar
79,ARG1,2.0,AGAINST,78,RA,,,no podem permetre  que una pràctica abusiva  que provoca opressió que provoca cosificació que provoca  dessubjectivació es venga com una autonomia personal es venga con llibertat o es venga com a garantista,no podemos permitir que una práctica abusiva que provoca opresión que provoca cosificación que provoca dessubjectivació se venda como una autonomía personal se venda cono libertado o se venda como garantista,can not permit that an abusive practice that provokes tightness that provokes reification that provokes dessubjectivació sell  how a personal autonomy sell  cone liberty or sell  as a garantista
80,ARG1,1.0,FAVOUR,55,CA,,,no som menys feministes pel  fet de defensar la gestació subrogada,no somos menos feministas por el hecho de defender la gestación subrogada,are not less feminists for the fact to defend the surrogacy
81,ARG1,1.0,FAVOUR,80,CA,,,pel fet que ho som proposem legalitzar-la,por el hecho que lo somos propongamos legalizarla,for the fact that are it propose to legalise it
82,ARG1,1.0,FAVOUR,,,,, perquè sí és cert que la gestació subrogada  mercantil explota la dona  provoca la seva cosificació,porque sí es cierto que la gestación subrogada mercantil explota la mujer provoca su cosificación,so that aye is some that the surrogacy mercantile explodes the wife provokes his reification
83,ARG1,1.0,FAVOUR,,,,, el problema està en que vostés s'apropien i creuen  que totes les organitzacions feministes hi estan d'acord,el problema está en que ustedes se apropien y creen que todas las organizaciones feministas están de acuerdo,the problem is at that you  apropien and think that all the feminist organisations agree
84,ARG1,1.0,FAVOUR,83,RA,,,però   hi ha col·lectius feministes i dones feministes  que no hi estan d'acord i dins del moviment lgtbi,pero hay colectivos feministas y mujeres feministas que no están de acuerdo y dentro del movimiento lgtbi,but there are feminist communities and feminist wives that do not agree  and in the movement lgtbi
85,ARG1,1.0,FAVOUR,,,,, la gestació subrogada s'emmarca en  el dret a l'autonomia personal recollit a l'article tercer de la declaració  universal dels drets humans de mil nou-cents quaranta-set que diu  Tot individu té dret a la vida a la llibertat  i a la seguretat de la seva persona,la gestación subrogada se enmarca en el derecho a la autonomía personal recogido en el artículo tercero de la declaración universal de los derechos humanos de mil novecientos cuarenta y siete que dice Todo individuo tiene derecho en la vida a la libertad y a la seguridad de su persona,the surrogacy frames  at the law to the personal autonomy collected at the third article of the universal statement of the human laws of one thousand nine hundred forty-seven that says Every individual has law to the life at the liberty and at the security of his person
86,ARG1,1.0,FAVOUR,85,RA,,,s'ha d'establir una esfera d'autonomia personal la qual l'estat  no pot limitar,se tiene que establecer una esfera de autonomía personal la cual el estado no puede limitar,has to establish  a sphere of personal autonomy which the state can not limit
87,ARG1,1.0,FAVOUR,86,RA,,,això sí sempre i quan hi hagi una sèrie de garanties,eso sí siempre y cuando haya una serie de garantías,this aye always and when there is a series of guarantees
88,ARG1,2.0,FAVOUR,87,RA,,,perquè si és possible legalitzar i regular la gestació subrogada  d'acord amb els drets humans d'acord amb els drets fonamentals  i amb el que estableix el nostre ordenament jurídic,porque si es posible legalizar y regular la gestación subrogada de acuerdo con los derechos humanos de acuerdo con los derechos fundamentales y con el que establece nuestro ordenamiento jurídico,so that if possible legalise and regulate the surrogacy of chord with the human laws of chord with the fundamental laws and with what establishes our juridical arranging
89,ARG1,2.0,FAVOUR,88,RA,,,la gestació subrogada ha de ser altruista,la gestación subrogada tiene que ser altruista,the surrogacy has to be altruist
90,ARG1,2.0,FAVOUR,89,RA,,,d'aquesta manera acabem amb la mercantilització evitem  que el nen es vegi com un producte,de este modo acabamos con la mercantilización evitamos que el niño se vea como un producto,in this way end with the mercantilització eschew that the boy view  how a product
91,ARG1,2.0,FAVOUR,89,RA,,,perquè només podien accedir-hi  les dones que volguessin fer-ho de manera altruista,porque solo podían acceder las mujeres que quisieran hacerlo de manera altruista,so that only could access the wives that wanted to make it of altruistic mode
92,ARG1,2.0,FAVOUR,88,RA,,,una altra garantia respecte als drets del menor  i d'acord amb l'article deu de la constitució espanyola aquest  tindria dret a conèixer a la dona que l'ha gestat per tal  de satisfer i per tal de complir amb el seu dret de conèixer la identitat,otra garantía respecto a los derechos del menor y de acuerdo con el artículo debe de la constitución española este tendría derecho a conocer a la mujer que lo ha gestado para satisfacer y para cumplir con su derecho de conocer la identidad,another guarantee with regard to the laws of the minor and of chord with the article owes of the Spanish constitution this would law to meet at the wife that has it gestat for such to satisfy and for such to conform with his law to meet the identity
93,ARG1,2.0,FAVOUR,88,RA,,,I el contracte hauria de ser just i irrevocable,Y el contrato tendría que ser justo e irrevocable,And the agreement would have to be just and irrevocable
94,ARG1,2.0,FAVOUR,88,RA,,,la dona gestant tindria la capacitat de rescindir el contracte al llarg  dels nou mesos de l'embaràs,la mujer gestante tendría la capacidad de rescindir el contrato a lo largo de los nueve meses del embarazo,the wife gestant would the capacity to rescind the agreement along the nine months of the pregnancy
