ID (Chronological),TYPE (Part + Person),ARGUMENT NUMBER,TEAM STANCE,RELATED ID,ARGUMENTAL RELATION  TYPE,RELATED ID.1,ARGUMENTAL RELATION  TYPE.1,RELATED ID.2,ARGUMENTAL RELATION  TYPE.2,ADU_CAT,ADU_ES,ADU_EN
80,INTRO,3,FAVOUR,79,MA,,,,,controlar estatalment aquesta tècnica per impedir que sorgeixi un negoci il·legal al seu voltant com passa amb les drogues,controlar estatalmente esta técnica para impedir que surja un negocio ilegal a su alrededor como pasa con las drogas,control estatalment this technician to impede that it arise an illegal bargain at his hovering how passes with the drugs
81,INTRO,3,FAVOUR,80,RA,,,,,com passa amb la prostitució,como pasa con la prostitución,how passes with the prostitution
82,INTRO,3,FAVOUR,80,RA,,,,,com passava amb la mort ,como pasaba con la muerto,how passed with the death
83,INTRO,1,FAVOUR,79,RA,,,,,si no ho legalitzem es complirà la màxima de que tota prohibició genera un negoci,si no lo legalizamos se cumplirá la máxima de que toda prohibición genera un negocio,if we do not legalise it will conform  the maxim of that every ban generates a bargain
84,INTRO,2,FAVOUR,83,RA,,,,,un negoci on les condicions que hem mencionat anteriorment són molt probables si no comencem a treballar per a solucionar els problemes que aquest nou mètode genera,un negocio donde las condiciones que hemos mencionado anteriormente son muy probables si no empezamos a trabajar para solucionar los problemas que este nuevo método genera,a bargain where the conditions that have mencionat anteriorly are very probable if we do not commence at working to solve the problems that this new method generates
85,INTRO,1,FAVOUR,84,MA,,,,,tindrem un negoci molt rendible que explotarà a dones en condicions de pobresa i marginalitat per satisfer les necessitats físiques i emocionals d'una família amb diners,tendremos un negocio muy rentable que explotará a mujeres en condiciones de pobreza y marginalidad para satisfacer las necesidades físicas y emocionales de una familia con dinero,will a very profitable bargain that will explode at wives at conditions of poverty and marginalitat to satisfy the physical and emotional necessities of a family with money
86,INTRO,2,FAVOUR,53,RA,,,,,per desgràcia aquesta és la trista realitat del món que ens envolta,por desgracia esta es la triste realidad del mundo que nos rodea,for misfortune this is the sorry reality in the world that it surrounds us
87,INTRO,2,FAVOUR,86,RA,,,,,una societat que funciona gràcies a la cobdícia i el desig,una sociedad que funciona gracias a la codicia y el deseo,a society that functions thanks to the greed and the wish
88,INTRO,2,FAVOUR,87,MA,,,,,un món on aquells desitjos narcisistes són capaços d'aprofitar-se d'altres éssers humans per convertir-les en fàbriques vives,un mundo donde aquellos deseos narcisistas son capaces de aprovecharse otros seres humanos para convertirlas en fábricas vivas,a world where those narcissistic wishes are capable to take advantage of  of other human beings to convert them at alive factories
89,INTRO,3,FAVOUR,80,RA,,,,,per tot això cal que legalitzen la gestació subrogada,por todo esto hace falta que legalizan la gestación subrogada,for everything this it is necessary that legalise the surrogacy
90,INTRO,3,FAVOUR,89,CA,,,,,però no a qualsevol preu cal que la legalitzem,pero no a cualquier precio hace falta que la legalizamos,but no at any price it is necessary that legalise it
91,INTRO,3,FAVOUR,90,RA,,,,,ho farem proposant una sèrie de mesures que defensen la integritat i llibertat de les dones la no mercantilització i cosificació d'aquestes i sobretot que defensen els drets i llibertats dels nadons que viuen aquest món tan cruel,lo haremos proponiendo una serie de medidas que defiendan la integridad y libertad de las mujeres la no mercantilización y cosificación de estas y sobre todo que defiendan los derechos y libertades de los bebés que viven este mundo tan cruel,will make it proposing a series of sizes that defend the integrity and liberty of the wives the no mercantilització and reification of these and especially that they defend the laws and liberties of the babies that live this as cruel world
92,INTRO,1,FAVOUR,48,RA,,,,,matarem el nostre nou deu,mataremos nuestro nuevo diez,will kill our new owes
93,INTRO,3,FAVOUR,,,,,,,sí cal  legalitzar la gestació subrogada,sí hay que legalizar la gestación subrogada,aye is necessary to legalise the surrogacy
94,ARG1,,AGAINST,54;55,RA,,,,,els nostres companys ens estan defensant que mitjançant una regulació  es poden evitar les atrocitats,nuestros compañeros nos están defendiendo que mediante una regulación se pueden evitar las atrocidades,our partners are defending us that by means of a regulation can eschew  the atrocities
95,ARG1,,AGAINST,94,MA,,,,,es poden evitar les opressions,se pueden evitar las opresiones,can eschew  the tightnesses
96,ARG1,2,AGAINST,36,RA,,,,,tota gestació subrogada implica que sempre hi  haurà una dona a la que oprimir i a la que explotar,toda gestación subrogada implica que siempre habrá una mujer a la que oprimir y a la que explotar,every surrogacy implies that always there will be a wife at what oppress and at what explode
97,ARG1,3,AGAINST,,,,,,,tota prohibició genera un negoci,toda prohibición genera un negocio,every ban generates a bargain
98,ARG1,,AGAINST,97,CA,,,,,en el cas de la donació d'òrgans no hi ha cap tipus de negoci,en el caso de la donación de órganos no hay ningún tipo de negocio,at the case of the donation of organs there is not any type of bargain
99,ARG1,,AGAINST,98,RA,,,,,s'ha prohibit vendre els òrgans,se ha prohibido vender los órganos,has prohibited  sell the organs
100,ARG1,,AGAINST,99,MA,,,,,no es venen òrgans,no se venden órganos,do not sell  organs
101,ARG1,2,AGAINST,,,,,,,llibertat de les dones a on dones que ens trobem incertes en una societat,libertado de las mujeres donde mujeres que nos encontremos inciertas en una sociedad,liberty of the wives where wives that find us uncertain at a society
102,ARG1,2,AGAINST,101,RA,,,,,en unes condicions desigualitàries respecte als homes,en unas condiciones desigualitàries respecto a los hombres,at some conditions desigualitàries with regard to the men
103,ARG1,3,AGAINST,102,RA,,,,,no només  econòmicament sinó també d'auto percepció i de valor propi,no solo económicamente sino también de auto percepción y de valor propio,no only economically but also of auto perception and of own value
104,ARG1,2,AGAINST,103,MA,,,,,les dones en esta societat no podem ser lliures si no ens trobem  en unes condicions econòmiques i socials que ens permeten no ser explotades  per aconseguir allò que vullgam en la nostra vida,las mujeres en esta sociedad no podemos ser libres si no nos encontramos en unas condiciones económicas y sociales que nos permiten no ser explotadas para conseguir aquello que vullgam en nuestra vida,the wives at esta society can not be free if we do not find us at some economic and social conditions that permit us not being exploded to achieve that that vullgam at our life
105,ARG1,,AGAINST,,,,,,,la gestació subrogada de forma altruista és una gota en l'oceà,la gestación subrogada de forma altruista es una gota en el océano,the surrogacy of altruistic form is a drop at the ocean
106,ARG1,,AGAINST,,,,,,,no es pot percebre que no podem concebre com a la totalitat,no se puede percibir que no podemos concebir como la totalidad,can not  perceive that we can not conceive as a the totality
107,ARG1,,AGAINST,105,RA,,,,,dir que la altruista es pot aprovar és estar  amagant el cap sota l'ala,decir que la altruista se puede aprobar es estar escondiendo el jefe bajo el ala,say that the altruist can approve  is to be veiling the cape under the wing
108,ARG1,,AGAINST,105,RA,,,,,obrim una miqueta la porta  d'una presa per deixar passar tota l'aigua,abrimos un poquito la puerta de una presa para dejar pasar toda el agua,open a miqueta the door of an inmate to let pass all the water
109,ARG1,,AGAINST,105,RA,,,,,la gota i l'oceà ens vindran al damunt,la gota y el océano nos vendrán encima,the drop and the ocean will come us on
110,ARG1,1,AGAINST,109,MA,,,,,i ens vindran al damunt  la des subjectivació de la dona la cosificació la deshumanització  i els tres arguments que us volem presentar avui ací,y nos vendrán encima la des subjectivación de la mujer la cosificación la deshumanización y los tres argumentos que os queremos presentar hoy aquí,and will come us on the des subjectivació of the wife the reification the dehumanisation and the three arguments that want to present you today here
111,ARG1,2,AGAINST,110,RA,,,,,la triple opressió,la triple opresión,the triple tightness
112,ARG1,3,AGAINST,111,MA,,,,,el caprici occidental,el capricho occidental,the occidental whim
113,ARG1,,FAVOUR,54;87,RA,,,,,la prohibició garantitza que la pràctica no es faci fora del nostre estat,la prohibición garantitza que la práctica no se eche de nuestro sido,the ban garantitza that the practice do not throw  of our been
114,ARG1,,AGAINST,,,,,,,és així com ocorre en la donació d'òrgans,es así como ocurre en la donación de órganos,is as well as occurs at the donation of organs
115,ARG1,1;3,AGAINST,29;36;40,RA,,,,,la gestació subrogada siga altruista o siga mercantil implica la cosificació i la des subjectivació de la dona,la gestación subrogada sea altruista o sea mercantil implica la cosificación y la des subjectivación de la mujer,the surrogacy was altruistic or was mercantile implies the reification and the des subjectivació of the wife
116,ARG1,3,AGAINST,41,RA,,,,,legalitzar la gestació subrogada altruista implica una gradació cap a la mercantil,legalizar la gestación subrogada altruista implica una gradación hacia la mercantil,legalise the surrogacy altruist implies a gradation to the mercantile
117,ARG1,,AGAINST,116,RA,,,,,és el que està ocorrent en els nostres dies al canadà,es el que está ocurriendo en nuestros días al canadà,is what is occurring at our days at the canadà
118,ARG1,,AGAINST,116,RA,,,,,on fa un mes s'està decidint si començar a pagar un salari a les dones que estan realitzant la gestació subrogada altruista,donde hace un mes se está decidiendo si empezar a pagar un salario a las mujeres que están realizando la gestación subrogada altruista,where makes a month is deciding  if commence at paying a wage at the wives that are realising the surrogacy altruist
119,ARG1,3,FAVOUR,,,,,,,està dient vosté que no hi ha un mercat negre d'òrgans fora del nostre país,está diciendo usted que no hay un mercado negro de órganos fuera de nuestro país,is saying you that there is not a black market of organs out of our country
120,ARG1,3,AGAINST,119,CA,,,,,fora del nostre país pot haver un mercat d'òrgans,fuera de nuestro país puede haber un mercado de órganos,out of our country can have a market of organs
121,ARG1,,AGAINST,120,CA,,,,,però les persones del nostre país no van a altres a comprar òrgans,pero las personas de nuestro país no van a otros a comprar órganos,but the persons of our country do not go at others at buying organs
122,ARG1,2,AGAINST,36;40,RA,,,,,la gestació subrogada és la materialització i l'expressió màxima de la corrent filosòfica de la escolàstica que arriba als nostres dies incerts en el sistema neoliberal masclista i heteropatriarcal que ens constreny i oprimeix a les dones,la gestación subrogada es la materialización y la expresión máxima de la corriente filosófica de la escolástica que llega a nuestros días inciertos en el sistema neoliberal machista y heteropatriarcal que nos constriñe y oprime a las mujeres,the surrogacy is the materialisation and the maximum expression of the philosophic current of the scholasticism that arrives at our uncertain days at the male chauvinistic neoliberal system and heteropatriarcal that it constrains us and oppresses at the wives
123,ARG1,1,AGAINST,122,MA,,,,,la gestació subrogada implica la cosificació la  des subjectivació màxima de la dona,la gestación subrogada implica la cosificación la des subjectivación máxima de la mujer,the surrogacy implies the reification the des subjectivació maximum of the wife
124,ARG1,1,AGAINST,,,,,,,no ens han considerat  mai com a éssers humans fins al segle dihuit,no nos han considerado nunca como seres humanos hasta el siglo dihuit,have not considered us never as a human beings until the century dihuit
125,ARG1,1,AGAINST,124,RA,,,,,al segle dihuit  ens diuen que som éssers humans,en el siglo dihuit nos dicen que somos seres humanos,at the century dihuit say us that we are human beings
126,ARG1,1,AGAINST,,,,,,,però amb una capacitats  intel·lectual inferior a la dels homes,pero con una capacidades intelectual inferior a la de los hombres,but with some inferior intellectual capacities at the of the men
127,ARG1,1,AGAINST,126,RA,,,,,ens diuen que no podem  treballar en la mateixa capacitat racional que els homes,nos dicen que no podemos trabajar en la misma capacidad racional que los hombres,say us that we can not work at the same rational capacity that the men
128,ARG1,1,AGAINST,127,RA,,,,, per tant hem de cobrar menys,por lo tanto tenemos que cobrar menos,therefore we have to charge less
129,ARG1,1,AGAINST,125,RA,,,,,fins arribar a l'actualitat en què ens continuen considerant com a cossos,hasta llegar a la actualidad en que nos continúan considerando como cuerpos,until reaching the actuality at what continue us considering as a bodies
130,ARG1,1,AGAINST,129,RA,,,,,ens continuen venent a les publicitats com si fórem mers objectes d'embelliment,nos continúan vendiendo a las publicidades como si fuéramos meros objetos de embellecimiento,continue us selling at the adverts as if we were mere objects of embelliment
131,ARG1,1,AGAINST,129,RA,,,,,com si les dones poguérem ser utilitzades com objectes sobre els que vendre,como si las mujeres pudimos ser utilizadas como objetos sobre los que vender,as if the wives could be utilised how objects on those that sell
132,ARG1,1,AGAINST,129,RA,,,,,l'objectivació la cosificació  implica també la cultura de la violació que arriba als nostres dies,la objetivación la cosificación implica también la cultura de la violación que llega a nuestros días,the objectivation the reification implies also the culture of the rape that arrives at our days
133,ARG1,1,AGAINST,131,RA,,,,,arriben a vendre'ns un desodorant amb una dona nueta clavant un  un pollastre al forn,llegan a vendernos un desodorante con una mujer nueta clavando uno un pollo al horno,reach to sell us a deodorant with a wife nueta nailing one a chicken at the oven
134,ARG1,1,AGAINST,129,RA,,,,,arriba als nostres dies en què creuen que podem fer el que  vullgam amb el cos de les dones,llega a nuestros días en que creen que podemos hacer el que vullgam con el cuerpo de las mujeres,arrives at our days at what think that we can make what vullgam with the body of the wives
135,ARG1,1,AGAINST,,,,,,,quina és l'expressió  màxima de tot açò els ventres de lloguer,qué es la expresión máxima de todo esto los vientres de alquiler,which is the maximum expression of every this the bellies for hire
136,ARG1,2,AGAINST,111;135,RA,,,,,ventres de lloguer  que impliquen una triple opressió,vientres de alquiler que implican una triple opresión,bellies for hire that they imply a triple tightness
137,ARG1,2,AGAINST,111;136,MA,,,,,una triple opressió que  comença per la de gènere,una triple opresión que empieza por la de género,a triple tightness that commences for the of genus
138,ARG1,2,AGAINST,30;36;137,RA,,,,,són les dones les que continuen sent oprimides,son las mujeres las que continúan siendo oprimidas,are the wives those that continue being oppressed
139,ARG1,2,AGAINST,30;36;137,RA,,,,,les que es permet que es continue amb les ideologies discriminatòries i patriarcals  que provoquen que la dona depenga de la voluntat d'altres persones,las que se permite que se continúe con las ideologías discriminatorias y patriarcales que provocan que la mujer dependa de la voluntad otros persones,those that permits  that it continue  with the discriminatory and patriarchal ideologies that provoke that the wife depend of the will of other persons
140,ARG1,2,AGAINST,30;36;137,RA,,,,,continuem amb l'opressió de classe,continuamos con la opresión de clase,continue with the tightness of class
141,ARG1,2,AGAINST,140,RA,,,,,són persones amb diners de països privilegiats els que acudeixen  a persones de països subdesenvolupats amb necessitat de diners,son personas con dinero de países privilegiados los que acuden a personas de países subdesarrollados con necesidad de dinero,are persons with money of privileged countries those that attend at persons of underdeveloped countries with necessity of money
142,ARG1,2;3,AGAINST,140,RA,,,,,en el cas que es done en països desenvolupats aquesta gestació  sempre són persones precàries,en el supuesto de que se dé en países desarrollados esta gestación siempre son personas precarias,at the case that give  at countries developed this gestation always are precarious persons
143,ARG1,3,AGAINST,142,MA,,,,,persones que els fan falta els diners,personas que los hacen falta el dinero,persons that make the ones fault the money
