ID (Chronological),TYPE (Part + Person),ARGUMENT NUMBER,TEAM STANCE,RELATED ID,ARGUMENTAL RELATION  TYPE,ADU_CAT,ADU_ES,ADU_EN
86,ARG1,1.0,FAVOUR,85,RA,que es pugui crear la família a través d'una altra via  com és la gestació subrogada,que se pueda crear la familia a través de otra vía como es la gestación subrogada,that can create  the family through another road how is the surrogacy
87,ARG1,2.0,FAVOUR,85,RA,s'oposen a la llibertat,se oponen a la libertado,oposen at the liberty
88,ARG1,1.0,FAVOUR,86,RA,que hi hagi una via disponible més  per al col·lectiu lgtbi pel col·lectiu de gent que no tenen  la possibilitat de tindre fills,que haya una vía disponible más para el colectivo lgtbi por el colectivo de gente que no tienen la posibilidad de tener hijos,that there is a more available road for the community lgtbi for the community of persons that do not have the possibility to have children
89,ARG1,1.0,FAVOUR,61,RA,per molt que prohibim i tanquem els ulls  no podem aturar el que regulin els països tercers,por mucho que prohibimos y cerramos los ojos no podemos parar el que regulen los países terceros,for a lot that prohibit and shut the eyes can not stop what regulate the third countries
90,ARG1,1.0,FAVOUR,89,RA,perquè  això és una qüestió de dret internacional públic,porque esto es una cuestión de derecho internacional público,so that this is a by right international question public
91,ARG1,1.0,FAVOUR,89,RA,què  podem fer nosaltres la sobirania nacional dels països tercers,qué podemos hacer nosotras la soberanía nacional de los países terceros,what can make we the national statehood of the third countries
92,ARG1,1.0,FAVOUR,91,MA,res perquè no hi podem interferir,nada porque no podemos interferir,nothing so that we can not  interfere
93,ARG1,1.0,FAVOUR,92,RA,i nosaltres també estem en  contra de les males pràctiques dels abusos i de totes les  condicions paupèrrimes i misèrrimes que fan pràctiques vergonyoses  de la gestació subrogada,y nosotros también estamos en contra de las malas prácticas de los abusos y de todas las condiciones paupérrimas y misèrrimes que hacen prácticas vergonzosas de la gestación subrogada,and we also are against of the bad practices of the abuses and of all the conditions paupèrrimes and misèrrimes that make shameful practices of the surrogacy
94,ARG1,1.0,FAVOUR,93,RA,la legalització és garantia de seguretat pel  que podem controlar en el nostre territori,la legalización es garantía de seguridad por el que podemos controlar en nuestro territorio,the legalisation is guarantee of security for the that can control at our territory
95,ARG1,1.0,AGAINST,,,què diria vostè als infants que potencialment podrien ser  adoptats i que estan en espera d'adopció,que diría usted a los niños que potencialmente podrían ser adoptados y que están en espera de adopción,what would say you at the girls that potentially could be adopted and that are expects  of adoption
96,ARG1,2.0,FAVOUR,,,que el nostre model  es basa en dos punts essencials l'altruisme  que es basa en la donació d'òrgans i els requisits  d'idoneïtat que es basa amb el sistema d'adopció,que nuestro modelo se basa en dos puntos esenciales el altruismo que se basa en la donación de órganos y los requisitos de idoneidad que se basa con el sistema de adopción,that our model bases  at two essential points the altruism that bases  at the donation of organs and the requisites of suitability that bases  with the system of adoption
97,ARG1,2.0,FAVOUR,96,RA,nosaltres el que volem és vetllar per l'interés superior  del menor d'aquesta gent que també està esperant que una família  la adopti,nosotros el que volamos es velar por el interés superior del menor de esta gente que también está esperando que una familia la adopte,we what blast is to watch for the superior interest of the minor of these persons that also is expecting that a family adopt it
98,ARG1,2.0,FAVOUR,96,RA,perquè tots els requisits estan basats  en l'adopció i l'altruisme,porque todos los requisitos están basados en la adopción y el altruismo,so that all the requisites are based at the adoption and the altruism
99,ARG1,2.0,FAVOUR,98,RA,al final implica que una dona gestant  gesta el fill sense rebre diners a canvi,al final implica que una mujer gestante gesta el hijo sin recibir dinero a cambio,at the end implies that a wife gestant feat the son without getting money in return
100,ARG1,2.0,FAVOUR,99,RA,cap  ventre pot tenir un preu per tant mercantilització cap ni una,ningún vientre puede tener un precio por lo tanto mercantilización cabe ni una,any belly can have a price therefore mercantilització cape or a
101,ARG1,2.0,FAVOUR,99,MA,hi hauria una compensació rescabalament,habría una compensación resarcimiento,there would be a compensation rescabalament
102,ARG1,2.0,FAVOUR,101,RA,però bàsicament per protegir a la dona per si doncs hi ha  alguna mena de danys o perjudicis,pero básicamente para proteger a la mujer por si pues hay algún tipo de daños o perjuicios,but basically to protect at the wife for if then there is some type of harms or damages
103,ARG1,2.0,FAVOUR,99,RA,i d'on sortirien les dones,y de donde saldrían las mujeres,and whence would exit the wives
104,ARG1,2.0,FAVOUR,103,RA,coneixen el que és la donació intervivos,conocen el que es la donación intervivos,meet what is the donation intervivos
105,ARG1,2.0,FAVOUR,104,RA,és el fet que una persona  viva i sana dóna un òrgan a una persona desconeguda,es el hecho que una persona viva y sana da un órgano a una persona desconocida,is the fact that an alive and healthy person gives an organ at an unfamiliar person
106,ARG1,2.0,FAVOUR,105,RA,per tant nosaltres tenim fe  i creiem en l'altruisme,por lo tanto nosotros tenemos fe y creemos en el altruismo,therefore we have faith and think at the altruism
107,ARG1,2.0,FAVOUR,99,RA,i què passaria si es salten aquest sistema,y que pasaría si se saltan este sistema,and what would pass if they spring  this system
108,ARG1,2.0,FAVOUR,107,RA,doncs que poden estar en contra de la gestació subrogada,pues que pueden estar en contra de la gestación subrogada,then that they can be against of the surrogacy
109,ARG1,2.0,FAVOUR,97; 107,RA,però  que no poden estar en contra és de l'interés superior del  menor,pero que no pueden estar en contra es del interés superior del menor,but that they can not be against is of the superior interest of the minor
110,ARG1,2.0,FAVOUR,109,RA,la direcció general  del registre del notariat i el tribunal suprem ja ho han dit  ben clar que la gestació subrogada és clarament interés  superior del menor,la dirección general del registro del notariado y el tribunal supremo ya lo han dicho bien claro que la gestación subrogada es claramente interés superior del menor,the general address of the registry of the notariat and the high court already have said it very clear that the surrogacy is clearly superior interest of the minor
111,ARG2,1.0,AGAINST,,,en primer lloc aquí duc el que és el resum d'una publicació  on fan una mena de resum de totes les morts de manera mundial  que tenen els centres d'adopció,en primer lugar aquí llevo el que es el resumen de una publicación donde hacen un tipo de resumen de todas las muertes de manera mundial que tienen los centros de adopción,in the first place here take what is the digest of a publication where make a type of digest of all the deaths of world mode that have the centres of adoption
112,ARG2,1.0,AGAINST,111,RA,els nins amb una exclusió molt alta acaben en suïcidi,los nins con una exclusión muy alta acaben suicide,the nins with a very tall exclusion end at suicide
113,ARG2,1.0,AGAINST,112,RA,aquests nins han de tenir una segona oportunitat,estos nins tienen que tener una segunda oportunidad,these nins have to have a second opportunity
114,ARG2,1.0,AGAINST,,,si el l'equip contrari em pot dir un país on la gestació  subrogada sigui perfecta que per favor agafi el micro mos ho digui,si lo el equipo contrario me puede decir un país donde la gestación subrogada sea perfecta que por favor coja el micro mis lo diga,if the the contrary squad can say me a country where the surrogacy was perfect that please seize the micro snack say it
115,ARG2,2.0,AGAINST,52,MA,en segon lloc  la companya de la introducció  ha comentat serà altruista però amb una mena de compensació econòmica,en segundo lugar la compañera de la introducción ha comentado será altruista pero con un tipo de compensación económica,in the second place the partner of the introduction has commented will be altruistic but with a type of economic compensation
116,ARG2,2.0,AGAINST,115,MA,això és un eufemisme,esto es un eufemismo,this is a euphemism
117,ARG2,2.0,AGAINST,116,RA,perquè si tu fas algo altruista significa que és  gratis,porque si tú haces algo altruista significa que es gratis,so that if you make algo altruistic means that it is free
118,ARG2,2.0,AGAINST,117,MA,significa que no hi ha una mena de transacció econòmica,significa que no hay un tipo de transacción económica,means that there is not a type of economic transaction
119,ARG2,2.0,AGAINST,115,RA,si hi ha una compensació econòmica igual que ha passat a  gran bretanya perquè sí que han de presentar els tiquets de totes les despeses  el molt honorable jutges estaran d'acord en allò que ja no  és el altruista perquè ja està rebent una mena de compensació,si hay una compensación económica igual que ha pasado a grande bretanya porque sí que tienen que presentar los tickets de todos los gastos lo muy honorable jueces estarán de acuerdo en aquello que ya no es el altruista porque ya está recibiendo un tipo de compensación,if there is an equal economic compensation that has passed at big bretanya so that aye that they have to present the tickets of all the expenses the very honorable judges will agree at that that no longer is the altruist so that already is getting a type of compensation
120,ARG2,2.0,AGAINST,60,MA,en segon lloc el company oriol a  la refutació ha començat a dir  llibertat i garantia,en segundo lugar el compañero oriol a la refutación ha empezado a decir libertad y garantizaba,in the second place the partner oriol at the refutation has commenced to say liberty and guarantee
121,ARG2,2.0,AGAINST,120,MA,és a dir voleu aprovar una gestació subrogada aquí,es decir queréis aprobar una gestación subrogada aquí,that is to say want to approve a surrogacy here
122,ARG2,2.0,AGAINST,120,RA,sabem que hi ha una precarietat d'aquestes dones,sabemos que hay una precariedad de estas mujeres,know that there is a precariousness of these wives
123,ARG2,2.0,AGAINST,122,RA,quantes dones  que cobren més de tres mil euros de manera mensual trobau  que farien de manera voluntària aquesta feina,cuántas mujeres que cobran más de tres mil euros de manera mensual encontráis que harían de manera voluntaria este trabajo,how many wives that charge more of three thousand euros of monthly mode find that they would make of voluntary mode this work
124,ARG2,2.0,AGAINST,123,MA, zero,cero,zero
125,ARG2,2.0,AGAINST,,,en segon lloc dóna garantia el fet que s'aprovi aquí a espanya  la gestació subrogada farà que aquesta feina sigui amb  unes condicions laborals òptimes,en segundo lugar da garantía el hecho que se apruebe aquí a espanya la gestación subrogada hará que este trabajo sea con unas condiciones laborales óptimas,in the second place gives guarantee the fact that approve  here at espanya the surrogacy will make that this work was with some optimal labour conditions
126,ARG2,2.0,AGAINST,125,RA,naltros fem  una feina podria fer una feina vuit hores i anava a ca nostra,naltros basura un trabajo podría hacer un trabajo ocho horas e iba a can nuestra,naltros muck a work could make a work eight hours and went at ca ours
127,ARG2,2.0,AGAINST,126,RA,donar llum significa vint-i-quatre hores diàries nou mesos  de feina,dar luz significa veinticuatro horas diarias nueve meses de trabajo,give light means twenty-four daily hours nine months of work
128,ARG2,2.0,AGAINST,127,RA,això no té preu,esto no tiene precio,this does not have price
129,ARG2,1.0,AGAINST,127,RA, això és una cosa gratuïta com a  espècie humana,esto es una cosa gratuita como especie humana,this is a free thing as a human species
130,ARG2,1.0,AGAINST,129,RA,el nasciturus que ha de ser beneficiari d'aquesta rutina humana  ha de tenir una felicitat ha de créixer i sobretot no ha de veure  que tot sigui un preu,lo nasciturus que tiene que ser beneficiario de esta rutina humana tiene que tener una felicidad tiene que crecer y sobre todo no tiene que ver que todo sea un precio,the nasciturus that has to be beneficiari of this human routine has to have a happiness has to grow and especially does not have to view that everything was a price
131,ARG2,1.0,AGAINST,130,RA,si jo vaig a ca meva ara perquè va malament aquest debat  pues em recolzaran,si yo voy a can mía ahora porque va mal este debate púas me apoyarán,if I go at ca mine now so that it goes poorly this debates quills will back me
132,ARG2,1.0,AGAINST,131,RA,però no em recolzaran per cinc euros,pero no me apoyarán por cinco euros,but will not back me for five euros
