ID (Chronological),TYPE (Part + Person),ARGUMENT NUMBER,TEAM STANCE,RELATED ID,ARGUMENTAL RELATION  TYPE,ADU_CAT,ADU_ES,ADU_EN
11,INTRO,,AGAINST,,,avui se'ns pot intentar explicar un model de gestació subrogada que sigui el més adient el més bonic el més beneficiós,hoy se nos puede intentar explicar un modelo de gestación subrogada que sea lo más adecuada lo más bonito lo más beneficioso,today can us attempt explain a model of surrogacy that it was the most suitable the most handsome the most beneficial
12,INTRO,,AGAINST,,,però aquest no és el debat,pero este no es lo debate,but this is not the debate
13,INTRO,,AGAINST,12,RA, hem d'anar a les arrels i no hem de debatir quin és el model,tenemos que ir a las raíces y no tenemos que debatir qué es el modelo,have to go at the stems and do not have to debatir which is the model
14,INTRO,,AGAINST,13,MA,hem de dir si la gestació subrogada és una solució per a aquests problemes hem de plantejar-nos si aquesta és una resposta èticament raonable,tenemos que decir si la gestación subrogada es una solución para estos problemas tenemos que plantearnos si esta es una respuesta éticamente razonable,have to say if the surrogacy is a solution for these problems have to pose us if this is an ethically reasonable response
15,INTRO,,FAVOUR,,,la gestació subrogada com el progrés que és,la gestación subrogada como el progreso que es,the surrogacy how the headway that is
16,INTRO,,FAVOUR,,,hem contactat amb una mare per subrogació a la qual anomenarem la teresa la teresa és metgessa de professió i té una parella pero per impediments mèdics dels quals no té cap culpa no pot tenir no pot donar a llum a fills dit això el que es va plantejar la teresa i va fer va ser contentar amb equips amb professionals de l'estat nord-americà de califòrnia molt liberal per dur a terme aquest procés avui la teresa és mare i el seu company es pare i són feliços mantenen contacte setmanal amb la dona que els va ajudar en les seves pròpies paraules són encantats de la vida pèro en les seves pròpies paraules també saben greu també saben greu d'haver-ho hagut de fer així d'haver necessitat fer front a nombrosos tràmits administratius en un país aliè en un país desconegut al cap i a la fi i després amb el propi estat espanyol amb la seva filla com a un immigrant però sobretot i atenció saben greu perquè saben objectes d'un sistema econòmic de mercat capitalisme basat en el lucre sabent que els han cobrat altíssimes comissions que altres persones amb les mateixes necessitats reproductives i familiars no es poden permetre,hemos contactado con una madre por subrogación a la cual denominaremos la teresa la teresa es médica de profesión y tiene una pareja pero por impedimentos médicos de los cuales no tiene jefe culpa no puede tener no puede dar a luz a hijos dicho esto el que se planteó la teresa e hizo fue contentar con equipos con profesionales del estado norteamericano de califòrnia muy liberal para llevar a cabo este proceso hoy la teresa es madre y su compañero se pare y son felices mantienen contacto semanal con la mujer que los ayudó en sus propias palabras son encantados de la vida pèro en sus propias palabras también saben mal también saben mal de haberlo tenido que hacer así de haber necesitado hacer frente a numerosos trámites administrativos en un país ajeno en un país desconocido al fin y al cabo y después con el propio estado español con su hija como un inmigrante pero sobre todo y atención saben mal porque saben objetos de un sistema económico de mercado capitalismo basado en el lucro sabiendo que los han cobrado altísimas comisiones que otras personas con las mismas necesidades reproductivas y familiares no se pueden permitir,have contacted with a mother for subrogation at which will nickname the teresa the teresa is doctor of profession and has a couple pero for medical impediments of which does not have any fault can not have can not give at light at children said this what posed  the teresa and made was contentar with squads with professionals of the North American state of califòrnia very liberal to carry out this process today the teresa is mother and his partner pause  and are happy maintain weekly contact with the wife that aided the ones at his own words are enchanted of the life pèro at his own words also are sorry also are sorry to have it had to make like this of having needed face at numerous administrative formalities at an extraneous country at an unfamiliar country after all and next with the own Spanish state with his daughter as a an immigrant but especially and attention are sorry so that they know objects of an economic system of market capitalism based at the lucre knowing that they have charged the ones very tall commissions that other persons with the same reproductive necessities and familiar no can permit
17,INTRO,,FAVOUR,16,RA,no a un model de gestació lucratiu inspirat en el negoci i no com un dret social garantit per tothom amb un sistema comú,no a un modelo de gestación lucrativo inspirado en el negocio y no como un derecho social garantizado por todo el mundo con un sistema común,no at a model of yielding gestation inspired at the bargain and no how a social law guaranteed by everybody with a common system
18,INTRO,,FAVOUR,17,RA,el model que els proposarem es basa en l'altruisme per evitar la mercantilització,el modelo que los propondremos se basa en el altruismo para evitar la mercantilización,the model that will propose the ones bases  at the altruism to eschew the mercantilització
19,INTRO,,FAVOUR,18,RA,amb seguretat per evitar riscos de salut per a les mares gestants amb seriositat contra la clandestinitat i els possibles abusos justícia i gratuïtat per evitar la desigualtat social en l'accés i llibertat i autonomia de pares i de gestant per assolir el valor fonamental la solidaritat,con seguridad para evitar riesgos de salud para las madres gestantes con seriosidad contra la clandestinidad y los posibles abusos justicia y gratuidad para evitar la desigualdad social en el acceso y libertad y autonomía de padres y de gestante para lograr el valor fundamental la solidaridad,with security to eschew risks of health for the mothers gestants with seriositat against the secrecy and the possible abuses justice and gratuitousness to eschew the social inequality at the fit and liberty and parents's autonomy and of gestant to attain the fundamental value the solidarity
20,INTRO,,FAVOUR,18,RA,consens entre persones lliures i autònomes cobert per un sistema públic de gestió d'aquests ajuts amb baixes de maternitat amb rigor per fer front el lucre,consenso entre personas libres y autónomas cubierto por un sistema público de gestión de estas ayudas con bajas de maternidad con rigor para hacer frente lo lucre,consensus among free and freelance persons coated by a public system of management of these aids with low of motherhood with rigour to face the lucre
21,INTRO,,FAVOUR,18,RA,que fomenti La cohesió social,que fomente La cohesión social,that it foster The social cohesion
22,INTRO,,FAVOUR,,,perquè si contribuïm a les despeses dels embarassos corrents,porque si contribuimos a los gastos de los embarazos corrientes,so that if we contribute at the expenses of the pregnancies carelessly
23,INTRO,,FAVOUR,22,RA,per què no hem de contribuir als processos reproductius d'homosexuals de persones que no poden tenir fills,por qué no tenemos que contribuir a los procesos reproductivos de homosexuales de personas que no pueden tener hijos,how come do not have to contribute at the reproductive processes of homosexuals of persons that can not have children
24,INTRO,,FAVOUR,18,RA,alternatiu al model de califòrnia el seu lucre ,alternativo al modelo de califòrnia su lucro,alternative at the model of califòrnia his lucre
25,INTRO,,FAVOUR,18,RA,alternatiu al model del regne unit on ja es protegeix àmpliament a la mare gestant,alternativo al modelo del reino unido donde ya se protege ampliamente a la madre gestante,alternative at the model of the realm united where already protects  amply at the mother gestant
26,INTRO,,FAVOUR,18,RA,alternatiu a portugal on s'ha intentat però han faltat encara unes garanties,alternativo a portugal donde se ha intentado pero han faltado todavía unas garantías,alternative at portugal where has attempted  but have been missing still some guarantees
27,INTRO,,FAVOUR,,,el fonamentalisme moral i tancar la ment avui dia ja no és viable davant el progrés,el fundamentalismo moral y cerrar la mente hoy en día ya no es viable ante el progreso,the moral fundamentalism and shut the mind nowadays no longer is viable in front of the headway
28,INTRO,,FAVOUR,,,és que si no actuem el sistema econòmic imperant s'aprofitarà dels col·lectius vulnerables en els països on pugui ser legal on ja és legal,es que si no actuamos el sistema económico imperando se aprovechará de los colectivos vulnerables en los países donde pueda ser legal donde ya es legal,is that if we do not act the economic system imperant will take advantage of  of the vulnerable communities at the countries where can be legal where already is legal
29,INTRO,,FAVOUR,,,prefereixen quedar-se quiets o actuar legislar envers de la solidaritat i en vers de la felicitat de tots,prefieren quedarse quietos o actuar legislar hacia de la solidaridad y en verso de la felicidad de todos,prefer to stay still or act legislate envers of the solidarity and at verse of the happiness of all
30,ARG1,1.0,AGAINST,16,CA,el cas que ens han explicat de la teresa lamentablement és un cas entre molt pocs,el caso que nos han explicado de la teresa lamentablemente es un caso entre muy pocos,the case that have explained us of the teresa regrettably is a case among very few
31,ARG1,1.0,AGAINST,30,RA,l'explotació de les dones és un fet que no podem obviar perquè una persona li hagi sortit bé,la explotación de las mujeres es un hecho que no podemos obviar porque una persona le haya salido bien,the exploitation of the wives is a fact that can not obviar so that a person have exited him well
32,ARG1,1.0,AGAINST,,,ha definit l'adopció,ha definido la adopción,has defined the adoption
33,ARG1,1.0,AGAINST,32,RA,l'adopció a l'estat espanyol el dret a ser mare a través de la via de l'adopció és gratuïta,la adopción en el estado español el derecho a ser madre a través de la vía de la adopción es gratuita,the adoption at the Spanish state the law to be mother through the road of the adoption is free
34,ARG1,1.0,AGAINST,18,CA,el model que ens volen explicar no és el tema de debat,el modelo que nos vuelen explicar no es el tema de debate,the model that blast us explain is not the motif of debate
35,ARG1,1.0,AGAINST,34,MA,el tema de debat és per què s'ha de legalitzar,el tema de debate es por qué se tiene que legalizar,the motif of debate is how come has to legalise
36,ARG1,1.0,AGAINST,35,RA,ja està legislat i que el govern espanyol i que la constitució diu que està prohibit,ya está legislado y que el gobierno español y que la constitución dice que está prohibido,already is legislated and that the Spanish governance and that the constitution says that it is prohibited
37,ARG1,1.0,AGAINST,,,el factor econòmic és molt important,el factor económico es muy importante,the economic factor is very important
38,ARG1,1.0,AGAINST,37,RA,tenim països en vermell que està prohibida tenim països amb lila que està permesa tenim països amb color un blau aquest blau d'aquí d'austràlia que està permesa també la lucrativa i també altruista,tenemos países en rojo que está prohibida tenemos países con lila que está permitida tenemos países con color un moratón este moratón de aquí de austràlia que está permitida también la lucrativa y también altruista,have countries at red that is prohibited have countries with lilac that is permitted have countries with colour a blue this blue of here of austràlia that it is permitted also the yielding and also altruistic
39,ARG1,1.0,AGAINST,38,RA,ucraïna és un país on està permesa la gestació subrogada de manera lucrativa,ucraïna es un país donde está permitida la gestación subrogada de manera lucrativa,ucraïna is a country where is permitted the surrogacy of yielding mode
40,ARG1,1.0,AGAINST,39,RA, una gestació subrogada només dedicada a les parelles Heterosexuals,una gestación subrogada solo dedicada a las parejas Heterosexuales,a surrogacy only devoted at the Heterosexual couples
41,ARG1,1.0,AGAINST,40,RA,els homosexuals a ucraïna com tots sabem estan estigmatitzats,los homosexuales a ucraïna como todos sabemos están estigmatizados,the homosexuals at ucraïna how all know are stigmatised
42,ARG1,1.0,AGAINST,37,RA,persones que amb un sou de cent euros al mes com és el seu mínim d'ucraïna poden arribar a guanyar fins a nou vegades més al mes a través de la gestació subrogada,personas que con un sueldo de ciento euros en el mes como es su mínimo de ucraïna pueden llegar a ganar hasta nueve veces más en el mes a través de la gestación subrogada,persons that with a wage of one hundred euros by the month how is his minimum of ucraïna can reach gross until nine times more by the month through the surrogacy
43,ARG1,1.0,AGAINST,38,RA,als estats units que està permès homosexuals i solters també poden recórrer aquest mètode la gestació subrogada de manera lucrativa,en los estados unidos que está permitido homosexuales y solteros también pueden recorrer este método la gestación subrogada de manera lucrativa,at the states united that it is permitted homosexuals and bachelors also can resort this method the surrogacy of yielding mode
44,ARG1,1.0,AGAINST,41,RA,per què està mencionant les parelles homosexuals si és la seva opressió amb la gestació subrogada a aquests països,por qué está mencionando las parejas homosexuales si es su opresión con la gestación subrogada a estos países,how come is mencionant the homosexual couples if it is his tightness with the surrogacy at these countries
45,ARG1,1.0,AGAINST,44,RA,perquè a ucraïna i a rússia no permeten tenir fills per gestació subrogada els homosexuals,porque a ucraïna y a rússia no permiten tener hijos por gestación subrogada los homosexuales,so that at ucraïna and at rússia do not permit to have children for surrogacy the homosexuals
46,ARG1,1.0,AGAINST,43,RA,les diferències si són de classe,las diferencias si son de clase,the differences if they are of class
47,ARG1,1.0,AGAINST,46,RA,una dona que és rica en una dona que no té necessitats als estats units gestar de manera subrogada per una altra parella ho faria per diners oi que no qui ho faria als estats units dones en situació d'exclusió social,una mujer que es rica en una mujer que no tiene necesidades en los estados unidos gestar de manera subrogada por otra pareja lo haría por dinero oi que no quién lo haría en los estados unidos mujeres en situación de exclusión social,a wife that is affluent at a wife that does not have necessities at the states united gestar of mode subrogada for another couple would make it for money right that no who would make it at the states united wives at situation of social exclusion
48,ARG1,1.0,AGAINST,47,RA,per tant la diferència de la classe social ens porta a l'explotació de la dona,por lo tanto la diferencia de la clase social nos lleva a la explotación de la mujer,therefore the difference of the social class takes us at the exploitation of the wife
49,ARG1,1.0,AGAINST,48,MA,l'explotació de la dona de classe baixa a la dona pobra a la dona necessitada,la explotación de la mujer de clase baja a la mujer pobre a la mujer necesitada,the exploitation of the wife of low class at the poor wife at the wife needed
50,ARG1,1.0,AGAINST,47,RA,quin interès hi ha darrere de què es legalitzi aquest sistema de gestació subrogada,qué interés hay detrás de que se legalice este sistema de gestación subrogada,which interest there is behind what legalise  this system of surrogacy
51,ARG1,1.0,AGAINST,50,RA, totes les clíniques que porten els processos de gestació subrogada volen que es legalitzi perquè d'aquesta manera obrim immediatament el mercat la gestació d'embrions a persones que ara ho fan servir a països on es permet aquesta tècnica,todas las clínicas que llevan los procesos de gestación subrogada quieren que se legalice porque de este modo abrimos inmediatamente el mercado la gestación de embriones a personas que ahora lo usan en países donde se permite esta técnica,all the clinics that take the processes of surrogacy want to that legalise  so that in this way open immediately the market the gestation of embryos at persons that now use it at countries where permits  this technician
52,ARG1,1.0,AGAINST,,,si espanya es legalitza la gestació subrogada el turisme medic augmentaria,si espanya se legaliza la gestación subrogada el turismo medic aumentaría,if espanya legalises  the surrogacy the tourism medic would augment
53,ARG1,1.0,AGAINST,52,RA,ja tenim un greu problema del turisme de salut,ya tenemos un grave problema del turismo de salud,already have a grave problem of the tourism of health
54,ARG1,1.0,AGAINST,52,RA,seria molt més fàcil venir a espanya potser a passar unes vacances mentre esperem al nostre nadó que anar-se'n a ucraïna,sería mucho más fácil venir a espanya quizás a pasar unas vacaciones mientras esperamos a nuestro bebé que irse a ucraïna,would be much easier to come at espanya perhaps at passing some holidays while we expect at our baby that go at ucraïna
55,ARG1,1.0,AGAINST,54,RA,aquí seria gratis,aquí sería gratis,here would be free
56,ARG1,1.0,AGAINST,,,en el moment que creuem la frontera ja hem perdut el control de la gestació subrogada i és molt Difícil,en el momento que crucemos la frontera ya hemos perdido el control de la gestación subrogada y es muy Difícil,at the moment that cross the border already have missed the control of the surrogacy and is very Difficult
57,ARG1,1.0,FAVOUR,,,s'ha de legislar per tal d'evitar que les màfies que es lucren en països del tercer món i es lucren de les dones Pobres que veuen això com una alternativa,se tiene que legislar para evitar que las mafias que se lucren en países del tercer mundo y se lucran de las mujeres Pobres que ven esto como una alternativa,has to legislate  for such to eschew that the mafias that  lucren at countries of the third world and  lucren of the Poor wives that view this how an alternative
58,ARG1,1.0,FAVOUR,57,RA,legislar-ho perquè la gent que se n'ha d'anar a l'altra punta del planeta a fer-ho ho pugui fer aquí ho pugui fer aquí,legislarlo porque la gente que se tiene que ir a la otra punta del planeta a hacerlo lo pueda hacer aquí lo pueda hacer aquí,legislate it so that the persons that has to  go at the other tip of the planet at making it can make it here can it make here
59,ARG1,1.0,FAVOUR,,,altruista segura i seriositat,altruista segura y seriosidad,certain altruist and seriositat
60,ARG1,1.0,FAVOUR,,,són els tres pilars que hauria de complir una llei,son los tres pilares que tendría que cumplir una ley,are the three pillars that would have to conform a law
61,ARG1,1.0,FAVOUR,60,RA,una llei que penes A quí se la saltés,una ley que penas A quí se la saltara,a law that pities At quí sprang it
62,ARG1,1.0,FAVOUR,60,RA,una llei que estigués inclosa dins de la sanitat pública,una ley que estuviera incluida dentro de la sanidad pública,a law that was included in the public health
63,ARG1,1.0,FAVOUR,60,RA,una llei en què el contracte no fos revocable,una ley en que el contrato no fuera revocable,a law at what the agreement was not revocable
64,ARG1,1.0,FAVOUR,60,RA,una llei en què l'òvul no pogués ser de la mare gestant,una ley en que el óvulo no pudiera ser de la madre gestante,a law at what the ovule could not be of the mother gestant
65,ARG1,1.0,FAVOUR,58,RA,s'ha legalitzar per evitar que les dones dels països del tercer món estiguin morint o estiguin en condicions infrahumanes parint els nadons d'occident,se ha legalizar para evitar que las mujeres de los países del tercer mundo estén muriendo o estén en condiciones infrahumanas pariendo los bebés de occidente,has  legalise to eschew that the wives of the countries of the third world are dying or are at conditions infrahumanes bearing the babies of occident
66,ARG1,1.0,FAVOUR,58,RA,s'ha de legalitzar en certs punts dones majors de vint-i-cinc anys socioeconòmicament estables que no tinguin antecedents que ja hagin satisfet el seu desig com a mares,se tiene que legalizar en ciertos puntos mujeres mayores de veinticinco años socioeconómicamente estables que no tengan antecedentes que ya hayan satisfecho su deseo como madres,has to legalise  at some points main wives of twenty-five years socioeconòmicament stable that do not have antecedents that already have satisfied his wish as a mothers
67,ARG1,1.0,FAVOUR,,,qui ho podria fer,quién lo podría hacer,who could make it
68,ARG1,1.0,FAVOUR,67,RA,Persones que haurien exhaurit totes les alternatives,Personas que habrían agotado todas las alternativas,Persons that would have exhausted all the alternatives
69,ARG1,1.0,FAVOUR,,,aquesta pràctica existeix a l'estat,esta práctica existe en el estado,this practice exists at the state
70,ARG1,1.0,FAVOUR,69,RA,uns mil nadons anualment entren a espanya concebuts d'aquesta manera,unos mil bebés anualmente entran a espanya concebidos de este modo,some one thousand babies annually enter at espanya conceived in this way
71,ARG1,1.0,FAVOUR,70,RA,la majoria són de famílies que s'ho poden permetre,la mayoría son de familias que se lo pueden permitir,most are of families that can it permit
72,ARG1,1.0,FAVOUR,71,RA,per tant com a justícia social és que tothom ho pugui fer de la forma segura sense explotar la dignitat de cap persona i completament altruista,por lo tanto como justicia social es que todo el mundo lo pueda hacer de la forma segura sin explotar la dignidad de ninguna persona y completamente altruista,therefore as a social justice is that everybody can make it of the certain form without exploding the dignity of any person and entirely altruistic
73,ARG1,1.0,FAVOUR,72,RA,ningú sospita que quan dóna un ronyó rebre algo a canvi,nadie sospecha que cuando da un riñón recibir algo a cambio,nobody suspicion that when gives a kidney get algo in return
74,ARG1,1.0,FAVOUR,73,RA,quan anem a donar sang no passem per caixa després no ens donen diners,cuando vayamos a dar sangre no pasamos por caja después no nos dan dinero,when go at giving blood do not pass for till next do not give us money
75,ARG1,1.0,FAVOUR,73,RA,quan donem un ronyó ho fem per la solidaritat que existeix entre la persona que el necessita i la persona que el dóna,cuando damos un riñón lo hacemos por la solidaridad que existe entre la persona que lo necesita y la persona que lo da,when give a kidney make it for the solidarity that exists among the person that needs it and the person that gives it
76,ARG1,2.0,FAVOUR,,,l'adopció No és una alternativa,la adopción No es una alternativa,the adoption is not an alternative
77,ARG1,2.0,FAVOUR,76,RA,L'adopció allarga un problema,La adopción alarga un problema,The adoption lengthens a problem
78,ARG1,2.0,FAVOUR,77,RA,el problema que els nens orfes o que han estat abandonats pateixen,el problema que los niños huérfanos o que han sido abandonados sufren,the problem that the orphan boys or that have been abandoned suffer
79,ARG1,2.0,FAVOUR,78,RA,aquests nens no tenen la culpa que els hagin abandonat,estos niños no tienen la culpa que los hayan abandonado,these boys do not have the fault that have abandoned the ones
80,ARG1,2.0,FAVOUR,77;78;79,RA,occident es continuï fent responsable d'aquests nens no solucionarem el problema,occidente se continúe haciendo responsable de estos niños no solucionaremos el problema,occident continue  making manager of these boys will not solve the problem
81,ARG1,2.0,FAVOUR,80,RA,els governs que s'haurien de fer càrrec d'aquests nens no actuaran,los gobiernos que se tendrían que hacer cargo de estos niños no actuarán,the governances that would have to make  charge of these boys will not act
82,ARG1,2.0,FAVOUR,81,RA,aquests governs haurien de dur a terme unes polítiques serioses per tal d'aquests nens puguin créixer i puguin jugar puguin desenvolupar-se puguin ser professionals en el seu món en el seu país,estos gobiernos tendrían que llevar a cabo unas políticas serias para estos niños puedan crecer y puedan jugar puedan desarrollarse puedan ser profesionales en su mundo en su país,these governances would have to carry out some serious politicians for such of these boys can grow and can play can develop can be professionals at his world at his country
83,ARG1,2.0,FAVOUR,80;81;82,RA,la solució no passa per agafar-los amb tres cinc set anys i dessarrelar-los,la solución no pasa para cogerlos con tres cinco siete años y dessarrelar-los,the solution does not pass to seize them with three five seven years and dessarrelar-los
84,ARG1,2.0,FAVOUR,83,RA,en un món cada vegada més global el que passa és que l'adopció s'està quedant obsoleta,en un mundo cada vez más global el que pasa es que la adopción se está quedando obsoleta,at an increasingly global world what passes is that the adoption is staying  obsolete
85,ARG1,3.0,FAVOUR,,,la gestació subrogada ens dóna diferents avantatges,la gestación subrogada nos da diferentes aventajes,the surrogacy gives us distinct advantages
86,ARG1,3.0,FAVOUR,85,RA,les gestacions subrogades ens aporten un coneixement genètic de l'embrió que ens podria permetre reduir al màxim les probabilitats que té aquest de desenvolupar alguna patologia i podríem actuar sobre elles,las gestaciones subrogadas nos aportan un conocimiento genético del embrión que nos podría permitir reducir al máximo las probabilidades que tiene este de desarrollar alguna patología y podríamos actuar sobre ellas,the gestations subrogades contribute us a genetic ken of the embryo that could permit us reduce at the maximum the probabilities that has this to develop some pathology and could act on them
87,ARG1,3.0,FAVOUR,,,No que el nen tingui els ulls blaus o els tingui marrons o que sigui més alt o més baix,No que el niño tenga los ojos azules o los tenga marrones o que sea más alto o más bajo,No that the boy have the blue eyes or have the ones browns or that it was taller or lower
88,ARG1,3.0,FAVOUR,87,MA,de solucionar algunes patologies,de solucionar algunas patologías,to solve some pathologies
89,ARG1,3.0,FAVOUR,84,RA,degut als casos de nens en síndrome alcohòlic fetal que hi ha hagut en els últims anys la confiança en les adopcions ha baixat,debido a los casos de niños en síndrome alcohólico fetal que ha habido en los últimos años la confianza en las adopciones ha bajado,owed at the cases of boys at fetal alcoholic syndrome that there has been at the last years the confidence at the adoptions has lowered
90,ARG1,3.0,FAVOUR,89,RA,perquè la gent no se la informava la gent,porque la gente no se la informaba la gente,so that the persons no informed it the persons
91,ARG1,3.0,FAVOUR,90,CA, no que la gent sigui més o menys solidària per voler adoptar un nen amb un trastorn o un altre,no que la gente sea más o menos solidaria para querer adoptar un niño con un trastorno u otro,no that the persons was more or less solidària to want to adopt a boy with a trastorn or another
92,ARG1,3.0,FAVOUR,86;89,RA,els experts avui en dia apunten que actualment els nens menors de tres anys sans que no presenten patologies actualment ja estan quasi bé tots adoptats o ja han estat adoptats,los expertos hoy en día apuntan que actualmente los niños menores de tres años sanos que no presentan patologías actualmente ya están casi bien todos adoptados o ya han sido adoptados,the experts today at day aim that at present the minor boys of three healthy years that do not present pathologies at present already are almost well all adoptees or already have been adopted
93,ARG1,3.0,FAVOUR,,,existeixen dos grups,existen dos grupos,exist two bands
94,ARG1,3.0,FAVOUR,93,RA,la gent que es pot permetre adoptar i la gent que vol un nadó de menys de tres anys i possiblement no se sent capacitada per tenir un nen amb qualsevol patologia,la gente que se puede permitir adoptar y la gente que quiere un bebé de menos de tres años y posiblemente no se siente capacitada para tener un niño con cualquier patología,the persons that can permit  adopt and the persons that wants to a baby of less of three years and possibly does not hear  qualified to have a boy with any pathology
95,ARG2,1.0,AGAINST,84,MA,ha dit literalment l'adopció s'està quedant obsoleta i per això hem de legislar per crear nadons nous,ha dicho literalmente la adopción se está quedando obsoleta y por eso tenemos que legislar para crear bebés nuevos,has said literally the adoption is staying  obsolete and therefore we have to legislate to create new babies
96,ARG2,1.0,AGAINST,,,aquests nens que estan aquí al món és igual,estos niños que están aquí en el mundo es igual,these boys that are here at the world is equal
97,ARG2,1.0,AGAINST,89,MA,el síndrome alcohòlic fetal és un problema per les parelles que volen adoptar nens sans,el síndrome alcohólico fetal es un problema por las parejas que vuelen adoptar niños sanos,the fetal alcoholic syndrome is a problem for the couples that blast to adopt healthy boys
98,ARG2,1.0,AGAINST,,,que no és culpa seva,que no es culpa suya,that it is not his fault
99,ARG2,1.0,AGAINST,97,RA,és com el nen del síndrome de down,es como el niño del síndrome de down,is like the boy of the syndrome of down
100,ARG2,1.0,AGAINST,99,RA,té síndrome de down ara no el vull,tiene síndrome de down ahora no lo quiero,has syndrome of down now do not want to it
101,ARG2,1.0,AGAINST,97;100,RA,té síndrome alcohòlic fetal ara no vull,tiene síndrome alcohólico fetal ahora no quiero,has fetal alcoholic syndrome now do not want to
102,ARG2,1.0,AGAINST,100;101,RA,això és la gestació subrogada,esto es la gestación subrogada,this is the surrogacy
103,ARG2,1.0,AGAINST,,,biotexcom ha estat una clínica amb un escàndol gegant a ucraïna perquè justament tenien genètica als nens que havien creat de manera subrogada perquè tenien genètica d'uns altres pares,biotexcom ha sido una clínica con un escándalo gigante a ucraïna porque justamente tenían genética a los niños que habían creado de manera subrogada porque tenían genética de otros padres,biotexcom has been a clinic with a giant scandal at ucraïna so that justly had genetics at the boys that had created of mode subrogada so that had genetics of other parents
