ID (Chronological),TYPE (Part + Person),ARGUMENT NUMBER,TEAM STANCE,RELATED ID,ARGUMENTAL RELATION  TYPE,RELATED ID.1,ARGUMENTAL RELATION  TYPE.1,RELATED ID.2,ARGUMENTAL RELATION  TYPE.2,ADU_CAT,ADU_ES,ADU_EN
33,INTRO,3,FAVOUR,17,RA,,,,,estem prohibint la maternitat subrogada dintre el nostre país però estem permetent que això es doni a terme a l'estranger ,estamos prohibiendo la maternidad subrogada dentro nuestro país pero estamos permitiendo que esto se dé a término a la extranjero,are prohibiting the surrogacy inside our country but are permitting that this give  at term abroad
34,INTRO,3,FAVOUR,24;25;26;27;28;29;30;32;33,RA,17;24;30,MA,,,per tal d'acabar amb aquesta situació hem de legalitzar aquesta pràctica per garantir que els drets de totes les dones es vegin satisfets ,para acabar con esta situación tenemos que legalizar esta práctica para garantizar que los derechos de todas las mujeres se vean satisfechos,for such to end with this situation have to legalise this practice to guarantee that the laws of all the wives view  satisfied
35,INTRO,3,FAVOUR,3;34,RA,,,,,en cas contrari seguirem sent còmplices de pràctiques que són moralment reprovables ,en caso contrario seguiremos siendo cómplices de prácticas que son moralmente reprobables,at contrary case will track being accomplices of practices that are morally reprovables
36,INTRO,,AGAINST,,,,,,,no és desacceleració econòmica ,no es desaceleración económica,is not economic deceleration
37,INTRO,,AGAINST,36,CA,,,,,és una crisi,es una crisis,is a crisis
38,INTRO,,AGAINST,,,,,,,no estem parlant de la reducció de plantilla ,no estamos hablando de la reducción de plantilla,are not talking of the cut of team
39,INTRO,,AGAINST,38,CA,,,,,estem parlant de l'acomiadament,estamos hablando del despido,are talking of the dismissal
40,INTRO,,AGAINST,,,,,,,no es produeixen danys col·laterals ,no se producen daños colaterales,do not produce  collateral harms
41,INTRO,,AGAINST,40,CA,,,,,es produeixen víctimes civils,se producen víctimas civiles,produce  civil victims
42,INTRO,,AGAINST,,,,,,,no estem parlant de gestació subrogada,no estamos hablando de gestación subrogada,are not talking of surrogacy
43,INTRO,,AGAINST,42,CA,,,,,estem parlant de ventres de lloguer,estamos hablando de vientres de alquiler,are talking of bellies for hire
44,INTRO,,AGAINST,36;37;38;39;40;41;42;43,RA,,,,,vivim en el temps del maquillatge i amb les paraules intentem naturalitzar una realitat que ens neguem a anomenar ,vivimos en el tiempo del maquillaje y con las palabras intentamos naturalizar una realidad que nos negamos a denominar,live at the time of the make-up and with the words attempt to naturalise a reality that deny us at nicknaming
45,INTRO,,AGAINST,17;34,CA,,,,,però nosaltres serem valents i demostrarem com la gestació subrogada vulnera clarament els drets i les llibertats fonamentals ,pero nosotros seremos valientes y demostraremos como la gestación subrogada vulnera claramente los derechos y las libertades fundamentales,but we will be lion-hearted and will evidence like the surrogacy vulnera clearly the laws and the fundamental liberties
46,INTRO,,AGAINST,45,RA,,,,,no només de la mare gestant ,no solo de la madre gestante,no only of the mother gestant
47,INTRO,,AGAINST,46,RA,,,,,sinó també del menor,sino también del menor,but also of the minor
48,INTRO,,AGAINST,3,CA,,,,,no s'hauria de legalitzar la gestació subrogada,no se tendría que legalizar la gestación subrogada,would not have to  legalise the surrogacy
49,INTRO,,AGAINST,50;51;52,RA,,,,,ho pensem fer mitjançant tres sòlids arguments,lo pensamos hacer mediante tres sólidos argumentos,think it make by means of three solid arguments
50,INTRO,1,AGAINST,45,RA,,,,,el primer l'objectivització i la mercantilització que es produeix tant la mare gestant com el menor,lo primero el objectivització y la mercantilización que se produce tanto la madre gestante como el menor,the first the objectivització and the mercantilització that it produces  so much the mother gestant like the minor
51,INTRO,2,AGAINST,,,,,,,el segon el cavall de troia en referència a les màfies ,el segundo el caballo de troia en referencia a las mafias,the second the horse of troia at reference at the mafias
52,INTRO,3,AGAINST,,,,,,,el tercer a l'efecte rebot que es produiria al legalitzar aquesta pràctica ,lo tercero al efecto rebote que se produciría al legalizar esta práctica,the third at the effect rebound that would produce  at the legalise this practice
53,INTRO,,AGAINST,,,,,,,entenem per maternitat subrogada segons l'informe warnock una pràctica mitjançant la qual una dona gesta o porta al seu ventre un nen per una altra dona amb la intenció d'entregar-li després de néixer ,entendemos por maternidad subrogada según el informe warnock una práctica mediante la cual una mujer gesta o puerta a su vientre un niño por otra mujer con la intención de entregarle después de nacer,understand for surrogacy as the report warnock a practice by means of which a wife feat or door at his belly a boy for another wife with the intent to hand him after being born
54,INTRO,1,AGAINST,53,RA,,,,,per tant una dona està llogant el seu propi ventre,por lo tanto una mujer está alquilando su propio vientre,therefore a wife is renting his own belly
55,INTRO,1,AGAINST,,,,,,,algo totalment inacceptable ,algo totalmente inaceptable,algo totally unacceptable
56,INTRO,1,AGAINST,4,CA,,,,,legalitzar vol dir donar estat legal a una cosa ,legalizar quiere decir dar estado legal a una cosa,legalise means to give legal state at a thing
57,INTRO,1,AGAINST,44;50,RA,,,,,no volem maquillar una pràctica que atempta contra tots els principis generals,no queremos maquillar una práctica que atenta contra todos los principios generales,do not blast maquillar a practice that attacks against all the general principles
58,INTRO,3,AGAINST,,,,,,,a espanya al nostre país d'acord amb la llei catorze dos mil sis concretament l'article deu es declaren nuls de ple drets tots els contractes de gestació subrogada,a espanya en nuestro país de acuerdo con la ley catorce dos mil seis concretamente el artículo diez se declaran nulos de pleno derechos todos los contratos de gestación subrogada,at espanya at our country of chord with the law fourteen two thousand six concretely the article ten declare  null of full laws all the agreements of surrogacy
59,INTRO,1,AGAINST,46;47,RA,45,MA,,,perquè aquests contractes vulneren clarament els drets i les llibertats fonamentals no només de la mare gestant sinó també del menor en tant que se'ls objectivitza es cosifiquen i es quantifica trobant a les persones un ús,porque estos contratos vulneran claramente los derechos y las libertades fundamentales no solo de la madre gestante sino también del menor en cuanto que se los objectivitza se cosifiquen y se cuantifica encontrando a las personas un uso,so that these agreements vulneren clearly the laws and the fundamental liberties no only of the mother gestant but also of the minor at so much that  the ones objectivitza  cosifiquen and quantifies  finding at the persons an use
60,INTRO,1,AGAINST,48,RA,4;17;24;34,CA,,,defensem un clar i rotund no davant de si s'hauria de legalitzar la maternitat subrogada ,defendemos un claro y rotundo no ante si se tendría que legalizar la maternidad subrogada,defend a clear and rotund no in front of if would have to legalise  the surrogacy
61,INTRO,1,AGAINST,50,RA,,,,,hi ha una mercantilització i l'objectivització de la mare gestant perquè en tant que s'utilitza el nen com un objecte de compravenda el que significa que estem mercantilitzant amb una vida humana ,hay una mercantilización y la objectivització de la madre gestante porque en cuanto que se utiliza el niño como un objeto de compraventa el que significa que estamos mercantilizando con una vida humana,there is a mercantilització and the objectivització of the mother gestant so that at so much that utilises  the boy like an object of compravenda what means that we are mercantilitzant with a human life
62,INTRO,1,AGAINST,61,MA,,,,,diem que hi ha un objectivització de la mare gestant perquè s'utilitza la mare com a objecte per aconseguir el fi del contracte en tant que haurà d'estar obligada durant nou mesos a complir una sèrie de condicions i renunciar a aquest fill,decimos que hay un objectivització de la madre gestante porque se utiliza la madre como objeto para conseguir el fin del contrato en cuanto que tendrá que estar obligada durante nueve meses a cumplir una serie de condiciones y renunciar a este hijo,say that there is an objectivització of the mother gestant so that it utilises  the mother as a object to achieve the end of the agreement at so much that will have to be obliged during nine months at conforming a series of conditions and renounce at this son
63,INTRO,1,AGAINST,,,,,,,per tant s'anul·la l'autonomia de la voluntat de la dona i es tracta d'una esclavitud encoberta ,por lo tanto se anula la autonomía de la voluntad de la mujer y se trata de una esclavitud encubierta,therefore it annuls  the autonomy of the will of the wife and treats  of a slavery concealed
64,INTRO,2,AGAINST,51,RA,,,,,hem utilitzat la metàfora el cavall de troia perquè la legalització de la indústria dels ventres de lloguer no facilita el seu control ,hemos utilizado la metáfora el caballo de troia porque la legalización de la industria de los vientres de alquiler no facilita su control,have utilised the metaphor the horse of troia so that the legalisation of the industry of the bellies for hire does not facilitate his control
65,INTRO,2,AGAINST,64,RA,,,,,sinó tot el contrari ,sino todo el contrario,but all the opposite
66,INTRO,2,AGAINST,51;64,RA,,,,,expandeix la introducció de màfies que s'aprofitarien d'aquesta cobertura legal i la manca de recursos per part de l'administració per vulnerar els drets inherents als ventres de lloguer ,expande la introducción de mafias que se aprovecharían de esta cobertura legal y la carencia de recursos por parte de la administración para vulnerar los derechos inherentes a los vientres de alquiler,expands the introduction of mafias that would take advantage of  of this legal coverage and the lack of resources for part of the administration for vulnerar the inherent laws at the bellies for hire
67,INTRO,2,AGAINST,52,RA,,,,,l'efecte rebot que es produiria al legalitzar aquesta pràctica en tant que legalitzar no augmentaria la demanda i l'oferta seguiria estant igual,el efecto rebote que se produciría al legalizar esta práctica en cuanto que legalizar no aumentaría la demanda y la oferta seguiría estando igual,the effect rebound that would produce  at the legalise this practice at so much that legalise would not augment the demand and the offer would track being the same
68,INTRO,2,AGAINST,,,,,,,aquesta contraposició faria que molta gent s'anés a altres països a fer aquesta pràctica ,esta contraposición haría que mucha gente se fuera a otros países a hacer esta práctica,this comparison would make that a lot of persons went  at other countries at making this practice
69,INTRO,2,AGAINST,45;46;47;59,RA,,,,,d'aquesta manera no podríem assegurar els drets i les llibertats fonamentals de les parts implicades ,de este modo no podríamos asegurar los derechos y las libertades fundamentales de las partes implicadas,in this way could not assure the laws and the fundamental liberties of the parts implied
70,INTRO,1,AGAINST,45;46;47;50;61;62,RA,,,,,per tant és per l'objectivització de la mare gestant i del menor ,por lo tanto es por la objectivització de la madre gestante y del menor,therefore it is for the objectivització of the mother gestant and of the minor
71,INTRO,2,AGAINST,51;64;66,MA,,,,,per el cavall de troia respecte a les màfies,por el caballo de troia respecto a las mafias,for the horse of troia with regard to the mafias
72,INTRO,3,AGAINST,52,MA,,,,,l'efecte rebot que es produiria legalitzar aquesta pràctica,el efecto rebote que se produciría legalizar esta práctica,the effect rebound that would produce  legalise this practice
73,INTRO,3,AGAINST,44;48;57;60,RA,7;29,MA,,,la realitat de la gestació subrogada ja és present i hem de prendre una decisió,la realidad de la gestación subrogada ya es presente y tenemos que tomar una decisión,the reality of the surrogacy already is present and have to take a decision
74,INTRO,3,AGAINST,48;60,RA,4;17;24;30;34,CA,,,la decisió de protegir-los contra aquesta amenaça de dir no a la legalització de la gestació subrogada,la decisión de protegerlos contra esta amenaza de decir no a la legalización de la gestación subrogada,the decision to protect them against this threat to say no at the legalisation of the surrogacy
75,INTRO,3,AGAINST,,,,,,,no defensem el que en tant que l'objecte,no defendemos el que en cuanto que lo objete,do not defend what at so much that the object
76,INTRO,3,AGAINST,75,RA,,,,,sinó que defensem el qui davant de la persona,sino que defendemos quien ante la persona,but that defend the one who in front of the person
77,ARG1,1,FAVOUR,59,MA,,,,,l'objectivització i mercantilització tant del nen com de la dona,la objectivització y mercantilización tanto del niño como de la mujer,the objectivització and mercantilització so much of the boy like of the wife
78,ARG1,1,FAVOUR,79;84,RA,,,,,enfoquen aquest argument a dos factors,enfocan este argumento a dos factores,focus this argument at two factors
79,ARG1,1,FAVOUR,,,,,,, en primer lloc la possible desprotecció del nen com a objecte de comerç,en primer lugar la posible desprotección del niño como objeto de comercio,in the first place the possible desprotecció of the boy as a object of trade
80,ARG1,1,FAVOUR,,,,,,,cosa que ja és impossible actualment com així ha demostrat el tribunal de drets humans de la unió europea en les seves diferents sentències,cosa que ya es imposible actualmente como así ha demostrado el tribunal de derechos humanos de la unión europea en sus diferentes sentencias,thing that already is impossible at present like like this has evidenced the tribunal of right humans of the European union at his distinct sentences
81,ARG1,1,FAVOUR,79;80,RA,,,,,el nen per protegir-lo justament el que s'ha de fer és inscriure'l a espanya i garantir tots els seus drets mitjançant els tribunals espanyols,el niño para protegerlo justamente el que se tiene que hacer es inscribirlo a espanya y garantizar todos sus derechos mediante los tribunales españoles,the boy to protect it justly what has to make  is to inscribe it at espanya and guarantee all his laws by means of the Spanish tribunals
82,ARG1,1,FAVOUR,45;47;59;61;70,CA,80;81,RA,,,per tant no s'està mercantilitzat amb el nen ,por lo tanto no se está mercantilizado con el niño,therefore it is not  mercantilitzat with the boy
83,ARG1,1,FAVOUR,82,RA,,,,,afirmar que es mercantilitzen el nen en aquest sentit seria com dir que adoptant s'està mercantilitzant nens,afirmar que se mercantilizan el niño en este sentido seria como decir que adoptador se está mercantilizando niños,affirm that  mercantilitzen the boy at this sense would be like saying that adopter is  mercantilitzant boys
84,ARG1,1,FAVOUR,43,CA,,,,,en segon lloc enfoquen també aquest argument que no es pot llogar un ventre ,en segundo lugar enfocan también este argumento que no se puede alquilar un vientre,in the second place focus also this argument that can not  rent a belly
85,ARG1,1,FAVOUR,,,,,,,amb el cos de la dona no es pot mercantilitzar,con el cuerpo de la mujer no se puede mercantilizar,with the body of the wife can not  mercantilitzar
86,ARG1,1,FAVOUR,,,,,,, però es que el que nosaltres proposem no és utilitzar la dona com a objecte de comerç,pero se que el que nosotros proponemos no es utilizar la mujer como objeto de comercio,but  that what we propose is not to utilise the wife as a object of trade
87,ARG1,1,FAVOUR,4;17;24;30;34,RA,,,,,és legalitzar per tal que aquesta dona pugui de forma totalment altruista participar en aquest procés ,es legalizar para que esta mujer pueda de forma totalmente altruista participar en este proceso,is to legalise in order that this wife can of form totally altruistic take part in this process
88,ARG1,1,FAVOUR,4;17;24;30;34,RA,,,,,no ser objecte de cobert justament perquè el que passa és que quan nosaltres no la legalitzen les dones que són objecte de comerç són dones d'altres països,no ser objeto de cubierto justamente porque el que pasa es que cuando nosotros no la legalizan las mujeres que son objeto de comercio son mujeres otros países,not being object of silverware justly so that what passes is that when we do not legalise it the wives that are object of trade are wives of other countries
89,ARG1,1,AGAINST,,,,,,,quina opinió li mereix que actualment el psoe mitjançant la nova proponents no instrucció al direcció risc i notarial immaterial actualment no es registren els nens a espanya,qué opinión le merece que actualmente lo psoe mediante la nueva proponentes no instrucción al dirección riesgo y notarial inmaterial actualmente no se registran los niños a espanya,which opinion merits him that at present the psoe by means of the new proponents no instruction at the address risk and notarial immaterial at present do not register  the boys at espanya
90,ARG1,1,FAVOUR,10;28;89,RA,,,,,segons la reforma que es va donar el dos mil disset del codi civil almenys registren automàticament espanya ,según la reforma que se dio el dos mil diecisiete del código civil al menos registran automáticamente espanya,according to the reform that gave  the two thousand seventeen of the civil code at least register automatically espanya
91,ARG1,1,FAVOUR,,,,,,,això ve a través d'una directiva europea,esto viene a través de una directiva europea,this comes through a European director
92,ARG1,2,FAVOUR,51;64;66,MA,,,,,ens parlen del cavall de troia de les màfies,nos hablan del caballo de troia de las mafias,talk us of the horse of troia of the mafias
93,ARG1,2,FAVOUR,92,RA,,,,,amb la llei seca als estats units el que es va donar és que es va prohibir l'alcohol,con la ley seca en los estados unidos el que se dio es que se prohibió el alcohol,with the dry law at the states united what gave  is that it prohibited  the alcohol
94,ARG1,2,FAVOUR,93,RA,,,,,això és el que va generar les màfies,esto es el que generó las mafias,this is what generated the mafias
95,ARG1,2,FAVOUR,93,RA,,,,, no només això ,no solo esto,no only this
96,ARG1,2,FAVOUR,1;2;4;17;24;30;31;34;87,RA,,,,,sinó que hi ha estudis com el de la catedràtica catherin dou que diu que una manera d'acabar amb la tracta i l'explotació de les dones és legalitzant,sino que hay estudios como el de la catedrática catherin dou que dice que una manera de acabar con la trata y la explotación de las mujeres es legalizando,but that there are surveys like the of the catedràtica catherin dou that it says that a mode to end with treats it and the exploitation of the wives is legalising
97,ARG1,3,FAVOUR,52;72,CA,,,,,l'efecte rebot de com pujaria la demanda i l'oferta es mantindria igual,el efecto rebote de cómo subiría la demanda y la oferta se mantendría igual,the effect rebound of how would climb the demand and the offer would maintain  the same
98,ARG1,3,FAVOUR,97,CA,,,,,però no obstant això no és cert com demostra el cas del canadà,pero sin embargo no es cierto como demuestra el caso del canadà,but nevertheless is not some how evidences the case of the canadà
99,ARG1,3,FAVOUR,98,RA,,,,,el cas del canadà una vegada es va regular l'oferta va pujar perquè a les dones se'ls donava totes les garanties,el caso del canadà una vez se reguló la oferta subió porque a las mujeres se los daba todas las garantizabas,the case of the canadà a time regulated  the offer climbed so that at the wives gave the ones all the guarantees
100,ARG1,3,FAVOUR,33;27,RA,58,MA,,,és veritat a espanya ara mateix està prohibit segons l'article deu,es verdad a espanya ahora mismo está prohibido según el artículo diez,is truth at espanya right now is prohibited according to the article owes
101,ARG1,3,FAVOUR,6;7;8;9;10;11;12;13;4;15;27;29;33;100,RA,58,MA,,,a espanya existeix una realitat i és aquesta prohibició,a espanya existe una realidad y es esta prohibición,at espanya exists a reality and is this ban
102,ARG1,3,FAVOUR,,,,,,,però és que aquesta prohibició no és eficaç ,pero es que esta prohibición no es eficaz,but is that this ban is not effective
103,ARG1,3,FAVOUR,79;80;81;82;83,RA,,,,,per la protecció del nen ,por la protección del niño,for the protection of the boy
104,ARG1,3,FAVOUR,10;28;90,RA,,,,,els nens s'han d'escriure i per tant es dóna igual,los niños se tienen que escribir y por tanto se da igual,the boys have to write  and therefore it gives  the same
105,ARG1,3,FAVOUR,11;18,RA,,,,,si això ho conjuguem amb la falta d'harmonització internacional en el tema el que passa és que les parelles espanyoles riques se'n van a altres perque s'ho poden permetre,si esto lo conjugamos con la falta de armonización internacional en el tema el que pasa es que las parejas españolas ricas se van a otras perque se lo pueden permitir,if this conjugate it with the fault of international harmonisation at the motif what passes is that the affluent Spanish couples go  at other perque can it permit
106,ARG1,3,FAVOUR,10;11;18;28;90;104;105,RA,,,,,s'en van a ucraina i gesten els seus nens allà els porten a espanya i els inscriuen ,se van a ucraina y gestan sus niños allá los llevan a espanya y los inscriben,go  at ucraina and gesten his boys there take the ones at espanya and inscribe the ones
107,ARG1,3,FAVOUR,105;106,RA,,,,,per tant li donen la volta ,por lo tanto le dan la cerca,therefore they give him the turn
108,ARG1,3,FAVOUR,11;18;105;106,RA,,,,,la previsió és que com es produeix això com demostra ronald cohen en el seu estudi sobre turisme reproductiu es tradueix en el mateix amb el que va passar a l'avort ,la previsión es que como se produce esto como demuestra ronald cohen en su estudio sobre turismo reproductivo se traduce en el mismo con el que pasó al avort,the forecast is that like produces  this how evidences ronald cohen at his survey on reproductive tourism translates  at the same with what passed at the avort
109,ARG1,2;3,FAVOUR,11;18;105;106,RA,,,,,l'avort estava prohibit a espanya només els rics s'ho podien permetre,la avort estaba prohibido a espanya solo los ricos se lo podían permitir,the avort was prohibited at espanya only the affluent could it permit
110,ARG1,2;3,FAVOUR,109,RA,,,,,però no només això sinó que s'anaven a unes condicions precàries,pero no solo esto sino que se iban a unas condiciones precarias,but no only this but that went  at some precarious conditions
111,ARG1,2;3,FAVOUR,11,MA,,,,,que en aquest sentit es traduiria com per exemple diu xavier garcía armes o cristina berger en una explotació reproductiva a altres països ,que en este sentido se traduciría como por ejemplo dice xavier garcía armas o cristina berger en una explotación reproductiva a otros países,that at this sense would translate  like for example says xavier garcía arms or cristina berger at a reproductive exploitation at other countries
112,ARG1,2;3,FAVOUR,109;110;11,RA,,,,,és problema nostre que s'estiguin explotant aquestes dones a ucraina o a georgia,es problema nuestro que se estén explotando estas mujeres a ucraina o a georgia,is ours problem that are exploding  these wives at ucraina or at georgia
