ID (Chronological),TYPE (Part + Person),ARGUMENT NUMBER,TEAM STANCE,RELATED ID,ARGUMENTAL RELATION  TYPE,RELATED ID.1,ARGUMENTAL RELATION  TYPE.1,RELATED ID.2,ARGUMENTAL RELATION  TYPE.2,ADU_CAT,ADU_ES,ADU_EN
11,INTRO,1,FAVOUR,,,,,,,actualment a espanya està en vigor la llei sobre tècniques de reproducció humana assistida del dos mil sis per la qual en el seu article desè es prohibeix la maternitat subrogada,actualmente a espanya está en vigor la ley sobre técnicas de reproducción humana asistida del dos mil seis por la cual en su artículo décimo se prohíbe la maternidad subrogada,at present at espanya is in force the law on technicians of human reproduction assisted of the two thousand six for which at his tenth article prohibits  the surrogacy
12,INTRO,1;3,FAVOUR,11,CA,,,,,no obstant això el nostre sistema el que sí permet és la inscripció en el registre civil d'aquells nascuts a l'estranger mitjançant aquesta tècnica en països on sí que estigui permesa,sin embargo nuestro sistema el que sí permite es la inscripción en el registro civil de aquellos nacidos al extranjero mediante esta técnica en países donde sí que esté permitida,nevertheless our system what aye permits is the inscription at the civil registry of those born abroad by means of this technician at countries where aye that it was permitted
13,INTRO,1;3,FAVOUR,11,RA,,,,,legalment trobem que està prohibida,legalmente encontramos que está prohibida,legally find that it is prohibited
14,INTRO,1;3,FAVOUR,13,CA,,,,,però a nivell pràctic està permesa,pero en nivel práctico está permitida,but at practical level is permitted
15,INTRO,1;2;3,FAVOUR,11;12;13;14,RA,,,,,per tant estem en una situació d'esquizofrènia legislativa que fa activar el que s'anomena exili o turisme reproductiu,por lo tanto estamos en una situación de esquizofrenia legislativa que hace activar el que se denomina exilio o turismo reproductivo,therefore we are at a situation of legislative schizophrenia that makes to actuate what nicknames  exile or reproductive tourism
16,INTRO,2,FAVOUR,15;17;18,RA,,,,,un turisme reproductiu que alhora genera dos problemes,un turismo reproductivo que a la vez genera dos problemas,a reproductive tourism that concurrently generates two problems
17,INTRO,2,FAVOUR,,,,,,,desigualtat aquí en el nostre país perquè només les elits econòmiques poden permetre's aquest tipus de pràctiques,desigualdad aquí en nuestro país porque solo las élites económicas pueden permitirse este tipo de prácticas,inequality here at our country so that only the economic elites can permit this type of practices
18,INTRO,2,FAVOUR,,,,,,,l'absència de control,la ausencia de control,the absence of control
19,INTRO,2,FAVOUR,18,RA,,,,,l'argument moral,el argumento moral,the moral argument
20,INTRO,2;3,FAVOUR,19,RA,,,,,és necessària la legalització de la maternitat subrogada per garantir que respectin els drets humans,es necesaria la legalización de la maternidad subrogada para garantizar que respeten los derechos humanos,is necessary the legalisation of the surrogacy to guarantee that they respect the human laws
21,INTRO,2;3,FAVOUR,19,RA,,,,,incentivar que la gent vagi a altres països en els quals espanya no té ni jurisdicció,incentivar que la gente vaya a otros países en los cuales espanya no tiene ni jurisdicción,incentivar that the persons go at other countries at which espanya does not have or jurisdiction
22,INTRO,2;3,FAVOUR,18,MA,,,,,ni té cap mena de control,ni tiene ningún tipo de control,or has any type of control
23,INTRO,2;3,FAVOUR,21;22,RA,,,,,en aquesta situació no pot assegurar que aquestes pràctiques es duguin d'una forma moral,en esta situación no puede asegurar que estas prácticas se lleven de una forma moral,at this situation can not assure that these practices take  of a moral form
24,INTRO,3,FAVOUR,,,,,,,l'alt comissionat de les nacions unides va expressar que el respecte a la dignitat humana és responsabilitat de tots els estats i tots han d'actuar proactivament perquè es compleixin tant en el propi país com en països de l'estranger,el alto comisionado de las naciones unidas expresó que el respecto a la dignidad humana es responsabilidad de todos los estados y todos tienen que actuar proactivamente porque se cumplan tanto en el propio país como en países de la extranjero,the tall comissionat of the nations united expressed that the with regard to the human dignity is responsibility of all the states and all have to act proactivament so that they conform  so much at the own country how at countries of the foreigner
25,INTRO,3,FAVOUR,24,RA,,,,,una responsabilitat que en el cas del nostre estat no s'està complint mantenint aquesta legislació,una responsabilidad que en el caso de nuestro estado no se está cumpliendo manteniendo esta legislación,a responsibility that at the case of our state is not  conforming maintaining this legislation
26,INTRO,3,FAVOUR,24;25,RA,,,,,argument de tipus jurídic,argumento de tipo jurídico,argument of juridical type
27,INTRO,3,FAVOUR,24;25;26,RA,,,,,estructurar un procediment que respecti la dignitat de totes les parts implicades,estructurar un procedimiento que respete la dignidad de todas las partes implicadas,structure a procedure that respect the dignity of all the parts implied
28,INTRO,3,FAVOUR,27,RA,13,MA,,,per una part tinguem una prohibició d'aquest tipus de pràctica,por una parte tengamos una prohibición de este tipo de práctica,for a part have a ban of this type of practice
29,INTRO,3,FAVOUR,28,RA,12,MA,,,per l'altra part sí que es permeti el registre civil dels nascuts en països estrangers,por la otra parte sí que se permita el registro civil de los nacidos en países extranjeros,for the other part aye that it permit  the civil registry of the born at foreign countries
30,INTRO,3,FAVOUR,27,MA,,,,,un model que permeti a regular un procediment per tal de que la dignitat de totes les parts d'aquest es vegin contemplades,un modelo que permita a regular un procedimiento para que la dignidad de todas las partes de este se vean contempladas,a model that permit at regulating a procedure for such of that the dignity of all the parts of this view  contemplated
31,INTRO,3,FAVOUR,5,MA,,,,,espanya deixi de banda la complicitat amb pràctiques moralment reprovables,espanya deje de banda la complicidad con prácticas moralmente reprobables,espanya cease band the complicity with practices morally reprovables
32,INTRO,,AGAINST,,,,,,,la cèlebre frase d'ortega y gasset que deia jo sóc jo i les meves circumstàncies,la célebre frase de ortega y gasset que decía yo soy yo y mis circunstancias,the famous sentence of ortega y gasset that said I am I and my circumstances
33,INTRO,,AGAINST,32,MA,,,,,l'individu no existeix sense el seu context,el individuo no existe sin su contexto,the individual does not exist without his context
34,INTRO,,AGAINST,,,,,,, essers humans sempre hem competit contra la naturalesa i podem volar amb una central nuclear alimentem energèticament ciutats senceres hem curat infinitat de malalties o en matèria agrícola hem multiplicat exponencialment les collites,essers humanos siempre hemos competido contra la naturaleza y podemos volar con una central nuclear alimentamos energéticamente ciudades enteras hemos curado infinidad de enfermedades o en materia agrícola hemos multiplicado exponencialmente las cosechas,essers human always have competed against the nature and can blast with a nuclear head office power energetically whole cities have cured infinity of sicknesses or at agricultural matter have multiplied exponentially the harvests
35,INTRO,,AGAINST,,,,,,,però bé no tot progrés científic implica un progrés social l'energia nuclear és la mare de la bomba atòmica i alguns pesticides que multiplicaven les collites han hagut de ser prohibits perquè convertien els aliments en insalubres,pero bien no todo progreso científico implica un progreso social la energía nuclear es la madre de la bomba atómica y algunos pesticidas que multiplicaban las cosechas han tenido que ser prohibidos porque convertían los alimentos en insalubres,but well no every scientific headway implies a social headway the nuclear energy is the mother of the atomic bomb and some pesticides that multiplied the harvests have had to be prohibited so that they converted the aliments at insalubres
36,INTRO,,AGAINST,,,,,,,fa més de cent cinquanta anys charles darwin demostrava la seva gran obra l'origen de les espècies els éssers vius hem evolucionat mitjançant una selecció natural no aleatòria,hace más de ciento cincuenta años charles darwin demostraba su gran obra el origen de las especies los seres vivos hemos evolucionado mediante una selección natural no aleatoria,makes more of one hundred fifty years charles darwin evidenced his big work the origin of the species the living beings have evolved by means of a natural selection no random
37,INTRO,,AGAINST,36,RA,,,,,no aleatòria no vol dir que cada individu esculli els seus propis caràcters hereditaris,no aleatoria no quiere decir que cada individuo escoja sus propios caracteres hereditarios,no random does not mean that each individual choose his own hereditary natures
38,INTRO,,AGAINST,,,,,,,el que hem de fer els éssers humans com a espècie a acceptar que hi han genètiques més predisposades per a reproducció n'hi ha que menys,el que tenemos que hacer los seres humanos como especie a aceptar que han genéticas más predispuestas para reproducción hay que menos,what have to make the human beings as a species at accepting that they have  genetics more biased for reproduction there is that less
39,INTRO,1,AGAINST,35;36,RA,,,,,per als que són menys predisposades per reproducció hem creat inseminació artificial hem inventat fertilitzants experts han creat hàbits rutines dietes que multipliquen la capacitat reproductora,para los que son menos predispuestas por reproducción hemos creado inseminación artificial hemos inventado fertilizantes expertos han creado hábitos rutinas dietas que multiplican la capacidad reproductora,for the that are less biased by reproduction have created artificial insemination have invented fertilising experts have created habits routines diets that multiply the reproductive capacity
40,INTRO,1,AGAINST,,,,,,,però no podem anar més enllà,pero no podemos ir más allá,but can not go further
41,INTRO,1,AGAINST,40,MA,,,,,no podem creuar aquesta línia,no podemos cruzar esta línea,can not cross this line
42,INTRO,1,AGAINST,41,MA,,,,,aquest límit científic en forma de gestació subrogada,este límite científico en forma de gestación subrogada,this scientific limit in shape of surrogacy
43,INTRO,1,AGAINST,40;41;42,RA,,,,,seria reinventar l'esclavatge en ple segle vint-i-u no,seria reinventar la esclavitud en pleno siglo veintiuno no,would be to reinvent the slavery in full century twenty-and-u no
44,INTRO,2,AGAINST,43,RA,,,,,per diners una persona es vegi obligada a renunciar a la primera raó dels èssers vius l'instint de supervivència del pròpi individu i de l'espècie,por dinero una persona se vea obligada a renunciar a la primera razón de los èssers vivos el instinto de supervivencia del pròpi individuo y de la especie,for money a person view  obliged to renounce at the first reason of the èssers alive the flair of survival of the pròpi individual and of the species
45,INTRO,2,AGAINST,44,RA,,,,,som animals mamífers i no estem preparats per renunciar a l'instint,somos animales mamíferos y no estamos preparados para renunciar al instinto,are animal mammals and are not prepared to renounce at the flair
46,INTRO,2,AGAINST,35,RA,,,,,els éssers humans ja hem especulat amb una de les tres necessitats bàsiques dels éssers vius la nutrició,los seres humanos ya hemos especulado con una de las tres necesidades básicas de los seres vivos la nutrición,the human beings already have speculated with one of the three basic necessities of the living beings the nutrition
47,INTRO,2,AGAINST,46,RA,,,,,milions de persones morim de gana,millones de personas morimos de hambre,million of persons die of hunger
48,INTRO,2,AGAINST,,,,,,,no obrim la porta a especular o perdrem qualsevol tret d'humanitat ens pugui quedar,no abrimos la puerta a especular o perderemos cualquier rasgo de humanidad nos pueda quedar,do not open the door at speculating or will miss any shot of humanity can stay us
49,INTRO,1,AGAINST,,,,,,,la llibertat de la dona,la libertad de la mujer,the liberty of the wife
50,INTRO,1,AGAINST,49,RA,,,,,la fa empoderar,la hace empoderar,makes it empoderar
51,INTRO,1;2,AGAINST,,,,,,,és una circumstància de misèria la que l'empeny a aquesta pràctica,es una circunstancia de miseria la que lo empuja a esta práctica,is a circumstance of misery what thrusts it at this practice
52,INTRO,1;2,AGAINST,49;50,RA,,,,,no portem més de dos mil anys de filosofia occidental discutint sobre el lliure albir perquè hi hagi qui s'atreveixi a reduir que la voluntat és el mateix que la llibertat,no llevamos más de dos mil años de filosofía occidental discutiendo sobre el libre albedrío porque haya quién se atreva a reducir que la voluntad es el mismo que la libertado,do not take more of two thousand years of occidental philosophy arguing on the free freewill so that there is who  atreveixi at reducing that the will is the same that the liberty
53,INTRO,1;2,AGAINST,,,,,,,són termes molt diferents,son termas muy diferentes,are terms very distinct
54,INTRO,1;2,AGAINST,51,RA,,,,,hi ha una opressió de la que no es parla però que existeix,hay una opresión de la que no se habla pero que existe,there is a tightness of what does not talk  but that exists
55,INTRO,2,AGAINST,54,RA,,,,,els diners,el dinero,the money
56,INTRO,1;2,AGAINST,54;55,RA,,,,,una dona perquè vol més diners perquè els necessita després té una activitat tan agressiva com aquesta,una mujer porque quiere más dinero porque los necesita después tiene una actividad tan agresiva como esta,a wife so that it loves more money so that it needs the ones next has an as aggressive activity how this
57,INTRO,1;2,AGAINST,56,RA,,,,,entregant el seu ventre voluntàriament,entregando su vientre voluntariamente,handing his belly voluntarily
58,INTRO,1;2,AGAINST,56;57,RA,,,,,però mai en cap cas lliurement,pero nunca en ningún caso libremente,but never at any case loosely
59,INTRO,3,AGAINST,,,,,,,a espanya entre dos mil deu i dos mil setze neixen més de tres milions de nens i només se'n registren nou-cents setanta-sis per gestació subrogada,a espanya entre dos mil manantial y dos mil dieciséis nacen más de tres millones de niños y solo se registran novecientos setenta y seis por gestación subrogada,at espanya among two thousand spring and two thousand sixteen are born more of three million of boys and only register  nine hundred seventy-six for surrogacy
60,INTRO,3,AGAINST,59,RA,,,,,un ridícul zero coma zero tres per cent dels nens neixen per aquest procés de ventres de lloguer,un ridículo cero coma cero tres por ciento de los niños nacen por este proceso de vientres de alquiler,a ridiculous zero comma zero three percent of the boys are born for this process of bellies for hire
61,INTRO,3,AGAINST,57,RA,,,,,aquesta pràctica infame es dugui a terme a l'estranger,esta práctica infame se lleve a cabo a la extranjero,this infamous practice carry out  abroad
62,INTRO,3,AGAINST,,,,,,,però no podem actuar-hi directament,pero no podemos actuar directamente,but can not act directly
63,INTRO,3,AGAINST,61,RA,,,,,alguns estats dels estats units sigui legal la pena de mort,algunos estados de los estados unidos sea legal la pena de muerto,some states of the states united was legal the death penalty
64,INTRO,3,AGAINST,61,RA,,,,,els homosexuals no es puguin casar a rússia,los homosexuales no se puedan casar a rússia,the homosexuals can not  marry at rússia
65,INTRO,3,AGAINST,61,RA,,,,,a l'iran l'adulteri sigui pena de mort,a la iran el adulterio sea pena de muerto,at the iran the adultery was death penalty
66,INTRO,3,AGAINST,57,RA,,,,,l'onu considera la gestació subrogada un atemptat contra els drets humans i comenci a sancionar-ho de manera internacional,la onu considera la gestación subrogada un atentado contra los derechos humanos y empiece a sancionarlo de manera internacional,the onu considers the surrogacy an attempt against the human laws and commence at sanctioning it of international mode
67,INTRO,3,AGAINST,56;57;58,RA,,,,,evitarem que mai cap circumstància de misèria obligui un jo a entregar el fill que ha sigut gestat al seu ventre,evitaremos que nunca ninguna circunstancia de miseria obligue un yo a entregar el hijo que ha sido gestado a su vientre,will eschew that never any circumstance of misery oblige an I at handing the son that has been gestat at his belly
68,ARG1,,FAVOUR,32,MA,,,,,espanya és espanya i les seves circumstàncies actuals,espanya es espanya y sus circunstancias actuales,espanya is espanya and his ongoing circumstances
69,ARG1,1,FAVOUR,,,,,,,no podem creuar la línia de la reproducció,no podemos cruzar la línea de la reproducción,can not cross the line of the reproduction
70,ARG1,1,FAVOUR,69,MA,,,,,no podem legalitzar aquestes pràctiques,no podemos legalizar estas prácticas,can not legalise these practices
71,ARG1,1,FAVOUR,69,CA,,,,,però aquesta línia ja s'ha creuat,pero esta línea ya se ha cruzado,but this line already has crossed
72,ARG1,1,FAVOUR,71,RA,,,,,que no s'estigui creuant espanya no vol dir que no s'estigui creuen arreu del món,que no se esté cruzando espanya no quiere decir que no se esté creen en todo el mundo,that was not  crossing espanya does not mean that it was not  cross all over in the world
73,ARG1,2,FAVOUR,43,CA,,,,,l'esclavitud ja existeix,la esclavitud ya existe,the slavery already exists
74,ARG1,2;3,FAVOUR,73,RA,,,,,espanya és un estat còmplice,espanya es un estado cómplice,espanya is a state accomplice
75,ARG1,2;3,FAVOUR,59,CA,,,,,estar inscrits i estar en procés d'inscripció no és el mateix,estar inscritos y estar en proceso de inscripción no es el mismo,be inscribed and be at process of inscription is not the same
76,ARG1,2;3,FAVOUR,75,RA,59,CA,,,des de l'aprovació el dos mil set de la nova llei del registre civil la majoria d'aquests casos estan en procés d'inscripció,desde la aprobación el dos mil siete de la nueva ley del registro civil la mayoría de estos casos están en proceso de inscripción,since the approval the two thousand seven of the new law of the civil registry most of these cases are at process of inscription
77,ARG1,2;3,FAVOUR,66,CA,,,,,la maternitat subrogada és una realitat transnacional impossible de prohibir,la maternidad subrogada es una realidad transnacional imposible de prohibir,the surrogacy is an impossible transnational reality to prohibit
78,ARG1,2;3,FAVOUR,79;81,RA,,,,,a espanya es donen dos situacions diferents,a espanya se dan dos situaciones diferentes,at espanya give  two distinct situations
79,ARG1,2;3,FAVOUR,,,,,,,la situació de la infertilitat,la situación de la infertilidad,the situation of the infertility
80,ARG1,2;3,FAVOUR,79,RA,,,,,segons els estudis de l'oms la infertilitat ha crescut tan exponencialment que s'està acudint a aquestes tècniques,según los estudios del olmos la infertilidad ha crecido tan exponencialmente que se está acudiendo a estas técnicas,according to the surveys of the elms the infertility has grown as exponentially that it is attending  at these technicians
81,ARG1,2;3,FAVOUR,,,,,,,l'estat del mercat laboral,el estado del mercado laboral,the state of the labour market
82,ARG1,2;3,FAVOUR,,,,,,,l'article deu que diu que seran nuls tots els contractes que es facin per maternitat subrogada,el artículo debe que dice que serán nulos todos los contratos que se hagan por maternidad subrogada,the article owes that it says that they will be null all the agreements that make  for surrogacy
83,ARG1,2;3,FAVOUR,82,RA,,,,,però  a nivell pràctic  segons els estudis de la unió europea que agafen tota la jurisprudència al respecte al tribunal de drets humans a la unió europea així com ha recollit l'estat espanyol aquests nens que neixen a l'estranger s'han de registrar a espanya,pero a nivel práctico según los estudios de la unión europea que cogen toda la jurisprudencia al respecto al tribunal de derechos humanos a la unión europea así como ha recogido el estado español estos niños que nacen en el extranjero se tienen que registrar a espanya,but at practical level according to the surveys of the European union that seize all the jurisprudence at the with regard to the tribunal of human laws at the European union as well as has collected the Spanish state these boys that are born abroad have to  register at espanya
84,ARG1,2,FAVOUR,17,MA,,,,,famílies riques se'n van a ucrania tenen un nen per gestació subrogada venen a espanya i l'inscriuen,familias ricas se van a ucrania tienen un niño por gestación subrogada vienen a espanya y lo inscriben,affluent families go  at ucrania have a boy for surrogacy come at espanya and inscribe it
85,ARG1,2,FAVOUR,16,RA,,,,,aquesta falta harmonització internacional com diu ronald cohen en el seu estudi surconvention turism o com diu el propi comitè de bioètica espanyol fa el que s'anomena turisme reproductiu,esta falta armonización internacional como dice ronald cohen en su estudio surconvention turism o como dice el propio comité de bioética español hace el que se denomina turismo reproductivo,this is missing international harmonisation how says ronald cohen at his survey surconvention turism or how says the own committee of Spanish bioethics makes what nicknames  reproductive tourism
86,ARG1,2,FAVOUR,17,MA,,,,,els espanyols se'n van a l'estranger per tenir aquests fills que espanya no es permeten i després arriben a espanya i l'hi inscriuen,los españoles se van al extranjero para tener estos hijos que espanya no se permiten y después llegan a espanya y se lo inscriben,the Spanish go  abroad to have these children that espanya do not permit  and next reach espanya and inscribe it to him
87,ARG1,3,FAVOUR,86,RA,,,,,no només es tradueix en les nou-cents setanta-sis inscripcions d'aquests nens actualment,no solo se traduce en las nueve-cents setenta y seis inscripciones de estos niños actualmente,no only translates  at the nine-cents seventy-six inscriptions of these boys at present
88,ARG1,2;3,FAVOUR,17;18;19;20;21;22;23;83;84;85,RA,,,,,només siguin les elits domèstiques que puguin acudir aquesta pràctica donant una desigualtat dins el país,solo sean las élites domésticas que puedan acudir esta práctica dando una desigualdad dentro del país,only are the domestic elites that can attend this practice giving an inequality in the country
89,ARG1,2;3,AGAINST,83,CA,,,,,està suggerint que seria millor no deixar entrar els nens que neixen en països estrangers,está sugiriendo que sería mejor no dejar entrar los niños que nacen en países extranjeros,is suggesting that it would be better not letting enter the boys that are born at foreign countries
90,ARG1,1;2;3,FAVOUR,89,CA,,,,,legalització d'aquesta maternitat subrogada a espanya,legalización de esta maternidad subrogada a espanya,legalisation of this surrogacy at espanya
91,ARG1,2,FAVOUR,,,,,,,segons la red internacional de metges del món fa un símil entre la maternitat subrogada i l'avortament,según la red internacional de médicos del mundo hace un símil entre la maternidad subrogada y el aborto,according to the red international of doctors in the world makes a simile among the surrogacy and the abortion
92,ARG1,2,FAVOUR,91,RA,,,,,quan l'avortament està prohibit que només els rics aportaven en uns altres llocs i  l'avortament era precari,cuando el aborto está prohibido que solo los ricos aportaban en otros lugares y el aborto era precario,when the abortion is prohibited that only the affluent contributed at other places and the abortion was precarious
93,ARG1,2,FAVOUR,17;88;92,RA,,,,,contradicció amb la pròpia igualtat,contradicción con la propia igualdad,contradiction with the own equality
94,ARG1,2,FAVOUR,92;93,RA,,,,,pobresa és nom de dona,pobreza es nombre de mujer,poverty is name of wife
95,ARG1,2,FAVOUR,12;16;17;21;84;86,RA,,,,,com diu l'isaki moto així com cristina broker catedràtica de la universitat de fordham la principal conseqüència del turisme reproductiu és justament que els espanyols marxin a altres països en el qual les legislacions són súper laxes i no es protegeix a les dones per tenir aquells fills que els agradaria tenir aquí,como dice la isaki moto así como cristina broker catedrática de la universidad de fordham la principal consecuencia del turismo reproductivo es justamente que los españoles marchen a otros países en el cual las legislaciones son súper laxas y no se protege a las mujeres para tener aquellos hijos que los gustaría tener aquí,how says the isaki motorbike as well as cristina broker catedràtica of the university of fordham the principal consequence of the reproductive tourism is justly that the Spanish leave at other countries at which the legislations are súper laxes and does not protect  at the wives to have those children that would like the ones have here
96,ARG1,2,FAVOUR,95,RA,,,,,se'n van molts cops a canadà estats units com ucrania,se van muchos golpes a canadà estados unidos como ucrania,go  a lot of bumps at canadà states united how ucrania
97,ARG1,2;3,FAVOUR,,,,,,,segons l'alt comissionat de l'onu els drets humans i la dignitat humana no depèn només dels ciutadans o del que estigui passant a espanya,según el alto comisionado del onu los derechos humanos y la dignidad humana no depende solo de los ciudadanos o del que esté pasando a espanya,according to the tall comissionat of the onu the human laws and the human dignity does not depend only of the citizens or of the that was passing at espanya
98,ARG1,2;3,FAVOUR,,,,,,,a espanya com a qualsevol altre país s'ha de vetllar pels drets humans arreu del món,a espanya como cualquier otro país se tiene que velar por los derechos humanos en todo el mundo,at espanya as a any one other country has to watch  for the human laws all over in the world
99,ARG1,2;3,FAVOUR,74,MA,,,,,espanya és còmplice d'aquestes violacions de drets humans,espanya es cómplice de estas violaciones de derechos humanos,espanya is accomplice of these rapes of human laws
100,ARG1,2;3,FAVOUR,99,RA,,,,,les està permetent,las está permitiendo,the is permitting
101,ARG1,2;3,FAVOUR,99;100,RA,,,,,s'està mirant el melic,se está mirando el ombligo,is looking  the navel
102,ARG1,2;3,FAVOUR,101,MA,,,,,està tancant els ulls contra la realitat que ja existeix,está cerrando los ojos contra la realidad que ya existe,is shutting the eyes against the reality that already exists
103,ARG1,2;3,FAVOUR,74;99,CA,,,,,espanya deixi de ser còmplice,espanya deje de ser cómplice,espanya cease to be accomplice
104,ARG1,2;3,FAVOUR,103,RA,,,,,evitar que hi hagi aquestes granges a ucrania aquestes granges a geòrgia dels quals els espanyols estem contribuint activament,evitar que haya estas granjas a ucrania estas granjas a geòrgia de los cuales los españoles estamos contribuyendo activamente,eschew that there are these farms at ucrania these farms at geòrgia of which the Spanish are contributing actively
105,ARG1,2;3,FAVOUR,103;104,RA,,,,,agafant el model d'islàndia agafant el model de canadà i el model de sud-àfrica,cogiendo el modelo de islàndia cogiendo el modelo de canadà y el modelo de sur-àfrica,seizing the model of islàndia seizing the model of canadà and the model of south-àfrica
106,ARG1,2;3,FAVOUR,7;8;9;10;11;12;13;14;15;16;17;18;19;20;21;22;23;24;97,RA,,,,,a islàndia es va plantejar aquest mateix dilema moral,a islàndia se planteó este mismo dilema moral,at islàndia posed  this same moral dilemma
107,ARG1,2;3,FAVOUR,106,RA,,,,,no podem deixar que es cosifiqui la dona,no podemos dejar que se cosifiqui la mujer,can not let that  cosifiqui the wife
108,ARG1,2;3,FAVOUR,106;107,RA,,,,,no podem deixar que es pagui pels úters de les dones,no podemos dejar que se pague por los úteros de las mujeres,can not let that it pay  for the wombs of the wives
109,ARG1,2;3,FAVOUR,106;107;108,RA,,,,,no podem privar de drets a les dones,no podemos privar de derechos a las mujeres,can not deprive of laws to the wives
110,ARG1,2;3,FAVOUR,104,RA,,,,,agafem aquesta pràctica la legalitzem al nostre país i fem que sigui un estat garantista,cogemos esta práctica la legalizamos en nuestro país y basura que sea un estado garantista,seize this practice legalise it at our country and muck that was a state garantista
111,ARG1,2;3,FAVOUR,110,RA,,,,,s'estableixen certes condicions que vénen establertes pel mateix comitè de bioètica el mateix comitè deontologia,se establecen ciertas condiciones que vienen establecidas por el mismo comité de bioética el mismo comité deontología,establish  some conditions that come established by the same committee of bioethics the same committee deontology
112,ARG1,2;3,FAVOUR,96;105,RA,,,,,pamela white de la universitat de kent va fer un estudi de com havia canviat la regulació de canadà des de que s'havia legislat,pamela white de la universidad de kent hizo un estudio de cómo había cambiado la regulación de canadà desde que se había legislado,pamela white of the university of kent made a survey of how had capsized the regulation of canadà since that it had legislated
113,ARG1,2;3,FAVOUR,,,,,,,va trobar és que els canadencs s'acullen a aquesta legislació garantista dels drets de les dones no se les cosificava per poder realitzar aquestes pràctiques,encontró es que los canadienses se acogen a esta legislación garantista de los derechos de las mujeres no se las cosificava para poder realizar estas prácticas,found is that the Canadians receive  at this legislation garantista of the laws of the wives no  the cosificava to be able to realise these practices
114,ARG1,2;3,FAVOUR,,,,,,,no acudien a tercers països,no acudían a terceros países,did not attend at third countries
115,ARG1,2;3,FAVOUR,43,CA,,,,,no contribuien en aquesta explotació,no contribuien en esta explotación,no contribuien at this exploitation
116,ARG1,3,AGAINST,,,,,,,la llei seca dels anys vint i trenta,la ley seca de los años veinte y treinta,the dry law of the years twenty and thirty
117,ARG1,3,AGAINST,116,RA,,,,,ja sabien què feien quan il·legalitzen una pràctica com aquesta,ya sabían qué hacían cuando ilegalizan una práctica como esta,already knew what made when outlaw a practice how this
