ID (Chronological),TYPE (Part + Person),ARGUMENT NUMBER,TEAM STANCE,RELATED ID,ARGUMENTAL RELATION  TYPE,RELATED ID.1,ARGUMENTAL RELATION  TYPE.1,RELATED ID.2,ARGUMENTAL RELATION  TYPE.2,ADU_CAT,ADU_ES,ADU_EN
11,INTRO,,AGAINST,9;10,RA,,,,,ara el col·lectiu amenaçat en aquesta ocasió amb aquests progressos tecnològics són les nostres companyes són les dones,ahora el colectivo amenazado en esta ocasión con estos progresos tecnológicos son nuestras compañeras son las mujeres,now the community loomed at this occasion with these technological headways are our partners are the wives
12,INTRO,1,AGAINST,11,RA,,,,,la seva possible condemna pel sistema capitalista de mercat és la cosificació la mercantilització,su posible condena por el sistema capitalista de mercado es la cosificación la mercantilización,his possible conviction for the capitalist system of market is the reification the mercantilització
13,INTRO,1,AGAINST,11;12,RA,,,,,aquesta opressió necessita mecanismes legals per desenvolupar-se,esta opresión necesita mecanismos legales para desarrollarse,this tightness needs legal mechanisms to develop
14,INTRO,1,AGAINST,11;12,RA,,,,,la utilització la mercantilització d'una dona d'un ésser humà com un mitjà com una cosa per obtenir un benefici propi per obtenir el lucre,la utilización la mercantilización de una mujer de un ser humano como un medio como una cosa para obtener un beneficio propio para obtener lo lucre,the utilisation the mercantilització of a wife of a human being how a mode how a thing to obtain an own benefit to obtain the lucre
15,INTRO,1,AGAINST,14,RA,,,,,aquest fet teoritzat en l'àmbit de la filosofia pel filòsof del segle divuit emmanuel kant en l'àmbit en el concepte de la dignitat humana,este hecho teorizado en el ámbito de la filosofía por el filósofo del siglo dieciocho emmanuel kant en el ámbito en el concepto de la dignidad humana,this fact theorised at the field of the philosophy for the philosopher of the century eighteen emmanuel kant at the field at the concept of the human dignity
16,INTRO,1,AGAINST,15,RA,,,,,quan una persona és tractada com un fi en si mateix és un mitjà és una cosa,cuando una persona es tratada como un fin en sí mismo es un medio es una cosa,when a person is treated how one end at if same is a mode is a thing
17,INTRO,1,AGAINST,4;5;13;14;15;16,RA,,,,,això la gestació subrogada se'ns presenta com un eficaç un pervers mecanisme del sistema imperant econòmic i de mercat per cosificar per mercantilitzar cada dia més la dona en les nostres societats que són cada cop més capitalistes més desregulades on ja són prou maltractades per part de poderosos per part de benestants,esto la gestación subrogada se nos presenta como un eficaz un perverso mecanismo del sistema imperante económico y de mercado por cosificar para mercantilizar cada día más la mujer en nuestras sociedades que son cada vez más capitalistas más desreguladas donde ya son suficientes maltratadas por parte de poderosos por parte de acomodadas,this the surrogacy presents us how an effective a perverse mechanism of the system imperant economic and of market for cosificar for mercantilitzar every day more the wife at our societies that are increasingly capitalists more desregulades where already are sufficient abused by part of powerful for part of benestants
18,INTRO,1,AGAINST,4;5,MA,,,,,és la cosificació de la dona,es la cosificación de la mujer,is the reification of the wife
19,INTRO,1,AGAINST,,,,,,,els mostrem entre altres com les nostres societats ens dediquem a debatir en discussions bizantines que no s'acaben mai sobre una gestació altruista utòpica idealista que no és possible,los muestramos entre otros como nuestras sociedades nos dedicamos a debatir en discusiones bizantinas que no se acaban nunca sobre una gestación altruista utópica idealista que no es posible,show the ones among others how our societies devote us at debatir at Byzantine arguments that do not end  never on an utopian altruistic gestation idealist that is not possible
20,INTRO,1,AGAINST,19,RA,,,,,quan en realitat podem veure els efectes nocius de la gestació subrogada ara avui on ja és legal als països en vies de desenvolupament,cuando en realidad podemos ver los efectos nocivos de la gestación subrogada ahora hoy donde ya es legal a los países en vías de desarrollo,when in reality can view the harmful effects of the surrogacy now today where already is legal at the countries at roads of development
21,INTRO,1,AGAINST,20,RA,,,,,països en vies de desenvolupament on es produeixen abusos constantment en col·lectius verdaderament vulnerables en condicions degradants,países en vías de desarrollo donde se producen abusos constantemente en colectivos verdaderamente vulnerables en condiciones degradantes,countries at roads of development where produce  abuses constantly at communities truly vulnerable at degrading conditions
22,INTRO,2,AGAINST,,,,,,,per fer front als reptes globals i fer créixer la nostra societat el que necessitem és potenciar models alternatius de tècniques reproductives,para hacer frente a los retos globales y hacer crecer nuestra sociedad el que necesitamos es potenciar modelos alternativos de técnicas reproductivas,to face at the global challenges and make grow our society what need is to improve alternative models of reproductive technicians
23,INTRO,2,AGAINST,22,RA,,,,,models bondadosos com l'adopció,modelos bondadosos como la adopción,models bondadosos how the adoption
24,INTRO,2,AGAINST,1;2;3;5;9;17;20,RA,,,,,i no amb hipotètiques gestacions subrogades amb selecció genètica,y no con hipotéticas gestaciones subrogadas con selección genética,and no with hypothetical gestations subrogades with genetic selection
25,INTRO,2,AGAINST,22;23,RA,,,,, és així que hem de fer créixer les nostres societats,es así que tenemos que hacer crecer nuestras sociedades,is so we have to make grow our societies
26,INTRO,2,AGAINST,23,MA,,,,,perquè models com l'adopció són referència de solidaritat,porque modelos como la adopción son referencia de solidaridad,so that models how the adoption are reference of solidarity
27,INTRO,2,AGAINST,23;26,RA,,,,,aquest és el nostre referent la solidaritat,este es nuestro referente la solidaridad,this is our referent the solidarity
28,INTRO,2,AGAINST,12;14;16;17,RA,,,,,quan plantegem la gestació subrogada ens trobem donant  el primer pas cap a la mercantilització cap a la cosificació de la dona en les nostres societats,cuando planteamos la gestación subrogada nos encontramos dando el primer paso hacia la mercantilización hacia la cosificación de la mujer en nuestras sociedades,when pose the surrogacy find us giving the first not to the mercantilització to the reification of the wife at our societies
29,INTRO,2,AGAINST,,,,,,,l'entrada de l'únic ens tot poderós que mai perd la nostra societat,la entrada del único ente todo poderoso que nunca pierde nuestra sociedad,the entry of the only body every powerful that never misses our society
30,INTRO,2,AGAINST,29,RA,,,,,aquest ens totpoderós és el sistema de mercat capitalista,este ente todopoderoso es el sistema de mercado capitalista,this all-powerful body is the system of capitalist market
31,INTRO,2,AGAINST,28;29;30,RA,,,,,si deixem que entri farà mal a les nostres germanes les nostres filles les nostres mares,si dejamos que entre hará daño a nuestras hermanas nuestras hijas nuestras madres,if we let that it enter will hurt at our sisters our daughters our mothers
32,INTRO,,FAVOUR,,,,,,,potser semblarà que el concepte de gestació subrogada és un concepte nou modern contemporani,quizás parecerá que el concepto de gestación subrogada es un concepto nuevo moderno contemporáneo,perhaps will seem that the concept of surrogacy is a modern new concept contemporary
33,INTRO,,FAVOUR,32,CA,,,,,la resposta és que no,la respuesta es que no,the response is that no
34,INTRO,,FAVOUR,33,RA,,,,,ja fa dos mil anys que es va donar el primer cas de gestació subrogada,ya hace dos mil años que se dio el primer caso de gestación subrogada,already makes two thousand years that gave  the first case of surrogacy
35,INTRO,,FAVOUR,33;34,RA,,,,,de fet no podria haver-hi millor indret que una església per demostrar això,de hecho no podría haber mejor lugar que una iglesia para demostrar esto,in fact could not have better place that a church to evidence this
36,INTRO,,FAVOUR,,,,,,,aquí tenim la primera evidència de la  gestació subrogada,aquí tenemos la primera evidencia de la gestación subrogada,here have the first evidence of the surrogacy
37,INTRO,,FAVOUR,36,MA,,,,,alli tenim jesucrist i és que l'arcàngel gabriel va plantar una llavor dins el ventre de la verge maria fruit així jesús fill de déu i de l'esperit sant,alli tenemos jesucrist y es que el arcángel gabriel plantó una semilla dentro del vientre de la virgen maría fruto así jesús hijo de dios y del espíritu santo,alli have jesucrist and is that the archangel gabriel planted a seed in the belly of the virgin maria fruit like this jesús son of god and of the saint spirit
38,INTRO,,FAVOUR,36;37,RA,,,,,el context religiós que això suposa és la pràctica d'una gestació subrogada,el contexto religioso que esto supone es la práctica de una gestación subrogada,the religious context that this supposes is the practice of a surrogacy
39,INTRO,,FAVOUR,,,,,,,sí de la  legalització de la gestació subrogada,sí de la legalización de la gestación subrogada,aye of the legalisation of the surrogacy
40,INTRO,,FAVOUR,39,RA,,,,,aquesta és una realitat social que aquí espanya està prohibida,esta es una realidad social que aquí espanya está prohibida,this is a social reality that here espanya is prohibited
41,INTRO,,FAVOUR,40,CA,,,,,però és una realitat social global internacional i que genera conflictes,pero es una realidad social global internacional y que genera conflictos,but is a global social reality international and that generates conflicts
42,INTRO,1,FAVOUR,12;14;16;28,CA,,,,,nosaltres diem no a la mercantilització,nosotros decimos no a la mercantilización,we say no at the mercantilització
43,INTRO,,FAVOUR,42,MA,,,,,diem no als abusos i a la vulnerabilitat,decimos no a los abusos y a la vulnerabilidad,say no at the abuses and at the vulnerability
44,INTRO,,FAVOUR,,,,,,,diem sí a un model,decimos sí a un modelo,say aye at a model
45,INTRO,,FAVOUR,46;47;48,RA,,,,,aqui recau el nostre segon punt en el com,aqui recae nuestro segundo punto en el como,aqui recau our second point at the how
46,INTRO,1,FAVOUR,,,,,,,un com altruista ,uno como altruista,one how altruistic
47,INTRO,2,FAVOUR,,,,,,,un com garantista ,uno como garantista,one how garantista
48,INTRO,3,FAVOUR,,,,,,,un com de requisits d'idoneïtat,uno como de requisitos de idoneidad,one how of requisites of suitability
49,INTRO,2,FAVOUR,,,,,,,és necessari dir sí a la legalització de la gestació subrogada per desincentivar l'interés a que la gent marxi a l'estranger on totes aquestes pràctiques nosaltres no les podem garantir,es necesario decir sí a la legalización de la gestación subrogada para desincentivar el interés a que la gente marche al extranjero donde todas estas prácticas nosotros no las podemos garantizar,is necessary to say aye at the legalisation of the surrogacy for desincentivar the interest at that the persons leave abroad where all these practical we no the can guarantee
50,INTRO,2,FAVOUR,46;47;48,RA,,,,,és necessari dir sí en el nostre país per poder garantir la naturalesa altruista les garanties de protecció i els requisits d'idoneïtat per fer front a aquests conflictes que nosaltres no podem solucionar des del nostre país,es necesario decir sí en nuestro país para poder garantizar la naturaleza altruista las garantías de protección y los requisitos de idoneidad para hacer frente a estos conflictos que nosotros no podemos solucionar desde nuestro país,is necessary to say aye at our country to be able to guarantee the altruistic nature the guarantees of protection and the requisites of suitability to face at these conflicts that we can not solve since our country
51,INTRO,2,FAVOUR,39,RA,,,,,som perfectament conscients de que la legalització de la gestació subrogada podria suposar obrir una caixa de pandora,somos perfectamente conscientes de que la legalización de la gestación subrogada podría suponer abrir una caja de pandora,are perfectly conscious of that the legalisation of the surrogacy could suppose open a till of pandora
52,INTRO,2,FAVOUR,51,RA,,,,,una caixa de pandora on hi ha lloc a l'explotació,una caja de pandora donde hay lugar a la explotación,a till of pandora where there is place at the exploitation
53,INTRO,2,FAVOUR,51;52,RA,,,,,on hi ha lloc a  la vulnerabilitat,donde hay lugar a la vulnerabilidad,where there is place at the vulnerability
54,INTRO,2,FAVOUR,52;53,RA,,,,,aprofitar-se de la vulnerabilitat de les dones,aprovecharse de la vulnerabilidad de las mujeres,take advantage of of the vulnerability of the wives
55,INTRO,,FAVOUR,53;54,CA,,,,,però nosaltres com feministes el que volem és que les dones que veritablement es vulguin sotmetre aquestes pràctiques no es vegin viciades per una vulnerabilitat,pero nosotros como feministas el que volamos es que las mujeres que verdaderamente se quieran someter estas prácticas no se vean viciadas por una vulnerabilidad,but we how feminist what blast is that the wives that truly want to  subject these practices do not view  viciades for a vulnerability
56,INTRO,,FAVOUR,,,,,,,tres arguments,tres argumentos,three arguments
57,INTRO,1,FAVOUR,46,RA,,,,,la naturalesa altruista,la naturaleza altruista,the altruistic nature
58,INTRO,2,FAVOUR,47,RA,,,,,les garanties de protecció,las garantías de protección,the guarantees of protection
59,INTRO,3,FAVOUR,48,RA,,,,,els requisits d'idoneïtat que cal complir perquè no es generin aquests abusos,los requisitos de idoneidad que hay que cumplir porque no se generen estos abusos,the requisites of suitability that it is necessary to conform so that they do not generate  these abuses
60,INTRO,,FAVOUR,,,,,,,no és qualsevol gestació subrogada,no es cualquier gestación subrogada,is not any surrogacy
61,INTRO,1;2;3,FAVOUR,44,MA,,,,,acceptem el model que venim a proposar,aceptamos el modelo que venimos a proponer,accept the model that come at proposing
62,INTRO,,FAVOUR,39,RA,,,,,acceptem un sí de la gestació subrogada raonable,aceptamos un sí de la gestación subrogada razonable,accept an aye of the surrogacy reasonable
63,INTRO,,FAVOUR,62,MA,,,,,un sí d'una gestació subrogada èticament sostenible,uno sí de una gestación subrogada éticamente sostenible,one aye of a surrogacy ethically sustainable
64,INTRO,,FAVOUR,61;62;63,RA,,,,,és el sí que nosaltres posem sobre la taula per fer front la realitat social que s'està duent per regularitzar-ho aquí i combatre aquí la vulnerabilitat i l'explotació de la dona,es lo sí que nosotros pongamos sobre la mesa para hacer frente la realidad social que se está llevando para regularizarlo aquí y combatir aquí la vulnerabilidad y la explotación de la mujer,is the aye that we pose on the table to face the social reality that is taking  for regularitzar-it here and combat here the vulnerability and the exploitation of the wife
65,INTRO,1,FAVOUR,63,MA,,,,,sí a una gestació subrogada èticament sostenible,sí a una gestación subrogada éticamente sostenible,aye at a surrogacy ethically sustainable
66,ARG1,,AGAINST,,,,,,,m'agradaria començar a parlar del famós cap de la família campaner paradiso aquesta era una parella italiana en la qual la dona era infèrtil i per tant van decidir portar a terme la gestació subrogada a italia de la dona gestant va tindre el fill i la familiar va poder inscriure en el registre civil de moscú fins aquí tot bé,me gustaría empezar a hablar del famoso jefe de la familia campanero paradiso esta era una pareja italiana en la cual la mujer era infértil y por tanto decidieron llevar a cabo la gestación subrogada a italia de la mujer gestante tuvo el hijo y la familiar pudo inscribir en el registro civil de moscú hasta aquí todo bueno,would like me commence at talking of the famed leader of the family ringer paradiso this era an Italian couple at which the wife was infertile and therefore they decided to carry out the surrogacy at italia of the wife gestant had the son and the familiar could inscribe at the civil registry of moscú thus far every sake
67,ARG1,,AGAINST,66,RA,,,,,el problema va arribar quan van voler portar el fill a itàlia i les autoritats italianes no van reconèixer el certificat de naixement per què perquè itàlia la gestació subrogada està prohibida aquest cas va arribar a mans del tribunal dels drets humans el qual el dos mil quinze es va posicionar a favor de la família no obstant dos anys després el dos mil disset va canviar aquest posicionament per què degut a l'article huit del conveni de roma aquest article avala el dret de la protecció a la vida familiar i la vida privada,el problema llegó cuando quisieron llevar el hijo a itàlia y las autoridades italianas no reconocieron el certificado de nacimiento por qué porque itàlia la gestación subrogada está prohibida este caso llegó a manos del tribunal de los derechos humanos el cual el dos mil quince se posicionó a favor de la familia no obstante dos años después el dos mil diecisiete cambió este posicionamiento por qué debido en el artículo ocho del convenio de roma este artículo avala el derecho de la protección en la vida familiar y la vida privada,the problem arrived when wanted to take the son at itàlia and the Italian authorities did not recognise the certificate by birth how come so that itàlia the surrogacy is prohibited this case reached hands of the tribunal of the human laws which the two thousand fifteen positioned  in favour of the family no obstant two years next the two thousand seventeen capsized this positioning how come owed at the article eight of the agreement of blunt this article endorses the law of the protection at the familiar life and the private life
68,ARG1,,AGAINST,66;67,RA,,,,,no és tant la interpretació que va fer aquest tribunal,no es tanto la interpretación que hizo este tribunal,is not so much the performance that made this tribunal
69,ARG1,,AGAINST,66;67,RA,,,,,és que aquesta protecció ja només es donen els casos de família ja existents famílies que tenen vida,es que esta protección ya solo se dan los casos de familia ya existentes familias que tienen vida,is that this protection already only give  the cases of family already existent families that have life
70,ARG1,,AGAINST,69,CA,,,,,no a la creació d'una nova família a qualsevol preu i passant per damunt de la dignitat de les persones,no a la creación de una nueva familia a cualquier precio y pasante por encima de la dignidad de las personas,no at the creation of a new family at any price and passing for on of the dignity of the persons
71,ARG1,,AGAINST,,,,,,,a la conclusió que vull arribar en aquest cas és que la reproducció no és un dret,a la conclusión que quiero llegar en este caso es que la reproducción no es un derecho,at the conclusion that want to arrive at this case is that the reproduction is not a law
72,ARG1,3,AGAINST,71,CA,,,,,ser pare o mare és un desig,ser padre o madre es un deseo,be father or mother is a wish
73,ARG1,3,AGAINST,12;14;16;18;28,RA,,,,,el parlament europeu aquest any dos mil quinze que en el seu informe anual sobre drets humans i democràcia al món va fer una esmena aprovada per majoria en la qual condemnava durament la gestació subrogada per ser contrària a la dignitat humana ja que utilitzava la reproducció de la dona com una matèria prima,el parlamento europeo este año dos mil quince que en su informe anual sobre derechos humanos y democracia en el mundo hizo una enmienda aprobada por mayoría en la cual condenaba duramente la gestación subrogada para ser contraria a la dignidad humana puesto que utilizaba la reproducción de la mujer como una materia prima,the European parliament this year two thousand fifteen that at his annual report on human laws and democracy at the world made an amendment approved by a majority at which condemned sternly the surrogacy for contrary being at the human dignity since it utilised the reproduction of the wife how a feedstock
74,ARG1,3,FAVOUR,32;34,RA,,,,,perquè accepten vostés la donació d'òrgans o la donació d'òvuls de forma altruista però no la gestació subrogada ,porque aceptan ustedes la donación de órganos o la donación de óvulos de forma altruista pero no la gestación subrogada,so that they accept you the donation of organs or the donation of ovules of altruistic form but no the surrogacy
75,ARG1,,AGAINST,74,CA,,,,,el procés no és exactament el mateix,el proceso no es exactamente el mismo,the process is not exactly the same
76,ARG1,,AGAINST,75,RA,,,,,és un embaràs és un procés que són nou mesos set dies a la setmana vint-i-quatre hores al dia,es un embarazo es un proceso que son nueve meses siete días en la semana veinticuatro horas en el día,is a pregnancy is a process that are nine months seven days by the week twenty-four hours by the day
77,ARG1,,FAVOUR,76,CA,,,,,per què dramatitzen l'embaràs si és un procés natural que ens ha acompanyat al llarg del temps vol incentivar que les dones no tinguin fills,por qué dramatizan el embarazo si es un proceso natural que nos ha acompañado a lo largo del tiempo quiere incentivar que las mujeres no tengan hijos,how come dramatitzen the pregnancy if it is a natural process that has accompanied us along the time wants to incentivar that the wives do not have children
78,ARG1,,AGAINST,77,CA,,,,,no dramatitzo el embaràs,no dramatizo el embarazo,no dramatitzo the pregnancy
79,ARG1,,AGAINST,78,RA,77,CA,,,dramatitzo el fet que s'utilitze una dona com una instrumentalització,dramatizo el hecho que se utilice una mujer como una instrumentalización,dramatitzo the fact that utilise  a wife how an instrumentalització
80,ARG1,,AGAINST,72,RA,79,MA,,,és a dir utilitzar a un individu per tal de poder satisfer un desig personal,es decir utilizar a un individuo para poder satisfacer un deseo personal,that is to say utilise at an individual for such to be able to satisfy a personal wish
81,ARG1,3,FAVOUR,,,,,,,ha parlat vosté abans de drets humans a cas no és un dret humà a la llibertat i la llibertat de tenir elecció sobre el seu propi cos ,ha hablado usted antes de derechos humanos a caso no es un derecho humano a la libertad y la libertad de tener elección sobre su propio cuerpo,has talked you before human laws at case is not a human law at the liberty and the liberty to have election on his own body
82,ARG1,3,AGAINST,,,,,,,sí és un dret humà,sí es un derecho humano,aye is a human law
83,ARG1,3,AGAINST,71,RA,81,CA,,,el que no és un dret humà és la reproducció humana,el que no es un derecho humano es la reproducción humana,what is not a human law is the human reproduction
84,ARG1,3,AGAINST,70;71;72,RA,,,,,el que no es pot fer és passar per damunt per obtenir un desig,el que no se puede hacer es pasar por encima para obtener un deseo,what can not  make is to pass for on to obtain a wish
85,ARG1,1,AGAINST,84,MA,,,,,passar per damunt de la dignitat d'una persona,pasar por encima de la dignidad de una persona,pass for on of the dignity of a person
86,ARG1,1,AGAINST,,,,,,,en espanya hi han hagut nou-cents setanta-nou noves inscripcions entre el dos mil deu i el dos mil setze de de famílies i de nous naixements en els quals la família portaven d'altres països a partir de la gestació subrogada,en espanya han habido novecientos setenta y nueve nuevas inscripciones entre el dos mil manantial y el dos mil dieciséis de de familias y de nuevos nacimientos en los cuales la familia llevaban otros países a partir de la gestación subrogada,at espanya have had  nine hundred seventy-nine new inscriptions among the two thousand spring and the two thousand sixteen of of families and of new births at which the family took of other countries from the surrogacy
87,ARG1,1,AGAINST,86,RA,,,,,d'aquestes nou-cents setanta-nou noves inscripcions el cinquanta-sis per cent provenien de alguns estats dels estats units i el vint-i-quatre per cent provenia d'ucraïna,de estas novecientos setenta y nueve nuevas inscripciones el cincuenta y seis por ciento provenían de algunos estados de los estados unidos y el veinticuatro por ciento provenía de ucraïna,of these nine hundred seventy-nine new inscriptions the fifty-six percent came from of some states of the states united and the twenty-four percent came from of ucraïna
88,ARG1,1,AGAINST,86;87,RA,,,,,països on la gestació subrogada es permet la seva comercialització,países donde la gestación subrogada se permite su comercialización,countries where the surrogacy permits  his commercialization
89,ARG1,,AGAINST,,,,,,,només quatre nadons provenien del regne unit,solo cuatro bebés provenían del reino unido,only four babies came from of the realm united
90,ARG1,,AGAINST,89,RA,,,,,quatre nadons provenien de canadà,cuatro bebés provenían de canadà,four babies came from of canadà
91,ARG1,1,AGAINST,,,,,,,amb la gestació subrogada altruista es podria arribar a cobrir tota la demanda,con la gestación subrogada altruista se podría llegar a cubrir toda la demanda,with the surrogacy altruist could reach  coat all the demand
92,ARG1,1,AGAINST,,,,,,,la veritat és que no,bien es verdad que no,the truth is that no
93,ARG1,1,FAVOUR,81,RA,,,,,vostè fa referència als drets humans em podria citar sisplau quins són els drets humans que apel·la i que viola la nostra proposició,usted hace referencia a los derechos humanos me podría citar por favor qué son los derechos humanos que apela y que viola nuestra proposición,you references at the human laws could cite me sisplau which are the human laws that appeals and that rapes our proposition
94,ARG1,3,AGAINST,15;70;73;85,RA,,,,,el dret a la dignitat humana,el derecho a la dignidad humana,the law to the human dignity
95,ARG1,3,AGAINST,12;14;16;18;28;70;73;85,RA,94,MA,,,és a dir utilitzar una persona instrumentalitzar-los i passar per damunt de la seua dignitat,es decir utilizar una persona instrumentalizarlos y pasar por encima de su dignidad,that is to say utilise a person instrumentalitzar-los and pass for on of his dignity
96,ARG1,3,AGAINST,15;16,MA,,,,,com diu kant és a dir ser la dona es converteix en un mitjà i no en un fi,como dice kant es decir ser la mujer se convierte en un medio y no en un fino,how says kant that is to say being the wife converts  at a mode and no at a fine
97,ARG1,3,AGAINST,4;19;91,RA,,,,,podem arribar realment a un procés de gestació subrogada altruista,podemos llegar realmente a un proceso de gestación subrogada altruista,can arrive really at a process of surrogacy altruist
98,ARG1,1,AGAINST,46;57,CA,19,RA,,,com realment podem garantir que la dona no acceptés una transacció econòmica,como realmente podemos garantizar que la mujer no aceptara una transacción económica,how really can guarantee that the wife did not accept an economic transaction
99,ARG1,1,AGAINST,98,RA,,,,,no es pot,no se puede,can not
100,ARG1,1,AGAINST,,,,,,,veiem una similitud amb el que passa en els matrimonis de conveniència,vemos una similitud con el que pasa en los matrimonios de conveniencia,view a similarity with what passes at the marriages of advisability
101,ARG1,1,AGAINST,12;14;16;18;28;70;73;85;100,RA,,,,,teòricament el matrimoni és un acord altruista no obstant hi ha hagut casos en els quals una part s'aprofita de la vulnerabilitat d'una altra part per tal d'obtenir un benefici propi,teóricamente el matrimonio es un acuerdo altruista no obstante ha habido casos en los cuales una parte se aprovecha de la vulnerabilidad de otra parte para obtener un beneficio propio,notionally the marriage is an altruistic chord no obstant there have been cases at which a part takes advantage of  of the vulnerability of another part for such to obtain an own benefit
102,ARG1,1,AGAINST,100;101,RA,,,,,en la gestació subrogada podria passar exactament el mateix,en la gestación subrogada podría pasar exactamente el mismo,at the surrogacy could pass exactly the same
103,ARG1,1,AGAINST,1;2;3;5;9;15;16;17;20;28;70;73;85;91;94;95,RA,,,,,és a dir posar una suposada façana d'altruisme per en el fons violar la dignitat de la dona,es decir poner una supuesta fachada de altruismo por en el fondo violar la dignidad de la mujer,that is to say pose a supposed façade of altruism for at bottom rape the dignity of the wife
104,ARG1,1,AGAINST,,,,,,,han hagut casos d'altruisme,han habido casos de altruismo,have had cases of altruism
105,ARG1,1,AGAINST,104,MA,,,,,és a dir membres de família que decidixen gestar un nadó per un altre membre de la família,es decir miembros de familia que deciden gestar un bebé por otro miembro de la familia,that is to say members of family that decide gestar a baby for another member of the family
106,ARG1,1,AGAINST,,,,,,,però això és un cas molt minoritari,pero esto es un caso muy minoritario,but this is a very minoritary case
107,ARG1,1,AGAINST,106,MA,,,,,la majoria de casos és totalment el contrari,la mayoría de casos es totalmente el contrario,most of cases is totally the opposite
108,ARG1,1,AGAINST,15;70;71;72;73;85,RA,,,,,volem per tal de satisfer un desig d'una minoria molt petita de la població passar per damunt de la dignitat de la immensa majoria,volamos para satisfacer un deseo de una minoría muy pequeña de la población pasar por encima de la dignidad de la inmensa mayoría,blast for such to satisfy a wish of a very small minority of the populace pass for on of the dignity of the immense majority
109,ARG1,2,FAVOUR,39;62;63;44;46;47;48;49,RA,,,,,s'hauria de legalitzar la gestació subrogada per les aberracions les males pràctiques els abusos els defectes vergonyosos dels models practicats a l'estranger,se tendría que legalizar la gestación subrogada por las aberraciones las malas prácticas los abusos los defectos vergonzosos de los modelos practicados a la extranjero,would have to legalise  the surrogacy for the aberrations the bad practices the abuses the shameful defects of the models practiced abroad
110,ARG1,,FAVOUR,32;34;39;62;63;93,RA,,,,,vostès critiquen,ustedes critican,you critique
111,ARG1,,FAVOUR,110,RA,,,,,hi estem d'acord,estamos de acuerdo,agree
112,ARG1,1;2;3,FAVOUR,57;58;59,RA,56,MA,,,ho fem a través d'un model que s'inspira en uns principis rectors,lo hacemos a través de un modelo que se inspira en unos principios rectores,make it through a model that inspires  at some principles rectors
113,ARG1,3,FAVOUR,81;93,RA,,,,,la inseguretat jurídica que això provoca les vulneracions de drets i llibertats de la dona,la inseguridad jurídica que esto provoca las vulneraciones de derechos y libertades de la mujer,the juridical insecurity that this provokes the violations of laws and liberties of the wife
114,ARG1,1,FAVOUR,49;88;109,RA,,,,,per la mercantilització que es practica als països estrangers,por la mercantilización que se practica en los países extranjeros,for the mercantilització that it practices  at the foreign countries
