ID (Chronological),TYPE (Part + Person),ARGUMENT NUMBER,TEAM STANCE,RELATED ID,ARGUMENTAL RELATION  TYPE,RELATED ID.1,ARGUMENTAL RELATION  TYPE.1,RELATED ID.2,ARGUMENTAL RELATION  TYPE.2,ADU_CAT,ADU_ES,ADU_EN
27,INTRO,,AGAINST,26,RA,,,,,no puc sustentar uns criteris que trenquen amb la dignitat i amb la igualtat,no puedo sustentar unos criterios que rompen con la dignidad y con la igualdad,can not sustentar some criteria that smash with the dignity and with the equality
28,INTRO,,FAVOUR,,,,,,,un trompe-loei o trampantojo en castellà és una il·lusió òptica o trampa amb la qual s'enganya a una persona,un trompe-loei o trampantojo en castellano es una ilusión óptica o trampa con la cual se engaña a una persona,a trompe-loei or trampantojo in Spanish is an optic illusion or trap with which dupes  at a person
29,INTRO,,FAVOUR,28,RA,,,,,fent-li creure que veu quelcom diferent d'allò que està veient en realitat,haciéndole creer que voz algo diferente de aquello que está viendo en realidad,making him think that voice quelcom distinct of that that is viewing in reality
30,INTRO,,FAVOUR,29,RA,,,,,aquesta imatge va generar molta polèmica fa un temps,esta imagen generó mucha polémica hace un tiempo,this image generated a lot of controversy makes a time
31,INTRO,,FAVOUR,30,RA,,,,,es va generar un debat entre aquells que la veien de color daurat i blanc i aquells que la veien blanc blau i negre,se generó un debate entre aquellos que la veían de color dorado y blanco y aquellos que la veían blanco azul y negro,generated  a debate among those that viewed it of gilded and white colour and those that viewed it blue and black white
32,INTRO,,FAVOUR,31,RA,,,,,de quin color la veuen,de qué color la ven,of which colour view it
33,INTRO,,FAVOUR,,,,,,,és necessària la legalització de la maternitat subrogada,es necesaria la legalización de la maternidad subrogada,is necessary the legalisation of the surrogacy
34,INTRO,,FAVOUR,33,RA,,,,,per tal d'evitar la complicitat del nostre país en pràctiques que són moralment reprovables,para evitar la complicidad de nuestro país en prácticas que son moralmente reprobables,for such to eschew the complicity of our country at practices that are morally reprovables
35,INTRO,,FAVOUR,33,RA,,,,,què significa legalitzar,que significa legalizar,what means to legalise
36,INTRO,,FAVOUR,35,RA,,,,,segons el diccionari de cambridge legalitzar significa permetre una conducta que havia estat prèviament prohibida,según el diccionario de cambridge legalizar significa permitir una conducta que había sido previamente prohibida,according to the dictionary of cambridge legalise means to permit a behaviour that had been previously prohibited
37,INTRO,,FAVOUR,33;36,RA,,,,,una conducta que en aquest debat serà la maternitat subrogada,una conducta que en este debate será la maternidad subrogada,a behaviour that at this debate will be the surrogacy
38,INTRO,,FAVOUR,33,RA,,,,,un argument Fàctic,un argumento Fáctico,an argument Fàctic
39,INTRO,,FAVOUR,38,RA,,,,,i és que és necessària la legalització de la maternitat subrogada perquè és una realitat permesa de facto al nostre país,y es que es necesaria la legalización de la maternidad subrogada porque es una realidad permitida de facto a nuestro país,and is that it is necessary the legalisation of the surrogacy so that it is a reality permitted of facto at our country
40,INTRO,,FAVOUR,39,RA,,,,,però per poder entendre perquè seria necessària la legalització d'aquesta pràctica hem d'entendre a quina situació ens trobem ,pero para poder entender porque sería necesaria la legalización de esta práctica tenemos que entender a qué situación nos encontramos,but to be able to understand so that it would be necessary the legalisation of this practice have to understand at which situation find us
41,INTRO,,FAVOUR,40,RA,,,,,segueix en vigor la llei sobre tècniques de reproducció humana assistida dos mil sis per la qual en el seu article desè es prohibeix expressament aquest tipus de contractes de maternitat subrogada,sigue en vigor la ley sobre técnicas de reproducción humana asistida dos mil seis por la cual en su artículo décimo se prohíbe expresamente este tipo de contratos de maternidad subrogada,tracks in force the law on technicians of human reproduction assisted two thousand six for which at his tenth article prohibits  expressly this type of agreements of surrogacy
42,INTRO,,FAVOUR,41,CA,,,,,no obstant això el nostre sistema el que sí permet és la inscripció en el registre civil d'aquells nadons d'aquells nascuts a l'estranger mitjançant aquestes tècniques en països on aquestes pràctiques sí que siguin permeses,sin embargo nuestro sistema el que sí permite es la inscripción en el registro civil de aquellos bebés de aquellos nacidos al extranjero mediante estas técnicas en países donde estas prácticas sí que sean permitidas,nevertheless our system what aye permits is the inscription at the civil registry of those babies of those born abroad by means of these technicians at countries where these practices aye that they are permitted
43,INTRO,,FAVOUR,41,RA,,,,,per tant trobem d'una banda una prohibició a nivell legal,por lo tanto encontramos por un lado una prohibición en nivel legal,therefore we find on the one hand a ban at legal level
44,INTRO,,FAVOUR,42,RA,43,CA,,,però en la realitat sí que es troba permesa,pero en la realidad sí que se encuentra permitida,but at the reality aye that it finds  permitted
45,INTRO,,FAVOUR,43;44,RA,,,,,què és el que genera això,qué es el que genera esto,what is what generates this
46,INTRO,,FAVOUR,45,RA,,,,,doncs un fenomen que s'anomena o bé turisme o exili reproductiu,pues un fenómeno que se denomina o bien turismo o exilio reproductivo,then a phenomenon that nicknames  or tourism or reproductive exile
47,INTRO,,FAVOUR,46,RA,,,,,que el que fa és motivar a la gent d'espanya anar-se'n a altres països per tal de dur a terme aquestes pràctiques,que el que hace es motivar a la gente de espanya irse a otros países para llevar a cabo estas prácticas,that what makes is to motivate at the persons of espanya go at other countries for such to carry out these practices
48,INTRO,,FAVOUR,46,RA,,,,,i això suposa dos problemes,y esto supone dos problemas,and this supposes two problems
49,INTRO,,FAVOUR,48,RA,,,,,desigualtat dintre el nostre país,desigualdad dentro nuestro país,inequality inside our country
50,INTRO,,FAVOUR,49,RA,,,,,doncs només les rendes més elevades poden permetre's el luxe d'anar-se'n a l'estranger,pues solo las rentas más elevadas pueden permitirse el lujo de irse a la extranjero,then only the rendes more overhead can permit the luxury to go   abroad
51,INTRO,,FAVOUR,48,RA,,,,,una absència de Control,una ausencia de Control,an absence of Control
52,INTRO,,FAVOUR,51,RA,,,,,és necessària la legalització de la maternitat subrogada per garantir que respectin els drets humans,es necesaria la legalización de la maternidad subrogada para garantizar que respeten los derechos humanos,is necessary the legalisation of the surrogacy to guarantee that they respect the human laws
53,INTRO,,FAVOUR,46,MA,,,,,la situació actual el que genera és aquest exili o turisme reproductiu,la situación actual el que genera es este exilio o turismo reproductivo,the ongoing situation what generates is this exile or reproductive tourism
54,INTRO,,FAVOUR,47,MA,51;52,RA,,, això el que genera és que els espanyols anem a països en els quals espanya no té jurisdicció,esto el que genera es que los españoles vamos a países en los cuales espanya no tiene jurisdicción,this what generates is that the Spanish go at countries at which espanya does not have jurisdiction
55,INTRO,,FAVOUR,51,MA,54,RA,,,i per tant no pot exercir un control,y por tanto no puede ejercer un control,and therefore it can not exert a control
56,INTRO,,FAVOUR,55,RA,,,,,un control dirigit a assegurar-se que no s'està explotant a les dones en aquests tercers països,un control dirigido a asegurarse que no se está explotando a las mujeres en estos terceros países,a control directed to assure  that it is not  exploding at the wives at these third countries
57,INTRO,,FAVOUR,,,,,,,les paraules de l'alt comissionat de l'onu pels drets humans el respecte a la dignitat humana és responsabilitat de tots els estats i per tant aquests tenen l'obligació de protegir garantir proactivament aquests drets tant el propi país com arreu del món,las palabras del alto comisionado de lo onu por los derechos humanos lo respecto a la dignidad humana es responsabilidad de todos los estados y por tanto estos tienen la obligación de proteger garantizar proactivamente estos derechos tanto el propio país como en todo el mundo,the words of the tall comissionat of it onu for the human laws the with regard to the human dignity is responsibility of all the states and therefore these have the debenture to protect guarantee proactivament these laws so much the own country and all over in the world
58,INTRO,,FAVOUR,56;57,RA,,,,,per tant veiem que l'actual situació espanya no està complint amb aquesta responsabilitat,por lo tanto vemos que la actual situación espanya no está cumpliendo con esta responsabilidad,therefore we view that the ongoing situation espanya is not conforming with this responsibility
59,INTRO,,FAVOUR,,,,,,,un argument de tipus jurídic,un argumento de tipo jurídico,an argument of juridical type
60,INTRO,,FAVOUR,59,RA,,,,,i és que és necessària la legalització de la maternitat subrogada per estructurar un procediment que respecti la dignitat de totes les parts implicades,y es que es necesaria la legalización de la maternidad subrogada para estructurar un procedimiento que respete la dignidad de todas las partes implicadas,and is that it is necessary the legalisation of the surrogacy to structure a procedure that respect the dignity of all the parts implied
61,INTRO,,FAVOUR,60,RA,,,,,necessitem un procediment davant aquesta esquizofrènia legislativa en el qual les garanties de totes les parts implicades es vegin respectades,necesitamos un procedimiento ante esta esquizofrenia legislativa en el cual las garantías de todas las partes implicadas se vean respetadas,need a procedure in front of this legislative schizophrenia at which the guarantees of all the parts implied view  respected
62,INTRO,,FAVOUR,61,RA,,,,,i això només s'aconsegueix mitjançant legalització,y esto solo se consigue mediante legalización,and this only achieves  by means of legalisation
63,INTRO,,FAVOUR,31,RA,,,,,i és que el mateix succeeix amb la prohibició actual,y es que el mismo sucede con la prohibición actual,and is that the same succeeix with the ongoing ban
64,INTRO,,FAVOUR,63,RA,,,,,molts creuen que és una solució per tal d'evitar l'explotació de les dones,muchos creen que es una solución para evitar la explotación de las mujeres,many think that it is a solution for such to eschew the exploitation of the wives
65,INTRO,,FAVOUR,64,CA,,,,,però la prohibició també ens està enganyant fent-nos creure que serà eficaç,pero la prohibición también nos está engañando haciéndonos creer que será eficaz,but the ban also is us duping making us think that it will be effective
66,ARG1,1.0,AGAINST,2,RA,,,,,d'aquesta imatge El que fem és despendre les tres preguntes bàsiques,de esta imagen El que basura es gastar las tres preguntas básicas,of this image What muck is to spend the three basic questions
67,ARG1,1.0,AGAINST,61,MA,,,,,han parlat de garanties,han hablado de garantías,have talked of guarantees
68,ARG1,1.0,AGAINST,67,RA,62,MA,,,de que la legalització és la sortida,de que la legalización es la salida,of that the legalisation is the start
69,ARG1,1.0,AGAINST,66,RA,,,,, d'on surten aquestes dones gestants,de donde salen estas mujeres gestantes,whence exit these wives gestants
70,ARG1,1.0,AGAINST,66,RA,,,,,que eviti les coaccions,que evite las coacciones,that it eschew the coercions
71,ARG1,1.0,AGAINST,,,,,,,és que vostés han parlat que un dels seus arguments es basa en la moral,es que ustedes han hablado que uno de sus argumentos se basa en la moral,is that you have talked that one of his arguments bases  at the morale
72,ARG1,1.0,AGAINST,71,RA,,,,,però no crec que l'ètica passi pel desprestigi de les dones per la vinculació a la nostra condició biològica,pero no creo que la ética pase por el desprestigio de las mujeres por la vinculación a nuestra condición biológica,but do not think that the ethic pass for the desprestigi of the wives for the bonding at our biological condition
73,ARG1,1.0,AGAINST,72,RA,,,,,la meva condició de gènere és l'última cosa que parla de mi,mi condición de género es la última cosa que habla de mí,my condition of genus is the last thing that talks of me
74,ARG1,1.0,AGAINST,73,RA,,,,,deixem de subordinar-nos en la nostra condició biològica,dejamos de subordinarnos en nuestra condición biológica,cease to subordinate us at our biological condition
75,ARG1,1.0,AGAINST,57,MA,,,,,parléssiu de la declaració de l'onu,hablarais de la declaración de lo onu,talked of the statement of it onu
76,ARG1,1.0,AGAINST,,,,,,,ens recriminessin la falta d'efectivitat de l'article deu,nos recriminaran la falta de efectividad del artículo diez,us recriminessin the fault of effectiveness of the article owes
77,ARG1,1.0,AGAINST,,,,,,,perquè han parlat de la dignitat,porque han hablado de la dignidad,so that they have talked of the dignity
78,ARG1,1.0,AGAINST,77,RA,,,,,on queda la dignitat del nen,donde queda la dignidad del niño,where stays the dignity of the boy
79,ARG1,1.0,AGAINST,78,RA,,,,,si no entenem que la gestació subrogada s'ha de prohibir des d'abans,si no entendemos que la gestación subrogada se tiene que prohibir desde antes,if we do not understand that the surrogacy has to prohibit  since before
80,ARG1,1.0,AGAINST,79,RA,,,,,no des de després del naixement,no desde después del nacimiento,no since after the birth
81,ARG1,1.0,AGAINST,80,RA,,,,,perquè després del naixement hi ha un nen que ha de ser digne,porque después del nacimiento hay un niño que tiene que ser digne,so that after the birth there is a boy that has to be worthy
82,ARG1,1.0,AGAINST,81,RA,,,,,que l'hem de acollir aquí,que lo tenemos que acoger aquí,that have to receive it here
83,ARG1,1.0,FAVOUR,24,CA,,,,,a holanda les dones que s'estan oferint per la maternitat subrogada tenen unes rendes iguals o majors que la mitjana de renda del país,a holanda las mujeres que se están ofreciendo por la maternidad subrogada tienen unas rentas iguales o mayores que la media de renta del país,at holanda the wives that are offering  for the surrogacy have some rendes equal or main that the average of renda of the country
84,ARG1,1.0,AGAINST,,,,,,,quantes dones a holanda realment es vinculen a la gestació subrogada,cuántas mujeres a holanda realmente se vinculan a la gestación subrogada,how many wives at holanda really link  at the surrogacy
85,ARG1,1.0,AGAINST,84,RA,,,,,de veritat una dona sense ningun tipus de contraprestació econòmica es sotmetria passant nou messos embarassada,de verdad una mujer sin ningun tipo de contraprestación económica se sometería pasando nuevo messos embarazada,for real a wife without ningun type of contraprestació economic would subject  passing new messos pregnant
86,ARG1,1.0,AGAINST,85,RA,,,,,com qui fa un voluntariat en ong,como quien hace un voluntariado ong,like who makes a volunteering  ong
87,ARG1,1.0,AGAINST,85,RA,,,,,perquè l'embaràs és un procés biològic molt complex,porque el embarazo es un proceso biológico muy complejo,so that the pregnancy is a biological process very complex
88,ARG1,1.0,AGAINST,87,RA,,,,,pot haver-hi símptomes tan bàsics com nàusees marejos,puede haber síntomas tan básicos como náuseas mareos,can have symptoms as basic like nauseas dizzinesses
89,ARG1,1.0,AGAINST,87,RA,,,,,però es pot complicar molt més,pero se puede complicar mucho más,but can complicate  much more
90,ARG1,1.0,AGAINST,89,RA,,,,,passant per un despreniment de placenta un part prematur o pot acabar en la mort,pasando por un desprendimiento de placenta un parto prematuro o puede acabar en la muerto,passing for a detachment of placenta an untimely childbirth or can end at the death
91,ARG1,1.0,AGAINST,85;90,RA,,,,,una dona de forma altruista sotmetria a un procés que pot acabar amb la seva mort,una mujer de forma altruista sometería a un proceso que puede acabar con su muerto,a wife of altruistic form would subject at a process that can end with his death
92,ARG1,,FAVOUR,,,,,,,es pugui legislar d'abans fer un examen tant psicològic com sanitari,se pueda legislar de antes hacer un examen tanto psicológico como sanitario,can legislate  of before make a so much psychological examination like sanitary
93,ARG1,,FAVOUR,92,RA,,,,,per veure els riscos d'aquesta dona,para ver los riesgos de esta mujer,to view the risks of this wife
94,ARG1,1.0,AGAINST,,,,,,, és que podem estandarditzar un embaràs,es que podemos estandarizar un embarazo,is that we can standardise a pregnancy
95,ARG1,1.0,AGAINST,94,RA,,,,,que un embaràs és un procés que podem categoritzar,que un embarazo es un proceso que podemos categorizar,that a pregnancy is a process that can categoritzar
96,ARG1,1.0,AGAINST,95,RA,,,,,i que tots els embarassos passaran per les mateixes fases,y que todos los embarazos pasarán por las mismas fases,and that all the pregnancies will pass for the same phases
97,ARG1,1.0,AGAINST,94;95;96,CA,,,,,però no és així,pero no es así,but is not like this
98,ARG1,1.0,AGAINST,97,RA,,,,,un embaràs és un procés únic,un embarazo es un proceso único,a pregnancy is an only process
99,ARG1,1.0,AGAINST,98,RA,,,,,i més únic és la relació que s'estableix entre la mare i el nadó,y más único es la relación que se establece entre la madre y el bebé,and more only is the account that establishes  among the mother and the baby
100,ARG1,1.0,AGAINST,99,RA,,,,,i és una relació que no poden controlar,y es una relación que no pueden controlar,and is an account that can not control
101,ARG1,1.0,AGAINST,100,RA,,,,,la relació que s'estableix entre la mare i el nadó des del minut zero en què aquest es comença desenvolupant el seu ventre,la relación que se establece entre la madre y el bebé desde el minuto cero en qué este se empieza desarrollando su vientre,the account that establishes  among the mother and the baby since the minute zero at what this commences  developing his belly
102,ARG1,1.0,AGAINST,101,RA,,,,,és una relació única i intransferible,es una relación única e intransferible,is an only and untransferable account
103,ARG1,1.0,AGAINST,102,RA,,,,,i que no es pot comparar d'un embaràs a un altre,y que no se puede comparar de un embarazo a otro,and that it can not  compare of a pregnancy at another
104,ARG1,1.0,AGAINST,102,RA,,,,,és que en aquesta relació no hi cap en la legalització de la gestació subrogada,es que en esta relación no cabe en la legalización de la gestación subrogada,is that at this account does not fit  at the legalisation of the surrogacy
105,ARG1,1.0,AGAINST,103,RA,,,,,perquè la gestació subrogada el que fa és sotmetre aquestes dones a un procés de programació,porque la gestación subrogada el que hace es someter estas mujeres a un proceso de programación,so that the surrogacy what makes is to subject these wives at a process of programming
106,ARG1,1.0,AGAINST,104,RA,,,,,que no tinguin cap vinculació amb el nen que se li està gestant al ventre,que no tengan ninguna vinculación con el niño que se le está gestando al vientre,that do not have any bonding with the boy that is him gestant at the belly
107,ARG1,1.0,AGAINST,,,,,,,posar en dicotomia la consciència moral i la biològica d'una persona pot ser sà,poner en dicotomía la conciencia moral y la biológica de una persona puede ser sà,pose at dichotomy the moral conscience and the biological of a person can be sà
108,ARG1,1.0,AGAINST,107,RA,,,,,pot produir depressions postpart que poden deixar seqüeles de per vida,puede producir depresiones posparto que pueden dejar secuelas de por vida,can produce depressions postpart that can let sequelas of for life
109,ARG1,1.0,AGAINST,,,,,,,la situació subrogada una vegada nascut,la situación subrogada una vez nacido,the situation subrogada a time been born
110,ARG1,1.0,AGAINST,109,RA,,,,,i que és subjecte de drets com una cosa,y que es sujete de derechos como una cosa,and that it is attach of laws like a thing
111,ARG1,1.0,AGAINST,110,RA,,,,,una cosa de la qual la seva mare,una cosa de la cual su madre,a thing of which his mother
112,ARG1,2.0,AGAINST,111,RA,,,,,en el nostre ordenament jurídic la filiació materna es determina pel naixement,en nuestro ordenamiento jurídico la filiación materna se determina por el nacimiento,at our juridical arranging it filiació maternal determines  for the birth
113,ARG1,2.0,AGAINST,111,RA,,,,,pot suprimir els drets que té aquest menor,puede suprimir los derechos que tiene este menor,can suppress the laws that has this minor
114,ARG1,2.0,AGAINST,113,RA,,,,, i cedir-lo i disposar-ne a una altra família,y cederlo y disponer a otra familia,and cede it and have at another family
115,ARG1,2.0,AGAINST,113;114,RA,,,,,això no deixa de ser tracta d'éssers humans,esto no deja de ser trata de seres humanos,this does not cease being treats of human beings
116,ARG1,2.0,AGAINST,113,RA,,,,,aquest menor que té uns drets que se li han de respectar,este menor que tiene unos derechos que se le tienen que respetar,this minor that has some laws that have to him respect
117,ARG1,2.0,AGAINST,116,RA,,,,,no es pot transformar una cosa,no se puede transformar una cosa,can not  transform a thing
118,ARG1,1.0,FAVOUR,9,MA,,,,, ens presenten una situació d'imposició d'arrogància d'obligació on les dones són explotades violades i pateixen,nos presentan una situación de imposición de arrogancia de obligación donde las mujeres son explotadas violadas y sufren,present us a situation of imposition of arrogance of debenture where the wives are exploded raped and suffer
119,ARG1,1.0,FAVOUR,,,,,,,no és el model,no es el modelo,is not the model
120,ARG1,1.0,FAVOUR,118,RA,,,,, és el model que està passant avui dia al món,es el modelo que está pasando hoy en día en el mundo,is the model that is passing nowadays at the world
121,ARG1,1.0,FAVOUR,,,,,,,el model d'holanda,el modelo de holanda,the model of holanda
122,ARG1,1.0,FAVOUR,69,RA,,,,,el model del canadà,el modelo del canadà,the model of the canadà
123,ARG1,1.0,FAVOUR,122,RA,,,,,l'any dos mil dinou per tot el debat que s'estava generant entorn de la gestació subrogada es va fer un examen de les voluntats de les dones gestants i de les seves pròpies motivacions i deien justament que realitzaven aquest procés per un sentiment altruista que sentien cap a les altres dones que no estaven podent gestar i que justament elles estaven a favor d'aquesta maternitat subrogada altruista com s'estava donant al canadà per tant no es sentien part de cap mercat ni part de cap producte,en dos mil diecinueve por todo el debate que se estaba generando en torno a la gestación subrogada se hizo un examen de las voluntades de las mujeres gestantes y de sus propias motivaciones y decían justamente que realizaban este proceso por un sentimiento altruista que sentían hacia las otras mujeres que no estaban pudiendo gestar y que justamente ellas estaban a favor de esta maternidad subrogada altruista como se estaba dando al canadà por lo tanto no se sentían parto de ningún mercado ni parte de ningún producto,the year two thousand nineteen for all the debate that was generating  environment of the surrogacy made  an examination of the wills of the wives gestants and of his own motivations and said justly that they realised this process for an altruistic sentiment that heard to the others wives that were not being able to gestar and that justly they were in favour of this surrogacy altruist how was  giving at the canadà therefore they did not hear  childbirth of any market or part of any product
124,ARG1,1.0,AGAINST,,,,,,,com afrontaríen en el seu model un per un els casos de reducció selectiva ferida primal i violència obstètrica,como afrontaríen en su modelo uno por uno los casos de reducción selectiva herida primal y violencia obstétrica,how afrontaríen at his model one by one the cases of selective cut wounded primal and violence obstètrica
125,ARG1,1.0,FAVOUR,,,,,,,fent un examen tant psicològic com mèdic sanitari,haciendo un examen tanto psicológico como médico sanitario,making a so much psychological examination like medical sanitary
126,ARG1,1.0,FAVOUR,125,RA,,,,,que ja està contemplat tant a la legislació del canadà com  La d'holanda la de sud-àfrica o la d'islàndia,que ya está contemplado tanto a la legislación del canadà como La de holanda la de sur-àfrica o la de islàndia,that already is contemplated so much at the legislation of the canadà like The of holanda the of south-àfrica or the of islàndia
127,ARG1,1.0,FAVOUR,125,RA,,,,,els casos que s'escapessin d'això,los casos que se escaparan de esto,the cases that escaped  thereof
128,ARG1,1.0,FAVOUR,127,RA,,,,,ja està contemplat a espanya,ya está contemplado a espanya,already is contemplated at espanya
129,ARG1,1.0,FAVOUR,127;128,RA,,,,,i es fa a través dels tribunals,y se hace a través de los tribunales,and makes  through the tribunals
130,ARG1,1.0,FAVOUR,129,RA,,,,,reforma de la llei de registre civil i es contemplessin com s'havien d'enfocar aquests temes,reforma de la ley de registro civil y se contemplaran como se tenían que enfocar estos temas,reform of the law of civil registry and contemplated  how had to  focus these motifs
131,ARG1,1.0,FAVOUR,127;128;129,RA,,,,,i deien que tots els casos que escapessin tots aquests exàmens passarien a través de la casuística dels tribunals,y decían que todos los casos que escaparan todos estos exámenes pasarían a través de la casuística de los tribunales,and said that all the cases that escaped all these examinations would pass through the casuistry of the tribunals
132,ARG1,1.0,FAVOUR,,,,,,,com afrontaríem un model sostenible,como afrontaríamos un modelo sostenible,how would affront a sustainable model
133,ARG1,1.0,FAVOUR,121;122;126,RA,,,,,és que amb aquests models que estem presentant això s'evita,es que con estos modelos que estamos presentando esto se evita,is that with these models that are presenting this eschews
134,ARG1,1.0,FAVOUR,132,RA,,,,,fem contraposició de dos models,hagamos contraposición de dos modelos,make comparison of two models
135,ARG1,1.0,FAVOUR,,,,,,,un model de l'índia,un modelo de la india,a model of the Indian
136,ARG1,1.0,FAVOUR,135,RA,,,,,que és el model que volem evitar,que es el modelo que queremos evitar,that it is the model that want to eschew
137,ARG1,1.0,FAVOUR,135,RA,,,,,en el qual una dona se'ls hi posa diferents embrions per forçar aquests parts,en el cual una mujer se los pone diferentes embriones para forzar estos partos,at which a wife  poses  the ones distinct embryos to force these Parthian
138,ARG1,1.0,FAVOUR,134,RA,,,,,el model d'islàndia,el modelo de islàndia,the model of islàndia
139,ARG1,1.0,FAVOUR,138,RA,,,,,i un model serà tan bo com sigui la seva legislació,y un modelo será tan bueno como sea su legislación,and a model will be as good and are his legislation
140,ARG1,,AGAINST,,,,,,,d'on surten aquestes dones que apliqueu el vostre model,de donde salen estas mujeres que aplicáis vuestro modelo,whence exit these wives that apply your model
141,ARG1,1.0,FAVOUR,,,,,,,les dones del canadà surten del canadà,las mujeres del canadà salen del canadà,the wives of the canadà exit of the canadà
142,ARG1,1.0,FAVOUR,123;141,RA,,,,,l'examen que es va fer era de dones les quals eren canadenques eren dones de classe mitjana,el examen que se hizo era de mujeres las cuales eran canadienses eran mujeres de clase mediana,the examination that made  was of wives which were Canadian were wives of middle class
143,ARG1,1.0,FAVOUR,142,RA,,,,,igual que les dones a les quals se'ls estaven gestant els seus fills,igual que las mujeres a las cuales se los estaban gestando sus hijos,the same that the wives at which were the ones gestant his children
