ID (Chronological),TYPE (Part + Person),ARGUMENT NUMBER,TEAM STANCE,RELATED ID,ARGUMENTAL RELATION  TYPE,RELATED ID.1,ARGUMENTAL RELATION  TYPE.1,ADU_CAT,ADU_ES,ADU_EN
38,INTRO,,AGAINST,,,,,una figura que fa que s'identifiqui la dona amb el que fa i no amb el que és,una figura que hace que se identifique la mujer con el que hace y no con el que es,a figure that makes that it identify  the wife with what makes and no with what is
39,INTRO,,AGAINST,,,,,el lligam natural que es genera entre la mare en biològica i l'infant és massa fort com per desfer-lo a causa d'un tracte comercial,el vínculo natural que se genera entre la madre en biológica y el niño es demasiado fuerte como para deshacerlo a causa de un trato comercial,the natural bond that generates  among the mother at biological and the girl is too strong how to undo it because of a trading tract
40,ARG1,1.0,FAVOUR,36,MA,,,se'ns ha dit que tenir un fill no és un dret,se nos ha dicho que tener un hijo no es un derecho,has said us that have a son is not a law
41,ARG1,1.0,FAVOUR,35,MA,,,el fet que de no poder-lo tenir mitjançant processos biològics naturals És egoista no decantar-se cap a l'adopció,el hecho que de no poderlo tener mediante procesos biológicos naturales Es egoísta no decantarse hacia la adopción,the fact that of not being able to have it by means of natural biological processes Is selfish to not to decant to the adoption
42,ARG1,2.0,FAVOUR,,,,,la base de les gestacions subrogades és aprofitar-se de dones pobres de països en vies de desenvolupament,la base de las gestaciones subrogadas es aprovecharse de mujeres pobres de países en vías de desarrollo,the base of the gestations subrogades is to take advantage of of poor wives of countries at roads of development
43,ARG1,2.0,FAVOUR,42,RA,,,una legalització impediria tot això,una legalización impediría todo esto,a legalisation would impede everything this
44,ARG1,2.0,FAVOUR,43,RA,,,una canalització d'aquest procés cap a una llei que evités que les màfies que s'alimenten d'això,una canalización de este proceso hacia una ley que evitara que las mafias que se alimentan de esto,a canalisation of this process to a law that eschewed that the mafias that power  thereof
45,ARG1,2.0,FAVOUR,44,RA,,,i les granges de dones desapareguessin,y las granjas de mujeres desaparecieran,and the farms of wives disappeared
46,ARG1,3.0,FAVOUR,,,,,existeix el procés de gestacions subrogades,existe el proceso de gestaciones subrogadas,exists the process of gestations subrogades
47,ARG1,3.0,FAVOUR,46,RA,,,a espanya es calcula que uns mil nadons entren a l'estat quan han estat gestants a partir d'aquest mètode,a espanya se calcula que unos mil bebés entran en el estado cuando han estado gestantes a partir de este método,at espanya compounds  that some one thousand babies enter at the state when have been gestants from this method
48,ARG1,3.0,FAVOUR,47,RA,,,s'ha de legislar,se tiene que legislar,has to legislate
49,ARG1,2.0,FAVOUR,48,RA,,, ha de ser un procediment que garanteixi la seguretat tant de la part que gesta com de la part que sol·licita,tiene que ser un procedimiento que garantice la seguridad tanto de la parte que gesta como de la parte que solicita,has to be a procedure that guarantee the security so much of the part that feat and of the part that solicits
50,ARG1,2.0,FAVOUR,48,RA,,, ha de ser una llei que ens permeti sancionar el que coneixeríem com falsa solidaritat,tiene que ser una ley que nos permita sancionar el que conoceríamos como falsa solidaridad,has to be a law that permit us sanction what would meet how dud solidarity
51,ARG1,2.0,FAVOUR,48,RA,,,una llei que s'inspiraria en l'actual llei del regne unit,una ley que se inspiraría en la actual ley del reino unido,a law that would inspire  at the ongoing law of the realm united
52,ARG1,2.0,FAVOUR,51,RA,,,una llei que evités que es converteixi en un negoci que evités que hi hagués gent que es lucren amb això i evites fins i tot en casos molt concrets que se'n pogués fer publicitat per tal de garantir realment una seguretat i una solidaritat,una ley que evitara que se convierta en un negocio que evitara que hubiera gente que se lucran con esto y evitas incluso en casos muy concretos que se pudiera hacer publicidad para garantizar realmente una seguridad y una solidaridad,a law that eschewed that it convert  at a bargain that eschewed that there were persons that  lucren with this and eschew even at cases very concrete that could  make advert for such to guarantee really a security and a solidarity
53,ARG1,2.0,FAVOUR,52,RA,,,assegurar que les dues bandes no perden la dignitat en el procés,asegurar que las dos bandas no pierden la dignidad en el proceso,assure that the two bands do not miss the dignity in the process
54,ARG1,2.0,FAVOUR,52,RA,,,un procés segur seriós i altruista,un proceso seguro serio y altruista,a sure serious process and altruist
55,ARG1,2.0,FAVOUR,52,RA,,,un sistema de gestió com si fossin unes llistes Concertades,un sistema de gestión como si fueran unas listas Concertadas,a system of management as if they were some Concerted lists
56,ARG1,2.0,FAVOUR,52,RA,,,unes llistes d'espera com actualment existeix amb els transplantaments,unas listas de espera como actualmente existe con los transplantaments,some lists of expects how at present exists with the transplantaments
57,ARG1,1.0,FAVOUR,40,RA,,, no és un dret tenir un fill,no es un derecho tener un hijo,is not a law have a son
58,ARG1,1.0,FAVOUR,57,RA,,,com que no és un dret hi hauria part dels costos mèdics els hauria d'assumir la part que vol el nadó,como que no es un derecho habría parte de los costes médicos los tendría que asumir la parte que quiere el bebé,as it is not a law there would be part of the medical costs would have to assume the ones the part that wants to the baby
59,ARG1,2.0,FAVOUR,58,RA,,,però sabem que el sistema sanitari públic és el més adequat,pero sabemos que el sistema sanitario público es lo más adecuado,but know that the public sanitary system is the most suitable
60,ARG1,2.0,AGAINST,,,,,les actes d'anglaterra diu que les dones gestants no poden tenir poden tenir antecedents penals,las actas de anglaterra dice que las mujeres gestantes no pueden tener pueden tener antecedentes penales,the records of anglaterra says that the wives gestants can not have can have penal antecedents
61,ARG1,2.0,AGAINST,60,RA,,,però els futur papas sí,pero los futuro papas sí,but the future papas aye
62,ARG1,2.0,AGAINST,60;61,RA,,,això és igualtat per les dues bandes,esto es igualdad por las dos bandas,this is equality for the two bands
63,ARG1,2.0,FAVOUR,,,,,utilitzaríem la llei del regne unit com a base,utilizaríamos la ley del reino unido como base,would utilise the law of the realm united as a base
64,ARG1,2.0,FAVOUR,63,RA,,,hi ha coses per millorar amb aquesta llei,hay cosas para mejorar con esta ley,there are things to improve with this law
65,ARG1,2.0,FAVOUR,,,,,quan algú va donar sang no espera rebre diners a canvi,cuando alguien dio sangre no espera recibir dinero a cambio,when somebody gave blood does not expect to get money in return
66,ARG1,2.0,FAVOUR,,,,,quan algú dona un òrgan ho fa per la solidaritat que existeix entre la part que el necessita i la part que el dóna,cuando alguien mujer un órgano lo hace por la solidaridad que existe entre la parte que lo necesita y la parte que lo da,when somebody wife an organ makes it for the solidarity that exists among the part that needs it and the part that gives it
67,ARG1,2.0,FAVOUR,66,RA,,,no podem dir que és generaria un mercat negre de nadons perquè existeix un mercat negre d'òrgans,no podemos decir que es generaría un mercado negro de bebés porque existe un mercado negro de órganos,can not say that it is would generate a black market of babies so that it exists a black market of organs
68,ARG1,2.0,FAVOUR,67,RA,,,el mercat negre d'òrgans és pràcticament residual,el mercado negro de órganos es prácticamente residual,the black market of organs is practically residual
69,ARG1,2.0,FAVOUR,68,RA,,,per tant que seguiria una dinàmica molt similar,por lo tanto que seguiría una dinámica muy similar,therefore that it would track a very similar dynamics
70,ARG1,1.0,FAVOUR,41,RA,,,les adopcions,las adopciones,the adoptions
71,ARG1,1.0,FAVOUR,70,RA,,,no són realment un sistema eficaç ni una alternativa,no son realmente un sistema eficaz ni una alternativa,are not really an effective system or an alternative
72,ARG1,1.0,FAVOUR,70,RA,,,se'ns venen les adopcions com un mètode de salvar els nens orfes els nens fruits d'embarassos no desitjats,se nos venden las adopciones como un método de salvar los niños huérfanos los niños frutos de embarazos no deseados,sell us the adoptions like a method to save the orphan boys the boys fruits of unwanted pregnancies
73,ARG1,1.0,FAVOUR,72,RA,,,això només allarga un patiment,esto solo alarga un sufrimiento,this only lengthens a suffering
74,ARG1,1.0,FAVOUR,73,RA,,,el que és necessari és que els governs dels països amb aquests nens duguin a terme polítiques per tal que aquests nens es puguin desenvolupar com a persones i com a professionals i com a futurs ciutadans en el país en què han nascut,el que es necesario es que los gobiernos de los países con estos niños lleven a cabo políticas para que estos niños se puedan desarrollar como personas y como profesionales y como futuros ciudadanos en el país en que han nacido,what is necessary is that the governances of the countries with these boys carry out politicians in order that these boys can develop  as a persons and as a professionals and as a citizen futures at the country at what have been born
75,ARG1,1.0,FAVOUR,74,RA,,,el que no és que els governs es desfacin d'aquests nens que no tenen cap culpa que els pares no els volguessin o morissin,el que no es que los gobiernos se deshagan de estos niños que no tienen ninguna culpa que los padres no los quisieran o murieran,what is not that the governances undo  of these boys that do not have any fault that the parents did not want to the ones or died
76,ARG1,1.0,FAVOUR,70,RA,,,no es tracta ni d'abolir ni de restringir les adopcions,no se trata ni de abolir ni de restringir las adopciones,does not treat  or to abolish or to restrict the adoptions
77,ARG1,1.0,FAVOUR,70,RA,,,en un món cada vegada més just cada vegada més global és un sistema que s'està quedant obsolet,en un mundo cada vez más justo cada vez más global es un sistema que se está quedando obsoleto,at an increasingly just world increasingly global is a system that is staying  obsolete
78,ARG1,3.0,FAVOUR,,,,,en un embaràs subrogat existeixen els estudis genètics que permetre conèixer si el nadó tindrà o no tindrà predisposició a presentar malalties genètiques ,en un embarazo subrogado existen los estudios genéticos que permitir conocer si el bebé tendrá o no tendrá predisposición a presentar enfermedades genéticas,at a pregnancy subrogat exist the genetic surveys that permit meet if the baby will or will not predisposition at presenting genetic sicknesses
79,ARG1,3.0,FAVOUR,78,RA,,,i actuar sobre elles,y actuar sobre ellas,and act on them
80,ARG1,1.0,FAVOUR,70,RA,,,degut als casos de nens adoptats amb síndrome alcohòlic fetal la confiança en les adopcions ha baixat,debido a los casos de niños adoptados con síndrome alcohólico fetal la confianza en las adopciones ha bajado,owed at the cases of boys adopted with fetal alcoholic syndrome the confidence at the adoptions has lowered
81,ARG1,1.0,FAVOUR,80,RA,,,degut a que les mares bevien durant l'embaràs,debido a que las madres bebían durante el embarazo,owed at that the mothers drank during the pregnancy
82,ARG1,3.0,FAVOUR,80;81,RA,,,la gent s'està decantant cap a la subrogació,la gente se está decantando hacia la subrogación,the persons is decanting  to the subrogation
83,ARG1,1.0,FAVOUR,70,RA,,,en molts casos les adopcions no són una opció per exemple pel col·lectiu homosexual,en muchos casos las adopciones no son una opción por ejemplo por el colectivo homosexual,at a lot of cases the adoptions are not an option for example for the homosexual community
84,ARG1,1.0,FAVOUR,70,RA,,,una adopció no és gratuïta,una adopción no es gratuita,an adoption is not free
85,ARG1,1.0,FAVOUR,84,RA,,,no podem dir per tant que sigui un procés altament de solidaritat,no podemos decir por lo tanto que sea un proceso altamente de solidaridad,can not say therefore that it was a process highly of solidarity
86,ARG1,1.0,FAVOUR,85,RA,,,en molts casos els costos secundaris que podia tenir degut el procés d'integració del nadó Seria iguals que la gestació subrogada,en muchos casos los costes secundarios que podía tener debido el proceso de integración del bebé Sería iguales que la gestación subrogada,at a lot of cases the secondary costs that could have owed the process of integration of the baby Would be equal that the surrogacy
87,ARG1,,AGAINST,,,,,[AUDIO INCOMPRENSIBLE],[AUDIO INCOMPRENSIBLE],[AUDIO INCOMPREHENSIBLE]
88,ARG2,3.0,FAVOUR,,,,,la gestació subrogada com a un sinònim d'explotació,la gestación subrogada como un sinónimo de explotación,the surrogacy as a a synonym of exploitation
89,ARG2,3.0,FAVOUR,,,,,no,no,no
90,ARG2,3.0,FAVOUR,89,RA,,,aquests problemes i arguments que s'han utilitzat que s'han plantejat no són inherents d'una gestació subrogada,estos problemas y argumentos que se han utilizado que se han planteado no son inherentes de una gestación subrogada,these problems and arguments that have utilised  that they have posed  are not inherent of a surrogacy
91,ARG2,3.0,FAVOUR,90,CA,,,sinó d'un mal ús d'aquesta,sino de un mal uso de esta,but of a bad use of this
92,ARG2,2.0,FAVOUR,91,RA,,,ha sigut possible Legislar perquè les persones tinguen un salari digne,ha sido posible Legislar porque las personas tengan un salario digno,has been possible to Legislate so that the persons have a worthy wage
93,ARG2,2.0,FAVOUR,92,RA,,,també és possible legislar perquè les mares subrogades tinguen una cosa una compensació econòmica digna,también es posible legislar porque las madres subrogadas tengan una cosa una compensación económica digna,also is possible to legislate so that the mothers subrogades have a thing a worthy economic compensation
94,ARG2,2.0,FAVOUR,92,RA,,,s'ha pogut legislar perquè quan una persona té un problema de salut derivat d'un accident laboral es responsabilitzen l'empresari,se ha podido legislar porque cuando una persona tiene un problema de salud derivado de un accidente laboral se responsabilizan el empresario,has been able to  legislate so that when a person has a problem of health derived of an occupational accident hold responsible  the employer
95,ARG2,2.0,FAVOUR,92;93;94,RA,,,doncs també és possible legislar perquè la responsabilitat de la salut de la dona gestant recaigui en els pares genètics del nadó ,pues también es posible legislar porque la responsabilidad de la salud de la mujer gestando recaiga en los padres genéticos del bebé,then also is possible to legislate so that the responsibility of the health of the wife gestant recaigui at the genetic parents of the baby
96,ARG2,2.0,FAVOUR,95,RA,,, és possible realitzar una gestació subrogada sense la necessitat de vulnerar els drets de les persones,es posible realizar una gestación subrogada sin la necesidad de vulnerar los derechos de las personas,is possible to realise a surrogacy without the necessity of vulnerar the laws of the persons
97,ARG2,1.0,FAVOUR,96,RA,,,no té sentit qüestionar l'existència del progrés en un camp perquè hi ha un grup de gent que està fent un mal ús,no tiene sentido cuestionar la existencia del progreso en un campo porque hay un grupo de gente que está haciendo un mal uso,does not have heard to question the existence of the headway at an area so that there is a band of persons that is making a bad use
98,ARG2,1.0,FAVOUR,97,RA,,,com dir que hem de deixar de produir morfina per a les cures pal·liatives perquè hi ha un grup de gent que està dedicant a aquesta morfina per a un ús recreatiu propi,como decir que tenemos que dejar de producir morfina para las curas paliativas porque hay un grupo de gente que está dedicando a esta morfina para un uso recreativo propio,like saying that we have to cease produce morphine for the palliative cures so that there is a band of persons that is devoting at this morphine for an own recreational use
99,ARG2,1.0,FAVOUR,98,RA,,,no diríem que es deixa de produir morfina,no diríamos que se deja de producir morfina,would not say that it ceases  produce morphine
100,ARG2,1.0,FAVOUR,97;99,RA,,, tampoc hauríem de dir que no s'ha d'utilitzar la gestació subrogada,tampoco tendríamos que decir que no se tiene que utilizar la gestación subrogada,neither would have to say that it does not have to  utilise the surrogacy
101,ARG2,,AGAINST,54,MA,,,el teu company arnau ha comentat que seria altruista,tu compañero arnau ha comentado que sería altruista,your partner arnau has commented that it would be altruistic
102,ARG2,,AGAINST,93,MA,101,CA,però ara has comentat que tindria compensació econòmica,pero ahora has comentado que tendría compensación económica,but now have commented that would economic compensation
103,ARG2,2.0,FAVOUR,,,,,també és possible legislar en tots els marcs en qualsevol tipus de gestació subrogada,también es posible legislar en todos los marcos en cualquier tipo de gestación subrogada,also is possible to legislate at all the frames at any type of surrogacy
104,ARG2,2.0,FAVOUR,,,,,el que sempre implicarà la gestació subrogada és la possibilitat de les parelles homosexuals o parelles heterosexuals amb problemes d'esterilitat a tindre un fill,el que siempre implicará la gestación subrogada es la posibilidad de las parejas homosexuales o parejas heterosexuales con problemas de esterilidad a tener un hijo,what always will imply the surrogacy is the possibility of the homosexual couples or heterosexual couples with problems of sterility at having a son
105,ARG2,1.0,FAVOUR,104,RA,,,sabem l'alegria que dóna un nouvingut a una família,sabemos la alegría que da un recién llegado a una familia,know the joy that gives a newcomer at a family
106,ARG2,1.0,FAVOUR,36,MA,,,és veritat que tindre un fill no és un dret,es verdad que tener un hijo no es un derecho,is truth that have a son is not a law
107,ARG2,1.0,FAVOUR,,,,,però de la mateixa manera que jo li puc demanar a la meva germana quedar-me a sa casa durant un temps perquè tinc una mala època,pero del mismo modo que yo le puedo pedir a mi hermana quedarme en su casa durante un tiempo porque tengo una mala época,but in the same way that I can request him at my sister stay me at his house during a time so that have a bad epoch
108,ARG2,1.0,FAVOUR,106;107,RA,,,per què no li puc demanar jo que faja el favor de gestar-me a mi un fill,por qué no le puedo pedir yo que faja el favor de gestarme a mí un hijo,how come can not him request I that faja the favour of gestar-me at me a son
109,ARG2,1.0,FAVOUR,107,RA,,,per què quan estem a casa de la nostra germana no se'ns qüestiona que l'estem utilitzant-la com un objecte,por qué cuando estamos en casa de nuestra hermana no se nos cuestiona que lo estamos utilizándola como un objeto,how come when are at our sister's house no questions us that we are utilising it it like an object
110,ARG2,1.0,FAVOUR,108;109,RA,,,però si que ho estem fent en la gestació subrogada,pero si que lo estamos haciendo en la gestación subrogada,but if that we are making it at the surrogacy
111,ARG2,1.0,FAVOUR,110,RA,,,perquè hi ha por el progrés,porque hay miedo el progreso,so that there is fear the headway
112,ARG2,1.0,FAVOUR,111,RA,,,durant el franquisme hi havia detractors de les mares que volien ser solteres,durante el franquismo había detractores de las madres que querían ser solteras,during the Franco regime there were detractors of the mothers that wanted to being solteres
113,ARG2,1.0,FAVOUR,111,RA,,,ha hagut detractors quan s'ha intentat fer la inseminació en vitro,ha habido detractores cuando se ha intentado hacer la inseminación en vitro,has had detractors when has attempted  make the insemination at vitro
114,ARG2,1.0,FAVOUR,111;112;113,RA,,,també tenim detractors de la gestació subrogada perquè sempre hi haurà detractors del progrés,también tenemos detractores de la gestación subrogada porque siempre habrá detractores del progreso,also have detractors of the surrogacy so that always there will be detractors of the headway
115,ARG2,,AGAINST,,,,,la cecile edge és una dona entre un entre mil,la cecile edge es una mujer entre uno entre mil,the cecile edge is a wife among one among one thousand
116,ARG2,1.0,FAVOUR,,,,,no dic que és una sigui una dona mil,no digo que es una sea una mujer mil,do not say that it is one was a wife one thousand
117,ARG2,1.0,FAVOUR,96;116,RA,,,és possible portar una gestació subrogada en la qual no es vulnera els drets de les persones,es posible llevar una gestación subrogada en la cual no se vulnera los derechos de las personas,is possible to take a surrogacy at which no  vulnera the laws of the persons
118,ARG2,1.0,FAVOUR,,,,,qui som nosaltres per a dir-li a una dona què ha de fer amb el seu cos,quién somos nosotros para decirle a una mujer qué tiene que hacer con su cuerpo,who are we to say him at a wife what has to make with his body
119,ARG2,1.0,FAVOUR,,,,,què som nosaltres per a dir-li una dona què vol fer en el seu temps,qué somos nosotros para decirle una mujer que quiere hacer en su tiempo,what are we to say him a wife what wants to make at his time
120,ARG2,2.0,FAVOUR,118;119,RA,,,perquè legislar en contra de la gestació subrogada seria com legislar en contra de què les dones decideixen què fer en el seu cos,porque legislar en contra de la gestación subrogada seria como legislar en contra de que las mujeres deciden qué hacer en su cuerpo,so that legislate against of the surrogacy would be like legislating against of what the wives decide what make at his body
121,ARG2,,AGAINST,,,,,tenen evidències de que cap persona d'aquesta fotografia tendrà repercussions psicològiques en el futur,tienen evidencias de que ninguna persona de esta fotografía tendrà repercusiones psicológicas en el futuro,have evidences of that any person of this photograph tendrà psychological repercussions in the future
