be 0.0 0.06 bé O
benvolguts 254.59 255.1 benvolguts O
membres 255.1 255.35 membres O
del 255.35 255.46 del O
jurat 255.46 255.92 jurat O
companys 255.93 256.24 companys O
i 256.24 256.28 i O
companyes 256.28 256.65 companyes O
de 256.65 256.71 de O
l'equip 256.71 256.92 l'equip O
contrari 256.92 257.46 contrari O
public 257.46 257.79 públic O
assistent 257.79 258.35 assistent O
el 258.57 258.73 el O
meu 258.73 258.85 meu O
nom 258.85 259.12 nom O
es 259.13 259.28 és O
marc 259.28 259.48 marc O
leon 259.48 259.81 leon O
i 259.82 259.88 i O
juntament 259.88 260.25 juntament O
amb 260.25 260.34 amb O
les 260.34 260.45 les O
meves 260.45 260.64 meves O
companyes 260.64 261.18 companyes O
paloma 261.18 261.44 paloma O
abril 261.44 261.76 abril O
gonzalez 261.84 262.54 gonzález O
venim 263.07 263.36 venim O
en 263.36 263.45 en O
representacio 263.45 263.99 representació O
de 263.99 264.05 de O
la 264.05 264.11 la O
universitat 264.11 264.53 universitat O
ramon 264.53 264.75 ramon O
llull 264.75 265.03 llull O
al 265.39 265.59 al O
llarg 265.59 265.81 llarg O
d'aquest 265.81 266.06 d'aquest O
debat 266.06 266.41 debat O
els 266.42 266.59 els O
demostrarem 266.59 267.3 demostrarem O
que 267.5 267.64 que O
si 267.64 267.99 sí B
que 268.14 268.27 que I
hauria 268.35 268.77 hauria I
de 268.77 268.87 de I
legalitzar-se 268.87 269.48 legalitzar-se I
la 269.48 269.56 la I
maternitat 269.56 269.98 maternitat I
subrogada 269.98 270.56 subrogada E
per 270.85 271.04 per B
tal 271.04 271.27 tal I
d'evitar 271.27 271.74 d'evitar I
la 271.89 272.05 la I
complicitat 272.05 272.6 complicitat I
del 272.6 272.71 del I
nostre 272.71 272.97 nostre I
pais 272.97 273.32 país I
en 273.44 273.58 en I
practiques 273.58 274.16 pràctiques I
que 274.4 274.52 que I
son 274.52 274.73 són I
moralment 274.73 275.08 moralment I
reprovables 275.08 275.71 reprovables E
abans 276.14 276.41 abans O
de 276.41 276.48 de O
procedir 276.48 276.8 procedir O
als 276.81 276.93 als O
nostres 276.93 277.16 nostres O
arguments 277.16 277.7 arguments O
no 277.7 277.81 no O
obstant 277.81 278.21 obstant O
permeti'm 278.4 278.83 permeti'm O
a 278.83 278.9 a O
fer 278.9 279.07 fer O
una 279.07 279.24 una O
petita 279.24 279.54 petita O
aclaracio 279.54 280.04 aclaració O
sobre 280.04 280.29 sobre O
un 280.29 280.46 un O
dels 280.46 280.67 dels O
termes 280.67 281.03 termes O
de 281.03 281.11 de O
la 281.11 281.19 la O
pregunta 281.19 281.68 pregunta O
entorn 281.88 282.29 entorn O
dels 282.29 282.45 dels O
quals 282.45 282.83 quals O
girara 283.02 283.41 girarà O
aquest 283.43 283.71 aquest O
present 283.71 283.98 present O
debat 283.98 284.28 debat O
que 284.38 284.48 que O
es 284.48 284.56 és O
el 284.56 284.66 el O
terme 284.66 284.97 terme O
legalitzar 284.97 285.62 legalitzar O
que 285.92 286.08 què O
significa 286.08 286.61 significa O
legalitzar 286.61 287.1 legalitzar O
doncs 287.32 287.55 doncs O
segons 287.55 287.82 segons B
el 287.82 287.92 el I
diccionari 287.92 288.59 diccionari I
de 288.62 288.77 de I
cambridge 288.92 289.46 cambridge I
legalitzar 289.5 290.08 legalitzar I
significa 290.14 290.74 significa I
permetre 291.0 291.7 permetre I
una 291.81 292.02 una I
conducta 292.02 292.48 conducta I
o 292.48 292.59 o I
una 292.59 292.78 una I
practica 292.78 293.27 pràctica I
que 293.44 293.51 que I
havia 293.51 293.66 havia I
estat 293.66 293.97 estat I
prohibida 294.16 294.62 prohibida I
amb 294.64 294.81 amb I
anterioritat 294.81 295.35 anterioritat E
una 295.36 295.59 una B
conducta 295.59 296.01 conducta I
una 296.01 296.14 una I
practica 296.14 296.56 pràctica I
que 296.56 296.64 que I
en 296.64 296.72 en I
el 296.72 296.84 el I
marc 296.84 297.04 marc I
d'aquest 297.04 297.26 d'aquest I
debat 297.26 297.57 debat I
es 297.73 298.07 és I
naturalment 298.22 298.74 naturalment I
la 298.74 298.81 la I
maternitat 298.81 299.22 maternitat I
subrogada 299.22 299.71 subrogada E
havent 300.1 300.31 havent O
aclarit 300.31 300.57 aclarit O
aixo 300.57 300.98 això O
la 300.99 301.11 la B
nostra 301.11 301.39 nostra I
linia 301.39 301.57 línia I
argumental 301.57 302.13 argumental I
es 302.4 302.53 es I
divideix 302.53 302.97 divideix I
en 302.99 303.16 en I
tres 303.16 303.59 tres I
arguments 303.74 304.16 arguments I
diferenciats 304.16 304.78 diferenciats E
en 305.02 305.14 en B
primer 305.14 305.38 primer I
lloc 305.38 305.68 lloc I
un 305.69 305.86 un I
argument 305.86 306.26 argument I
de 306.26 306.34 de I
tipus 306.34 306.72 tipus I
factic 306.87 307.35 fàctic E
i 307.48 307.58 i O
es 307.58 307.72 és B
que 307.72 307.8 que I
es 307.8 308.04 és I
necessaria 308.04 308.6 necessària I
la 308.6 308.75 la I
legalitzacio 308.75 309.37 legalització I
de 309.37 309.43 de I
la 309.43 309.5 la I
maternitat 309.5 309.99 maternitat I
subrogada 309.99 310.57 subrogada I
perque 310.82 311.08 perquè I
es 311.08 311.19 és I
una 311.19 311.33 una I
realitat 311.33 311.81 realitat I
permesa 312.0 312.36 permesa I
de 312.36 312.45 de I
facto 312.45 312.74 facto I
al 312.74 312.8 al I
nostre 312.8 313.03 nostre I
pais 313.03 313.33 país E
per 313.63 313.78 per B
tal 313.78 313.92 tal I
d'entendre 313.92 314.4 d'entendre I
si 314.54 314.7 si I
es 314.7 314.79 és I
necessari 314.79 315.17 necessari I
o 315.17 315.25 o I
no 315.25 315.44 no I
legalitzar 315.44 316.02 legalitzar I
aquesta 316.16 316.51 aquesta I
practica 316.51 316.89 pràctica I
hem 316.9 317.08 hem I
d'entendre 317.08 317.52 d'entendre I
a 317.53 317.64 a I
quina 317.64 317.87 quina I
situacio 317.87 318.39 situació I
ens 318.51 318.68 ens I
trobem 318.68 319.03 trobem I
a 319.21 319.33 a I
dia 319.33 319.5 dia I
d'avui 319.5 319.83 d'avui E
i 319.94 320.03 i O
es 320.03 320.12 és O
que 320.12 320.26 que O
actualment 320.27 320.89 actualment B
segueix 320.89 321.17 segueix I
en 321.17 321.26 en I
vigor 321.26 321.64 vigor I
la 321.8 322.0 la I
llei 322.0 322.37 llei I
de 322.43 322.68 de I
tecniques 322.69 323.09 tècniques I
de 323.09 323.16 de I
reproduccio 323.16 323.56 reproducció I
humana 323.56 323.73 humana I
assistida 323.73 324.2 assistida I
de 324.21 324.32 de I
dos 324.32 324.47 dos I
mil 324.47 324.63 mil I
sis 324.63 324.91 sis I
en 325.07 325.21 en I
la 325.21 325.32 la I
qual 325.32 325.56 qual I
en 325.57 325.79 en I
l'article 325.88 326.32 l'article I
dese 326.32 326.73 desé I
prohibeix 326.85 327.27 prohibeix I
expressament 327.27 327.88 expressament I
aquest 328.01 328.27 aquest I
tipus 328.27 328.47 tipus I
de 328.47 328.56 de I
practiques 328.56 329.12 pràctiques E
no 329.56 329.73 no O
obstant 329.73 330.02 obstant O
aixo 330.02 330.42 això O
el 330.56 330.71 el B
que 330.71 330.82 que I
si 330.82 330.95 sí I
permet 330.95 331.25 permet I
al 331.25 331.32 al I
nostre 331.32 331.56 nostre I
sistema 331.56 332.01 sistema I
es 332.18 332.38 és I
la 332.38 332.52 la I
inscripcio 332.52 333.1 inscripció I
en 333.1 333.18 en I
el 333.18 333.28 el I
registre 333.28 333.66 registre I
civil 333.66 334.1 civil I
d'aquells 334.26 334.69 d'aquells I
nascuts 334.69 335.27 nascuts I
a 335.28 335.41 a I
l'estranger 335.41 336.06 l'estranger I
mitjancant 336.57 337.01 mitjançant I
aquest 337.01 337.18 aquest I
tipus 337.18 337.4 tipus I
de 337.4 337.49 de I
practiques 337.49 337.97 pràctiques I
on 338.05 338.27 on I
aquestes 338.27 338.78 aquestes I
si 338.91 339.08 sí I
que 339.08 339.17 que I
estiguin 339.17 339.5 estiguin I
permeses 339.5 339.98 permeses E
per 340.14 340.3 per O
tant 340.3 340.5 tant O
trobem 340.5 340.74 trobem B
d'una 340.74 340.94 d'una I
banda 340.94 341.38 banda I
una 341.45 341.67 una I
prohibicio 341.67 342.28 prohibició E
es 342.38 342.52 és B
a 342.52 342.57 a I
dir 342.57 342.71 dir I
legalment 342.72 343.33 legalment I
es 343.36 343.45 es I
troba 343.45 343.65 troba I
prohibida 343.65 344.09 prohibida E
pero 344.33 344.72 però B
a 344.86 345.09 a I
la 345.09 345.19 la I
practica 345.19 345.69 pràctica I
es 345.89 346.01 es I
troba 346.01 346.22 troba I
permesa 346.22 346.67 permesa E
i 346.98 347.07 i O
aixo 347.07 347.26 això O
que 347.26 347.33 que O
es 347.33 347.39 és O
el 347.39 347.46 el O
que 347.46 347.55 que O
produeix 347.55 347.92 produeix B
es 347.92 348.01 es I
preguntaran 348.01 348.51 preguntaran I
vostes 348.84 349.41 vostés I
doncs 349.62 349.88 doncs I
be 349.88 350.23 bé I
dos 350.42 350.92 dos I
problemes 351.16 351.53 problemes I
fonamentals 351.53 352.15 fonamentals E
en 352.31 352.43 en B
primer 352.43 352.65 primer I
lloc 352.65 352.99 lloc I
un 353.01 353.17 un I
efecte 353.17 353.52 efecte I
que 353.52 353.66 que I
s'anomena 353.66 354.16 s'anomena I
turisme 354.48 354.94 turisme I
o 354.94 355.03 o I
exili 355.03 355.31 exili I
reproductiu 355.31 355.94 reproductiu E
es 355.98 356.13 és B
a 356.13 356.16 a I
dir 356.16 356.26 dir I
els 356.27 356.49 els I
espanyols 356.49 357.04 espanyols I
ens 357.05 357.22 ens I
anem 357.22 357.42 anem I
a 357.42 357.47 a I
l'estranger 357.47 358.02 l'estranger I
per 358.2 358.5 per I
realitzar 358.64 359.02 realitzar I
aquest 359.02 359.17 aquest I
tipus 359.17 359.39 tipus I
de 359.39 359.47 de I
practiques 359.47 360.03 pràctiques E
i 361.94 362.21 i O
aixo 362.22 362.72 això B
alhora 362.73 363.13 alhora I
genera 363.14 363.64 genera I
un 364.22 364.43 un I
problema 364.43 364.86 problema I
que 364.95 365.05 que I
es 365.05 365.18 és I
la 365.19 365.35 la I
desigualtat 365.35 365.99 desigualtat I
que 366.55 366.8 que I
es 366.85 366.94 es I
genera 366.94 367.28 genera I
dintre 367.29 367.6 dintre I
del 367.6 367.7 del I
nostre 367.7 367.95 nostre I
pais 367.95 368.22 país E
doncs 368.34 368.58 doncs B
nomes 368.58 368.86 només I
aquelles 368.87 369.24 aquelles I
families 369.24 369.6 famílies I
amb 369.61 369.74 amb I
les 369.74 369.84 les I
rendes 369.84 370.11 rendes I
mes 370.11 370.24 més I
altes 370.24 370.54 altes I
poden 370.73 370.99 poden I
permetre 370.99 371.48 permetre I
anar-se'n 371.62 371.95 anar-se'n I
a 371.95 371.98 a I
l'exili 371.98 372.4 l'exili I
donades 372.41 372.82 donades I
les 372.82 372.95 les I
altes 372.95 373.17 altes I
despeses 373.17 373.63 despeses I
que 373.79 373.87 que I
aixo 373.87 374.0 això I
suposa 374.0 374.37 suposa E
l'altre 374.77 375.14 l'altre B
problema 375.14 375.55 problema I
que 375.55 375.7 que I
genera 375.7 376.05 genera I
aquest 376.06 376.28 aquest I
turisme 376.28 376.57 turisme I
reproductiu 376.57 377.28 reproductiu I
es 377.55 377.9 és I
l'absencia 378.16 378.75 l'absència I
de 378.75 378.82 de I
control 378.82 379.34 control E
el 379.54 379.69 el B
qual 379.69 379.94 qual I
constitueix 379.94 380.68 constitueix I
el 380.7 380.85 el I
nostre 380.85 381.13 nostre I
segon 381.13 381.33 segon I
argument 381.33 381.7 argument E
que 381.7 381.77 que O
es 381.77 381.84 és O
el 381.84 381.94 el B
nostre 381.94 382.2 nostre I
argument 382.2 382.66 argument I
moral 382.84 383.28 moral E
i 383.37 383.46 i O
es 383.46 383.57 és B
que 383.57 383.66 que I
es 383.66 383.73 és I
necessaria 383.73 384.22 necessària I
la 384.22 384.32 la I
legalitzacio 384.32 384.89 legalització I
de 384.89 384.95 de I
la 384.95 385.02 la I
maternitat 385.02 385.48 maternitat I
subrogada 385.48 386.01 subrogada I
per 386.2 386.36 per I
garantir 386.36 386.68 garantir I
que 386.68 386.77 que I
respectin 386.77 387.22 respectin I
els 387.22 387.34 els I
drets 387.34 387.54 drets I
humans 387.54 387.86 humans E
com 388.02 388.19 com O
els 388.19 388.29 els O
he 388.29 388.35 he O
comentat 388.35 388.78 comentat O
la 388.79 388.91 la B
situacio 388.91 389.36 situació I
actual 389.37 389.75 actual I
fomenta 389.75 390.13 fomenta I
que 390.13 390.19 que I
ens 390.19 390.3 ens I
anem 390.3 390.48 anem I
a 390.48 390.54 a I
l'estranger 390.54 391.05 l'estranger I
a 391.17 391.27 a I
l'estranger 391.27 391.84 l'estranger I
en 391.99 392.14 en I
paisos 392.14 392.62 països I
on 392.63 392.81 on I
els 392.81 392.98 els I
quals 392.98 393.45 quals I
espanya 393.67 394.08 espanya I
no 394.08 394.17 no I
te 394.17 394.28 té I
jurisdiccio 394.28 394.83 jurisdicció E
i 394.83 394.94 i O
per 394.94 395.11 per O
tal 395.11 395.47 tal O
no 395.53 395.68 no B
pot 395.68 395.87 pot I
exercir 395.87 396.2 exercir I
un 396.2 396.26 un I
control 396.26 396.54 control I
efectiu 396.54 397.04 efectiu E
no 397.16 397.3 no B
pot 397.3 397.48 pot I
controlar 397.48 397.95 controlar I
per 397.95 398.09 per I
exemple 398.09 398.4 exemple I
que 398.4 398.48 que I
s'estigui 398.48 398.74 s'estigui I
explotant 398.74 399.09 explotant I
el 399.09 399.16 el I
cos 399.16 399.34 cos I
de 399.34 399.41 de I
la 399.41 399.5 la I
dona 399.5 399.76 dona E
davant 400.47 400.74 davant O
aquesta 400.74 400.96 aquesta O
situacio 400.96 401.55 situació O
l'alt 401.7 402.1 l'alt B
comissionat 402.1 402.6 comissionat I
de 402.6 402.67 de I
les 402.67 402.79 les I
nacions 402.79 403.06 nacions I
unides 403.06 403.38 unides I
pels 403.38 403.54 pels I
drets 403.54 403.74 drets I
humans 403.74 403.99 humans I
va 403.99 404.07 va I
expressar 404.07 404.53 expressar I
que 404.72 404.81 que I
el 404.81 404.92 el I
respecte 404.92 405.39 respecte I
a 405.39 405.42 a I
la 405.42 405.5 la I
dignitat 405.5 405.88 dignitat I
humana 405.88 406.25 humana I
es 406.36 406.52 és I
responsabilitat 406.52 407.11 responsabilitat I
de 407.11 407.18 de I
tots 407.18 407.35 tots I
els 407.35 407.47 els I
estats 407.47 407.86 estats E
i 407.99 408.15 i O
per 408.15 408.32 per B
tant 408.32 408.55 tant I
aquests 408.55 408.85 aquests I
tenen 408.85 409.18 tenen I
l'obligacio 409.28 409.86 l'obligació I
de 409.86 409.93 de I
protegir 409.93 410.37 protegir I
i 410.38 410.49 i I
garantir 410.49 410.82 garantir I
proactivament 410.82 411.46 proactivament I
aquests 411.47 411.76 aquests I
drets 411.76 412.05 drets I
en 412.2 412.35 en I
el 412.35 412.44 el I
propi 412.44 412.64 propi I
pais 412.64 413.01 país I
i 413.02 413.13 i I
tambe 413.13 413.49 també I
arreu 413.57 413.79 arreu I
del 413.79 413.92 del I
mon 413.92 414.15 món E
una 414.32 414.54 una B
responsabilitat 414.54 415.28 responsabilitat I
que 415.48 415.58 que I
veiem 415.58 415.93 veiem I
que 416.14 416.24 que I
espanya 416.24 416.59 espanya I
no 416.59 416.65 no I
esta 416.65 416.79 està I
complint 416.79 417.21 complint E
i 417.66 417.77 i O
en 417.77 417.89 en B
tercer 417.89 418.14 tercer I
lloc 418.14 418.4 lloc I
un 418.41 418.59 un I
argument 418.59 418.96 argument I
de 418.96 419.02 de I
tipus 419.02 419.3 tipus I
juridic 419.3 419.72 jurídic E
i 419.73 419.82 i O
es 419.82 419.95 és B
que 419.95 420.04 que I
es 420.04 420.13 és I
necessaria 420.13 420.58 necessària I
la 420.58 420.65 la I
legalitzacio 420.65 421.34 legalització I
per 421.62 421.89 per I
estructurar 421.92 422.54 estructurar I
un 422.54 422.61 un I
procediment 422.61 423.26 procediment I
que 423.38 423.52 que I
respecti 423.52 423.88 respecti I
la 423.88 423.98 la I
dignitat 423.98 424.54 dignitat I
de 424.55 424.67 de I
totes 424.67 424.93 totes I
les 424.93 425.09 les I
parts 425.09 425.33 parts I
implicades 425.5 426.03 implicades I
en 426.03 426.09 en I
aquest 426.09 426.27 aquest I
tipus 426.27 426.48 tipus I
de 426.48 426.55 de I
practiques 426.55 427.06 pràctiques E
ens 427.28 427.43 ens B
trobem 427.43 427.65 trobem I
en 427.65 427.75 en I
una 428.11 428.29 una I
situacio 428.29 428.85 situació I
d'esquizofrenia 428.98 429.62 d'esquizofrènia I
legislativa 429.62 430.26 legislativa E
per 430.4 430.54 per B
una 430.54 430.68 una I
banda 430.68 431.11 banda I
trobem 431.12 431.36 trobem I
una 431.36 431.49 una I
prohibicio 431.49 432.0 prohibició E
pero 432.11 432.23 però B
llavors 432.23 432.47 llavors I
trobem 432.47 432.98 trobem I
que 432.99 433.17 que I
en 433.18 433.33 en I
la 433.33 433.41 la I
practica 433.41 433.85 pràctica I
es 434.01 434.14 es I
troba 434.14 434.42 troba I
permesa 434.42 434.94 permesa E
be 435.4 435.83 bé O
necessitem 435.84 436.39 necessitem B
un 436.4 436.56 un I
procediment 436.56 437.24 procediment I
legal 437.3 437.87 legal I
que 438.0 438.12 que I
reguli 438.12 438.54 reguli I
aquesta 438.55 438.86 aquesta I
situacio 438.86 439.33 situació I
i 439.34 439.46 i I
garanteixi 439.46 440.09 garanteixi I
els 440.38 440.6 els I
drets 440.6 440.89 drets I
de 440.9 441.05 de I
totes 441.05 441.24 totes I
les 441.24 441.37 les I
parts 441.37 441.54 parts I
implicades 441.54 442.09 implicades E
he 442.5 442.67 he O
comencat 442.67 443.01 començat O
aquesta 443.01 443.23 aquesta O
intervencio 443.23 443.99 intervenció O
parlant-los 444.01 444.58 parlant-los O
de 444.59 444.72 de O
com 444.72 444.93 com O
david 444.93 445.26 david B
copperfield 445.26 445.82 copperfield I
va 446.18 446.43 va I
fer 446.43 446.62 fer I
creure 446.62 446.84 creure I
a 446.84 446.87 a I
tota 446.87 447.04 tota I
la 447.04 447.11 la I
poblacio 447.11 447.53 població I
que 447.53 447.62 que I
l'estatua 447.62 447.97 l'estàtua I
de 447.97 448.03 de I
la 448.03 448.11 la I
llibertat 448.11 448.58 llibertat I
havia 448.86 449.1 havia I
desaparegut 449.1 449.72 desaparegut E
el 450.08 450.31 el B
mateix 450.31 450.68 mateix I
succeix 450.68 451.29 succeïx I
amb 451.33 451.48 amb I
la 451.48 451.54 la I
maternitat 451.54 452.07 maternitat I
subrogada 452.28 452.94 subrogada E
amb 452.97 453.17 amb B
la 453.17 453.27 la I
prohibicio 453.27 453.86 prohibició I
actual 454.05 454.65 actual I
crea 454.9 455.17 crea I
la 455.17 455.27 la I
il*lusio 455.27 455.94 il·lusió I
de 455.95 456.12 de I
que 456.12 456.22 què I
es 456.22 456.38 és I
la 456.39 456.55 la I
solucio 456.55 457.03 solució I
a 457.03 457.07 a I
l'explotacio 457.07 457.71 l'explotació I
de 457.71 457.79 de I
la 457.79 457.95 la I
de 458.2 458.37 de I
les 458.37 458.51 les I
dones 458.51 458.74 dones I
gestants 458.74 459.19 gestants E
quan 459.3 459.53 quan O
el 459.53 459.63 el B
que 459.63 459.76 que I
vertaderament 459.76 460.61 vertaderament I
esta 460.69 460.91 està I
fent 460.91 461.2 fent I
es 461.29 461.42 és I
donar-li 461.42 461.69 donar-li I
l'esquena 461.69 462.19 l'esquena I
a 462.45 462.54 a I
la 462.54 462.64 la I
realitat 462.64 463.08 realitat E
recordin 463.73 464.44 recordin O
es 464.65 464.81 és B
necessaria 464.81 465.44 necessària I
la 465.5 465.64 la I
legalitzacio 465.64 466.16 legalització I
de 466.16 466.22 de I
la 466.22 466.3 la I
maternitat 466.3 466.77 maternitat I
subrogada 466.77 467.32 subrogada I
per 467.58 467.73 per I
tal 467.73 467.9 tal I
d'evitar 467.9 468.26 d'evitar I
la 468.26 468.33 la I
complicitat 468.33 468.88 complicitat I
del 468.88 469.0 del I
nostre 469.0 469.26 nostre I
pais 469.26 469.61 país I
en 469.82 469.97 en I
