saben 219.39 219.74 saben B
la 318.7 318.81 la I
qual 318.81 319.37 qual I
s'empra 319.49 320.08 s'empra I
un 320.08 320.2 un I
ventre 320.2 320.54 ventre I
extern 320.54 321.08 extern E
cal 322.42 322.86 cal O
tenir 323.04 323.34 tenir O
ben 323.34 323.61 ben O
clar 323.61 323.95 clar O
que 324.35 324.46 que O
la 324.46 324.55 la B
maternitat 324.55 325.37 maternitat I
sera 325.68 325.95 serà I
el 325.95 326.08 el I
centre 326.08 326.78 centre I
d'aquest 326.83 327.23 d'aquest I
debat 327.23 327.72 debat E
nosaltres 328.79 329.55 nosaltres O
som 330.05 330.25 som O
l'equip 330.25 330.53 l'equip O
de 330.53 330.61 de O
la 330.61 330.69 la O
universitat 330.69 331.18 universitat O
de 331.18 331.25 de O
barcelona 331.25 331.9 barcelona O
i 332.96 333.06 i O
defensem 333.06 333.62 defensem O
la 333.63 333.73 la O
postura 333.73 334.28 postura O
contraria 334.38 335.0 contrària O
en 335.29 335.51 en O
contra 335.51 335.96 contra O
de 335.96 336.04 de O
legalitzar 336.04 336.55 legalitzar O
la 336.55 336.63 la O
gestacio 336.63 337.04 gestació O
subrogada 337.04 337.74 subrogada O
el 337.77 337.83 el B
nostre 338.32 338.61 nostre I
equip 338.61 338.93 equip I
esta 338.93 339.14 està I
compost 339.14 339.65 compost I
per 339.66 339.88 per I
en 339.88 340.09 en I
gustau 340.1 340.55 gustau I
la 341.16 341.3 la I
irene 341.3 341.9 irene I
l'andreu 342.12 342.72 l'andreu I
i 343.02 343.12 i I
jo 343.12 343.23 jo I
mateix 343.23 343.76 mateix I
en 344.1 344.23 en I
david 344.23 344.66 david I
els 346.06 346.28 els I
donarem 346.28 346.74 donarem I
una 346.75 346.96 una I
serie 346.96 347.57 sèrie I
de 347.59 347.75 de I
raons 347.75 348.36 raons I
formulada 349.05 349.87 formulada I
en 349.98 350.23 en I
forma 350.23 350.67 forma I
de 350.68 350.83 de I
tres 350.83 351.18 tres I
arguments 351.2 352.05 arguments I
per 352.38 352.54 per I
defensar 352.54 352.91 defensar I
la 352.91 352.98 la I
postura 352.98 353.38 postura I
contraria 353.38 354.04 contrària I
el 355.34 355.48 el I
primer 355.48 355.73 primer I
argument 355.73 356.27 argument I
la 357.26 357.39 la I
gestacio 357.39 358.03 gestació I
subrogada 358.04 359.18 subrogada I
contrau 359.32 359.99 contrau I
una 360.14 360.45 una I
profunda 360.45 361.21 profunda I
incoherencia 361.22 362.12 incoherència I
moral 362.12 362.69 moral I
amb 363.26 363.48 amb I
el 363.48 363.63 el I
que 363.63 363.75 que I
entenem 363.75 364.2 entenem I
nosaltres 364.2 364.84 nosaltres I
que 364.84 364.96 que I
es 364.96 365.04 és I
la 365.04 365.13 la I
maternitat 365.13 365.96 maternitat E
la 366.78 366.9 la B
maternitat 366.9 367.74 maternitat I
es 367.84 368.2 és I
l'acte 368.38 369.08 l'acte I
segurament 369.11 369.81 segurament I
mes 369.94 370.53 més I
extrem 370.55 371.35 extrem I
d'altruisme 371.56 372.49 d'altruisme I
i 372.52 372.64 i I
generositat 372.64 373.48 generositat I
que 373.57 373.65 que I
es 373.65 373.76 es I
puguin 373.76 374.21 puguin I
imaginar 374.21 374.73 imaginar E
quants 377.38 377.63 quants B
dels 377.63 377.77 dels I
que 377.77 377.85 que I
estem 377.85 378.07 estem I
aquesta 378.07 378.37 aquesta I
sala 378.37 378.96 sala I
o 379.43 379.58 o I
encara 379.58 379.97 encara I
vivim 379.97 380.31 vivim I
amb 380.31 380.44 amb I
els 380.44 380.55 els I
nostres 380.55 380.87 nostres I
pares 380.87 381.51 pares I
o 381.82 381.98 o I
encara 381.98 382.32 encara I
en 382.32 382.4 en I
depenem 382.4 382.74 depenem I
economicament 382.74 383.72 econòmicament I
o 384.11 384.63 o I
simplement 384.64 385.55 simplement I
ens 385.92 386.11 ens I
ajuden 386.11 386.57 ajuden I
en 386.72 386.97 en I
tot 386.97 387.26 tot I
moment 387.26 387.81 moment E
sempre 387.97 388.38 sempre O
que 388.38 388.46 que O
necessitem 388.46 389.18 necessitem O
un 389.2 389.39 un O
pare 389.39 389.72 pare O
o 389.73 389.82 o O
una 389.82 389.99 una O
mare 389.99 390.35 mare O
esta 390.45 390.67 està O
alla 390.67 391.03 allà O
aixi 391.44 391.71 així B
doncs 391.71 392.11 doncs I
entenem 392.3 392.97 entenem I
profundament 393.88 394.54 profundament I
incoherent 394.54 395.2 incoherent I
que 395.22 395.32 que I
un 395.32 395.49 un I
caprici 395.49 396.36 caprici I
d'uns 396.76 397.02 d'uns I
pares 397.02 397.56 pares I
que 397.61 397.72 que I
volen 397.72 397.97 volen I
tenir 397.97 398.42 tenir I
uns 398.63 398.86 uns I
fills 398.86 399.35 fills I
pel 399.7 399.85 pel I
simple 399.85 400.21 simple I
fet 400.21 400.56 fet I
de 400.82 400.96 de I
compartir 400.96 401.5 compartir I
genetica 401.5 401.92 genètica I
amb 401.92 402.01 amb I
aquests 402.01 402.26 aquests I
fills 402.26 402.87 fills I
esta 404.41 404.66 està I
totalment 404.66 405.3 totalment I
en 406.24 406.41 en I
contraposicio 406.41 407.05 contraposició I
amb 407.05 407.14 amb I
la 407.14 407.21 la I
generositat 407.21 407.78 generositat I
que 407.78 407.86 que I
representaria 407.86 408.63 representaria I
adoptar 408.66 409.4 adoptar I
aquests 409.41 409.72 aquests I
fills 409.72 410.24 fills E
tenim 411.7 412.12 tenim B
un 412.22 412.41 un I
segon 412.41 413.08 segon I
argument 413.09 413.79 argument I
que 413.87 413.97 que I
es 413.97 414.06 és I
un 414.06 414.13 un I
argument 414.13 414.67 argument I
legal 414.86 415.49 legal E
abans 416.15 416.44 abans O
he 416.44 416.49 he O
parlat 416.49 416.92 parlat O
que 416.92 417.02 que O
nomes 417.02 417.27 només O
un 417.28 417.54 un O
dos 417.54 417.86 dos O
coma 417.86 418.09 coma O
set 418.09 418.31 set O
per 418.31 418.46 per B
cent 418.46 418.66 cent I
de 418.66 418.73 de I
les 418.73 418.86 les I
persones 418.86 419.27 persones I
d'aquesta 419.27 419.6 d'aquesta I
sala 419.6 419.92 sala I
es 419.95 420.1 es I
podria 420.1 420.52 podria I
permetre 420.52 420.97 permetre I
les 420.97 421.15 les I
costes 421.15 421.82 costes I
de 422.62 422.85 de I
la 422.85 423.12 la I
gestacio 423.13 423.57 gestació I
subrogada 423.57 424.4 subrogada I
per 424.54 424.74 per I
que 424.74 424.98 què I
legislem 424.99 425.58 legislem I
per 425.58 425.75 per I
les 425.75 425.9 les I
elits 425.9 426.46 elits I
es 426.69 426.88 és I
profundament 426.88 427.57 profundament I
anticonstitucional 427.57 428.7 anticonstitucional E
legislar 429.17 429.77 legislar O
per 429.77 429.99 per O
una 429.99 430.13 una O
minoria 430.13 430.68 minoria O
privilegiada 430.98 431.89 privilegiada O
es 432.0 432.16 és O
a 432.16 432.24 a O
dir 432.24 432.48 dir O
les 432.49 432.68 les O
elits 432.68 433.24 elits O
i 433.9 434.02 i B
en 434.02 434.17 en I
tercer 434.17 434.49 tercer I
lloc 434.49 434.96 lloc I
tenim 435.32 435.56 tenim I
un 435.56 435.66 un I
argument 435.66 436.22 argument I
que 437.57 437.67 que I
l'anomenem 437.67 438.31 l'anomenem I
de 438.96 439.21 de I
supremacisme 439.21 440.08 supremacisme I
biologic 440.08 440.71 biològic E
pot 440.97 441.13 pot O
sonar 441.13 441.38 sonar O
fort 441.38 442.05 fort O
pero 442.06 442.22 però O
es 442.22 442.29 és O
que 442.29 442.36 que O
es 442.36 442.42 és O
veritat 442.42 442.94 veritat O
a 443.25 443.39 a B
partir 443.39 443.76 partir I
del 443.76 443.9 del I
moment 443.9 444.39 moment I
en 444.99 445.2 en I
que 445.2 445.57 què I
deixem 445.58 446.26 deixem I
persones 446.34 446.93 persones I
triar 446.93 447.3 triar I
en 447.33 447.5 en I
un 447.5 447.63 un I
cataleg 447.63 448.31 catàleg I
caracteristiques 448.55 449.36 característiques I
genetiques 449.36 450.13 genètiques I
estem 450.51 450.81 estem I
anant 450.81 451.23 anant I
al 451.43 451.6 al I
caprici 451.6 452.04 caprici I
d'unes 452.04 452.3 d'unes I
persones 452.3 453.01 persones I
que 453.34 453.48 que I
modelen 453.48 454.25 modelen I
altres 454.26 454.87 altres I
geneticament 454.88 455.75 genèticament E
estem 456.19 456.44 estem B
accedint 456.44 456.93 accedint I
a 456.94 457.05 a I
una 457.05 457.23 una I
maternitat 457.23 457.97 maternitat I
a 457.97 458.02 a I
la 458.02 458.12 la I
carta 458.12 458.6 carta E
aixi 459.05 459.32 així O
doncs 459.32 459.71 doncs O
en 459.94 460.11 en O
defensa 460.11 460.63 defensa O
que 460.63 460.77 que O
la 460.77 460.84 la O
maternitat 460.84 461.64 maternitat O
es 461.82 462.12 és O
un 462.13 462.33 un O
gran 462.33 462.54 gran O
gest 462.54 462.75 gest O
d'altruisme 462.75 463.49 d'altruisme O
estem 463.65 463.95 estem O
en 463.95 464.06 en O
contra 464.06 464.4 contra O
de 464.4 464.46 de O
la 464.46 464.55 la O
gestacio 464.55 464.9 gestació B
subrogada 464.9 465.45 subrogada E
gestacio 487.09 487.87 gestació O
subrogada 488.03 488.93 subrogada O
tecnica 489.84 490.48 tècnica B
per 490.75 490.86 per I
la 490.86 490.97 la I
qual 490.97 491.52 qual I
una 491.67 491.9 una I
dona 491.9 492.49 dona I
accepta 492.81 493.33 accepta I
donar 493.33 493.57 donar I
el 493.57 493.65 el I
seu 493.65 493.85 seu I
consentiment 493.85 494.79 consentiment I
per 494.99 495.15 per I
quedar-se 495.15 495.52 quedar-se I
embarassada 495.52 496.33 embarassada I
i 496.72 496.75 i I
posteriorment 496.99 497.94 posteriorment I
parir 497.99 498.44 parir I
lliurar 499.01 499.53 lliurar I
aquest 499.54 499.81 aquest I
nado 499.81 500.21 nadó I
en 500.84 500.98 en I
una 500.98 501.15 una I
familia 501.15 501.54 família I
comitent 501.54 502.21 comitent I
o 502.53 502.56 o I
a 502.56 502.59 a I
un 502.59 502.78 un I
tercer 502.78 503.26 tercer E
aquesta 504.5 505.19 aquesta B
es 505.27 505.42 és I
la 505.42 505.49 la I
definicio 505.49 506.25 definició I
es 506.53 506.73 és I
el 506.73 506.95 el I
punt 507.06 507.52 punt I
de 507.64 507.78 de I
partida 507.78 508.35 partida E
no 509.29 509.42 no B
obstant 509.42 510.18 obstant I
d'aquest 510.24 510.63 d'aquest I
punt 510.69 510.96 punt I
se'n 510.96 511.2 se'n I
poden 511.2 511.52 poden I
derivar 511.52 512.24 derivar I
molts 512.34 512.84 molts I
models 512.84 513.15 models I
diferents 513.15 513.84 diferents E
models 514.21 514.74 models B
que 514.94 515.08 que I
poden 515.08 515.37 poden I
tenir 515.37 515.71 tenir I
una 517.27 517.49 una I
transcendencia 517.49 518.51 transcendència I
molt 519.91 520.24 molt I
important 520.24 521.03 important I
cap 521.03 521.22 cap I
a 521.22 521.27 a I
la 521.27 521.39 la I
dona 521.39 521.61 dona I
gestant 521.61 522.26 gestant I
cap 522.8 523.0 cap I
al 523.0 523.11 al I
nounat 523.11 523.63 nounat I
i 523.83 523.92 i I
cap 523.92 524.11 cap I
a 524.11 524.16 a I
la 524.16 524.26 la I
familia 524.26 524.68 família I
comitent 524.68 525.28 comitent E
des 526.7 526.9 des O
de 526.9 526.98 de O
la 526.98 527.07 la O
universitat 527.07 527.7 universitat O
de 527.7 527.79 de O
lleida 527.79 528.35 lleida O
us 529.01 529.19 us O
defensarem 529.19 530.0 defensarem O
un 530.28 530.52 un O
si 530.53 531.14 sí B
a 531.43 531.53 a I
la 531.53 531.64 la I
legalitzacio 531.64 532.52 legalització I
de 532.71 532.83 de I
la 532.83 532.92 la I
gestacio 532.92 533.51 gestació I
subrogada 533.52 534.36 subrogada E
per 535.18 535.37 per O
que 535.37 535.64 què O
es 535.65 536.22 és O
necessaria 536.24 537.48 necessària O
perque 538.44 538.73 perquè B
es 538.73 538.95 és I
necessaria 538.95 539.7 necessària I
per 541.33 541.46 per I
la 541.46 541.56 la I
reproduccio 541.56 542.46 reproducció E
perque 542.98 543.25 perquè B
es 543.25 543.45 és I
una 543.45 543.58 una I
necessitat 543.58 544.1 necessitat I
humana 544.1 544.5 humana E
perque 545.82 546.08 perquè B
les 546.08 546.28 les I
dones 546.28 546.83 dones I
puguin 546.95 547.28 puguin I
ser 547.28 547.59 ser I
lliures 547.59 548.39 lliures E
qui 549.39 549.54 qui B
som 549.54 549.73 som I
nosaltres 549.73 550.57 nosaltres I
per 550.95 551.19 per I
dir 551.19 551.68 dir I
a 551.69 551.78 a I
una 551.78 552.05 una I
dona 552.05 552.48 dona I
que 552.53 552.69 què I
fer 552.69 553.04 fer I
o 553.06 553.14 o I
deixar 553.14 553.46 deixar I
de 553.46 553.55 de I
fer 553.55 553.72 fer I
amb 553.72 553.83 amb I
el 553.83 553.89 el I
seu 553.89 554.06 seu I
propi 554.06 554.35 propi I
cos 554.35 554.81 cos E
perque 555.93 556.14 perquè B
aquelles 556.14 556.48 aquelles I
persones 556.48 556.99 persones I
que 556.99 557.12 que I
fisicament 557.12 557.75 físicament I
no 557.75 557.85 no I
puguin 557.85 558.17 puguin I
tenir 558.17 558.44 tenir I
fills 558.44 558.86 fills I
puguin 559.44 559.9 puguin E
aixo 560.81 561.09 això B
no 561.09 561.21 no I
vol 561.21 561.41 vol I
dir 561.41 561.75 dir I
que 562.36 562.96 que I
puguem 563.04 563.35 puguem I
ignorar 563.35 564.18 ignorar I
que 564.19 564.31 que I
podrien 564.31 564.9 podrien I
adoptar 564.91 565.72 adoptar E
perque 566.29 566.53 perquè B
la 566.53 566.63 la I
questio 566.63 567.31 qüestió I
rau 567.35 567.96 rau I
en 567.98 568.15 en I
que 568.15 568.24 què I
el 568.24 568.32 el I
fonament 568.32 569.06 fonament I
de 569.38 569.47 de I
l'adopcio 569.47 570.19 l'adopció I
no 570.22 570.39 no I
es 570.39 570.49 és I
el 570.49 570.6 el I
mateix 570.6 571.15 mateix I
que 571.16 571.23 que I
el 571.23 571.3 el I
de 571.3 571.39 de I
la 571.39 571.49 la I
gestacio 571.49 572.12 gestació E
ja 573.96 574.13 ja O
sabem 574.13 574.55 sabem O
el 574.69 574.84 el B
perque 574.84 575.3 perquè I
de 575.55 575.64 de I
legalitzar-la 575.64 576.43 legalitzar-la I
ara 576.74 577.13 ara I
us 577.4 577.56 us I
direm 577.56 577.93 direm I
el 578.07 578.29 el I
com 578.4 579.27 com E
i 580.12 580.28 i B
sera 580.28 580.76 serà I
evitant 580.78 581.39 evitant I
tota 581.54 581.94 tota I
la 581.94 582.05 la I
problematica 582.05 582.89 problemàtica I
actual 582.89 583.43 actual I
dels 583.43 583.63 dels I
models 583.63 584.06 models I
ja 584.14 584.32 ja I
existents 584.32 585.25 existents E
un 586.17 586.37 un B
si 586.37 586.75 sí I
a 586.94 587.05 a I
la 587.05 587.17 la I
legalitzacio 587.17 588.18 legalització I
de 588.24 588.32 de I
la 588.32 588.41 la I
gestacio 588.41 589.05 gestació I
subrogada 589.05 589.85 subrogada I
raonable 590.13 590.9 raonable E
un 591.83 592.03 un B
si 592.03 592.36 sí I
sostenible 592.55 593.53 sostenible I
eticament 593.69 594.46 èticament E
un 595.45 595.68 un B
si 595.68 596.05 sí I
altruista 596.23 597.24 altruista I
protector 597.33 598.19 protector I
i 598.25 598.39 i I
garant 598.39 598.96 garant I
amb 599.15 599.47 amb I
totes 599.5 599.93 totes I
les 599.93 600.18 les I
parts 600.19 600.7 parts I
involucrades 600.73 601.7 involucrades E
qui 602.53 602.68 qui B
son 602.68 603.03 són I
aquestes 603.03 603.56 aquestes I
parts 603.58 604.11 parts E
les 604.78 604.96 les B
families 604.96 605.35 famílies I
comitents 605.35 606.08 comitents I
families 607.04 607.77 famílies I
monoparentals 608.01 608.91 monoparentals I
d'homes 609.47 609.97 d'homes I
i 610.71 611.09 i I
parelles 611.12 611.67 parelles I
gais 611.72 612.08 gais I
parelles 613.0 613.5 parelles I
de 613.51 613.63 de I
lesbianes 613.63 614.45 lesbianes I
i 614.54 614.61 i I
heterosexuals 614.61 615.65 heterosexuals I
o 616.47 616.69 o I
monoparentals 616.69 617.65 monoparentals I
de 617.68 617.85 de I
dones 617.85 618.44 dones I
en 618.8 618.93 en I
les 618.93 619.12 les I
quals 619.12 619.46 quals I
aquestes 619.49 620.33 aquestes I
no 620.43 620.56 no I
puguin 620.56 620.86 puguin I
gestar 620.86 621.41 gestar I
amb 621.87 622.05 amb I
el 622.05 622.11 el I
seu 622.11 622.31 seu I
propi 622.31 622.65 propi I
uter 622.65 623.0 úter I
que 623.52 623.65 que I
no 623.65 623.76 no I
vol 623.76 623.95 vol I
dir 623.95 624.29 dir I
que 624.53 624.62 que I
els 624.62 624.71 els I
seus 624.71 625.01 seus I
ovuls 625.01 625.52 òvuls I
no 625.58 625.7 no I
siguin 625.7 626.0 siguin I
viables 626.0 626.69 viables E
paral*lelament 630.47 631.31 paral·lelament B
a 631.32 631.43 a I
la 631.43 631.54 la I
donacio 631.54 632.02 donació I
d'organs 632.02 632.59 d'òrgans I
in 632.73 633.58 in I
vivo 633.74 634.28 vivo I
tambe 635.33 635.62 també I
hi 635.62 635.68 hi I
ha 635.68 635.82 ha I
dones 635.86 636.24 dones I
que 636.27 636.43 que I
volen 636.43 636.73 volen I
cedir 636.73 637.22 cedir I
el 637.37 637.48 el I
seu 637.48 637.77 seu I
ventre 637.77 638.31 ventre I
de 638.35 638.48 de I
manera 638.48 639.02 manera I
voluntaria 639.31 640.0 voluntària I
i 640.14 640.22 i I
altruista 640.22 640.94 altruista E
i 641.8 641.9 i B
per 641.9 642.12 per I
ultim 642.12 642.62 últim I
els 642.73 642.94 els I
menors 642.94 643.54 menors I
gestats 643.65 644.25 gestats I
a 644.27 644.4 a I
l'estranger 644.4 645.02 l'estranger E
donarem 645.6 646.19 donarem B
resposta 646.32 647.21 resposta I
a 647.23 647.37 a I
que 647.37 647.63 què I
passa 647.65 648.09 passa I
si 648.09 648.41 si I
es 648.54 648.74 es I
salten 648.74 649.2 salten I
el 649.2 649.28 el I
nostre 649.28 649.64 nostre I
model 649.64 650.0 model E
desincentivem 652.53 654.5 desincentivem B
la 654.65 654.81 la I
gestacio 654.81 655.32 gestació I
a 655.32 655.35 a I
l'estranger 655.35 656.02 l'estranger E
afrontarem 656.76 657.55 afrontarem O
el 657.56 657.69 el O
problema 657.69 658.27 problema O
si 658.27 658.44 si O
es 658.44 658.54 es O
dona 658.54 658.89 dóna O
aquest 658.9 659.21 aquest B
fet 659.21 659.6 fet I
jo 660.76 660.86 jo I
soc 660.86 661.04 sóc I
ikhram 661.04 661.36 ikhram I
bohus 661.36 661.86 bohus I
i 661.91 661.98 i I
avui 661.98 662.2 avui I
juntament 662.2 662.62 juntament I
amb 662.62 662.73 amb I
el 662.73 662.79 el I
meu 662.79 662.94 meu I
equip 662.94 663.3 equip I
venim 663.49 663.76 venim I
a 663.76 663.81 a I
defensar 663.81 664.32 defensar I
la 664.32 664.42 la I
posicio 664.42 665.0 posició I
a 665.03 665.15 a I
favor 665.15 665.53 favor I
de 665.56 665.68 de I
la 665.68 665.78 la I
legalitzacio 665.78 666.29 legalització I
de 666.29 666.36 de I
la 666.36 666.45 la I
gestacio 666.45 666.79 gestació I
subrogada 666.8 667.35 subrogada I
aquest 669.1 669.56 aquest I
es 669.85 670.22 és I
el 670.29 670.43 el I
nostre 670.43 670.78 nostre I
model 670.78 671.13 model I
altruista 671.16 672.2 altruista I
sense 672.21 672.57 sense I
retribucio 672.57 673.27 retribució E
que 673.27 673.44 que B
no 673.44 673.56 no I
vol 673.56 673.8 vol I
dir 673.8 674.03 dir I
sense 674.1 674.36 sense I
compensacio 674.36 675.01 compensació I
economica 675.01 675.5 econòmica I
per 675.5 675.67 per I
la 675.67 675.8 la I
dona 675.8 676.17 dona E
perque 677.82 678.49 perquè B
sabem 678.52 679.01 sabem I
que 679.02 679.13 que I
l'embaras 679.13 679.67 l'embaràs I
es 679.68 679.85 és I
un 679.85 679.96 un I
proces 679.96 680.39 procés I
molt 680.49 681.43 molt I
dificil 681.44 682.07 difícil E
pero 683.15 683.33 però B
es 683.33 683.43 és I
que 683.43 683.56 que I
la 683.56 683.68 la I
dona 683.68 684.09 dona I
ha 684.32 684.44 ha I
de 684.44 684.54 de I
ser 684.54 684.76 ser I
lliure 684.76 685.26 lliure I
d'elegir 685.44 686.02 d'elegir I
que 686.17 686.28 què I
ha 686.28 686.34 ha I
de 686.34 686.45 de I
fer 686.52 686.79 fer I
amb 687.2 687.36 amb I
el 687.36 687.43 el I
seu 687.43 687.62 seu I
propi 687.62 687.92 propi I
cos 687.92 688.31 cos E
i 688.55 688.66 i B
com 688.66 688.87 com I
molt 688.87 689.01 molt I
be 689.01 689.1 bé I
va 689.1 689.25 va I
dir 689.25 689.46 dir I
l'activista 689.65 690.21 l'activista I
estatunidenca 690.21 690.96 estatunidenca I
margaret 690.96 691.45 margaret I
sanger 691.45 691.9 sanger I
les 692.41 692.61 les I
dones 692.61 692.97 dones I
no 693.04 693.34 no I
podem 693.34 693.73 podem I
ser 693.73 693.93 ser I
lliures 693.93 694.33 lliures I
sense 694.33 694.75 sense I
tenir 694.75 695.09 tenir I
el 695.09 695.15 el I
control 695.15 695.61 control I
sobre 695.61 695.81 sobre I
el 695.81 695.87 el I
nostre 695.87 696.21 nostre I
propi 696.21 696.61 propi I
cos 696.61 696.98 cos E
una 698.18 698.58 una O
gestacio 698.67 699.31 gestació O
subrogada 699.31 700.11 subrogada O
altruista 701.81 702.59 altruista O
com 702.59 702.73 com O
he 702.73 702.81 he O
dit 702.81 702.98 dit O
abans 702.98 703.42 abans O
protectora 703.44 704.3 protectora O
que 705.22 705.31 que O
amb 705.31 705.43 amb B
el 705.43 705.51 el I
nostre 705.51 706.03 nostre I
model 706.1 706.79 model I
evitarem 706.95 707.77 evitarem I
que 708.14 708.27 que I
se 708.27 708.39 se I
puguin 708.39 708.67 puguin I
produir 708.67 709.06 produir I
problematiques 709.06 709.85 problemàtiques I
aplicant 709.86 710.51 aplicant I
el 710.68 710.81 el I
sistema 710.81 711.32 sistema I
de 711.32 711.42 de I
la 711.42 711.56 la I
donacio 711.56 712.16 donació I
d'organs 712.16 712.69 d'òrgans I
i 712.7 712.83 i I
de 712.83 712.94 de I
