bon 37.96 38.17 bon O
quedar-se 182.44 182.76 quedar-se I
embarassada 182.76 183.53 embarassada I
posteriorment 184.15 185.07 posteriorment I
parir 185.55 185.94 parir I
i 186.43 186.52 i I
lliurar 186.52 187.05 lliurar I
aquest 187.07 187.35 aquest I
nado 187.35 187.84 nadó I
amb 188.09 188.28 amb I
un 188.28 188.38 un I
tercer 188.38 188.79 tercer I
o 188.8 188.9 o I
amb 188.9 189.02 amb I
una 189.02 189.18 una I
familia 189.18 189.69 família E
aquesta 190.97 191.61 aquesta O
es 191.75 191.97 és O
la 192.19 192.33 la O
definicio 192.33 193.04 definició O
es 193.74 193.96 és O
el 194.23 194.43 el O
punt 194.43 194.9 punt O
de 195.01 195.14 de O
partida 195.14 195.76 partida O
del 197.69 197.89 del O
qual 197.89 198.51 qual O
se'n 198.71 198.91 se'n B
poden 198.91 199.2 poden I
derivar 199.2 199.7 derivar I
molts 199.79 200.16 molts I
models 200.16 200.48 models I
diferents 200.48 201.17 diferents E
no 202.18 202.34 no O
obstant 202.34 202.88 obstant O
se'n 204.45 204.68 se'n B
poden 204.68 204.94 poden I
derivar 204.94 205.43 derivar I
tants 205.44 205.67 tants I
models 205.67 205.96 models I
diferents 205.96 206.52 diferents I
que 206.58 206.94 que I
pot 207.4 207.58 pot I
implicar 207.58 208.11 implicar I
una 208.12 208.35 una I
transcendencia 208.35 209.33 transcendència I
molt 209.99 210.24 molt I
important 210.24 210.86 important I
cap 211.09 211.31 cap I
a 211.31 211.38 a I
la 211.38 211.51 la I
dona 211.51 211.74 dona I
gestant 211.74 212.36 gestant I
cap 212.73 212.93 cap I
al 212.93 213.06 al I
nounat 213.06 213.57 nounat I
i 213.84 213.91 i I
cap 213.91 214.1 cap I
a 214.1 214.16 a I
la 214.16 214.26 la I
familia 214.26 214.68 família I
comite 214.68 215.17 comité E
perque 224.89 225.41 perquè O
es 225.42 225.5 és B
necessaria 225.74 226.5 necessària I
realment 226.67 227.2 realment I
ho 227.25 227.32 ho I
creiem 227.32 227.89 creiem I
us 228.57 228.65 us I
direm 228.65 229.07 direm I
les 229.19 229.39 les I
raons 229.39 229.89 raons I
es 231.05 231.2 és I
necessaria 231.2 232.06 necessària I
per 232.29 232.41 per I
la 232.41 232.58 la I
per 232.93 233.06 per I
la 233.06 233.17 la I
reproduccio 233.17 233.8 reproducció I
humana 233.8 234.32 humana E
es 234.98 235.13 és B
necessaria 235.13 235.93 necessària I
perque 236.04 236.31 perquè I
les 236.31 236.5 les I
dones 236.5 236.88 dones I
puguem 237.05 237.4 puguem I
ser 237.42 237.61 ser I
lliures 237.61 238.08 lliures I
de 238.08 238.19 de I
decidir 238.19 238.79 decidir I
que 238.8 238.95 què I
fer 238.95 239.22 fer I
o 239.23 239.33 o I
deixar 239.33 239.6 deixar I
de 239.6 239.7 de I
fer 239.7 239.95 fer I
amb 239.96 240.12 amb I
el 240.12 240.19 el I
nostre 240.19 240.47 nostre I
propi 240.47 240.73 propi I
cos 240.73 241.05 cos E
i 242.18 242.29 i O
es 242.29 242.43 és B
necessaria 242.43 243.18 necessària I
perque 243.25 243.46 perquè I
aquelles 243.46 243.85 aquelles I
persones 243.91 244.47 persones I
que 244.47 244.59 que I
fisicament 244.59 245.24 físicament I
no 245.25 245.47 no I
puguin 245.47 245.87 puguin I
tenir 245.87 246.14 tenir I
fills 246.14 246.56 fills I
puguin 247.11 247.54 puguin E
aixo 248.75 249.03 això O
no 249.03 249.13 no O
vol 249.13 249.32 vol O
dir 249.32 249.64 dir O
ignorar 249.84 250.7 ignorar B
que 251.03 251.22 que I
realment 251.22 251.68 realment I
aquestes 251.69 252.04 aquestes I
persones 252.04 252.44 persones I
podrien 252.44 252.88 podrien I
adoptar 252.88 253.82 adoptar E
la 254.16 254.31 la B
questio 254.31 254.96 qüestió I
rau 255.07 255.6 rau I
en 255.83 256.22 en I
el 256.31 256.45 el I
fonament 256.45 257.1 fonament I
de 257.19 257.29 de I
l'adopcio 257.29 258.05 l'adopció E
que 258.76 259.06 que O
no 259.07 259.25 no B
es 259.25 259.41 és I
el 259.41 259.52 el I
mateix 259.52 260.17 mateix I
el 260.56 260.71 el I
fonament 260.71 261.33 fonament I
de 261.38 261.45 de I
la 261.45 261.54 la I
gestacio 261.54 262.04 gestació I
subrogada 262.05 262.79 subrogada E
ara 264.34 264.72 ara O
ja 264.85 264.95 ja O
sabem 264.95 265.24 sabem O
el 265.24 265.35 el O
perque 265.35 265.81 perquè O
ens 267.07 267.25 ens O
centrarem 267.26 267.85 centrarem O
en 267.94 268.07 en O
el 268.07 268.22 el O
com 268.23 268.56 com O
i 270.42 270.51 i O
ho 270.51 270.57 ho O
farem 270.57 270.97 farem O
evitant 271.05 271.74 evitant O
tota 271.87 272.14 tota O
la 272.14 272.24 la O
problematica 272.24 272.94 problemàtica O
actual 272.94 273.55 actual O
que 273.6 273.71 que O
poden 273.71 274.02 poden O
comportar 274.02 274.59 comportar O
aquests 274.6 275.05 aquests O
models 275.05 275.44 models O
alternatius 275.46 276.15 alternatius O
per 278.7 278.85 per O
que 278.85 278.96 què O
volem 278.96 279.35 volem O
un 279.39 279.57 un O
si 279.57 279.92 sí B
a 280.08 280.18 a I
la 280.18 280.27 la I
legalitzacio 280.27 281.03 legalització I
de 281.04 281.13 de I
la 281.13 281.25 la I
gestacio 281.25 281.71 gestació I
subrogada 281.71 282.38 subrogada I
raonable 282.4 283.36 raonable E
un 283.91 284.1 un O
si 284.1 284.45 sí O
sostenible 284.55 285.41 sostenible B
eticament 285.48 286.21 èticament E
pero 287.49 287.65 però O
tambe 287.65 288.02 també O
un 288.03 288.19 un O
si 288.19 288.55 sí O
altruista 288.68 289.43 altruista B
protector 289.43 290.1 protector I
i 290.12 290.22 i I
garant 290.22 290.6 garant I
amb 290.61 290.81 amb I
totes 290.81 291.11 totes I
les 291.11 291.29 les I
parts 291.29 291.57 parts I
involucrades 291.62 292.5 involucrades E
quines 293.62 293.91 quines O
son 293.91 294.18 són O
aquestes 294.18 294.61 aquestes O
parts 294.61 295.1 parts O
en 296.07 296.21 en O
primer 296.21 296.52 primer O
lloc 296.52 296.83 lloc O
la 297.31 297.43 la B
familia 297.43 297.83 família I
comite 297.83 298.27 comité E
families 300.67 301.37 famílies B
monoparentals 301.39 302.2 monoparentals I
d'home 302.2 302.66 d'home E
o 302.96 303.11 o O
tambe 303.11 303.58 també O
parelles 303.88 304.38 parelles B
gais 304.54 304.82 gais E
parelles 306.12 306.7 parelles B
de 306.75 306.88 de I
lesbianes 306.88 307.73 lesbianes E
i 308.29 308.37 i O
heterosexuals 308.37 309.35 heterosexuals B
o 309.61 309.71 o O
monoparentals 309.71 310.58 monoparentals B
de 310.59 310.75 de I
dones 310.75 311.17 dones E
que 311.33 311.64 que B
no 312.34 312.5 no I
puguin 312.5 313.07 puguin I
gestar 313.18 313.77 gestar I
amb 313.79 313.93 amb I
el 313.93 314.0 el I
seu 314.0 314.19 seu I
propi 314.19 314.54 propi I
uter 314.54 314.91 úter E
que 315.0 315.12 que O
no 315.12 315.23 no B
vol 315.23 315.44 vol I
dir 315.44 315.72 dir I
que 315.89 316.18 que I
els 316.21 316.36 els I
seus 316.36 316.59 seus I
ovuls 316.59 317.02 òvuls I
no 317.02 317.16 no I
siguin 317.16 317.58 siguin I
viables 317.58 318.16 viables E
en 319.81 319.97 en O
segon 319.97 320.24 segon O
lloc 320.24 320.6 lloc O
la 320.64 320.81 la O
dona 320.81 321.05 dona O
gestant 321.05 321.54 gestant O
paral*lelament 323.16 323.8 paral·lelament B
a 323.8 323.85 a I
la 323.85 323.97 la I
donacio 323.97 324.43 donació I
d'organs 324.43 324.83 d'òrgans I
in 324.83 324.98 in I
vivo 324.98 325.41 vivo I
tambe 326.25 326.51 també I
hi 326.51 326.55 hi I
han 326.55 326.73 han I
dones 326.74 327.11 dones I
que 327.25 327.49 que I
poden 327.58 328.0 poden I
gestar 328.19 328.78 gestar I
altruistament 329.54 330.45 altruistament I
voluntariament 330.72 331.57 voluntàriament E
i 332.87 333.31 i O
es 333.36 333.56 es B
menors 333.56 334.01 menors I
gestat 334.06 334.54 gestat I
a 334.54 334.61 a I
l'estranger 334.61 335.21 l'estranger E
donarem 335.53 335.88 donarem O
resposta 335.88 336.72 resposta O
a 336.73 336.84 a O
que 336.84 336.98 què O
passa 336.98 337.33 passa O
si 337.33 337.46 si O
es 337.46 337.54 es O
salten 337.54 337.86 salten O
el 337.86 337.98 el B
nostre 337.98 338.28 nostre I
model 338.28 338.63 model I
jo 339.59 339.71 jo I
soc 339.71 339.88 sóc I
la 339.88 339.96 la I
icram 339.96 340.2 icram I
bucuix 340.2 340.55 bucuix I
estudiant 340.55 341.06 estudiant I
de 341.06 341.14 de I
dret 341.14 341.41 dret I
a 341.42 341.49 a I
la 341.49 341.56 la I
universitat 341.56 342.08 universitat I
de 342.08 342.16 de I
lleida 342.16 342.61 lleida I
i 342.77 342.84 i I
avui 342.84 343.14 avui I
m'acompanyen 343.14 343.74 m'acompanyen I
els 343.74 343.88 els I
meus 343.88 344.06 meus I
companys 344.06 344.63 companys I
per 344.64 344.77 per I
venir 344.77 345.0 venir I
a 345.0 345.03 a I
defensar 345.03 345.46 defensar I
aquesta 345.47 345.84 aquesta I
posicio 345.84 346.31 posició I
a 346.32 346.45 a I
favor 346.45 346.82 favor I
de 346.83 346.91 de I
la 346.91 347.13 la I
de 347.16 347.32 de I
legalitzar 347.32 347.81 legalitzar I
la 347.81 347.89 la I
gestacio 347.89 348.29 gestació I
subrogada 348.29 348.95 subrogada I
aquest 349.86 350.26 aquest I
es 350.3 350.47 és I
el 350.47 350.58 el I
nostre 350.58 350.88 nostre I
model 350.88 351.17 model I
altruista 351.2 352.15 altruista I
sense 352.5 352.79 sense I
retribucions 352.79 353.59 retribucions E
pero 353.91 354.05 però O
som 354.05 354.21 som O
conscients 354.21 354.75 conscients O
que 354.76 354.91 que O
l'embaras 354.91 355.3 l'embaràs B
es 355.3 355.41 és I
un 355.41 355.53 un I
dels 355.53 355.69 dels I
processos 355.69 356.34 processos I
mes 356.66 356.92 més I
complicats 356.92 357.8 complicats E
per 357.89 358.07 per O
tant 358.07 358.38 tant O
la 358.39 358.56 la B
dona 358.56 358.81 dona I
podra 358.81 359.11 podrà I
rebre 359.11 359.56 rebre I
una 359.57 359.79 una I
compensacio 359.79 360.61 compensació I
pels 360.83 361.06 pels I
danys 361.06 361.37 danys I
soferts 361.37 361.99 soferts E
i 363.85 363.95 i O
com 363.95 364.13 com O
molt 364.13 364.27 molt O
be 364.27 364.39 bé O
va 364.39 364.51 va B
dir 364.51 364.67 dir I
l'activista 364.67 365.16 l'activista I
estatunidenca 365.16 365.87 estatunidenca I
margaret 365.87 366.31 margaret I
sanger 366.32 366.79 sanger I
dones 367.1 367.63 dones I
que 367.9 368.18 que I
no 368.4 368.54 no I
podem 368.54 368.81 podem I
ser 368.81 369.01 ser I
lliures 369.01 369.53 lliures I
sense 369.66 369.92 sense I
el 369.92 369.99 el I
control 369.99 370.56 control I
del 370.74 370.86 del I
nostre 370.86 371.24 nostre I
propi 371.36 371.71 propi I
cos 371.72 372.11 cos E
una 373.74 373.96 una B
gestacio 373.96 374.4 gestació I
subrogada 374.69 375.26 subrogada I
incontrolada 375.26 376.36 incontrolada I
o 376.4 376.5 o I
prohibida 376.5 376.96 prohibida I
de 376.96 377.06 de I
forma 377.06 377.32 forma I
ineficac 377.32 378.0 ineficaç I
implica 378.22 378.63 implica I
deixar 378.63 378.91 deixar I
la 378.91 378.99 la I
capsa 378.99 379.3 capsa I
de 379.3 379.4 de I
pandora 379.4 379.82 pandora I
cap 379.82 379.99 cap I
a 379.99 380.06 a I
l'esclavitud 380.06 380.89 l'esclavitud I
cap 381.5 381.74 cap I
a 381.74 381.93 a I
els 381.99 382.26 els I
nens 382.26 382.47 nens I
a 382.47 382.54 a I
la 382.54 382.66 la I
carta 382.66 383.16 carta I
cap 383.16 383.36 cap I
a 383.36 383.42 a I
que 383.42 383.54 que I
les 383.54 383.72 les I
dones 383.72 383.97 dones I
utilitzin 383.97 384.39 utilitzin I
aquesta 384.39 384.79 aquesta I
eina 384.79 385.28 eina I
per 385.5 385.8 per I
a 385.81 386.05 a I
tenir 386.05 386.36 tenir I
una 387.93 388.99 una I
via 389.05 389.37 via I
economica 389.37 390.14 econòmica E
pero 390.69 390.84 però B
realment 390.84 391.37 realment I
nosaltres 392.14 392.62 nosaltres I
ho 392.62 392.66 ho I
evitem 392.66 393.0 evitem I
amb 393.0 393.13 amb I
el 393.13 393.2 el I
nostre 393.2 393.48 nostre I
model 393.48 393.85 model E
perque 394.27 394.48 perquè O
apliquem 394.48 394.94 apliquem B
garanties 394.95 395.66 garanties E
perque 395.96 396.18 perquè O
es 396.18 396.26 és O
un 396.26 396.36 un B
model 396.36 396.66 model I
altruista 396.67 397.23 altruista I
i 397.23 397.28 i I
protector 397.28 397.88 protector E
des 398.97 399.11 des O
de 399.11 399.18 de O
la 399.18 399.26 la O
universitat 399.26 399.72 universitat O
de 399.72 399.81 de O
lleida 399.81 400.28 lleida O
votem 400.62 401.19 votem O
per 401.32 401.5 per O
una 401.5 401.81 una O
legalitzacio 401.9 402.78 legalització O
de 402.97 403.04 de O
la 403.04 403.12 la O
gestacio 403.12 403.6 gestació O
subrogada 403.61 404.3 subrogada O
protectora 404.42 405.14 protectora O
perque 405.97 406.18 perquè O
ens 406.18 406.31 ens O
importen 406.31 406.99 importen O
els 407.13 407.29 els O
involucrats 407.29 407.92 involucrats O
ens 407.93 408.13 ens O
importa 408.13 408.6 importa O
la 408.6 408.73 la O
dona 408.73 408.95 dona O
gestant 408.95 409.33 gestant O
ens 409.34 409.55 ens O
importa 409.55 409.98 importa O
el 409.98 410.07 el O
menor 410.07 410.46 menor O
ens 410.68 410.86 ens O
importa 410.87 411.39 importa O
la 411.39 411.5 la O
familia 411.5 411.88 família O
comitent 411.88 412.51 comitent O
i 413.45 413.56 i O
lluitem 413.56 414.12 lluitem O
perque 414.27 414.75 perquè O
aquests 414.88 415.35 aquests O
tinguin 415.36 415.61 tinguin O
els 415.61 415.71 els O
seus 415.71 415.92 seus O
drets 415.92 416.34 drets O
moltes 416.52 416.8 moltes O
gracies 416.8 417.32 gràcies O
*** 416.8 417.32 *** O
els 429.9 430.14 els O
presents 430.14 430.64 presents O
milions 431.48 432.11 milions O
one 432.84 433.04 one B
milion 433.05 433.55 milion I
es 433.64 434.04 és I
un 434.15 434.31 un I
famos 434.31 434.8 famós I
anunci 434.85 435.31 anunci I
de 435.31 435.41 de I
perfum 435.41 435.91 perfum I
al 436.37 436.54 al I
qual 436.54 436.98 qual I
promet 437.05 437.45 promet I
els 437.45 437.65 els I
homes 437.65 438.17 homes I
que 438.35 438.51 que I
mitjancant 438.72 439.62 mitjançant I
un 439.78 439.98 un I
sol 439.98 440.21 sol I
espetec 440.21 440.65 espetec I
de 440.65 440.75 de I
dits 440.75 441.14 dits I
podran 441.39 441.78 podran I
tenir 441.78 442.39 tenir I
diners 443.16 443.52 diners I
fortuna 445.2 445.85 fortuna I
cotxes 447.26 448.01 cotxes I
dones 449.42 450.07 dones I
nues 451.45 452.02 nues E
avui 453.04 453.33 avui O
nosaltres 453.33 454.04 nosaltres O
estem 454.23 454.57 estem O
aqui 454.57 454.99 aquí O
per 455.33 455.47 per O
impedir 455.47 456.08 impedir B
que 456.09 456.19 que I
es 456.19 456.32 es I
legalitzi 456.32 456.98 legalitzi I
una 457.07 457.29 una I
practica 457.29 457.84 pràctica I
que 458.15 458.27 que I
permet 458.27 458.75 permet I
que 458.85 458.96 que I
mitjancant 458.96 459.67 mitjançant I
un 459.83 459.99 un I
nou 459.99 460.17 nou I
espetec 460.17 460.62 espetec I
de 460.62 460.71 de I
dits 460.71 461.06 dits I
es 461.15 461.3 es I
pugui 461.3 461.52 pugui I
aconseguir 461.52 462.18 aconseguir I
un 463.54 463.7 un I
nado 463.7 463.97 nadó E
bon 464.9 465.16 bon O
dia 465.16 465.47 dia O
l'equip 465.71 466.05 l'equip O
format 466.05 466.51 format O
per 466.51 466.77 per O
gorka 466.82 467.18 gorka O
samaniego 467.18 467.71 samaniego O
l'anna 467.82 468.13 l'anna O
vila 468.13 468.54 vilà O
i 468.77 468.89 i O
jo 468.89 469.09 jo O
la 469.2 469.32 la B
neus 469.32 469.52 neus I
galubardes 469.52 470.14 galubardes I
estem 470.46 470.98 estem I
en 470.99 471.18 en I
contra 471.18 471.6 contra I
de 471.61 471.76 de I
la 471.76 471.86 la I
legalitzacio 471.86 472.65 legalització I
de 472.66 472.78 de I
la 472.78 472.87 la I
gestacio 472.87 473.3 gestació I
subrogada 473.3 473.86 subrogada I
primer 474.75 475.02 primer I
de 475.02 475.12 de I
tot 475.12 475.43 tot I
cal 475.63 476.01 cal I
preguntar-nos 476.12 477.06 preguntar-nos I
i 477.13 477.22 i I
entendre 477.22 477.81 entendre I
que 478.28 478.49 què I
es 478.5 478.79 és I
la 478.96 479.08 la I
gestacio 479.08 479.5 gestació I
subrogada 479.5 480.09 subrogada I
la 480.79 480.89 la I
gestacio 480.89 481.3 gestació I
subrogada 481.3 482.02 subrogada I
es 482.08 482.28 és I
un 482.28 482.51 un I
metode 482.52 483.04 mètode I
de 483.1 483.23 de I
reproduccio 483.23 483.81 reproducció I
assistida 483.81 484.37 assistida I
mitjancant 484.41 484.94 mitjançant I
el 484.94 485.03 el I
qual 485.03 485.39 qual I
una 485.42 485.65 una I
dona 485.65 485.96 dona I
gesta 486.35 486.83 gesta I
un 487.18 487.32 un I
embaras 487.32 488.0 embaràs I
i 488.4 488.51 i I
dona 488.51 488.73 dóna I
llum 488.73 489.19 llum I
a 489.22 489.3 a I
un 489.3 489.49 un I
nado 489.49 489.82 nadó I
que 490.11 490.25 que I
despres 490.25 490.8 després I
ha 490.89 491.03 ha I
d'entregar 491.08 491.52 d'entregar I
a 491.94 492.02 a I
uns 492.02 492.17 uns I
altres 492.17 492.44 altres I
progenitors 492.44 493.25 progenitors E
aixi 493.83 494.1 així O
doncs 494.1 494.49 doncs O
nosaltres 494.5 495.16 nosaltres O
davant 495.21 495.52 davant O
de 495.52 495.6 de O
la 495.6 495.7 la O
pregunta 495.7 496.36 pregunta O
s'hauria 496.72 497.2 s'hauria O
de 497.2 497.26 de O
legalitzar 497.26 497.95 legalitzar O
la 497.96 498.07 la O
gestacio 498.07 498.49 gestació O
subrogada 498.49 499.05 subrogada O
diguem 499.47 499.75 diguem O
clarament 499.75 500.36 clarament O
que 500.55 500.67 que O
no 500.67 500.86 no O
que 501.47 501.56 que O
ens 501.56 501.81 ens B
oposem 501.81 502.4 oposem I
a 502.52 502.64 a I
que 502.64 502.76 que I
passi 502.76 503.06 passi I
a 503.06 503.11 a I
ser 503.11 503.39 ser I
una 503.45 503.67 una I
practica 503.67 504.17 pràctica I
permesa 504.29 504.69 permesa I
per 504.69 504.84 per I
la 504.84 504.95 la I
llei 504.95 505.28 llei E
i 505.77 505.89 i O
ho 505.89 505.93 ho O
fem 505.93 506.21 fem O
per 506.52 506.67 per O
tres 506.67 506.89 tres B
motius 506.89 507.19 motius I
principals 507.19 507.92 principals E
en 508.49 508.62 en O
primer 508.62 508.85 primer O
lloc 508.85 509.11 lloc O
per 509.49 509.64 per O
un 509.64 509.73 un B
motiu 509.73 510.13 motiu I
de 510.26 510.4 de I
salut 510.4 510.76 salut E
el 511.77 511.93 el O
fet 511.93 512.2 fet O
de 512.21 512.4 de O
separar 512.42 513.01 separar B
de 513.03 513.17 de I
manera 513.17 513.63 manera I
drastica 513.85 514.55 dràstica I
la 514.9 515.11 la I
unio 515.11 515.47 unió I
que 515.47 515.61 que I
hi 515.61 515.7 hi I
ha 515.7 515.75 ha I
hagut 515.75 516.11 hagut I
durant 516.12 516.47 durant I
nou 516.47 516.71 nou I
mesos 516.71 517.1 mesos I
entre 517.41 517.72 entre I
la 517.72 517.83 la I
mare 517.83 518.15 mare I
i 518.5 518.62 i I
un 518.62 518.77 un I
fill 518.77 519.42 fill I
pot 519.5 519.72 pot I
comportar 519.72 520.3 comportar I
unes 520.32 520.58 unes I
consequencies 520.58 521.51 conseqüències I
tant 521.56 521.9 tant I
fisiques 521.99 522.59 físiques I
com 522.89 523.08 com I
psiquiques 523.08 523.7 psíquiques I
per 523.94 524.08 per I
