ara 15.31 15.56 ara O
aixi 187.98 188.19 així I
com 188.19 188.38 com I
a 188.38 188.49 a I
l'equip 188.49 188.81 l'equip I
contrari 188.82 189.43 contrari I
i 190.23 190.46 i I
als 190.8 190.98 als I
membres 190.98 191.25 membres I
del 191.25 191.36 del I
jurat 191.36 191.71 jurat I
on 193.62 193.81 on I
ens 193.81 193.91 ens I
trobem 193.91 194.4 trobem I
o 194.6 195.14 o I
millor 195.15 195.5 millor I
dit 195.5 195.86 dit I
quin 196.57 196.76 quin I
sistema 196.76 197.19 sistema I
de 197.19 197.28 de I
govern 197.28 197.61 govern I
ens 197.61 197.75 ens I
regeix 197.75 198.21 regeix E
estem 199.09 199.61 estem B
en 199.75 199.93 en I
un 199.93 200.02 un I
estat 200.02 200.36 estat I
democratic 200.36 201.05 democràtic I
que 201.82 201.96 que I
s'ha 201.96 202.09 s'ha I
construit 202.09 202.65 construït I
a 203.13 203.26 a I
traves 203.26 203.63 través I
de 203.63 203.71 de I
la 203.71 203.81 la I
continua 203.81 204.28 contínua I
lluita 204.28 204.8 lluita I
a 205.09 205.2 a I
traves 205.2 205.52 través I
de 205.52 205.61 de I
molts 205.61 205.9 molts I
anys 205.9 206.27 anys I
per 206.86 206.99 per I
aconseguir 206.99 207.65 aconseguir I
drets 207.75 208.23 drets I
i 208.28 208.37 i I
llibertats 208.37 209.05 llibertats E
en 211.89 212.04 en B
primer 212.04 212.29 primer I
lloc 212.29 212.66 lloc I
m'agradaria 212.67 213.09 m'agradaria I
fer 213.09 213.4 fer I
un 213.41 213.58 un I
recorregut 213.58 214.27 recorregut I
una 214.46 214.65 una I
mica 214.65 214.86 mica I
historic 214.86 215.27 històric I
una 215.92 216.15 una I
d'aquestes 216.15 216.58 d'aquestes I
fites 216.58 216.96 fites I
que 216.96 217.04 que I
hem 217.04 217.11 hem I
aconseguit 217.11 217.67 aconseguit I
amb 217.68 217.87 amb I
lluita 217.87 218.23 lluita E
la 218.64 218.81 la B
despenalitzacio 219.47 220.46 despenalització I
de 220.47 220.6 de I
l'avortament 220.6 221.17 l'avortament E
al 222.05 222.2 al B
segle 222.2 222.46 segle I
denou 222.46 222.79 dènou I
l'avortament 223.28 223.96 l'avortament I
estava 224.02 224.37 estava I
completament 224.37 224.85 completament I
prohibit 224.85 225.22 prohibit E
a 225.83 225.93 a O
mes 225.93 226.32 més B
es 227.82 228.17 es I
condemnaven 228.17 228.72 condemnaven I
a 228.72 228.81 a I
penes 228.81 229.1 penes I
de 229.1 229.19 de I
preso 229.19 229.64 presó I
a 230.07 230.17 a I
les 230.17 230.33 les I
dones 230.33 230.55 dones I
que 230.55 230.64 que I
ho 230.64 230.68 ho I
practicaven 230.68 231.3 practicaven I
aixi 231.3 231.54 així I
tambe 231.54 231.8 també I
com 231.8 231.95 com I
els 231.95 232.12 els I
metges 232.12 232.57 metges E
mes 233.31 233.5 més O
tard 233.5 233.91 tard O
durant 233.99 234.25 durant B
la 234.25 234.33 la I
republica 234.33 235.02 república I
es 235.72 235.89 es I
va 235.89 236.01 va I
portar 236.01 236.34 portar I
un 236.34 236.41 un I
proces 236.41 236.74 procés I
per 236.74 236.85 per I
aconseguir 236.85 237.38 aconseguir I
una 237.86 238.14 una I
lluita 238.14 238.43 lluita I
per 238.43 238.55 per I
aquestes 238.55 238.92 aquestes I
llibertats 238.92 239.59 llibertats E
i 240.28 240.43 i B
es 240.43 240.55 és I
per 240.55 240.67 per I
aixo 240.67 240.94 això I
que 240.94 241.1 que I
l'avortament 241.11 241.91 l'avortament I
es 241.91 242.0 es I
va 242.0 242.11 va I
despenalitzar 242.11 242.77 despenalitzar E
quan 243.5 243.78 quan O
estava 243.78 244.21 estava O
federica 244.21 244.63 federica O
montseny 244.63 245.26 montseny O
i 245.66 245.96 i O
largo 245.96 246.22 largo O
caballero 246.22 246.69 caballero O
en 246.7 246.92 en O
el 246.92 247.02 el O
govern 247.02 247.31 govern O
despres 248.55 248.84 després B
durant 248.84 249.04 durant I
la 249.04 249.13 la I
dictadura 249.13 249.57 dictadura I
tot 249.57 249.73 tot I
va 249.73 249.83 va I
decaure 249.83 250.19 decaure I
de 250.19 250.26 de I
nou 250.26 250.53 nou I
i 251.43 251.55 i I
es 251.55 251.75 es I
van 251.75 251.94 van I
quedar 251.94 252.19 quedar I
sotmesos 252.19 252.82 sotmesos I
al 252.84 252.96 al I
dictador 252.96 253.42 dictador I
i 253.42 253.46 i I
les 253.5 253.69 les I
dones 253.69 254.04 dones I
tambe 254.04 254.34 també I
als 254.34 254.51 als I
homens 254.51 254.94 hòmens E
despres 255.69 256.12 després B
vam 256.12 256.27 vam I
iniciar 256.27 256.69 iniciar I
un 256.69 256.76 un I
proces 256.76 257.08 procés I
de 257.08 257.14 de I
transicio 257.14 257.79 transició I
per 258.51 258.66 per I
aconseguir 258.66 259.15 aconseguir I
la 259.15 259.53 la I
lluita 259.57 260.16 lluita I
de 260.26 260.44 de I
la 260.45 260.55 la I
despenalitzacio 260.55 261.17 despenalització I
de 261.17 261.23 de I
l'avortament 261.23 261.83 l'avortament E
malgrat 262.59 262.97 malgrat B
que 262.97 263.06 que I
la 263.06 263.14 la I
lluita 263.14 263.37 lluita I
encara 263.37 263.6 encara I
continua 263.6 264.13 continua I
per 264.13 264.27 per I
alliberar-nos 264.27 265.03 alliberar-nos I
d'aquestos 265.09 265.66 d'aquestos I
tres 265.99 266.18 tres I
suposits 266.18 266.68 supòsits I
que 266.68 266.78 que I
encara 266.78 267.07 encara I
estan 267.07 267.31 estàn E
per 269.72 269.88 per B
tant 269.88 270.22 tant I
estem 270.48 270.8 estem I
en 270.8 270.91 en I
un 270.91 270.97 un I
estat 270.97 271.24 estat I
democratic 271.24 271.83 democràtic E
un 272.31 272.48 un B
estat 272.48 272.95 estat I
on 273.59 274.01 on I
tenim 274.04 274.49 tenim I
llibertat 274.99 275.61 llibertat I
i 275.75 275.93 i I
tambe 275.93 276.23 també I
llibertat 276.23 276.62 llibertat I
del 276.62 276.73 del I
cos 276.73 277.04 cos E
es 277.05 277.18 és B
per 277.18 277.32 per I
aixo 277.32 277.55 això I
pel 277.55 277.71 pel I
que 277.71 277.93 que I
hem 277.95 278.12 hem I
de 278.12 278.23 de I
lluitar 278.23 278.63 lluitar E
i 278.72 278.79 i B
es 278.79 278.94 és I
el 278.94 279.07 el I
que 279.07 279.56 que I
ens 279.57 279.74 ens I
ha 279.74 279.81 ha I
de 279.81 279.92 de I
garantir 279.92 280.37 garantir I
aquest 280.37 280.64 aquest I
estat 280.64 280.91 estat I
democratic 280.91 281.58 democràtic E
la 282.55 282.7 la B
gestacio 282.7 283.18 gestació I
subrogada 283.22 283.9 subrogada I
es 284.46 284.63 és I
un 284.63 284.77 un I
fet 284.77 285.05 fet I
es 285.25 285.41 és I
una 285.41 285.59 una I
realitat 285.59 286.03 realitat I
i 286.58 286.67 i I
la 286.67 286.79 la I
seua 286.79 287.05 seua I
prohibicio 287.05 287.75 prohibició I
coarta 288.08 288.59 coarta I
la 288.66 288.76 la I
meua 288.76 289.03 meua I
generositat 289.03 289.76 generositat I
i 289.78 289.88 i I
la 289.88 289.97 la I
meua 289.97 290.18 meua I
llibertat 290.18 290.64 llibertat E
qui 294.27 294.41 qui B
m'ha 294.41 294.54 m'ha I
de 294.54 294.63 de I
dir 294.63 294.79 dir I
a 294.79 294.84 a I
mi 294.84 295.1 mi I
que 295.43 295.55 què I
puc 295.55 295.72 puc I
fer 295.72 295.89 fer I
amb 295.89 296.03 amb I
el 296.03 296.11 el I
meu 296.11 296.23 meu I
cos 296.23 296.67 cos E
qui 296.91 297.05 qui B
m'ha 297.05 297.16 m'ha I
de 297.16 297.23 de I
dir 297.23 297.37 dir I
a 297.37 297.44 a I
mi 297.44 297.72 mi I
si 298.06 298.23 si I
puc 298.23 298.42 puc I
gestar 298.43 299.09 gestar I
o 299.11 299.21 o I
no 299.21 299.34 no I
gestar 299.34 299.81 gestar I
i 300.11 300.18 i I
si 300.18 300.33 si I
puc 300.33 300.54 puc I
gestar 300.54 300.87 gestar I
per 300.87 301.01 per I
altres 301.01 301.63 altres E
la 303.62 304.02 la B
gestacio 304.19 304.58 gestació I
subrogada 304.58 305.2 subrogada I
es 305.65 305.84 és I
un 305.84 305.96 un I
acte 305.96 306.21 acte I
de 306.21 306.3 de I
solidaritat 306.3 306.97 solidaritat E
i 307.9 307.98 i B
com 307.98 308.17 com I
a 308.17 308.23 a I
acte 308.23 308.43 acte I
de 308.43 308.5 de I
solidaritat 308.5 309.24 solidaritat I
nomes 309.56 309.84 només I
cap 309.84 310.16 cap I
que 310.25 310.37 que I
siga 310.37 310.7 siga I
generosa 310.7 311.34 generosa I
altruista 311.75 312.53 altruista I
i 313.33 313.42 i I
gratuita 313.42 313.96 gratuïta E
fora 315.04 315.35 fóra B
d'aquelles 315.35 316.03 d'aquelles I
empreses 316.31 316.92 empreses I
que 316.92 317.06 que I
se'n 317.06 317.24 se'n I
lucren 317.24 317.76 lucren I
d'aquest 317.78 318.16 d'aquest I
acte 318.16 318.39 acte I
de 318.39 318.49 de I
bondat 318.49 318.86 bondat I
i 319.63 319.74 i I
de 319.74 319.85 de I
tota 319.85 320.08 tota I
eixa 320.08 320.3 eixa I
explotacio 320.3 320.83 explotació I
que 320.83 320.93 que I
hi 320.93 321.02 hi I
ha 321.02 321.07 ha I
a 321.07 321.13 a I
la 321.13 321.22 la I
situacio 321.22 321.63 situació I
actual 321.63 322.01 actual E
ja 324.91 325.06 ja B
n'hi 325.06 325.16 n'hi I
ha 325.16 325.23 ha I
prou 325.23 325.72 prou I
de 325.8 325.93 de I
paternalisme= 325.93 326.71 paternalisme= I
que 327.3 327.44 que I
decideixen 327.44 327.97 decideixen I
per 327.97 328.1 per I
nosaltres 328.1 328.75 nosaltres E
nosaltres 329.55 330.15 nosaltres O
les 330.15 330.31 les B
dones 330.31 330.79 dones I
tambe 330.88 331.14 també I
tenim 331.14 331.49 tenim I
opinio 331.5 331.96 opinió I
tambe 331.96 332.24 també I
tenim 332.24 332.52 tenim I
decisio 332.52 333.08 decisió I
tambe 333.12 333.39 també I
tenim 333.39 333.8 tenim I
veu 334.72 335.11 veu I
i 335.7 335.81 i I
tambe 335.81 336.32 també I
es 336.44 336.6 és I
valida 336.6 337.06 vàlida E
per 339.47 339.68 per O
ultim 339.68 340.09 últim O
cal 341.02 341.26 cal O
dir 341.26 341.4 dir O
tambe 341.4 341.73 també O
que 341.73 341.87 que O
la 341.87 342.01 la B
gestacio 342.02 342.48 gestació I
subrogada 342.48 343.16 subrogada I
la 343.45 343.59 la I
seua 343.59 343.81 seua I
legalitzacio 343.81 344.7 legalització I
obre 345.7 345.96 obre I
la 345.96 346.05 la I
possibilitat 346.05 346.87 possibilitat E
no 347.34 347.47 no B
vol 347.47 347.63 vol I
dir 347.63 347.8 dir I
aixo 347.8 348.28 això I
que 348.29 348.41 que I
s'obliga 348.41 348.75 s'obliga I
a 348.75 348.78 a I
ningu 348.78 349.1 ningú E
per 349.1 349.26 per O
suposat 349.26 349.8 suposat O
de 350.29 350.61 de B
d'igual 350.62 350.93 d'igual I
forma 350.93 351.31 forma I
que 351.31 351.63 que I
amb 352.02 352.19 amb I
la 352.19 352.31 la I
despenalitzacio 352.31 353.01 despenalització I
de 353.01 353.07 de I
l'avortament 353.07 353.6 l'avortament I
simplement 354.04 354.53 simplement I
s'obri 354.53 354.78 s'obri I
la 354.78 354.88 la I
possibilitat 354.88 355.59 possibilitat I
que 355.96 356.05 que I
aquella 356.05 356.31 aquella I
persona 356.31 356.75 persona I
que 356.75 356.94 que I
ho 356.94 357.0 ho I
vulga 357.0 357.43 vulga I
de 357.44 357.57 de I
manera 357.57 357.85 manera I
lliure 357.85 358.38 lliure I
responsable 358.61 359.43 responsable I
decidida 359.44 360.06 decidida I
ho 360.4 360.53 ho I
puga 360.53 360.81 puga I
fer 360.82 361.08 fer E
perque 361.09 361.3 perquè B
en 361.3 361.38 en I
la 361.38 361.46 la I
situacio 361.46 361.82 situació I
actual 361.82 362.3 actual I
no 362.77 362.89 no I
es 362.89 362.99 es I
pot 362.99 363.16 pot I
fer 363.16 363.36 fer E
per 364.45 364.6 per O
tant 364.6 364.91 tant O
l'equip 365.29 365.6 l'equip O
de 365.6 365.68 de O
la 365.68 365.74 la O
universitat 365.74 366.13 universitat O
d'alacant 366.13 366.58 d'alacant O
defendrem 366.95 367.47 defendrem O
la 367.47 367.58 la O
legalitzacio 367.58 368.23 legalització O
de 368.23 368.3 de O
la 368.3 368.41 la O
gestacio 368.41 368.82 gestació O
subrogada 368.82 369.52 subrogada O
per 369.79 369.91 per O
aquestos 369.91 370.28 aquestos O
tres 370.28 370.45 tres O
arguments 370.45 371.02 arguments O
en 371.91 372.06 en O
primer 372.06 372.31 primer O
lloc 372.31 372.75 lloc O
perque 373.25 373.81 perquè O
volem 373.86 374.26 volem O
defensar 374.54 374.99 defensar B
la 374.99 375.08 la I
gestacio 375.08 375.45 gestació I
subrogada 375.45 376.06 subrogada E
perque 376.53 376.81 perquè B
significa 376.81 377.37 significa I
defensar 377.37 377.84 defensar I
la 377.84 377.93 la I
llibertat 377.93 378.39 llibertat I
de 378.39 378.46 de I
les 378.46 378.62 les I
dones 378.62 379.04 dones I
per 379.33 379.5 per I
decidir 379.5 380.02 decidir I
si 380.04 380.23 si I
gestar 380.23 380.76 gestar I
o 380.82 380.9 o I
no 380.9 381.01 no I
gestar 381.01 381.39 gestar E
en 382.32 382.45 en O
segon 382.45 382.74 segon O
lloc 382.74 383.12 lloc O
perque 383.2 383.46 perquè B
pretenem 383.46 383.84 pretenem I
acabar 383.84 384.22 acabar I
amb 384.22 384.34 amb I
la 384.34 384.44 la I
situacio 384.44 384.86 situació I
actual 384.86 385.26 actual I
d'explotacio 385.6 386.51 d'explotació I
i 386.82 386.91 i I
de 386.91 387.0 de I
lucre 387.0 387.39 lucre E
d'explotacio 387.74 388.27 d'explotació B
de 388.27 388.34 de I
les 388.34 388.49 les I
dones 388.49 388.88 dones I
i 389.17 389.28 i I
de 389.28 389.38 de I
lucre 389.38 389.69 lucre I
de 389.69 389.75 de I
les 389.75 389.84 les I
empreses 389.84 390.21 empreses I
intermediaries 390.21 391.01 intermediàries E
i 391.94 392.04 i B
per 392.04 392.21 per I
ultim 392.21 392.63 últim I
perque 393.2 393.46 perquè I
permetra 393.46 393.92 permetrà I
crear 393.92 394.21 crear I
un 394.21 394.31 un I
sistema 394.31 394.92 sistema I
que 395.25 395.37 que I
permeta 395.37 395.75 permeta I
la 395.75 395.86 la I
solidaritat 395.86 396.5 solidaritat E
es 397.94 398.09 és O
per 398.09 398.22 per O
tot 398.22 398.35 tot O
aixo 398.35 398.84 això O
que 399.33 399.42 que O
estem 399.42 399.68 estem O
aci 399.68 399.88 ací O
avui 399.88 400.14 avui O
per 400.14 400.32 per O
a 400.32 400.37 a O
dir 400.37 400.57 dir O
si 400.79 401.16 sí O
a 401.18 401.28 a O
la 401.28 401.39 la O
gestacio 401.39 401.79 gestació O
subrogada 401.79 402.42 subrogada O
si 402.69 403.02 sí O
a 403.05 403.18 a O
donar 403.18 403.43 donar O
un 403.43 403.53 un O
pas 403.53 403.74 pas O
mes 403.74 403.89 més O
endavant 403.89 404.32 endavant O
i 405.98 406.07 i O
aixo 406.07 406.32 això O
ho 406.32 406.37 ho O
defendrem 406.37 406.95 defendrem O
a 407.64 407.77 a O
continuacio 407.77 408.29 continuació O
en 408.29 408.38 en O
la 408.38 408.47 la O
nostra 408.47 408.71 nostra O
exposicio 408.71 409.1 exposició O
dels 409.1 409.22 dels O
arguments 409.22 409.79 arguments O
imaginem 440.08 440.88 imaginem B
per 440.91 441.08 per I
un 441.08 441.18 un I
segon 441.18 441.56 segon I
que 441.7 441.82 que I
vivim 441.82 442.12 vivim I
en 442.29 442.46 en I
un 442.46 442.63 un I
mon 442.63 442.95 món I
on 443.06 443.29 on I
s'ha 444.63 444.71 s'ha I
legalitzat 444.71 445.41 legalitzat I
la 445.53 445.67 la I
gestacio 445.67 446.11 gestació I
subrogada 446.15 446.71 subrogada I
s'ha 447.33 447.44 s'ha I
per 447.44 447.63 per I
tant 447.63 447.95 tant I
legitimat 447.96 448.66 legitimat I
la 448.81 448.93 la I
mercantilitzacio 448.93 449.95 mercantilització I
de 450.0 450.13 de I
la 450.13 450.23 la I
vida 450.23 450.53 vida I
d'un 450.64 450.82 d'un I
nado 450.82 451.07 nadó I
una 452.04 452.23 una I
familia 452.23 452.8 família I
o 452.91 453.01 o I
un 453.01 453.13 un I
pare 453.13 453.34 pare I
solter 453.34 453.78 solter I
va 454.16 454.5 va I
en 454.51 454.66 en I
una 454.66 454.84 una I
consulta 454.84 455.4 consulta I
i 455.69 455.76 i I
els 455.76 455.9 els I
hi 455.9 455.95 hi I
entreguen 455.95 456.35 entreguen I
una 456.5 456.69 una I
carta 456.69 456.97 carta I
com 456.97 457.12 com I
aquesta 457.12 457.58 aquesta I
per 458.38 458.54 per I
que 458.54 458.75 què I
perque 458.78 459.03 perquè I
el 459.03 459.14 el I
pare 459.14 459.46 pare I
pugui 459.77 460.04 pugui I
escollir 460.04 460.77 escollir I
quin 460.8 461.0 quin I
nado 461.0 461.23 nadò I
voldra 461.23 461.63 voldrà I
per 462.44 462.57 per I
exemple 462.57 463.01 exemple I
podriem 463.14 463.54 podríem I
tenir 463.55 463.95 tenir I
un 464.21 464.41 un I
fill 464.41 464.83 fill I
amb 464.86 465.01 amb I
el 465.01 465.11 el I
cabell 465.11 465.38 cabell I
ros 465.38 465.62 ros I
i 465.95 466.04 i I
els 466.04 466.21 els I
ulls 466.21 466.36 ulls I
blaus 466.36 466.82 blaus I
i 467.28 467.35 i I
aixo 467.35 467.58 això I
li 467.58 467.69 li I
costaria 467.69 468.26 costaria I
dos 468.49 468.66 dos I
cents 468.66 468.87 cents I
mil 468.87 469.04 mil I
euros 469.04 469.49 euros I
per 470.15 470.28 per I
altra 470.28 470.51 altra I
banda 470.51 470.81 banda I
podria 470.81 471.15 podria I
ser 471.15 471.34 ser I
que 471.34 471.4 que I
aquesta 471.4 471.71 aquesta I
familia 471.71 472.11 família I
volgues 472.11 472.55 volgués I
un 472.88 473.04 un I
nen 473.04 473.31 nen I
amb 473.37 473.55 amb I
el 473.55 473.65 el I
cabell 473.65 473.89 cabell I
castany 473.89 474.33 castany I
i 474.4 474.48 i I
els 474.48 474.64 els I
ulls 474.64 474.8 ulls I
marrons 474.8 475.28 marrons I
per 475.53 475.68 per I
un 475.68 475.78 un I
preu 475.78 476.06 preu I
de 476.24 476.38 de I
cent 476.38 476.57 cent I
cinquanta 476.57 476.94 cinquanta I
mil 476.94 477.13 mil I
euros 477.13 477.5 euros I
o 478.08 478.21 o I
potser 478.21 478.71 potser I
voldria 478.79 479.42 voldria I
un 479.45 479.65 un I
nen 479.65 479.84 nen I
diferent 479.84 480.29 diferent I
i 480.33 480.43 i I
el 480.43 480.56 el I
voldria 480.56 480.93 voldria I
pel-roig 480.93 481.42 pèl-roig I
li 481.67 481.75 li I
costaria 481.75 482.28 costaria I
dos-cents 482.58 482.94 dos-cents I
mil 483.0 483.25 mil I
euros 483.25 483.73 euros E
aquesta 484.58 484.96 aquesta B
situacio 484.96 485.58 situació I
que 485.61 485.69 que I
avui 485.69 485.93 avui I
potser 485.93 486.24 potser I
ens 486.24 486.34 ens I
sembla 486.34 486.7 sembla I
una 486.71 486.97 una I
situacio 486.99 487.49 situació I
molt 487.77 488.08 molt I
surrealista 488.08 488.93 surrealista I
es 489.43 489.6 és I
una 489.72 489.97 una I
situacio 489.97 490.54 situació I
real 490.76 491.17 real I
en 491.31 491.53 en I
molts 491.53 491.82 molts I
dels 491.82 492.0 dels I
paisos 492.0 492.43 països I
on 492.49 492.67 on I
s'ha 492.67 492.84 s'ha I
legalitzat 492.84 493.43 legalitzat I
la 493.49 493.62 la I
gestacio 493.62 494.0 gestació I
subrogada 494.0 494.59 subrogada E
bona 495.32 495.59 bona O
tarda 495.59 495.97 tarda O
avui 496.27 496.65 avui O
l'equip 496.66 497.0 l'equip O
en 497.0 497.12 en O
contra 497.12 497.49 contra O
format 497.49 497.97 format O
per 497.97 498.14 per O
l'anna 498.29 498.54 l'anna O
vila 498.54 498.89 vila O
en 498.92 499.06 en O
