benvinguts 56.21 56.84 benvinguts O
jo 322.46 322.57 jo I
soc 322.57 322.73 sóc I
la 322.73 322.83 la I
belen 322.83 323.27 belén I
i 323.28 323.39 i I
juntament 323.39 323.8 juntament I
amb 323.8 323.89 amb I
els 323.89 324.0 els I
meus 324.0 324.18 meus I
companys 324.18 324.79 companys I
la 324.94 325.1 la I
sara 325.1 325.59 sara I
la 325.63 325.8 la I
dan 325.8 326.11 dan I
l'omar 326.17 326.6 l'omar I
i 326.71 326.77 i I
en 326.77 326.88 en I
josep 326.88 327.24 josep I
formem 327.4 327.78 formem I
l'equip 327.78 328.15 l'equip I
de 328.15 328.25 de I
la 328.25 328.34 la I
universitat 328.34 328.87 universitat I
de 328.87 328.95 de I
girona 328.95 329.4 girona I
avui 330.24 330.49 avui I
som 330.49 330.68 som I
aqui 330.68 330.98 aquí I
per 330.98 331.18 per I
defensar 331.18 331.61 defensar I
la 331.61 331.7 la I
postura 331.7 332.25 postura I
en 332.28 332.47 en I
contra 332.47 332.96 contra I
no 333.28 333.53 no I
s'ha 333.53 333.81 s'ha I
de 333.81 333.93 de I
legalitzar 333.93 334.56 legalitzar I
la 334.57 334.69 la I
gestacio 334.69 335.12 gestació I
subrogada 335.12 335.81 subrogada I
abans 336.51 336.79 abans I
de 336.79 336.89 de I
res 336.89 337.19 res I
permetin-me 337.26 337.9 permetin-me I
que 337.91 338.06 que I
faci 338.06 338.5 faci I
un 338.55 338.7 un I
parell 338.7 338.92 parell I
de 338.92 339.02 de I
definicions 339.02 339.69 definicions I
per 339.69 339.99 per I
contextualitzar 340.57 341.57 contextualitzar I
el 341.65 341.78 el I
nostre 341.78 342.1 nostre I
debat 342.1 342.52 debat I
en 343.06 343.22 en I
primer 343.22 343.46 primer I
lloc 343.46 343.74 lloc I
la 343.83 343.96 la I
gestacio 343.96 344.37 gestació I
subrogada 344.37 344.97 subrogada I
i 345.42 345.58 i I
es 345.58 345.76 és I
que 345.76 345.95 que I
d'acord 345.95 346.43 d'acord I
amb 346.48 346.67 amb I
l'observatori 346.67 347.35 l'observatori I
de 347.35 347.45 de I
bioetica 347.45 347.98 bioètica I
i 347.98 348.06 i I
dret 348.06 348.34 dret I
de 348.34 348.44 de I
la 348.44 348.51 la I
universitat 348.51 349.13 universitat I
de 349.13 349.21 de I
barcelona 349.21 349.86 barcelona I
la 350.13 350.24 la I
gestacio 350.24 350.66 gestació I
subrogada 350.66 351.31 subrogada I
es 351.32 351.48 és I
aquell 351.48 351.77 aquell I
proces 351.88 352.45 procés I
que 352.51 352.66 que I
permet 352.86 353.39 permet I
que 353.65 353.79 que I
una 353.79 354.05 una I
parella 354.05 354.47 parella I
o 354.48 354.59 o I
una 354.59 354.8 una I
persona 354.8 355.17 persona I
soltera 355.17 355.7 soltera I
puguin 355.96 356.35 puguin I
accedir 356.38 356.95 accedir I
a 357.07 357.21 a I
tenir 357.21 357.54 tenir I
un 357.74 357.91 un I
fill 357.91 358.31 fill I
a 358.44 358.57 a I
traves 358.57 358.88 través I
de 358.88 358.99 de I
la 358.99 359.17 la I
col*laboracio 359.21 360.22 col·laboració I
d'una 360.24 360.57 d'una I
dona 360.57 360.97 dona I
i 361.65 361.82 i I
aquesta 361.82 362.28 aquesta I
dona 362.28 362.57 dona I
es 362.63 362.85 és I
compromet 363.01 363.87 compromet I
a 364.3 364.62 a I
sotmetre's 364.75 365.45 sotmetre's I
a 365.45 365.53 a I
una 365.53 365.65 una I
serie 365.65 365.88 sèrie I
de 365.88 366.01 de I
tecniques 366.01 366.56 tècniques I
de 366.56 366.65 de I
reproduccio 366.65 367.32 reproducció I
assistida 367.32 367.87 assistida I
amb 367.87 368.03 amb I
la 368.03 368.1 la I
finalitat 368.1 368.61 finalitat I
de 368.61 368.71 de I
tenir 368.71 368.95 tenir I
un 368.95 369.02 un I
fill 369.02 369.28 fill I
i 369.29 369.37 i I
despres 369.37 369.71 després I
entregar-lo 369.71 370.26 entregar-lo I
a 370.26 370.29 a I
aquests 370.55 370.91 aquests I
pares 370.91 371.22 pares I
comitents 371.22 371.78 comitents I
ja 372.11 372.26 ja I
sigui 372.26 372.54 sigui I
de 372.54 372.63 de I
forma 372.63 372.89 forma I
comercial 372.89 373.38 comercial I
o 373.39 373.51 o I
de 373.51 373.61 de I
forma 373.61 373.88 forma I
altruista 373.88 374.46 altruista E
i 375.14 375.22 i B
en 375.22 375.33 en I
segon 375.33 375.61 segon I
lloc 375.61 375.86 lloc I
nosaltres 375.88 376.41 nosaltres I
definim 376.41 376.9 definim I
com 376.93 377.12 com I
a 377.12 377.21 a I
legalitzar 377.21 377.87 legalitzar I
fer 378.34 378.7 fer I
que 378.74 378.86 que I
una 378.86 379.08 una I
cosa 379.08 379.48 cosa I
tingui 379.51 379.91 tingui I
caracter 379.99 380.43 caràcter I
legal 380.43 380.76 legal E
i 380.77 380.85 i O
en 380.85 380.95 en O
aquest 380.95 381.23 aquest O
cas 381.23 381.47 cas O
estem 381.47 381.74 estem O
parlant 381.74 382.14 parlant O
de 382.14 382.21 de O
la 382.21 382.31 la B
gestacio 382.31 382.74 gestació I
subrogada 382.74 383.22 subrogada I
aquesta 383.22 383.53 aquesta I
practica 383.53 384.13 pràctica I
nosaltres 384.82 385.42 nosaltres I
creiem 385.43 385.9 creiem I
i 385.91 385.97 i I
aixi 385.97 386.19 així I
els 386.19 386.31 els I
hi 386.31 386.39 hi I
demostrarem 386.39 387.07 demostrarem I
al 387.08 387.22 al I
llarg 387.22 387.47 llarg I
del 387.47 387.61 del I
debat 387.61 388.05 debat I
que 388.15 388.26 que I
la 388.26 388.35 la I
gestacio 388.35 388.78 gestació I
subrogada 388.78 389.38 subrogada I
no 389.39 389.68 no I
s'ha 389.68 390.06 s'ha I
de 390.07 390.19 de I
legalitzar 390.19 390.84 legalitzar E
per 391.51 391.69 per B
una 391.69 391.85 una I
banda 391.85 392.36 banda I
perque 392.48 392.91 perquè I
no 392.91 393.21 no I
es 393.21 393.42 és I
una 393.42 393.59 una I
practica 393.59 394.05 pràctica I
desitjable 394.05 394.76 desitjable I
en 394.76 394.85 en I
el 394.85 394.95 el I
si 394.95 395.09 si I
de 395.09 395.2 de I
la 395.2 395.29 la I
nostra 395.29 395.59 nostra I
societat 395.59 396.37 societat E
perque 396.67 396.97 perquè B
la 396.97 397.06 la I
nostra 397.06 397.3 nostra I
societat 397.3 397.8 societat I
hi 397.8 397.9 hi I
ha 397.9 397.97 ha I
una 397.99 398.18 una I
serie 398.18 398.53 sèrie I
de 398.53 398.62 de I
linies 398.62 399.16 línies I
vermelles 399.16 399.92 vermelles I
que 400.16 400.29 que I
no 400.29 400.48 no I
s'han 400.48 400.76 s'han I
de 400.76 400.83 de I
sobrepassar 400.83 401.54 sobrepassar I
i 401.68 401.78 i I
la 401.78 401.87 la I
gestacio 401.87 402.29 gestació I
subrogada 402.29 402.98 subrogada I
les 403.0 403.21 les I
sobrepassa 403.21 403.89 sobrepassa I
flagrantment 403.95 404.86 flagrantment E
linia 405.64 405.98 línia B
vermella 405.98 406.6 vermella I
etica 406.69 407.21 ètica I
la 407.61 407.79 la I
gestacio 407.79 408.24 gestació I
subrogada 408.24 409.0 subrogada I
cosifica 409.11 409.89 cosificà I
a 410.02 410.15 a I
la 410.15 410.27 la I
dona 410.27 410.7 dona I
i 410.9 411.04 i I
desprotegeix 411.04 412.04 desprotegeix I
el 412.16 412.31 el I
menor 412.31 412.71 menor E
linia 413.76 414.09 línia B
vermella 414.09 414.65 vermella I
social 414.71 415.38 social I
la 415.8 415.94 la I
gestacio 415.94 416.38 gestació I
subrogada 416.38 417.05 subrogada I
consagrara 417.06 417.82 consagrarà I
i 417.94 418.32 i I
consolidara 418.4 419.32 consolidarà I
al 419.38 419.66 al I
patriarcat 419.67 420.4 patriarcat E
i 421.68 421.78 i B
linia 421.78 422.06 línia I
vermella 422.06 422.54 vermella I
economica 422.56 423.3 econòmica I
perque 423.69 424.0 perquè I
aquesta 424.0 424.36 aquesta I
dinamica 424.36 424.81 dinàmica I
de 424.81 424.9 de I
la 424.9 424.99 la I
gestacio 424.99 425.4 gestació I
subrogada 425.4 425.99 subrogada I
inclou 426.02 426.66 inclou I
dins 426.67 426.92 dins I
de 426.92 427.03 de I
la 427.03 427.15 la I
dinamica 427.15 427.75 dinàmica I
comercial 427.78 428.51 comercial I
causes 428.89 429.3 causes I
tan 429.3 429.51 tan I
inherents 429.51 429.98 inherents I
i 429.98 430.05 i I
tan 430.05 430.25 tan I
humanes 430.25 430.67 humanes I
com 430.67 430.86 com I
es 430.86 430.98 és I
el 430.98 431.09 el I
fet 431.09 431.39 fet I
de 431.46 431.63 de I
tenir 431.63 431.86 tenir I
un 431.86 431.95 un I
fill 431.95 432.34 fill E
a 433.2 433.32 a O
mes 433.32 433.48 més O
a 433.48 433.55 a O
mes 433.55 433.77 més O
els 433.77 433.93 els O
hi 433.93 434.0 hi O
demostrarem 434.0 434.75 demostrarem O
perque 434.81 435.31 perquè O
no 435.34 435.68 no B
es 435.68 436.04 és I
necessaria 436.09 436.74 necessària I
la 436.74 436.83 la I
gestacio 436.83 437.27 gestació I
subrogada 437.27 437.84 subrogada I
en 437.85 437.94 en I
el 437.94 438.03 el I
nostre 438.03 438.32 nostre I
context 438.32 438.81 context E
perque 439.08 439.36 perquè B
existeixen 439.36 440.1 existeixen I
alternatives 440.16 441.08 alternatives I
que 441.42 441.57 que I
donaran 441.57 442.16 donaran I
aquestes 442.17 442.58 aquestes I
persones 442.58 442.95 persones I
que 442.95 443.06 que I
tenen 443.06 443.28 tenen I
la 443.28 443.37 la I
necessitat 443.37 443.83 necessitat I
de 443.83 443.91 de I
tenir 444.82 445.19 tenir I
fills 445.19 445.54 fills I
aquest 447.03 448.33 aquest I
objectiu 448.34 448.88 objectiu E
si 449.72 449.9 si O
recorden 449.9 450.6 recorden O
exordi 450.78 451.2 exordi O
que 451.2 451.29 que O
els 451.29 451.41 els B
he 451.41 451.47 he I
presentat 451.47 451.94 presentat I
a 451.94 452.0 a I
la 452.0 452.06 la I
introduccio 452.06 452.8 introducció I
els 453.1 453.32 els I
mesos 453.32 453.76 mesos I
zero 453.84 454.25 zero I
tres 454.48 454.9 tres I
i 454.93 455.04 i I
sis 455.04 455.39 sis I
era 455.52 455.7 era I
un 455.7 455.81 un I
cas 455.81 456.0 cas I
hipotetic 456.0 456.53 hipotètic E
que 456.53 456.61 que O
nosaltres 456.61 456.97 nosaltres O
hem 456.97 457.06 hem O
passat 457.06 457.36 passat O
com 457.36 457.5 com O
es 457.5 457.62 es O
podia 457.62 457.92 podia O
sentir 457.92 458.31 sentir O
la 458.31 458.4 la O
dona 458.4 458.61 dona O
gestant 458.61 459.09 gestant O
pero 459.79 459.93 però O
el 459.93 459.99 el B
mes 459.99 460.18 mes I
nou 460.18 460.94 nou I
era 461.44 461.66 era I
un 461.66 461.74 un I
cas 461.74 461.95 cas I
real 461.95 462.29 real E
va 462.55 462.69 va B
ser 462.69 462.85 ser I
el 462.85 462.93 el I
cas 462.93 463.3 cas I
de 463.32 463.46 de I
maribel 463.46 463.81 maribel I
whitehead 463.84 464.42 whitehead E
el 465.07 465.24 el B
dilema 465.24 465.69 dilema I
que 465.69 465.78 que I
els 465.78 465.89 els I
he 465.89 465.96 he I
presentat 465.96 466.53 presentat I
es 466.54 466.7 és I
el 466.7 466.82 el I
dilema 466.82 467.2 dilema I
etic 467.2 467.53 ètic I
que 467.54 467.63 que I
va 467.63 467.73 va I
tenir 467.73 468.1 tenir I
ella 468.1 468.27 ella I
en 468.27 468.34 en I
el 468.34 468.44 el I
moment 468.44 468.75 moment I
d'entregar 468.75 469.13 d'entregar I
el 469.13 469.19 el I
fill 469.19 469.53 fill E
i 469.61 469.72 i B
creiem 469.72 470.13 creiem I
que 470.13 470.21 que I
aquest 470.21 470.45 aquest I
dilema 470.45 470.82 dilema I
es 471.07 471.21 es I
perpetuara 471.21 472.26 perpetuarà E
gracies 472.6 473.14 gràcies O
temis 494.37 494.94 temis B
la 495.31 495.47 la I
deessa 495.47 495.72 deessa I
de 495.72 495.79 de I
la 495.79 495.87 la I
justicia 495.87 496.43 justícia I
i 496.48 496.51 i I
teologia 497.16 497.51 teologia I
grega 497.51 497.83 grega I
portava 498.73 499.08 portava I
una 499.08 499.18 una I
bena 499.18 499.34 bena I
als 499.34 499.49 als I
ulls 499.49 499.81 ulls I
per 499.94 500.11 per I
poder 500.11 500.31 poder I
ser 500.31 500.41 ser I
objectiva 500.41 501.01 objectiva I
a 501.17 501.24 a I
l'hora 501.24 501.39 l'hora I
d'impartir 501.39 501.72 d'impartir I
justicia 501.72 502.21 justícia E
pero 502.83 502.98 però B
portar 502.98 503.22 portar I
els 503.22 503.32 els I
ulls 503.32 503.46 ulls I
tapats 503.46 504.01 tapats I
no 504.41 504.54 no I
ens 504.54 504.67 ens I
ha 504.67 504.76 ha I
de 504.77 504.83 de I
figurar 504.83 505.14 figurar I
la 505.14 505.2 la I
realitat 505.2 505.62 realitat E
avui 506.22 506.56 avui O
el 506.89 507.0 el O
grup 507.0 507.17 grup O
format 507.17 507.44 format O
la 507.44 507.5 la O
neus 507.6 507.75 neus O
galobardes 507.75 508.37 galobardes O
en 508.41 508.48 en O
gorka 508.48 508.68 gorka O
samaniego 508.68 509.19 samaniego O
i 509.28 509.38 i O
jo 509.38 509.62 jo O
l'anna 509.79 510.03 l'anna O
vila 510.03 510.33 vila O
volem 510.76 511.05 volem O
deixar 511.05 511.29 deixar O
de 511.29 511.36 de O
mirar 511.36 511.61 mirar O
una 511.61 511.74 una O
altra 511.74 511.95 altra O
banda 511.95 512.2 banda O
i 512.55 512.64 i O
afrontar 512.64 513.05 afrontar B
la 513.07 513.16 la I
legalitzacio 513.32 513.96 legalització I
de 513.97 514.15 de I
la 514.15 514.21 la I
gestacio 514.21 514.47 gestació I
subrogada 514.47 514.9 subrogada I
volem 515.82 516.06 volem I
evitar-ho 516.06 516.5 evitar-ho I
per 516.99 517.23 per I
poder 517.88 518.19 poder I
ficar 518.29 518.67 ficar I
fre 518.67 518.94 frè I
a 518.95 518.98 a I
les 518.99 519.15 les I
condicions 519.15 519.61 condicions I
inhumanes 519.61 520.12 inhumanes I
a 520.12 520.2 a I
que 520.2 520.29 què I
s'esta 520.29 520.51 s'està I
sotmetent 520.51 520.85 sotmetent I
la 520.85 520.92 la I
dona 520.92 521.17 dona I
a 521.25 521.35 a I
dia 521.35 521.48 dia I
d'avui 521.48 521.73 d'avui E
abans 522.36 522.63 abans O
de 522.63 522.7 de O
tot 522.7 522.98 tot O
pero 522.99 523.25 però O
que 523.89 524.0 que B
es 524.0 524.27 és I
la 524.27 524.35 la I
gestacio 524.35 524.62 gestació I
subrogada 524.62 525.12 subrogada E
es 525.83 525.99 és B
l'acord 525.99 526.23 l'acord I
