tots 53.93 54.26 tots O
al 95.83 95.96 al O
final 95.96 96.24 final O
del 96.24 96.37 del O
debat 96.37 96.79 debat O
ens 96.84 97.03 ens O
reunim 97.03 97.59 reunim O
o 97.66 97.75 o O
parlem 97.75 98.34 parlem O
i 98.7 98.8 i O
ho 98.8 98.88 ho O
intentem 98.88 99.21 intentem O
solucionar 99.21 99.75 solucionar O
dit 100.31 100.5 dit O
aixo 100.5 100.77 això O
si 100.77 100.92 si O
es 100.92 101.02 es O
poden 101.02 101.23 poden O
acostar 101.23 101.81 acostar O
els 101.81 101.94 els O
dos 101.94 102.12 dos O
capitans 102.12 102.99 capitans O
sortejarem 103.29 103.88 sortejarem O
la 103.88 103.97 la O
posicio 103.97 104.41 posició O
i 104.41 104.46 i O
despres 104.46 104.86 després O
qui 104.86 104.99 qui O
comenca 104.99 105.4 comença O
el 105.4 105.46 el O
debat 105.46 105.74 debat O
perfecte 120.04 120.62 perfecte O
en 120.62 120.75 en O
ramon 120.75 121.02 ramon O
llull 121.02 121.21 llull O
a 121.21 121.3 a O
favor 121.3 121.93 favor O
miguel 121.94 122.38 miguel O
hernandez 122.38 122.8 hernández O
en 122.81 122.98 en O
contra 122.98 123.51 contra O
jo 124.26 124.39 jo O
sortejar 127.88 128.44 sortejar O
aqui 128.44 128.65 aquí O
comenca 128.65 129.04 comença O
el 129.04 129.11 el O
debat 129.11 129.44 debat O
tranquil*la 138.85 139.29 tranquil·la O
podem 139.29 139.55 podem O
fer 139.55 139.67 fer O
un 139.78 139.91 un O
sorteig 139.91 140.42 sorteig O
despres 140.43 140.99 després O
iniciara 147.26 147.72 iniciarà O
el 147.72 147.83 el O
debat 147.83 148.21 debat O
miguel 148.21 148.46 miguel O
hernandez 148.46 149.19 hernández O
a 149.73 149.96 a O
ramon 149.97 150.39 ramon O
llull 150.39 150.6 llull O
molta 157.02 157.37 molta O
sort 157.37 157.57 sort O
als 157.57 157.69 als O
dos 157.69 157.79 dos O
equips 157.79 158.26 equips O
i 158.26 158.5 i O
que 158.52 158.64 que O
comenci 158.64 159.04 comenci O
el 159.04 159.11 el O
debat 159.11 159.37 debat O
vaig 174.82 175.06 vaig B
ser 175.07 175.35 ser I
tractada 175.35 176.02 tractada I
com 177.63 177.87 com I
un 177.87 178.02 un I
uter 178.02 178.38 úter I
d'un 178.39 178.59 d'un I
sol 178.59 178.83 sol I
us 178.83 179.15 ús I
sols 179.84 180.16 sols I
puc 180.16 180.39 puc I
dir 180.46 180.79 dir I
que 181.57 181.73 que I
era 183.41 183.66 era I
com 183.7 183.89 com I
una 183.89 184.09 una I
ferida 184.09 184.62 ferida I
que 185.69 185.81 que I
cremava 185.81 186.34 cremava I
totes 186.41 186.79 totes I
les 186.79 187.2 les I
fibres 187.5 187.84 fibres I
musculars 187.84 188.58 musculars I
el 188.83 188.99 el I
cor 189.0 189.35 cor I
estava 190.23 190.57 estava I
desesperada 190.57 191.38 desesperada I
creia 191.84 192.23 creia I
que 192.23 192.75 que I
aquesta 194.97 195.28 aquesta I
solucio 195.28 195.93 solució I
posaria 196.7 197.15 posaria I
fi 197.15 197.34 fi I
als 197.34 197.46 als I
meus 197.46 197.65 meus I
problemes 197.65 198.09 problemes I
economics 198.09 198.81 econòmics I
he 199.97 200.08 he I
perdut 200.08 200.46 perdut I
una 200.46 200.69 una I
filla 200.69 201.15 filla I
i 201.64 201.76 i I
ara 201.76 202.16 ara I
soc 203.08 203.35 sóc I
perseguida 203.35 204.01 perseguida I
per 204.68 204.83 per I
aquella 204.83 205.21 aquella I
decisio 205.21 205.83 decisió E
aquestes 206.66 207.14 aquestes B
son 207.14 207.32 són I
les 207.32 207.47 les I
paraules 207.47 207.89 paraules I
d'elisa 208.5 209.03 d'elisa I
anna 209.2 209.58 anna I
gomez 209.77 210.14 gómez I
dona 210.55 211.15 dona I
que 211.84 212.02 que I
va 212.02 212.16 va I
fer 215.67 216.05 fer I
ventre 216.43 216.99 ventre I
de 217.9 218.23 de I
lloguer 219.68 220.25 lloguer E
perdoneu 220.68 221.08 perdoneu O
bon 221.38 221.6 bon O
dia 221.6 221.85 dia O
el 221.93 222.02 el O
meu 222.02 222.18 meu O
nom 222.18 222.35 nom O
es 222.35 222.51 és O
magda 222.51 222.8 magda O
torralba 222.8 223.29 torralba O
i 223.52 223.63 i O
junt 223.63 223.89 junt O
als 223.89 224.01 als O
membres 224.01 224.38 membres O
del 224.38 224.53 del O
meu 224.53 224.66 meu O
equip 224.66 224.98 equip O
mohamed 224.98 225.47 mohamed O
elena 225.55 226.01 elena O
jose 226.02 226.19 josé O
vicente 226.19 226.7 vicente O
andrea 226.89 227.29 andrea O
idea 227.38 227.71 idea O
diguem 227.93 228.17 diguem O
no 228.17 228.33 no O
a 228.33 228.43 a O
la 228.43 228.53 la O
frase 228.53 228.77 frase O
objecte 228.77 229.06 objecte O
de 229.06 229.12 de O
debat 229.12 229.4 debat O
estem 229.59 229.97 estem B
completament 229.98 230.68 completament I
en 230.68 230.87 en I
contra 230.87 231.21 contra I
de 231.21 231.3 de I
la 231.3 231.39 la I
legalitzacio 231.39 232.11 legalització I
de 232.12 232.24 de I
la 232.24 232.3 la I
gestacio 232.31 232.87 gestació I
subrogada 233.21 233.9 subrogada E
el 234.22 234.3 el O
nostre 234.3 234.58 nostre O
equip 234.58 234.92 equip O
defensara 235.14 235.72 defensarà O
tres 235.98 236.21 tres O
arguments 236.21 236.85 arguments O
la 237.57 237.64 la B
legalitzacio 237.64 238.14 legalització I
de 238.14 238.2 de I
la 238.2 238.27 la I
gestacio 238.27 238.78 gestació I
subrogada 238.78 239.49 subrogada I
suposaria 239.63 240.16 suposaria I
legitimar 240.16 240.72 legitimar I
parlamentariament 240.72 241.62 parlamentàriament I
la 241.85 241.92 la I
cosificacio 241.92 242.73 cosificació I
de 242.77 242.88 de I
la 242.88 243.01 la I
dona 243.01 243.31 dona E
el 243.75 243.81 el O
nostre 243.81 244.07 nostre O
segon 244.07 244.38 segon O
argument 244.38 244.92 argument O
es 244.96 245.11 és O
la 245.11 245.24 la B
feminitzacio 245.24 246.12 feminització I
de 246.2 246.28 de I
la 246.28 246.4 la I
pobresa 246.4 246.96 pobresa E
i 247.28 247.36 i O
el 247.36 247.49 el O
tercer 247.49 247.84 tercer O
argument 247.84 248.39 argument O
ser 248.53 248.85 ser B
mare 248.85 249.2 mare I
o 249.26 249.37 o I
pare 249.37 249.73 pare I
no 250.29 250.6 no I
es 250.67 250.87 és I
un 250.87 251.04 un I
dret 251.04 251.35 dret E
es 251.43 251.64 és B
un 251.64 251.8 un I
desig 251.8 252.41 desig E
dir 253.54 253.74 dir B
si 253.74 253.88 sí I
a 253.88 253.96 a I
la 253.96 254.07 la I
legalitzacio 254.07 254.68 legalització I
de 254.68 254.75 de I
la 254.75 254.85 la I
gestacio 254.85 255.29 gestació I
subrogada 255.29 255.77 subrogada I
suposaria 255.77 256.44 suposaria I
legitimar 256.63 257.2 legitimar I
parlamentariament 257.2 258.17 parlamentàriament I
la 258.17 258.27 la I
cosificacio 258.27 259.04 cosificació I
de 259.18 259.28 de I
la 259.28 259.4 la I
dona 259.4 259.7 dona E
la 260.01 260.15 la B
mercantilitzacio 260.15 261.03 mercantilització I
de 261.03 261.11 de I
les 261.11 261.23 les I
seves 261.23 261.5 seves I
entranyes 261.5 262.1 entranyes E
no 262.36 262.54 no B
hi 262.54 262.67 hi I
ha 262.67 262.76 ha I
contraprestacio 262.76 263.5 contraprestació I
economica 263.5 264.05 econòmica I
possible 264.05 264.65 possible I
a 264.66 264.75 a I
l'impacte 264.75 265.26 l'impacte I
d'un 265.26 265.52 d'un I
part 265.52 265.79 part I
o 265.83 265.92 o I
d'un 265.92 266.04 d'un I
embaras 266.04 266.42 embaràs I
en 266.6 266.75 en I
termes 266.75 267.09 termes I
fisics 267.25 267.65 físics I
ni 267.65 267.77 ni I
psicologics 267.87 268.49 psicològics I
ni 268.67 268.79 ni I
garanties 268.79 269.28 garanties I
que 269.28 269.35 que I
ens 269.35 269.46 ens I
protegisquen 269.46 270.07 protegisquen E
aco 270.24 270.52 açò B
no 270.93 271.03 no I
es 271.03 271.09 es I
pot 271.1 271.27 pot I
mesurar 271.27 271.65 mesurar E
es 272.41 272.57 és B
la 272.57 272.7 la I
linia 272.7 273.01 línia I
que 273.01 273.14 que I
no 273.14 273.39 no I
hem 273.4 273.71 hem I
de 273.71 273.8 de I
creuar 273.8 274.44 creuar E
l'ultim 274.64 275.07 l'últim B
reducte 275.07 275.55 reducte I
que 275.55 275.64 que I
ens 275.64 275.85 ens I
queda 275.85 276.23 queda I
la 276.53 276.6 la I
nostra 276.6 276.91 nostra I
integritat 276.91 277.45 integritat I
fisica 277.57 278.09 física I
i 278.1 278.2 i I
personal 278.2 278.85 personal E
la 279.03 279.17 la B
nostra 279.17 279.66 nostra I
dignitat 279.71 280.37 dignitat E
cap 280.87 281.09 cap B
estat 281.09 281.52 estat I
que 281.53 281.6 que I
es 281.6 281.69 es I
considere 281.69 282.14 considere I
defensor 282.14 282.83 defensor I
dels 282.96 283.2 dels I
drets 283.2 283.42 drets I
humans 283.42 283.81 humans I
pot 284.01 284.15 pot I
legitimar 284.15 284.7 legitimar I
que 284.7 284.78 que I
el 284.78 284.84 el I
nostre 284.84 285.16 nostre I
cos 285.16 285.57 cos I
siga 285.78 286.09 siga I
un 286.09 286.21 un I
negoci 286.21 286.72 negoci E
en 287.56 287.71 en O
segon 287.71 288.03 segon O
lloc 288.03 288.36 lloc O
la 288.39 288.55 la B
feminitzacio 288.55 289.11 feminització I
de 289.11 289.19 de I
la 289.19 289.29 la I
pobresa 289.29 289.78 pobresa I
i 290.41 290.52 i I
la 290.52 290.62 la I
necessitat 290.62 291.1 necessitat I
economica 291.1 291.66 econòmica I
fan 291.88 292.08 fan I
que 292.08 292.17 que I
la 292.17 292.26 la I
maternitat 292.26 292.81 maternitat I
subrogada 292.81 293.35 subrogada I
prospere 293.35 293.83 prospere I
com 293.83 294.01 com I
una 294.01 294.15 una I
opcio 294.15 294.44 opció I
per 294.44 294.58 per I
a 294.58 294.63 a I
les 294.63 294.77 les I
dones 294.77 295.07 dones I
mes 295.12 295.46 més I
vulnerables 295.57 296.22 vulnerables E
per 296.59 296.76 per O
tant 296.76 297.05 tant O
estariem 297.15 297.6 estaríem B
davant 297.6 297.85 davant I
la 297.85 297.94 la I
fal*lacia 297.94 298.46 fal·làcia I
de 298.47 298.62 de I
la 298.62 298.91 la I
lliure 299.02 299.41 lliure I
eleccio 299.73 300.37 elecció E
la 300.63 300.72 la B
legitimacio 300.73 301.61 legitimació I
de 301.62 301.72 de I
la 301.72 301.8 la I
gestacio 301.8 302.2 gestació I
subrogada 302.2 302.72 subrogada I
suposaria 302.92 303.6 suposaria I
fer 303.64 303.88 fer I
un 303.88 303.99 un I
pas 303.99 304.23 pas I
cap 304.38 304.57 cap I
a 304.57 304.62 a I
la 304.62 304.72 la I
desigualtat 304.72 305.38 desigualtat I
cap 305.38 305.51 cap I
a 305.51 305.56 a I
la 305.56 305.65 la I
feminitzacio 305.65 306.53 feminització I
de 306.79 306.87 de I
la 306.87 306.98 la I
pobresa 306.98 307.51 pobresa E
les 307.8 307.99 les B
dones 307.99 308.26 dones I
en 308.26 308.37 en I
situacio 308.37 308.8 situació I
de 308.8 308.88 de I
vulnerabilitat 308.88 309.73 vulnerabilitat I
es 309.73 309.82 es I
veurien 309.82 310.13 veurien I
abocades 310.13 310.63 abocades I
a 310.63 310.7 a I
realitzar 310.7 311.19 realitzar I
aquest 311.34 311.71 aquest I
tipus 311.78 312.18 tipus I
de 312.46 312.56 de I
practiques 312.56 313.29 pràctiques E
ademes 313.73 314.27 ademés B
de 314.49 314.58 de I
patir 314.58 314.89 patir I
els 314.89 315.05 els I
abusos 315.05 315.44 abusos I
del 315.44 315.56 del I
sistema 315.56 315.97 sistema I
capitalista 315.97 316.59 capitalista I
que 316.59 316.71 que I
s'encarregaria 316.71 317.38 s'encarregaria I
i 317.38 317.49 i I
es 317.49 317.61 és I
com 317.61 317.75 com I
esta 317.75 318.0 està I
passant 318.0 318.41 passant I
d'exprimir-nos 318.62 319.26 d'exprimir-nos I
i 319.26 319.32 i I
treure'ns 319.32 319.79 treure'ns I
el 319.85 319.98 el I
maxim 319.98 320.4 màxim I
rendiment 320.4 320.97 rendiment I
i 320.97 321.01 i I
el 321.01 321.09 el I
maxim 321.09 321.53 màxim I
benefici 321.53 322.04 benefici I
precaritzant 322.38 322.97 precaritzant I
com 322.98 323.18 com I
sempre 323.18 323.66 sempre I
la 323.86 324.03 la I
seva 324.03 324.42 seva I
situacio 324.64 325.36 situació E
senyores 325.53 326.05 senyores O
i 326.12 326.19 i O
senyors 326.19 326.61 senyors O
no 326.61 326.81 no B
podem 326.81 327.17 podem I
relacionar 327.17 328.22 relacionar I
necessitat 328.23 329.15 necessitat I
amb 329.26 329.45 amb I
llibertat 329.45 330.17 llibertat E
que 330.33 330.47 que O
no 330.47 330.57 no O
ens 330.57 330.71 ens O
enganyen 330.76 331.41 enganyen O
la 331.56 331.69 la B
llibertat 331.69 332.15 llibertat I
com 332.15 332.33 com I
dia 332.33 332.46 dia I
el 332.46 332.53 el I
quixot 332.53 333.01 quixot I
es 333.03 333.18 és I
un 333.18 333.33 un I
dels 333.33 333.53 dels I
dons 333.53 333.83 dons I
del 333.85 334.04 del I
cel 334.04 334.36 cel I
pel 334.36 334.57 pel I
qual 334.58 334.75 qual I
les 334.75 334.91 les I
persones 334.91 335.4 persones I
deven 335.4 335.64 deven I
invertir 335.64 336.18 invertir I
el 336.39 336.47 el I
seu 336.47 336.72 seu I
do 336.72 337.0 do E
en 337.03 337.14 en B
la 337.14 337.22 la I
seva 337.22 337.48 seva I
vida 337.48 337.83 vida I
no 338.29 338.4 no I
existix 338.4 338.89 existix I
llibertat 338.89 339.41 llibertat I
quan 339.57 339.74 quan I
les 339.74 339.87 les I
miseries 339.87 340.37 misèries I
quan 340.37 340.51 quan I
les 340.51 340.6 les I
situacions 340.6 341.01 situacions I
economiques 341.01 341.53 econòmiques I
o 341.72 341.81 o I
quan 341.81 341.93 quan I
una 341.93 342.13 una I
ordre 342.14 342.5 ordre I
t'obliga 342.65 343.0 t'obliga I
a 343.0 343.06 a I
prestar 343.06 343.42 prestar I
el 343.42 343.54 el E
teu 343.54 343.71 teu O
cos 343.71 343.97 cos O
perque 343.97 344.26 perquè O
comerciin 344.26 344.76 comerciïn O
experimenten 346.65 347.36 experimenten O
o 347.37 347.49 o O
tracten 347.49 347.95 tracten O
amb 348.02 348.23 amb O
ell 348.23 348.46 ell O
aixo 348.69 349.28 això B
no 349.68 349.78 no I
es 349.78 349.89 és I
llibertat 349.89 350.51 llibertat E
en 351.26 351.36 en B
tercer 351.36 351.72 tercer I
i 351.72 351.79 i I
ultim 351.79 352.07 últim I
lloc 352.07 352.36 lloc I
ser 352.74 352.98 ser I
mare 352.98 353.2 mare I
o 353.2 353.27 o I
pare 353.27 353.53 pare I
no 353.79 354.23 no I
es 354.32 354.48 és I
un 354.48 354.58 un I
dret 354.58 354.92 dret I
es 355.01 355.17 és I
un 355.17 355.29 un I
desig 355.29 355.81 desig I
no 355.94 356.0 no I
es 356.0 356.08 es I
confonguen 356.08 356.65 confonguen I
i 356.65 356.7 i I
en 356.93 357.06 en I
cas 357.06 357.23 cas I
de 357.23 357.3 de I
no 357.3 357.43 no I
poder 357.43 357.7 poder I
ser-ho 357.7 358.04 ser-ho I
per 360.45 360.59 per I
mitjans 360.59 360.86 mitjans I
naturals 360.86 361.45 naturals I
hi 361.57 361.68 hi I
ha 361.68 361.85 ha I
diverses 362.06 362.46 diverses I
alternatives 362.46 363.34 alternatives E
el 363.6 363.68 el B
sistema 363.68 364.09 sistema I
de 364.09 364.18 de I
consum 364.18 364.75 consum I
vorac 364.75 365.12 voraç I
el 365.12 365.24 el I
que 365.24 365.38 que I
vivim 365.38 365.73 vivim I
ens 365.73 365.89 ens I
ensenya 365.89 366.3 ensenya I
que 366.32 366.5 que I
podem 366.5 366.77 podem I
tindre 366.77 367.08 tindre I
tot 367.08 367.27 tot I
el 367.27 367.37 el I
que 367.37 367.49 que I
desitgem 367.49 368.0 desitgem I
mitjancant 368.21 368.75 mitjançant I
pagament 368.75 369.26 pagament I
per 369.4 369.57 per I
a 369.57 369.63 a I
carrec 369.63 369.92 càrrec I
de 369.92 370.0 de I
la 370.0 370.06 la I
integritat 370.06 370.57 integritat I
fisica 370.57 371.09 física I
i 371.3 371.39 i I
psicologica 371.39 372.12 psicològica I
d'una 372.32 372.61 d'una I
dona 372.61 373.24 dona E
no 373.65 374.01 no O
davall 374.14 374.44 davall O
el 374.44 374.54 el O
nostre 374.54 374.83 nostre O
punt 374.83 375.02 punt O
de 375.02 375.1 de O
vista 375.1 375.41 vista O
si 375.43 375.68 sí O
hauriem 375.68 375.98 hauríem B
d'apostar 375.98 376.36 d'apostar I
per 376.36 376.5 per I
l'adopcio 376.5 377.2 l'adopció I
millorant 377.54 377.97 millorant I
els 377.97 378.1 els I
mecanismes 378.1 378.94 mecanismes E
milions 379.23 379.68 milions B
de 379.68 379.79 de I
criatures 379.79 380.45 criatures I
al 380.55 380.79 al I
mon 380.79 381.2 món I
estan 381.44 382.02 estan I
sent 382.03 382.54 sent I
abandonades 382.85 383.62 abandonades E
penseu-ho 383.85 384.53 penseu-ho O
la 384.85 384.91 la O
universitat 384.91 385.4 universitat O
miguel 385.4 385.61 miguel O
hernandez 385.61 386.12 hernández O
diu 386.23 386.44 diu O
no 386.44 386.71 no B
a 386.75 386.81 a I
la 386.81 386.93 la I
fase 386.93 387.18 fase I
etcetera 387.18 387.81 etcètera I
diem 388.07 388.32 diem I
no 388.32 388.67 no I
a 388.89 388.98 a I
la 388.98 389.09 la I
legalitzacio 389.09 389.6 legalització I
de 389.6 389.66 de I
la 389.66 389.77 la I
gestacio 389.77 390.29 gestació I
subrogada 390.29 390.93 subrogada E
la 391.53 391.6 la O
legalitzacio 391.6 392.07 legalització O
de 392.07 392.13 de O
la 392.13 392.21 la O
gestacio 392.21 392.58 gestació O
subrogada 392.58 393.21 subrogada O
suposaria 393.37 393.86 suposaria O
legitimar 393.86 394.33 legitimar O
parlamentariament 394.33 395.09 parlamentàriament O
la 395.09 395.18 la O
cosificacio 395.18 395.75 cosificació O
de 395.75 395.84 de O
la 395.84 395.95 la O
dona 395.95 396.36 dona O
la 397.34 397.41 la O
feminitzacio 397.41 398.32 feminització O
de 398.53 398.67 de O
la 398.67 398.79 la O
pobresa 398.79 399.35 pobresa O
i 399.96 400.05 i O
ser 400.05 400.35 ser O
mare 400.35 400.79 mare O
o 400.8 400.96 o O
pare 400.96 401.34 pare O
no 401.42 401.82 no O
es 401.83 402.09 és O
un 402.18 402.4 un O
dret 402.4 402.67 dret O
es 402.95 403.21 és O
un 403.22 403.49 un O
desig 403.49 403.98 desig O
com 404.26 404.48 com B
va 404.48 404.58 va I
dir 404.58 404.76 dir I
silvia 404.77 405.33 sílvia I
federici 405.4 406.07 federici I
la 406.39 406.59 la I
dona 406.59 406.99 dona I
es 407.06 407.25 és I
l'ultima 407.25 407.95 l'última I
frontera 407.96 408.61 frontera I
del 408.8 408.98 del I
capitalisme 408.98 409.92 capitalisme E
moltissimes 410.3 410.81 moltíssimes O
gracies 410.81 411.37 gràcies O
*** 410.81 411.37 *** O
intro 419.6 419.75 intro O
fav 419.76 419.85 fav O
el 437.02 437.17 el B
mirall 437.17 437.42 mirall I
de 437.42 437.49 de I
gised 437.49 438.07 gised I
es 438.26 438.52 és I
un 438.52 438.62 un I
misterios 438.62 439.26 misteriós I
mirall 439.26 439.56 mirall I
magic 439.56 440.02 màgic I
que 440.3 440.38 que I
va 440.38 440.44 va I
apareixer 440.44 440.81 aparèixer I
per 440.81 440.93 per I
primer 440.93 441.15 primer I
cop 441.15 441.39 cop I
en 441.49 441.64 en I
la 441.64 441.76 la I
novel*la 441.76 442.29 novel·la I
de 442.3 442.46 de I
harry 442.48 442.7 harry I
potter 442.7 442.99 potter I
i 442.99 443.03 i I
la 443.03 443.13 la I
pedra 443.13 443.51 pedra I
filosofal 443.54 444.17 filosofal I
de 444.43 444.59 de I
l'escriptora 444.59 445.0 l'escriptora I
britanica 445.0 445.62 britànica I
j 445.66 445.85 j I
k 445.86 445.98 k I
rowling 445.99 446.44 rowling I
la 446.92 447.06 la I
propietat 447.06 447.42 propietat I
que 447.42 447.5 que I
fa 447.5 447.59 fa I
especial 447.59 447.94 especial I
aquest 447.94 448.16 aquest I
mirall 448.16 448.53 mirall I
es 448.73 448.9 és I
que 448.9 449.02 que I
permet 449.02 449.65 permet I
o 449.66 449.82 o I
te 449.82 449.94 té I
la 449.94 450.01 la I
capacitat 450.01 450.73 capacitat I
de 450.74 450.92 de I
mostrar 450.92 451.32 mostrar I
a 451.33 451.45 a I
la 451.45 451.56 la I
persona 451.56 451.93 persona I
que 451.93 452.05 que I
si 452.05 452.17 si I
enmiralla 452.17 452.73 enmiralla I
el 453.01 453.21 el I
seu 453.21 453.55 seu I
el 454.31 454.48 el I
seu 454.48 454.79 seu I
mes 454.9 455.72 més I
profund 455.72 456.04 profund I
desig 456.04 456.44 desig E
bon 456.8 457.02 bon O
dia 457.02 457.33 dia O
benvolguts 457.56 458.03 benvolguts O
membres 458.03 458.28 membres O
del 458.66 458.94 del O
jurat 458.94 459.35 jurat O
companys 459.51 459.88 companys O
i 459.88 459.92 i O
companyes 459.92 460.46 companyes O
de 460.46 460.52 de O
l'equip 460.52 460.74 l'equip O
contrari 460.74 461.34 contrari O
public 461.55 461.8 públic O
assistent 461.8 462.36 assistent O
el 462.49 462.64 el O
meu 462.64 462.76 meu O
nom 462.76 463.02 nom O
es 463.03 463.19 és O
marc 463.19 463.41 marc O
leon 463.41 463.74 leon O
juntament 463.75 464.19 juntament O
amb 464.19 464.28 amb O
les 464.28 464.37 les O
seves 464.37 464.57 seves O
companyes 464.57 465.13 companyes O
paloma 465.13 465.41 paloma O
abril 465.41 465.69 abril O
i 465.83 465.92 i O
carla 465.92 466.15 carla O
gonzalez 466.15 466.54 gonzález O
els 466.81 467.04 els O
demostrarem 467.04 467.67 demostrarem O
al 467.67 467.78 al O
llarg 467.78 468.01 llarg O
d'aquest 468.01 468.26 d'aquest O
debat 468.26 468.57 debat O
que 468.77 468.95 que O
si 468.95 469.2 si O
que 469.43 469.62 que O
si 469.62 469.78 si O
s'hauria 469.78 470.22 s'hauria B
de 470.22 470.31 de I
legalitzar 470.31 470.91 legalitzar I
la 470.91 470.97 la I
maternitat 470.97 471.43 maternitat I
subrogada 471.43 472.2 subrogada E
per 472.27 472.44 per O
tal 472.44 472.66 tal O
d'evitar 472.66 473.15 d'evitar B
la 473.16 473.33 la I
complicitat 473.33 474.22 complicitat I
del 474.23 474.41 del I
nostre 474.41 474.69 nostre I
pais 474.69 475.01 país I
en 475.2 475.37 en I
practiques 475.37 475.86 pràctiques I
que 475.86 475.96 que I
son 475.96 476.24 són I
moralment 476.27 476.9 moralment I
reprovables 477.08 477.73 reprovables E
abans 478.08 478.34 abans O
de 478.34 478.42 de O
procedir 478.42 478.81 procedir O
amb 478.81 478.94 amb O
els 478.94 479.06 els O
nostres 479.06 479.28 nostres O
arguments 479.28 479.81 arguments O
no 479.81 479.92 no O
obstant 479.92 480.26 obstant O
permetin-me 480.46 480.99 permetin-me O
que 480.99 481.09 que B
faci 481.09 481.31 faci I
una 481.31 481.43 una I
petita 481.43 481.74 petita I
aclaracio 481.74 482.2 aclaració I
sobre 482.2 482.44 sobre I
un 482.45 482.69 un I
dels 482.69 482.9 dels I
termes 482.9 483.27 termes I
envers 483.46 483.81 envers I
entorn 483.82 484.15 entorn I
dels 484.15 484.32 dels I
quals 484.32 484.53 quals I
girara 484.53 484.9 girarà I
aquest 484.91 485.17 aquest I
